time_s,x_east_m,y_north_m,z_up_m,heading_deg,u_mps
0.200,-0.000,0.000,0.000,0.074,250.495
0.400,0.020,50.146,-0.249,0.027,250.233
0.600,0.050,100.354,-0.117,0.240,248.991
0.800,0.109,150.612,0.553,0.669,247.437
1.000,0.262,200.850,2.037,0.929,245.709
1.200,0.531,250.927,4.735,0.880,244.522
1.400,0.778,300.736,8.845,0.821,243.746
1.600,0.901,350.294,14.135,0.670,242.626
1.800,0.927,399.631,20.413,0.406,241.332
2.000,0.903,448.690,27.769,0.092,240.343
2.200,0.812,497.335,36.436,359.595,239.748
2.400,0.493,545.470,46.490,359.161,239.022
2.600,-0.119,593.169,57.643,358.683,238.146
2.800,-0.970,640.517,69.671,358.085,237.305
3.000,-2.018,687.475,82.605,357.489,236.983
3.200,-3.299,733.940,96.565,357.008,237.834
3.400,-4.944,779.904,111.492,356.941,238.464
3.600,-6.926,825.551,127.016,357.001,238.761
3.800,-9.127,871.058,142.851,356.774,238.938
4.000,-11.511,916.463,158.948,356.489,239.081
4.200,-14.059,961.758,175.325,356.268,239.179
4.400,-16.750,1006.909,192.028,355.847,239.194
4.600,-19.630,1051.840,209.150,355.601,239.161
4.800,-22.656,1096.658,226.527,355.556,239.130
5.000,-25.796,1141.389,244.117,355.569,239.231
5.200,-29.022,1186.013,261.930,355.622,239.825
5.400,-32.353,1230.516,279.967,355.940,240.300
5.600,-35.728,1275.067,297.952,356.476,240.750
5.800,-39.104,1319.745,315.746,356.801,241.079
6.000,-42.472,1364.534,333.343,356.637,241.141
6.200,-45.865,1409.343,350.869,356.458,241.139
6.400,-49.268,1454.250,368.244,356.483,241.219
6.600,-52.677,1499.225,385.539,356.248,241.164
6.800,-56.121,1544.187,402.813,356.613,241.425
7.000,-59.548,1589.335,419.729,357.488,241.728
7.200,-62.918,1634.855,435.914,357.937,241.655
7.400,-66.280,1680.728,451.273,357.287,241.274
7.600,-69.688,1726.836,465.860,356.213,240.394
7.800,-73.138,1773.072,479.708,355.891,240.598
8.000,-76.590,1819.480,492.871,356.079,241.405
8.200,-79.996,1866.128,505.395,356.276,242.221
8.400,-83.382,1912.964,517.500,356.144,242.613
8.600,-86.778,1959.918,529.423,355.950,242.714
8.800,-90.183,2006.926,541.319,355.722,242.741
9.000,-93.603,2053.892,553.325,355.557,242.925
9.200,-97.065,2100.874,565.253,356.115,242.913
9.400,-100.522,2147.998,576.769,356.518,243.255
9.600,-103.956,2195.297,587.866,356.423,243.697
9.800,-107.394,2242.697,598.799,356.094,243.545
10.000,-110.847,2290.071,609.919,355.746,242.446
10.200,-114.315,2337.334,621.412,355.487,241.983
10.400,-117.840,2384.435,633.309,355.891,243.072
10.600,-121.395,2431.567,645.206,356.636,243.855
10.800,-124.931,2478.874,656.724,357.047,243.999
11.000,-128.440,2526.387,667.647,357.042,243.761
11.200,-131.928,2574.051,677.972,356.708,244.134
11.400,-135.405,2621.777,688.045,356.753,244.507
11.600,-138.860,2669.578,698.101,357.093,243.394
11.800,-142.257,2717.349,708.492,357.157,241.354
12.000,-145.590,2764.870,719.670,356.801,239.543
12.200,-148.980,2811.972,731.876,356.500,238.541
12.400,-152.507,2858.728,744.888,356.438,238.691
12.600,-156.147,2905.243,758.490,355.951,237.865
12.800,-159.886,2951.468,772.750,355.190,236.654
