Time_s,Agent_ID,X_m,Y_m,Z_m,Velocity_m_s,Heading_deg,Pitch_deg,Roll_deg,Action_Type
0.0,A0100,-44585.73503398639,0.0017141581956821028,9844.39867296003,249.9455899798032,0.07260931819816845,0.4454100623803631,1.7513940771223453,dive_left
0.4,A0100,-44485.90466114149,0.06318944754821132,9844.549422172237,248.57548354193958,359.8082261613792,3.4363394723558547,2.146650334548506,dive_left
0.8,A0100,-44386.4795770872,0.15063661117528682,9845.531336589695,247.32527672443427,359.9656679186946,5.035320697962814,-1.4592758105679793,dive_left
1.2000000000000002,A0100,-44287.328617035644,0.25560507655973197,9846.474065962393,247.5167612911544,359.6651616594527,-0.8768291844244372,4.317203574621064,dive_left
1.6,A0100,-44188.53243401398,0.34818019821250346,9846.208206120076,245.20463771498777,359.09380865417916,-7.098410498860996,-3.69541983466149,dive_left
2.0,A0100,-44090.03370292236,0.45870271279636654,9842.422053254193,244.3120070548659,359.887571738625,-11.323072632396,0.5259069602464824,dive_left
2.4000000000000004,A0100,-43991.98468899204,0.6147961064125411,9834.981795837297,245.39559864522997,359.52267922500647,-6.536620824910245,-0.7769388773991586,dive_left
2.8000000000000003,A0100,-43894.207082030494,0.7094537284938269,9826.245433418893,245.31800206403636,0.2937944613659279,-8.759468716185424,-8.141312752721268,dive_left
3.2,A0100,-43796.536871375865,0.963457081335946,9814.8159294138,244.41126626965016,1.1072248332236163,-14.368669351474237,-2.492113223866181,dive_left
3.6,A0100,-43699.39930487915,1.4079493207173073,9799.75082699841,243.02291090762256,1.1116890394173855,-19.143962987913586,-9.716398626020908,dive_left
4.0,A0100,-43603.24540850571,2.281124836401432,9780.139074889936,243.51441690160468,1.2001311647690913,-19.627040313670122,-15.986199974890877,dive_left
4.4,A0100,-43507.657852681885,3.4901248357928125,9757.401855435466,246.09038875713816,359.6387174552482,-12.153426796556301,-7.690283228718141,dive_left
4.800000000000001,A0100,-43411.852531188284,4.53369226389259,9733.877196096653,246.82190774812963,359.6044064731692,-16.3715527495279,-6.789072987407569,dive_left
5.2,A0100,-43316.09747436916,5.471088666461583,9708.88884718748,246.26691655117705,0.565806056722202,-22.300908552890817,-13.286131898010092,dive_left
5.6000000000000005,A0100,-43221.13509584758,6.702166110189864,9680.620913774854,244.69306635147007,1.982956961308875,-26.795985790294456,-20.628666337274545,dive_left
6.0,A0100,-43127.58047367539,8.72904250501233,9648.147124331306,247.1611895815459,1.9917342904772812,-25.138030337503288,-11.541742397121064,dive_left
6.4,A0100,-43034.280511530575,10.859380572463124,9613.851273041852,247.67425624421165,359.3779163494058,-14.328857276059646,-11.064202340009581,dive_left
6.800000000000001,A0100,-42940.150512073415,12.317915036532213,9580.903714450187,249.5392218807586,359.89442585957084,-16.277683570753858,-15.162836691799157,dive_left
7.2,A0100,-42845.55519577022,13.509241403531632,9547.461695626129,251.2364012294928,1.2939969102900455,-23.26794507102561,-9.956711046935835,dive_left
7.6000000000000005,A0100,-42751.21478691901,14.813376255533512,9511.90715619905,250.84277958357285,2.118941540295856,-28.740706125538196,-17.46024119304814,dive_left
8.0,A0100,-42657.84538788721,16.56643665791853,9473.073597436489,252.70500097117727,1.0980521002896386,-27.426928614917447,-26.887852562193693,dive_left
8.4,A0100,-42564.39853373966,18.10789442039095,9432.829771609147,253.17877602424892,356.8022372771928,-16.67030843222255,-14.874007358754602,dive_left
8.8,A0100,-42469.426317675025,18.249032218602224,9394.96566742876,251.08034151810466,355.32877400246355,-10.949743227300663,-14.278872913494052,dive_left
9.200000000000001,A0100,-42373.1971355106,16.86026859634876,9360.30976269468,255.8001703695923,357.2413421286455,-17.68569980316834,-23.58054070933476,dive_left
