altitude_m,heading_deg,roll_deg,pitch_deg,u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,aileron_cmd,elevator_cmd,rudder_cmd,throttle_cmd,n_x_g,n_y_g,n_z_g,longitude_deg,latitude_deg,time_s,phase,target_heading_deg,target_altitude_m,target_dv_mps
9999.856063878135,0.2600772496357169,3.1516615555824297,0.5103870911697473,250.48889785419308,-0.9182920126773589,3.8148039597759507,0.6480097167639826,0.17315468627696476,0.033689808688042215,0.75,-0.55,-0.25,0.8310344827586207,0.21935754787000136,0.3466951885614135,-0.630045223042233,119.99999996375459,60.00044842729998,0.2,DECELERATE,nan,nan,-0.03577708763999664
9999.444470360355,0.7262581615865902,12.178161104845598,3.000516058946345,249.89752954061305,0.4046128216534271,15.68240272338022,0.855626225356992,0.1819675723127848,-0.006084471204510126,0.30000000000000004,0.1499999999999999,0.55,0.4517241379310345,0.0007525861452799042,0.05786228425096461,-0.4073215184077674,120.00000038674033,60.00089736975548,0.4,DECELERATE,nan,nan,-0.10119288512538814
9999.022609404015,0.722050464434711,17.738798546246016,3.9757566837724063,249.54150421587752,3.6625505469009254,18.7435631912298,-0.0045479323426579135,0.008913692432175305,-0.02837420538956814,-0.65,-0.09999999999999998,0.0,0.6241379310344828,0.04313280512864983,-0.4405391409398421,-1.6106800386396483,120.0000023689638,60.00134605344263,0.6000000000000001,DECELERATE,nan,nan,-0.18590320061795607
9998.889773041132,0.42012288419860755,13.820651168359158,4.102204523012954,249.23447008150075,4.259663884434725,16.832686679036456,-0.6948773110732187,0.003152082081379223,-0.027863056977718993,-0.65,-0.15000000000000002,0.19999999999999996,0.6241379310344828,-0.12873457714406564,-0.3488707998779344,-2.3850738772317253,120.00000750368487,60.00179427499021,0.8,DECELERATE,nan,nan,-0.2862167011199731
9999.223721428873,0.5691050035946186,9.338030275754539,4.1226066464750195,249.3405863056301,2.5843900720196107,15.203864485206864,0.09100862672502306,0.006122952004539882,0.0419393827553785,0.3999999999999999,-0.15000000000000002,0.0,0.7965517241379311,0.1801802168833912,0.4050911122671062,-1.7057327546149827,120.00001566481066,60.00224194729708,1.0,DECELERATE,nan,nan,-0.4
9999.784373849943,0.8823949879884256,13.347940188044234,3.8559619101247655,249.07200946576918,2.4387324278941174,13.819545397653195,0.5330479621541713,-0.045538642641052694,0.018643876580615715,0.19999999999999996,0.0,0.55,0.48620689655172417,-0.0491258513453201,0.05262172065815776,-0.7060312696035455,120.00002573359231,60.00268930414708,1.2000000000000002,DECELERATE,nan,nan,-0.5258136552049596
10000.340734389774,0.7347831534368118,16.046311282560797,3.539126619619811,249.03910281665733,3.7830549273621354,11.794827972097139,-0.18320516664126293,-0.01161822849530388,-0.02194383274708467,-0.65,-0.09999999999999998,0.0,0.6241379310344828,-0.04881881733312056,-0.4132051872566131,-1.475414517371703,120.00003746688719,60.00313629200359,1.4000000000000001,DECELERATE,nan,nan,-0.6626009357071572
10001.085547204168,0.5336310693396483,10.336194313791841,3.6486725477641517,249.05394940722982,3.9194507814844175,10.672692097165356,-0.8286479204676085,0.018064731634221308,-0.015262238913468186,-0.65,-0.15000000000000002,-0.4,0.7965517241379311,0.02871482682307765,-0.3198463507081351,-2.1261436515940937,120.0000514928704,60.00358309805779,1.6,DECELERATE,nan,nan,-0.8095430810031051
10002.192655812996,0.7435439496675873,4.692329388196582,3.5084825981626655,249.2395209990373,2.0771513811859337,9.032628670822909,0.018812915208039866,-0.04337226116057501,0.04259868986919663,0.3999999999999999,0.0,0.0,0.8310344827586207,0.21599914288984054,0.42234879448466667,-1.2866141665586261,120.00006736553375,60.00402979497104,1.8,DECELERATE,nan,nan,-0.9659813662799093
10003.406983485944,1.1415310482831118,9.366082771322233,2.9178447706892943,249.7755626209635,0.9643145429795383,6.900928138307933,0.8147332780832971,-0.047077281060621076,0.036435374580167504,0.75,0.0,0.3500000000000001,0.8310344827586207,0.34126678752033446,0.29549288367197246,-0.39657372754123316,120.00008415020336,60.00447696995166,2.0,DECELERATE,nan,nan,-1.131370849898476
10004.487521045628,1.0938847380502086,15.363529155288385,2.67929727263542,250.17621383986767,2.0958798368580505,6.062747374974461,0.05289832792605098,0.0023377213256244307,-0.026543700878020143,-0.65,-0.09999999999999998,0.0,0.7965517241379311,0.1670764901881354,-0.448929410894073,-1.1370658710285653,120.0001019813265,60.004925026638574,2.2,DECELERATE,nan,nan,-1.305250933728837
10005.626998538528,0.8452774338183379,11.9095550995028,2.9940115379989702,250.2137215400853,3.4593052537403066,6.148742109413459,-0.6730977421335363,0.03566443742116282,-0.025320479326890757,-0.65,-0.15000000000000002,0.0,0.7965517241379311,0.024887031459741783,-0.3386792991325839,-1.8602080511144727,120.00012162094899,60.00537344276759,2.4000000000000004,DECELERATE,nan,nan,-1.4872256049436485
10007.02483924242,1.0236448044723654,7.767100495462161,3.0360373084400125,250.3161665937678,2.475267306698223,5.639559741476901,0.13109252708734548,-0.030262311212166892,0.04217609472539084,0.3999999999999999,0.0,0.0,0.7965517241379311,0.19194188873457757,0.4080610216823956,-1.0831046104768576,120.00014309461967,60.00582179305664,2.6,DECELERATE,nan,nan,-1.6769496116460985
10008.454503684015,1.3451249837138406,12.049482786612748,2.5549449528261032,250.8675335516837,1.4541966384737917,4.2958036200909575,0.5403044134440862,-0.03925543431093514,0.023110304093473793,0.19999999999999996,0.0,0.0,0.8310344827586207,0.37220131638869514,0.04323014654602516,-0.28452183040013984,120.00016565288138,60.0062706570996,2.8000000000000003,DECELERATE,nan,nan,-1.8741184594363296
10009.702370820469,1.2436188941060058,14.726172756988245,2.4220353011635516,250.98210938438737,2.405732962999761,4.076485711133194,-0.20134579795510646,0.011532830528083711,-0.02604544840022106,-0.65,-0.09999999999999998,0.0,0.6241379310344828,0.022856583032686808,-0.40954234960486663,-1.0602936687596007,120.00018912540321,60.006720239662776,3.0,DECELERATE,nan,nan,-2.0784609690826525
10010.983892439983,1.022716981129913,8.765265602714688,2.8104035500420075,251.06540698995943,3.521875831477767,4.808646760228504,-0.8533011849865072,0.04136586841256356,-0.022832631932470298,-0.44999999999999996,-0.15000000000000002,0.0,0.7965517241379311,0.05365310243390042,-0.30896458974937296,-1.7914929967136841,120.00021411742193,60.00716997030443,3.2,DECELERATE,nan,nan,-2.289733608959785
10012.506816916288,1.2252556430525128,2.9058462456930747,2.906618293479933,251.30895974832686,2.252160722450785,4.715885506904689,0.01280659831332547,-0.02864324225847161,0.04263025209717611,0.3999999999999999,0.0,0.0,0.8310344827586207,0.2672899984841276,0.4319175752420821,-1.0315298015964165,120.00024030229498,60.00761983188336,3.4000000000000004,DECELERATE,nan,nan,-2.507716092383666
10014.118995700013,1.2048681090949724,1.1369192153678034,1.9014761677106644,251.0878145460581,2.245114854000454,-0.026888808147531702,-0.4992915897157915,-0.17033461409768064,-0.031243702753779003,-0.44999999999999996,0.30000000000000004,0.3999999999999999,0.48620689655172417,-0.12306802304208979,-0.3433704356514847,-1.1232212525725904,120.00026707678727,60.00806974949749,3.6,DECELERATE,nan,nan,-2.7322078983854805
10015.822350252503,0.9748390323315118,-7.9762800227445325,-0.05688323854152203,250.57396799359364,4.1703936854168,-8.23640295932875,-1.0865313765680966,-0.15233138843258986,-0.021271469480069274,-0.44999999999999996,0.19999999999999996,-0.65,0.48620689655172417,-0.1605511824947167,-0.1754262823645503,-0.7090079968869495,120.00029360637782,60.008519009261484,3.8000000000000003,DECELERATE,nan,nan,-2.963025480821926
10017.398086446647,1.3744701853253634,-15.834576197296157,-1.1725657900263475,250.39866639569405,4.27395293192373,-11.391472051074942,-0.09643034568117924,-0.04481507708832108,0.04111986996424664,0.75,0.0,0.3500000000000001,0.5551724137931034,0.05932232976076437,0.47064879424808453,-0.044615445689060534,120.00031896971304,60.00896791730031,4.0,DECELERATE,nan,nan,-3.2
10018.527826014224,1.9140629484541165,-11.896198328977217,-1.3092072651049553,250.84451115920567,0.9586800161413469,-9.839794347004457,0.8081221809189204,-0.007855735581689637,0.03793471990793769,0.5,0.0,0.3500000000000001,0.5551724137931034,0.29749399016447703,0.32216624634322766,0.7974562298162381,120.00034447014323,60.00941719352729,4.2,DECELERATE,nan,nan,-3.4429754573624254
10019.050488987914,1.9518156845372552,-5.599009505930665,-1.3770049134562357,251.75460648394179,-0.36452032480118285,-7.5489429747423475,0.1840308715178775,-0.009259805362664747,-0.01725152726381899,-0.050000000000000044,0.0,-0.050000000000000044,0.9,0.3743676282347908,-0.24153034563858974,0.0021389501504744148,120.0003710859089,60.009867683804984,4.4,DECELERATE,nan,nan,-3.691807145558934
10019.206216304578,1.6776495280878112,-7.661375997308944,-1.5371022810005934,252.2938353311157,0.9183226902668754,-7.094411869650782,-0.6119550617913586,-0.013497784989636087,-0.02950105388692333,-0.44999999999999996,0.0,-0.050000000000000044,0.9,0.17681891484715964,-0.3483912007971039,-0.7525306107530187,120.00039772195814,60.0103194340389,4.6000000000000005,DECELERATE,nan,nan,-3.946360348473009
10019.204058549974,1.756845839714483,-11.21532486646872,-1.6878591355490344,252.83187316303727,0.7321594209394751,-6.78941005575471,0.1813594046412501,-0.014823702749298959,0.028498614811213074,0.5,0.0,0.3999999999999999,0.9,0.3360512485198238,0.4219656649274583,-0.1838697833170497,120.00042355034086,60.010772041644444,4.800000000000001,DECELERATE,nan,nan,-4.206509241639677
10018.859595419777,2.1663566263441374,-5.085520772357826,-1.765116045626033,253.3672457606461,-1.8624325310970777,-4.98733291673646,0.9097549478022389,-0.00959235770532038,0.03472459423419467,0.5,0.0,-0.050000000000000044,0.5896551724137931,0.3199913803005903,0.2932481323357242,0.5410640329479502,120.00044931118622,60.01122557519193,5.0,DECELERATE,nan,nan,-4.4721359549995805
