Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.062,-0.007,5940.763,44538.146,545.013,5940.775,89.073,89.075,89.075,89.074,5940.775,5940.867,5940.763,5940.775,365.339,363.645,365.339,364.851,0.011,0.362,-0.572,-0.221,0.011,0.253,0.348,0.106,1,1,attack_maneuver,attack_maneuver
0.200,44465.055,-0.031,5941.213,44465.261,544.994,5940.688,88.927,88.929,88.930,88.928,5941.226,5942.565,5941.213,5940.688,364.728,361.150,364.728,364.077,0.215,0.566,-1.157,-0.806,0.215,0.515,0.145,0.875,1,1,attack_maneuver,attack_maneuver
0.400,44392.160,-0.058,5941.703,44392.502,544.858,5939.117,88.782,88.784,88.785,88.784,5941.716,5946.263,5941.703,5939.117,364.276,358.050,364.276,363.731,0.145,0.497,-1.641,-1.289,0.145,0.627,0.216,0.988,1,1,attack_maneuver,attack_maneuver
0.600,44319.366,-0.084,5942.123,44319.846,544.986,5935.928,88.636,88.638,88.641,88.640,5942.136,5952.011,5942.123,5935.928,363.658,354.923,363.658,363.582,0.333,0.685,-2.726,-2.373,0.333,0.382,0.029,0.020,1,1,attack_maneuver,attack_maneuver
0.800,44246.685,-0.093,5942.562,44247.295,545.717,5931.437,88.491,88.493,88.498,88.497,5942.575,5959.817,5942.562,5931.437,363.213,351.658,363.213,363.256,0.244,0.598,-3.972,-3.619,0.244,2.373,0.120,2.009,1,1,attack_maneuver,attack_maneuver
1.000,44174.102,-0.087,5942.920,44174.953,547.077,5925.883,88.346,88.348,88.357,88.356,5942.933,5969.639,5942.920,5925.883,362.608,348.107,362.609,362.389,0.426,0.781,-5.113,-4.758,0.426,3.600,0.059,3.233,1,1,attack_maneuver,attack_maneuver
1.200,44101.628,-0.050,5943.293,44102.896,548.988,5919.174,88.201,88.204,88.216,88.216,5943.306,5981.692,5943.293,5919.174,362.184,344.426,362.184,361.558,0.325,0.681,-5.881,-5.524,0.325,3.389,0.045,3.020,1,1,attack_maneuver,attack_maneuver
1.400,44029.248,0.013,5943.583,44031.082,551.101,5911.695,88.056,88.059,88.077,88.077,5943.597,5996.068,5943.583,5911.695,361.605,340.655,361.606,360.821,0.504,0.863,-5.482,-5.124,0.504,3.013,0.131,2.639,1,1,attack_maneuver,attack_maneuver
1.600,43956.972,0.117,5943.887,43959.440,553.232,5903.847,87.911,87.915,87.939,87.940,5943.900,6012.744,5943.887,5903.847,361.214,337.184,361.215,360.214,0.395,0.755,-4.215,-3.855,0.395,2.827,0.018,2.450,1,1,attack_maneuver,attack_maneuver
1.800,43884.781,0.255,5944.105,43887.922,555.374,5895.735,87.767,87.772,87.803,87.804,5944.118,6031.230,5944.105,5895.735,360.676,334.164,360.676,359.974,0.575,0.937,-2.803,-2.441,0.575,2.366,0.195,1.986,1,1,attack_maneuver,attack_maneuver
2.000,43812.686,0.443,5944.334,43816.474,557.520,5887.205,87.623,87.628,87.667,87.669,5944.347,6051.241,5944.334,5887.205,360.334,331.643,360.334,359.813,0.459,0.824,-2.332,-1.968,0.459,2.494,0.078,2.112,1,1,attack_maneuver,attack_maneuver
