Time_s,Missile_ID,Launcher_ID,Target_ID,X_m,Y_m,Z_m,Velocity_m_s,Status,Data_Type,Range_to_Target_km
41.400000000000006,B1001,B0100,A0100,29728.401237332662,1773.2894419461209,2956.445424256108,321.6887747609919,BOOST,Trajectory,59.88774659049141
41.6,B1001,B0100,A0100,29662.949757427323,1770.5219872380383,2959.7784610926456,335.40988962543406,BOOST,Trajectory,59.75526833394379
41.800000000000004,B1001,B0100,A0100,29594.755516236153,1767.638363019173,2963.251257583974,349.18047542114897,BOOST,Trajectory,59.620026983548435
42.0,B1001,B0100,A0100,29523.80875394158,1764.6379510173867,2966.8644018861687,362.9994388533725,BOOST,Trajectory,59.4820039395297
42.2,B1001,B0100,A0100,29450.09993202061,1761.5201366642764,2970.6184723849824,376.8656561905282,BOOST,Trajectory,59.34124054735051
42.400000000000006,B1001,B0100,A0100,29373.619739323098,1758.2843101203014,2974.514036735362,390.77797202849996,BOOST,Trajectory,59.19780242381947
42.6,B1001,B0100,A0100,29294.35910107469,1754.9298515146156,2978.5516588717364,404.7351000065519,BOOST,Trajectory,59.051652327181785
42.800000000000004,B1001,B0100,A0100,29212.309254212065,1751.4558830424096,2982.7320031712466,418.7355725311266,BOOST,Trajectory,58.90277102923896
43.0,B1001,B0100,A0100,29127.461656528427,1747.861658373303,2987.055668119996,432.7784063707951,BOOST,Trajectory,58.7511148519321
43.2,B1001,B0100,A0100,29039.80799049829,1744.1465231928685,2991.523202572474,446.86231556234867,BOOST,Trajectory,58.596710203465726
43.400000000000006,B1001,B0100,A0100,28949.340198419275,1740.3098294093957,2996.135142991689,460.98598276044544,BOOST,Trajectory,58.43951333389873
43.6,B1001,B0100,A0100,28856.050488561148,1736.3509355269316,3000.8920119206614,475.1480584697948,BOOST,Trajectory,58.27955124685277
43.800000000000004,B1001,B0100,A0100,28759.931341681942,1732.2692068604704,3005.794318690301,489.34716194806145,BOOST,Trajectory,58.11678047355889
