Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.074,5940.775,5940.867,5940.801,5940.739,365.339,363.645,365.676,365.339,0.011,0.362,-0.572,-0.221,0.371,0.362,0.730,0.002,1,1,attack_maneuver,formation_maintain
0.200,88.927,88.929,88.930,88.928,5941.226,5942.565,5941.400,5941.190,364.728,361.150,365.443,364.728,0.215,0.566,-1.157,-0.806,1.515,0.566,1.875,0.206,1,1,attack_maneuver,formation_maintain
0.400,88.781,88.783,88.785,88.783,5941.716,5946.263,5942.848,5941.680,364.276,358.050,364.779,364.276,0.144,0.497,-1.642,-1.289,4.209,0.497,4.570,0.136,1,1,attack_maneuver,formation_maintain
0.600,88.636,88.638,88.641,88.640,5942.136,5952.011,5945.345,5942.099,363.658,354.923,363.686,363.658,0.331,0.685,-2.728,-2.373,6.755,0.685,7.117,0.323,1,1,attack_maneuver,formation_maintain
0.800,88.491,88.492,88.499,88.497,5942.575,5959.817,5948.425,5942.538,363.213,351.658,362.346,363.213,0.239,0.597,-3.977,-3.619,9.512,0.597,9.875,0.233,1,1,attack_maneuver,attack_maneuver
1.000,88.346,88.347,88.357,88.355,5942.933,5969.639,5951.684,5942.897,362.608,348.107,360.856,362.609,0.416,0.779,-5.123,-4.760,12.147,0.779,12.513,0.413,1,1,attack_maneuver,attack_maneuver
1.200,88.202,88.202,88.218,88.214,5943.306,5981.692,5954.787,5943.270,362.184,344.426,359.382,362.184,0.309,0.679,-5.897,-5.527,14.651,0.679,15.020,0.309,1,1,attack_maneuver,attack_maneuver
1.400,88.059,88.058,88.081,88.075,5943.597,5996.068,5957.425,5943.560,361.605,340.655,357.674,361.606,0.480,0.859,-5.506,-5.128,17.055,0.859,17.428,0.486,1,1,attack_maneuver,attack_maneuver
1.600,87.917,87.913,87.946,87.937,5943.900,6012.744,5959.575,5943.863,361.214,337.184,355.845,361.215,0.361,0.750,-4.249,-3.860,19.250,0.750,19.627,0.373,1,1,attack_maneuver,attack_maneuver
1.800,87.777,87.769,87.813,87.801,5944.118,6031.230,5961.515,5944.081,360.676,334.164,354.056,360.676,0.529,0.931,-2.849,-2.448,21.393,0.931,21.772,0.551,1,1,attack_maneuver,attack_maneuver
2.000,87.637,87.624,87.682,87.665,5944.347,6051.241,5963.534,5944.310,360.334,331.643,352.565,360.334,0.400,0.816,-2.391,-1.975,23.575,0.816,23.957,0.434,1,1,attack_maneuver,attack_maneuver
