Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,44574.449,-0.003,7844.533,44575.919,3270.970,7843.812,89.146,89.208,89.148,89.189,7844.545,7844.521,7844.533,7843.812,250.199,250.199,250.199,250.276,-0.086,2.015,-0.445,1.657,0.086,2.470,0.445,2.111,0,0,lock_on,attack_maneuver
0.400,44524.456,-0.024,7844.609,44525.889,3271.118,7844.636,89.046,89.108,89.048,89.089,7844.622,7844.597,7844.609,7844.636,249.624,249.624,249.625,250.078,0.138,2.242,-0.222,1.883,0.138,3.665,0.222,3.306,1,1,lock_on,attack_maneuver
0.600,44474.572,-0.047,7844.846,44475.951,3271.728,7846.563,88.946,89.008,88.948,88.989,7844.858,7844.834,7844.846,7846.563,249.300,249.300,249.300,249.664,0.068,2.175,-0.291,1.816,0.068,6.079,0.291,5.720,1,1,lock_on,attack_maneuver
0.800,44424.768,-0.090,7845.208,44426.207,3273.350,7849.692,88.847,88.909,88.849,88.890,7845.221,7845.197,7845.208,7849.692,248.662,248.662,248.662,249.041,0.220,2.330,-0.141,1.970,0.220,9.321,0.141,8.962,1,1,lock_on,attack_maneuver
1.000,44375.122,-0.121,7845.930,44376.723,3276.434,7853.620,88.748,88.810,88.749,88.791,7845.943,7845.919,7845.930,7853.620,247.901,247.901,247.902,248.347,0.014,2.128,-0.347,1.768,0.014,13.337,0.347,12.976,1,1,lock_on,attack_maneuver
1.200,44325.590,-0.163,7846.661,44327.499,3281.178,7857.724,88.648,88.711,88.650,88.692,7846.674,7846.649,7846.661,7857.724,247.483,247.483,247.483,247.951,-0.207,1.912,-0.568,1.552,0.207,17.598,0.569,17.238,1,1,lock_on,attack_maneuver
1.400,44276.151,-0.232,7847.161,44278.449,3287.436,7861.387,88.550,88.613,88.551,88.594,7847.174,7847.150,7847.161,7861.387,246.830,246.830,246.830,247.983,0.225,2.352,-0.136,1.991,0.225,21.144,0.136,20.783,1,1,lock_on,attack_maneuver
1.600,44226.872,-0.309,7847.539,44229.450,3294.809,7864.292,88.451,88.515,88.453,88.496,7847.553,7847.528,7847.539,7864.292,246.027,246.027,246.027,248.442,0.527,2.660,0.165,2.299,0.527,23.512,0.165,23.151,1,1,lock_on,attack_maneuver
1.800,44177.656,-0.366,7847.812,44180.432,3303.056,7866.337,88.353,88.417,88.354,88.398,7847.826,7847.802,7847.812,7866.337,246.252,246.252,246.253,249.028,0.390,2.531,0.027,2.169,0.390,24.652,0.027,24.291,1,1,lock_on,attack_maneuver
2.000,44128.423,-0.420,7847.933,44131.467,3312.217,7867.267,88.254,88.319,88.256,88.300,7847.946,7847.922,7847.933,7867.267,246.023,246.023,246.023,249.142,0.267,2.416,-0.096,2.054,0.267,25.307,0.096,24.944,1,1,lock_on,attack_maneuver
2.200,44079.263,-0.487,7848.093,44082.733,3322.489,7866.764,88.156,88.222,88.158,88.203,7848.107,7848.083,7848.093,7866.764,245.517,245.517,245.518,248.935,0.494,2.653,0.131,2.290,0.494,26.476,0.131,26.114,1,1,lock_on,attack_maneuver
2.400,44030.221,-0.560,7848.525,44034.344,3333.975,7864.808,88.058,88.125,88.059,88.106,7848.539,7848.515,7848.525,7864.808,245.001,245.001,245.002,248.871,0.378,2.547,0.015,2.184,0.378,28.590,0.015,28.227,1,1,lock_on,attack_maneuver
2.600,43981.263,-0.658,7849.158,43986.326,3346.692,7861.649,87.960,88.029,87.962,88.009,7849.172,7849.147,7849.158,7861.649,244.553,244.553,244.553,248.890,0.422,2.601,0.058,2.238,0.422,31.120,0.058,30.756,1,1,lock_on,attack_maneuver
2.800,43932.429,-0.761,7850.247,43938.765,3360.776,7857.531,87.862,87.933,87.864,87.913,7850.261,7850.237,7850.247,7857.531,243.922,243.922,243.922,248.891,0.448,2.638,0.083,2.275,0.447,32.898,0.083,32.534,1,1,lock_on,attack_maneuver
3.000,43883.691,-0.831,7851.548,43891.611,3376.146,7852.805,87.765,87.837,87.766,87.818,7851.562,7851.538,7851.548,7852.805,243.758,243.758,243.759,249.433,-0.070,2.133,-0.435,1.769,0.070,32.305,0.435,31.941,1,1,lock_on,attack_maneuver
3.200,43834.929,-0.916,7852.493,43844.674,3392.551,7847.763,87.667,87.742,87.669,87.723,7852.508,7852.484,7852.493,7847.763,243.933,243.933,243.934,250.380,-0.428,1.788,-0.793,1.424,0.428,30.786,0.793,30.421,1,1,lock_on,attack_maneuver
3.400,43786.153,-1.024,7852.868,43797.785,3409.683,7842.609,87.570,87.648,87.571,87.628,7852.883,7852.859,7852.868,7842.609,243.750,243.750,243.751,251.507,-0.098,2.132,-0.463,1.767,0.098,28.150,0.463,27.785,1,1,lock_on,attack_maneuver
3.600,43737.431,-1.119,7852.789,43750.828,3427.194,7837.398,87.472,87.553,87.474,87.533,7852.804,7852.780,7852.789,7837.398,243.564,243.564,243.565,252.356,-0.096,2.148,-0.462,1.783,0.096,25.121,0.462,24.756,1,1,lock_on,attack_maneuver
3.800,43688.683,-1.223,7852.280,43703.766,3444.792,7832.155,87.375,87.458,87.376,87.437,7852.295,7852.271,7852.280,7832.155,243.977,243.977,243.978,252.703,-0.217,2.042,-0.583,1.676,0.217,23.851,0.583,23.485,1,1,lock_on,attack_maneuver
4.000,43639.875,-1.357,7851.815,43656.566,3462.320,7827.331,87.277,87.362,87.279,87.342,7851.830,7851.806,7851.815,7827.331,243.982,243.982,243.983,253.040,-0.207,2.065,-0.574,1.699,0.207,23.410,0.574,23.044,1,1,lock_on,attack_maneuver
4.200,43591.124,-1.530,7852.026,43609.222,3479.628,7823.538,87.180,87.267,87.181,87.246,7852.042,7852.017,7852.026,7823.538,243.531,243.531,243.532,252.370,-0.215,2.071,-0.582,1.705,0.215,22.897,0.582,22.531,1,1,lock_on,attack_maneuver
4.400,43542.462,-1.684,7852.925,43561.901,3496.759,7820.987,87.082,87.172,87.084,87.151,7852.941,7852.917,7852.925,7820.987,243.252,243.252,243.253,251.547,-0.494,1.806,-0.862,1.439,0.495,23.117,0.862,22.750,1,1,lock_on,attack_maneuver
4.600,43493.811,-1.836,7854.041,43514.750,3514.010,7819.640,86.985,87.077,86.987,87.056,7854.057,7854.033,7854.041,7819.640,243.400,243.400,243.401,250.750,-0.830,1.484,-1.197,1.117,0.830,23.760,1.198,23.392,1,1,lock_on,attack_maneuver
