Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Final_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Final_Status
A100-1,A0100,B0200,88.60000000000001,154.20000000000002,65.60000000000001,1130.0633152516707,686.0697854998767,45.02231879248982,HIT
A200-1,A0200,B0100,88.60000000000001,150.6,61.999999999999986,1137.9247359360706,663.7582543956909,42.289351575357685,HIT
B100-1,B0100,A0100,90.2,154.20000000000002,64.00000000000001,917.6490916564431,594.3391763310411,38.082795169243234,MISS
A1000,A0100,B0100,90.60000000000001,151.0,60.39999999999999,1135.7915415849243,676.3976055005966,41.92123406222307,HIT
A2000,A0200,B0100,90.60000000000001,150.0,59.39999999999999,1136.4063926343754,679.5204866903221,41.63621210285008,HIT
A1001,A0100,B0100,92.60000000000001,150.4,57.8,1132.0800565918132,692.8301648291896,41.2716804035901,HIT
A2001,A0200,B0100,92.60000000000001,149.6,56.999999999999986,1132.235351122625,696.5592497336856,41.00629517079858,HIT
B200-1,B0200,A0200,93.80000000000001,154.20000000000002,60.400000000000006,909.9880564678003,635.1277608960804,38.41369221759819,MISS
A1002,A0100,B0100,94.60000000000001,154.20000000000002,59.60000000000001,1124.2155574190137,700.4574717896878,41.81938644410004,MISS
A2002,A0200,B0100,94.60000000000001,154.20000000000002,59.60000000000001,1124.4357875652222,699.8244094369421,41.78308421979705,MISS
B1000,B0100,A0100,101.0,154.20000000000002,53.20000000000002,898.2886090664167,613.3268218064004,32.67469655823801,MISS
B1001,B0100,A0200,111.80000000000001,154.20000000000002,42.400000000000006,882.7657906236535,630.2526276798743,26.76821518220898,MISS
B2000,B0200,A0100,111.80000000000001,154.20000000000002,42.400000000000006,889.9513836295295,668.7026929872973,28.40340734950955,MISS
B1002,B0100,A0200,121.80000000000001,154.20000000000002,32.400000000000006,880.0575050663377,658.7684751020246,21.387750112127208,MISS
