Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,44574.449,-0.003,7844.533,44576.032,3270.970,7843.812,89.146,89.208,89.148,89.189,7844.545,7844.521,7844.533,7843.812,250.199,250.199,250.199,249.088,-0.086,2.015,-0.445,1.657,0.086,2.472,0.445,2.113,0,0,search,lock_on
0.400,44524.456,-0.024,7844.609,44526.363,3271.116,7844.635,89.046,89.108,89.048,89.089,7844.622,7844.597,7844.609,7844.635,249.624,249.624,249.625,247.660,0.138,2.242,-0.222,1.883,0.138,3.688,0.222,3.328,0,0,lock_on,lock_on
0.600,44474.572,-0.047,7844.846,44477.032,3271.716,7846.546,88.946,89.009,88.948,88.990,7844.858,7844.834,7844.846,7846.546,249.300,249.300,249.300,245.998,0.068,2.175,-0.291,1.815,0.068,6.162,0.291,5.802,0,0,lock_on,lock_on
0.800,44424.768,-0.090,7845.208,44428.134,3273.252,7849.583,88.847,88.910,88.849,88.892,7845.221,7845.197,7845.208,7849.583,248.662,248.662,248.662,244.213,0.220,2.329,-0.141,1.970,0.220,8.317,0.141,7.957,0,0,lock_on,lock_on
1.000,44375.122,-0.121,7845.930,44379.541,3275.650,7853.235,88.748,88.812,88.749,88.793,7845.943,7845.919,7845.930,7853.235,247.901,247.901,247.902,243.913,0.014,2.127,-0.347,1.767,0.014,6.916,0.347,6.556,0,0,lock_on,lock_on
1.200,44325.590,-0.163,7846.661,44331.003,3278.381,7856.953,88.648,88.714,88.650,88.696,7846.674,7846.649,7846.661,7856.953,247.483,247.483,247.483,243.705,-0.207,1.910,-0.568,1.550,0.207,4.555,0.569,4.194,0,0,lock_on,lock_on
1.400,44276.151,-0.232,7847.161,44282.470,3281.024,7860.346,88.550,88.617,88.551,88.598,7847.174,7847.150,7847.161,7860.346,246.830,246.830,246.830,243.474,0.225,2.347,-0.136,1.986,0.225,2.952,0.136,2.591,0,0,lock_on,lock_on
1.600,44226.872,-0.309,7847.539,44233.981,3283.617,7863.380,88.451,88.519,88.453,88.500,7847.553,7847.528,7847.539,7863.380,246.027,246.027,246.027,242.935,0.527,2.653,0.165,2.291,0.527,2.028,0.165,1.666,0,0,lock_on,lock_on
1.800,44177.656,-0.366,7847.812,44185.672,3286.408,7866.182,88.353,88.422,88.354,88.403,7847.826,7847.802,7847.812,7866.182,246.252,246.252,246.253,241.775,0.390,2.520,0.027,2.158,0.390,4.374,0.027,4.012,0,0,lock_on,lock_on
2.000,44128.423,-0.420,7847.933,44137.604,3289.899,7868.836,88.254,88.325,88.256,88.306,7847.946,7847.922,7847.933,7868.836,246.023,246.023,246.023,240.907,0.267,2.402,-0.096,2.039,0.267,10.681,0.096,10.318,0,0,lock_on,lock_on
2.200,44079.263,-0.487,7848.093,44089.705,3294.610,7871.112,88.156,88.228,88.158,88.209,7848.107,7848.083,7848.093,7871.112,245.517,245.517,245.518,241.022,0.494,2.635,0.131,2.272,0.494,16.516,0.131,16.153,0,0,lock_on,lock_on
2.400,44030.221,-0.560,7848.525,44041.879,3300.584,7872.782,88.058,88.131,88.059,88.112,7848.539,7848.515,7848.525,7872.782,245.001,245.001,245.002,241.282,0.378,2.525,0.015,2.162,0.378,20.175,0.015,19.812,0,0,lock_on,lock_on
2.600,43981.263,-0.658,7849.158,43994.071,3307.524,7873.886,87.960,88.035,87.962,88.016,7849.172,7849.147,7849.158,7873.886,244.553,244.553,244.553,242.039,0.422,2.576,0.058,2.212,0.422,20.312,0.058,19.949,0,0,lock_on,lock_on
2.800,43932.429,-0.761,7850.247,43946.176,3315.165,7874.560,87.862,87.938,87.864,87.919,7850.261,7850.237,7850.247,7874.560,243.922,243.922,243.922,243.026,0.448,2.609,0.083,2.245,0.447,20.035,0.083,19.671,0,0,lock_on,lock_on
3.000,43883.691,-0.831,7851.548,43898.193,3323.454,7874.914,87.765,87.842,87.766,87.823,7851.562,7851.538,7851.548,7874.914,243.758,243.758,243.759,243.925,-0.070,2.098,-0.435,1.734,0.070,18.989,0.435,18.625,0,0,lock_on,lock_on
3.200,43834.929,-0.916,7852.493,43850.090,3332.214,7875.024,87.667,87.746,87.669,87.726,7852.508,7852.484,7852.493,7875.024,243.933,243.933,243.934,245.055,-0.428,1.749,-0.793,1.384,0.428,16.077,0.793,15.713,1,1,lock_on,lock_on
3.400,43786.153,-1.024,7852.868,43801.775,3341.142,7874.810,87.570,87.649,87.571,87.629,7852.883,7852.859,7852.868,7874.810,243.750,243.750,243.751,246.291,-0.098,2.087,-0.463,1.722,0.098,13.389,0.463,13.024,1,1,lock_on,lock_on
3.600,43737.431,-1.119,7852.789,43753.205,3350.024,7874.000,87.472,87.552,87.474,87.532,7852.804,7852.780,7852.789,7874.000,243.564,243.564,243.565,247.530,-0.096,2.097,-0.462,1.732,0.096,11.599,0.462,11.234,1,1,lock_on,lock_on
3.800,43688.683,-1.223,7852.280,43704.429,3358.820,7872.253,87.375,87.455,87.376,87.435,7852.295,7852.271,7852.280,7872.253,243.977,243.977,243.978,248.403,-0.217,1.985,-0.583,1.619,0.217,11.103,0.583,10.737,1,1,lock_on,lock_on
4.000,43639.875,-1.357,7851.815,43655.545,3367.687,7869.348,87.277,87.358,87.279,87.338,7851.830,7851.806,7851.815,7869.348,243.982,243.982,243.983,249.258,-0.207,2.003,-0.574,1.637,0.207,11.584,0.574,11.218,1,1,lock_on,lock_on
4.200,43591.124,-1.530,7852.026,43606.636,3376.757,7865.430,87.180,87.260,87.181,87.241,7852.042,7852.017,7852.026,7865.430,243.531,243.531,243.532,249.756,-0.215,2.004,-0.582,1.637,0.215,10.082,0.582,9.715,1,1,lock_on,lock_on
4.400,43542.462,-1.684,7852.925,43557.645,3385.746,7861.060,87.082,87.163,87.084,87.143,7852.941,7852.917,7852.925,7861.060,243.252,243.252,243.253,250.126,-0.494,1.733,-0.862,1.366,0.495,5.862,0.862,5.495,1,1,lock_on,lock_on
4.600,43493.811,-1.836,7854.041,43508.431,3393.898,7856.871,86.985,87.066,86.987,87.046,7854.057,7854.033,7854.041,7856.871,243.400,243.400,243.401,250.403,-0.830,1.406,-1.197,1.038,0.830,2.480,1.198,2.112,1,1,lock_on,lock_on
4.800,43445.122,-2.013,7855.049,43458.958,3400.623,7853.341,86.888,86.968,86.889,86.948,7855.065,7855.041,7855.049,7853.341,243.611,243.611,243.612,250.056,-0.869,1.374,-1.237,1.006,0.869,0.469,1.237,0.101,1,1,lock_on,lock_on
5.000,43396.396,-2.221,7855.687,43409.333,3405.813,7850.926,86.790,86.870,86.792,86.850,7855.703,7855.679,7855.687,7850.926,243.585,243.585,243.586,249.524,-0.232,2.016,-0.601,1.648,0.233,0.411,0.601,0.779,1,1,lock_on,lock_on
5.200,43347.714,-2.419,7855.876,43359.650,3409.920,7849.884,86.693,86.772,86.695,86.751,7855.892,7855.868,7855.876,7849.884,243.235,243.235,243.236,249.194,0.313,2.567,-0.056,2.198,0.313,0.033,0.056,0.402,1,1,lock_on,search
5.400,43299.040,-2.592,7855.437,43309.938,3413.637,7850.010,86.595,86.673,86.597,86.653,7855.454,7855.430,7855.437,7850.010,243.680,243.680,243.681,249.432,0.087,2.345,-0.283,1.976,0.087,0.955,0.283,0.586,1,1,search,formation_maintain
5.600,43250.275,-2.783,7854.364,43260.182,3417.320,7850.716,86.498,86.575,86.500,86.555,7854.381,7854.357,7854.364,7850.716,244.080,244.080,244.081,249.532,-0.062,2.202,-0.432,1.832,0.062,1.634,0.432,1.265,1,1,search,formation_maintain
5.800,43201.445,-2.983,7853.213,43210.374,3420.919,7851.347,86.400,86.477,86.402,86.456,7853.230,7853.206,7853.213,7851.347,244.260,244.260,244.261,249.913,0.084,2.354,-0.286,1.984,0.084,1.399,0.286,1.029,1,1,search,formation_maintain
6.000,43152.622,-3.184,7852.638,43160.448,3424.317,7851.464,86.303,86.378,86.304,86.358,7852.656,7852.631,7852.638,7851.464,243.968,243.968,243.969,250.560,0.265,2.539,-0.106,2.169,0.264,0.794,0.107,0.423,1,1,search,formation_maintain
6.200,43103.856,-3.324,7852.685,43110.336,3427.395,7850.689,86.205,86.279,86.207,86.259,7852.703,7852.679,7852.685,7850.689,243.764,243.764,243.765,251.582,0.034,2.312,-0.338,1.942,0.033,0.326,0.338,0.044,1,1,search,formation_maintain
6.400,43055.084,-3.439,7852.898,43060.011,3430.174,7848.940,86.107,86.181,86.109,86.160,7852.916,7852.892,7852.898,7848.940,243.961,243.961,243.962,252.779,-0.426,1.857,-0.798,1.486,0.427,0.457,0.798,0.086,1,1,search,formation_maintain
6.600,43006.269,-3.567,7852.956,43009.475,3432.748,7846.382,86.010,86.081,86.012,86.061,7852.975,7852.950,7852.956,7846.382,244.208,244.208,244.209,253.818,-0.576,1.712,-0.948,1.341,0.576,1.108,0.948,0.736,1,1,search,formation_maintain
6.800,42957.426,-3.717,7852.622,42958.794,3435.219,7843.541,85.912,85.982,85.914,85.962,7852.641,7852.616,7852.622,7843.541,244.118,244.118,244.119,254.350,-0.117,2.176,-0.489,1.804,0.117,1.816,0.489,1.444,1,1,search,formation_maintain
7.000,42908.641,-3.865,7852.002,42908.016,3437.610,7840.978,85.815,85.883,85.816,85.862,7852.021,7851.996,7852.002,7840.978,243.799,243.799,243.800,254.510,0.195,2.492,-0.178,2.119,0.195,2.613,0.178,2.241,1,1,search,formation_maintain
7.200,42859.839,-3.994,7851.221,42857.206,3439.998,7839.276,85.717,85.783,85.719,85.763,7851.241,7851.216,7851.221,7839.276,244.402,244.402,244.403,254.501,0.188,2.489,-0.185,2.117,0.188,3.172,0.185,2.799,1,1,search,formation_maintain
7.400,42810.931,-4.114,7850.393,42806.383,3442.403,7838.288,85.619,85.684,85.621,85.663,7850.413,7850.388,7850.393,7838.288,244.674,244.674,244.676,254.338,0.168,2.474,-0.205,2.100,0.168,3.476,0.206,3.102,1,1,search,formation_maintain
7.600,42762.006,-4.236,7849.836,42755.573,3444.800,7837.722,85.521,85.584,85.523,85.563,7849.856,7849.831,7849.836,7837.722,244.533,244.533,244.534,254.423,0.397,2.707,0.023,2.333,0.396,3.543,0.022,3.169,1,1,search,formation_maintain
7.800,42713.123,-4.345,7849.728,42704.723,3447.152,7837.168,85.424,85.485,85.425,85.464,7849.749,7849.724,7849.728,7837.168,244.383,244.383,244.385,254.664,0.322,2.636,-0.052,2.262,0.322,3.785,0.053,3.411,1,1,search,formation_maintain
8.000,42664.221,-4.455,7849.571,42653.844,3449.461,7836.316,85.326,85.385,85.328,85.364,7849.592,7849.568,7849.571,7836.316,244.638,244.638,244.640,254.608,0.276,2.594,-0.099,2.219,0.275,4.454,0.100,4.079,1,1,search,formation_maintain
