Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,44574.449,-0.003,7844.533,44574.584,545.160,7844.634,89.146,89.148,89.148,89.146,7844.545,7844.521,7844.533,7844.634,250.199,250.199,250.199,249.088,-0.086,0.264,-0.445,-0.095,0.086,0.721,0.445,0.362,0,0,search,search
0.400,44524.456,-0.024,7844.609,44524.915,545.268,7845.458,89.046,89.048,89.048,89.047,7844.622,7844.597,7844.609,7845.458,249.624,249.624,249.625,247.660,0.138,0.489,-0.222,0.129,0.138,1.935,0.222,1.575,0,0,lock_on,lock_on
0.600,44474.572,-0.047,7844.846,44475.584,545.830,7847.369,88.946,88.949,88.948,88.947,7844.858,7844.834,7844.846,7847.369,249.300,249.300,249.300,245.998,0.068,0.420,-0.291,0.060,0.068,4.407,0.291,4.047,1,1,lock_on,lock_on
0.800,44424.768,-0.090,7845.208,44426.684,547.327,7850.407,88.847,88.850,88.849,88.849,7845.221,7845.197,7845.208,7850.407,248.662,248.662,248.662,244.213,0.220,0.573,-0.141,0.212,0.220,6.560,0.141,6.200,1,1,lock_on,lock_on
1.000,44375.122,-0.121,7845.930,44378.090,549.687,7854.059,88.748,88.752,88.749,88.750,7845.943,7845.919,7845.930,7854.059,247.901,247.901,247.902,243.913,0.014,0.368,-0.347,0.008,0.014,5.157,0.347,4.797,1,1,lock_on,lock_on
1.200,44325.590,-0.163,7846.661,44329.550,552.380,7857.779,88.648,88.654,88.650,88.652,7846.674,7846.649,7846.661,7857.779,247.483,247.483,247.483,243.705,-0.207,0.150,-0.568,-0.211,0.207,2.794,0.569,2.433,1,1,lock_on,lock_on
1.400,44276.151,-0.232,7847.161,44281.014,554.983,7861.173,88.550,88.556,88.551,88.554,7847.174,7847.150,7847.161,7861.173,246.830,246.830,246.830,243.474,0.225,0.585,-0.136,0.223,0.225,1.189,0.136,0.828,1,1,lock_on,lock_on
1.600,44226.872,-0.309,7847.539,44232.524,557.538,7864.208,88.451,88.458,88.453,88.457,7847.553,7847.528,7847.539,7864.208,246.027,246.027,246.027,242.935,0.527,0.888,0.165,0.526,0.527,0.263,0.165,0.099,1,1,lock_on,lock_on
1.800,44177.656,-0.366,7847.812,44184.213,560.292,7867.011,88.353,88.361,88.354,88.359,7847.826,7847.802,7847.812,7867.011,246.252,246.252,246.253,241.775,0.390,0.753,0.027,0.391,0.390,2.607,0.027,2.245,1,1,lock_on,lock_on
2.000,44128.423,-0.420,7847.933,44136.142,563.745,7869.667,88.254,88.264,88.256,88.262,7847.946,7847.922,7847.933,7869.667,246.023,246.023,246.023,240.907,0.267,0.633,-0.096,0.270,0.267,8.912,0.096,8.549,1,1,lock_on,lock_on
