Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Final_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Final_Status
A100-1,A0100,B0100,92.0,163.4,71.4,1125.2311938497223,740.1681222111897,52.90950130100733,MISS
A200-1,A0200,B0100,92.0,163.4,71.4,1125.6291021568165,740.9200899664419,52.95570981492254,HIT
B200-1,B0200,A0100,92.0,143.4,51.400000000000006,912.2534161970918,647.0852492254352,35.25746704713853,HIT
B100-1,B0100,A0100,93.80000000000001,141.6,47.79999999999998,932.3889411599889,679.0085050490015,34.20699910897639,HIT
A1000,A0100,B0100,94.0,163.4,69.4,1121.6815021168757,751.1647977628886,52.1906193235313,MISS
A2000,A0200,B0200,94.0,163.20000000000002,69.20000000000002,1120.2599370783632,688.2605614260249,47.7726446258156,MISS
A1001,A0100,B0100,96.0,163.4,67.4,1120.5192367054622,760.7317221659162,51.33305696973243,MISS
A2001,A0200,B0200,96.0,154.0,58.0,1119.161191101527,731.568824868101,44.3113392277722,HIT
A1002,A0100,B0200,98.0,163.4,65.4,1123.0517111980494,708.2263052896828,46.39166781694404,MISS
A2002,A0200,B0100,98.0,163.4,65.4,1125.730370415009,760.1951756649902,49.77752827107651,MISS
B2000,B0200,A0100,102.0,149.0,47.0,929.0318406289076,674.1053243444355,33.252315368675106,HIT
B1000,B0100,A0100,104.60000000000001,148.20000000000002,43.60000000000001,942.1142603083482,697.5642414623059,31.84246622788025,HIT
B2001,B0200,A0100,112.0,155.20000000000002,43.20000000000002,940.9992593580154,698.9963730159433,31.203593123202314,HIT
B1001,B0100,A0100,115.4,159.60000000000002,44.20000000000002,927.9048798816174,700.9905677512594,31.464647494519184,HIT
B2002,B0200,A0100,122.60000000000001,163.0,40.39999999999999,951.8593757181696,729.7584538125013,29.581615547084965,HIT
B1002,B0100,A0100,126.2,163.4,37.2,923.2660178224157,726.9874136199405,27.092277843689658,MISS
