Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Final_Time_s,Flight_Duration_s,Total_Distance_m,Average_Velocity_m_s,Max_Velocity_m_s,Final_Status
A100-1,A0100,B0100,97.60000000000001,163.0,65.39999999999999,46439.665194902496,758.4505299973531,1133.5019165813812,HIT
A200-1,A0200,B0100,97.60000000000001,163.0,65.39999999999999,46489.185311034744,757.1944881148003,1134.1894491492405,HIT
B100-1,B0100,A0200,97.60000000000001,163.0,65.39999999999999,39737.27915925412,612.0329399075472,887.697046004572,HIT
B200-1,B0200,A0100,97.60000000000001,163.0,65.39999999999999,41123.79727711799,629.1217433732558,925.0752053869489,HIT
A1000,A0100,B0200,99.60000000000001,163.0,63.39999999999999,43788.73344302144,689.782033737719,1126.7916467098783,TERMINAL
A2000,A0200,B0100,99.60000000000001,163.0,63.39999999999999,46000.98606214377,759.7574941382676,1133.0543804637512,HIT
A1001,A0100,B0100,101.60000000000001,163.0,61.39999999999999,45548.81513236367,768.3152587620984,1132.479787190465,HIT
A2001,A0200,B0100,101.60000000000001,163.0,61.39999999999999,45603.467772505945,767.2658347286877,1132.8591061103452,HIT
A1002,A0100,B0100,103.60000000000001,163.0,59.39999999999999,45136.896931478615,777.5586702405777,1132.657625944871,HIT
A2002,A0200,B0200,103.60000000000001,163.0,59.39999999999999,41565.088263021775,698.7900227862855,1125.5774133884765,TERMINAL
B1000,B0100,A0100,108.2,163.0,54.8,35474.31940447807,646.3917963077242,901.5527370464447,TERMINAL
B2000,B0200,A0100,108.2,163.0,54.8,35480.64636792419,646.5269120274945,909.7316140840643,TERMINAL
B2001,B0200,A0100,119.0,163.0,44.0,29745.728769875357,674.9097096483038,907.1356424534895,TERMINAL
B1001,B0100,A0200,126.2,163.0,36.8,24812.723021720383,672.9474739156238,887.6831127217382,TERMINAL
B2002,B0200,A0100,129.8,163.0,33.19999999999999,23461.39225042099,705.2680803915964,913.7733169585415,TERMINAL
