Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Final_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Final_Status
A100-1,A0100,B0100,97.60000000000001,157.20000000000002,59.60000000000001,1133.5019165813812,758.4505299973531,46.439665194902496,HIT
A200-1,A0200,B0100,97.60000000000001,157.4,59.8,1134.1894491492405,757.1944881148003,46.489185311034745,HIT
B100-1,B0100,A0200,97.60000000000001,162.4,64.8,887.697046004572,612.0329399075472,39.737279159254115,HIT
B200-1,B0200,A0100,97.60000000000001,163.0,65.39999999999999,925.0752053869489,629.1217433732558,41.123797277117994,HIT
A1000,A0100,B0200,99.60000000000001,163.0,63.39999999999999,1126.7916467098783,689.782033737719,43.78873344302144,MISS
A2000,A0200,B0100,99.60000000000001,158.8,59.2,1133.0543804637512,759.7574941382676,46.00098606214377,HIT
A1001,A0100,B0100,101.60000000000001,160.0,58.39999999999999,1132.479787190465,768.3152587620984,45.54881513236367,HIT
A2001,A0200,B0100,101.60000000000001,160.20000000000002,58.60000000000001,1132.8591061103452,767.2658347286877,45.603467772505944,HIT
A1002,A0100,B0100,103.60000000000001,161.0,57.39999999999999,1132.657625944871,777.5586702405777,45.13689693147862,HIT
A2002,A0200,B0200,103.60000000000001,163.0,59.39999999999999,1125.5774133884765,698.7900227862855,41.56508826302178,MISS
B1000,B0100,A0100,108.2,163.0,54.8,901.5527370464447,646.3917963077242,35.47431940447807,MISS
B2000,B0200,A0100,108.2,163.0,54.8,909.7316140840643,646.5269120274945,35.480646367924194,MISS
B2001,B0200,A0100,119.0,163.0,44.0,907.1356424534895,674.9097096483038,29.745728769875356,MISS
B1001,B0100,A0200,126.2,163.0,36.8,887.6831127217382,672.9474739156238,24.812723021720384,MISS
B2002,B0200,A0100,129.8,163.0,33.19999999999999,913.7733169585415,705.2680803915964,23.461392250420992,MISS
