Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.127,89.110,5940.922,5940.167,5940.910,5940.886,365.060,365.060,365.060,365.060,0.161,0.511,-1.850,-1.500,0.161,0.511,1.850,1.500,1,1,lock_on,attack_maneuver
0.200,88.928,88.929,88.981,88.964,5941.768,5941.013,5941.755,5941.732,364.391,364.391,364.392,364.392,0.198,0.549,-1.816,-1.466,0.198,0.549,1.816,1.466,1,1,lock_on,attack_maneuver
0.400,88.782,88.784,88.836,88.818,5942.585,5941.830,5942.572,5942.549,363.921,363.921,363.921,363.921,0.054,0.406,-1.963,-1.612,0.054,0.406,1.963,1.612,1,1,lock_on,attack_maneuver
0.600,88.636,88.638,88.690,88.673,5943.143,5942.389,5943.131,5943.107,363.514,363.514,363.515,363.515,0.068,0.420,-1.953,-1.601,0.068,0.420,1.953,1.601,1,1,lock_on,attack_maneuver
0.800,88.491,88.493,88.545,88.528,5943.411,5942.657,5943.399,5943.375,363.121,363.121,363.121,363.121,0.117,0.470,-1.907,-1.554,0.117,0.470,1.907,1.554,1,1,lock_on,attack_maneuver
1.000,88.346,88.348,88.400,88.382,5943.431,5942.676,5943.418,5943.394,362.746,362.746,362.746,362.746,0.150,0.504,-1.877,-1.524,0.150,0.504,1.877,1.524,1,1,lock_on,attack_maneuver
1.200,88.201,88.203,88.255,88.237,5943.410,5942.655,5943.397,5943.373,362.445,362.445,362.446,362.446,0.135,0.489,-1.895,-1.542,0.135,0.489,1.896,1.542,1,1,lock_on,attack_maneuver
1.400,88.056,88.058,88.110,88.093,5943.501,5942.747,5943.488,5943.464,362.175,362.175,362.175,362.175,0.097,0.452,-1.937,-1.583,0.097,0.451,1.937,1.583,1,1,lock_on,attack_maneuver
1.600,87.911,87.913,87.965,87.948,5943.836,5943.082,5943.823,5943.799,361.609,361.609,361.609,361.609,0.301,0.656,-1.737,-1.382,0.301,0.656,1.737,1.382,1,1,lock_on,attack_maneuver
1.800,87.767,87.768,87.821,87.803,5944.696,5943.942,5944.683,5944.659,360.918,360.918,360.918,360.918,0.321,0.677,-1.719,-1.364,0.321,0.677,1.719,1.364,1,1,lock_on,attack_maneuver
2.000,87.623,87.624,87.677,87.659,5945.995,5945.240,5945.981,5945.958,360.353,360.353,360.353,360.353,0.333,0.689,-1.711,-1.355,0.333,0.689,1.711,1.355,1,1,lock_on,attack_maneuver
2.200,87.478,87.480,87.533,87.515,5947.493,5946.738,5947.480,5947.456,360.027,360.027,360.028,360.028,0.151,0.508,-1.896,-1.540,0.151,0.508,1.896,1.540,1,1,lock_on,attack_maneuver
2.400,87.335,87.336,87.389,87.371,5948.873,5948.118,5948.859,5948.836,359.795,359.795,359.795,359.795,0.130,0.487,-1.921,-1.564,0.130,0.487,1.921,1.564,1,1,lock_on,attack_maneuver
