步数,时间(秒),AO(度),TA(度),距离(m),奖励,动作_ego,动作_enm,ego_x,ego_y,ego_z,enm_x,enm_y,enm_z,ego_alt(km),enm_alt(km),relative_alt(km),ego_speed_mach,enm_speed_mach,energy_diff,advantage_score
0,0.0,0.011790588419025357,179.98821036530103,5478.60203632769,0.0009330534829373866,"[[1, 1, 1]]","[[1, 1, 1]]",48.67632506673226,0.0018535502845224983,6096.0077871418,5527.278361393169,-0.0018537501459832129,6093.617292966489,6.0960077871418,6.093617292966489,0.0023904941753105646,0.7142917299920082,0.7142918474157922,0.0023904918268344844,0
1,0.2,0.0525320978908001,179.94747343609816,5381.598462411493,0.0010206051821956125,"[[1, 4, 1]]","[[1, 4, 0]]",97.17814560641727,-0.034463077543023246,6096.076787972145,5478.776607576548,0.034460546870377584,6093.728619226097,6.096076787972145,6.0937286192260975,0.0023481687460478184,0.7125454994897679,0.7125457330018896,0.0023481640758049593,0
2,0.4,0.04287011822731253,179.95661975149537,5284.689721467844,0.0010207728134299695,"[[1, 4, 1]]","[[1, 4, 2]]",145.6639395749994,-0.07183229417387338,6095.939379959961,5430.353659087617,0.0719227775696254,6093.632205104974,6.095939379959961,6.093632205104973,0.002307174854987437,0.7137354375265214,0.7117930001353466,0.0023460236028114423,0
3,0.6000000000000001,0.07574106770984962,179.92249122230407,5187.799453309512,0.0010958071402893791,"[[1, 2, 1]]","[[1, 2, 2]]",194.17788579614808,-0.1157138733535703,6095.276704900747,5381.977333925807,0.11611380120166359,6093.010802888097,6.095276704900747,6.093010802888097,0.0022659020126498675,0.7130371736543654,0.7110289887681708,0.00230606571037395,0
4,0.8,0.04002205479764206,179.89908312539347,5091.127260058831,0.0010517595660155799,"[[1, 2, 1]]","[[1, 2, 1]]",242.57715437172828,-0.17275135652676,6094.270101395144,5333.704401368581,0.19194082482158592,6091.981245403365,6.094270101395144,6.091981245403366,0.0022888559917779716,0.7104593561945336,0.7087674598199167,0.0023226939192699803,0
5,1.0,0.07345401637367976,179.86793646801564,4994.830906123664,0.0011290359580626705,"[[0, 4, 1]]","[[1, 2, 1]]",290.7932412121081,-0.16077404648012816,6093.365130543221,5285.624127236588,0.2873152887038941,6090.647338918783,6.093365130543221,6.090647338918783,0.0027177916244376377,0.7081679580638534,0.7061785068217813,0.002757580649278779,0
6,1.2000000000000002,0.3087981832236112,179.88764656058598,4898.72594495935,0.0015594197396208607,"[[1, 1, 0]]","[[1, 2, 1]]",338.97283802658785,-0.001042206070451357,6092.94167514642,5237.698767370855,0.3900946223482151,6088.884936836478,6.092941675146419,6.088884936836478,0.0040567383099414656,0.7085206756439555,0.7041295288136888,0.004144561246547163,0
7,1.4000000000000001,0.43799221548391654,179.943224738559,4802.846942383181,0.001805273121113238,"[[1, 1, 0]]","[[1, 2, 1]]",387.08803469026316,0.33423944674905215,6093.693745546536,5189.934975557587,0.4549078632189776,6087.20182337428,6.093693745546536,6.08720182337428,0.006491922172255471,0.7070598017436548,0.70161584991389,0.0066008012088509815,0
8,1.6,0.4267751624948452,179.96004970901836,4707.140614126325,0.0018068535466544446,"[[1, 1, 0]]","[[1, 4, 2]]",435.1718550132796,0.6890634998280802,6095.21833853533,5142.312465316038,0.4993370224201499,6085.769571305958,6.0952183385353305,6.085769571305958,0.009448767229372379,0.7083913678510176,0.6999780280179803,0.009617034026033089,0
9,1.8,0.5391079321931875,179.98455849445554,4611.3309714529605,0.0020249714099992884,"[[1, 1, 0]]","[[1, 4, 2]]",483.4199843004999,1.0882204400954834,6096.510698392928,5094.750921359201,0.5250094469474789,6084.351874122247,6.096510698392928,6.084351874122247,0.01215882427068049,0.711277085342074,0.6997222909631956,0.012389920158258683,0
10,2.0,0.6057007127516274,179.9797334248373,4515.3458567135085,0.0021642368764350044,"[[1, 1, 0]]","[[1, 2, 2]]",531.8447032445679,1.574977862536798,6097.142721731065,5047.190442244074,0.5439401045102841,6082.543894070151,6.097142721731065,6.082543894070151,0.01459882766091436,0.7128039205703156,0.6999822681974395,0.014855260708372064,0
11,2.2,0.4809017252178856,179.99857940300515,4419.352728567573,0.001970463300308269,"[[1, 1, 0]]","[[1, 2, 1]]",580.3151517557849,2.041182206771964,6097.439753904646,4999.667636104305,0.5719714585615066,6080.426767875288,6.097439753904646,6.080426767875288,0.017012986029357968,0.7126366028242249,0.6987648213614609,0.01729042165861383,0
12,2.4000000000000004,0.20254189434270617,179.938935504805,4323.517202082114,0.0015097007230534946,"[[1, 2, 0]]","[[1, 1, 2]]",628.7587023744345,2.2971923911998147,6097.748900903654,4952.275553500504,0.5551450723022526,6078.43617177803,6.097748900903654,6.07843617177803,0.019312729125624095,0.7125762872336247,0.6961963043624615,0.019640328783047778,0
13,2.6,0.1399849228706388,179.81942732344004,4227.783593497688,0.0014266928886052853,"[[1, 2, 0]]","[[1, 1, 1]]",677.2777357471082,2.408151519133071,6097.919695785036,4905.060938878862,0.5913506961591111,6077.133578720113,6.097919695785036,6.0771335787201135,0.020786117064922394,0.7148382826868792,0.6930419615349114,0.02122204348796153,0
