步数,时间(秒),AO(度),TA(度),距离(m),奖励,动作_ego,动作_enm,ego_x,ego_y,ego_z,enm_x,enm_y,enm_z,ego_alt(km),enm_alt(km),relative_alt(km),ego_speed_mach,enm_speed_mach,energy_diff,advantage_score
0,0.0,0.011801602975116163,179.97454292241557,5478.610499381347,0.000933071297680752,"[[1, 1, 1]]","[[0, 0, 2]]",48.67632506673226,0.0018535502845224983,6096.0077871418,5527.286824447436,-0.000800549716700516,6093.647128156734,6.0960077871418,6.093647128156734,0.0023606589850659887,0.7142917299920082,0.7137515980017516,0.0023714616248708964,0
1,0.2,0.05335091178642306,179.76050668740226,5381.605005033608,0.0010220331529267384,"[[1, 4, 1]]","[[0, 2, 0]]",97.17814560641727,-0.034463077543023246,6096.076787972145,5478.783148664124,0.11136914029884792,6094.293013294559,6.096076787972145,6.09429301329456,0.0017837746775857255,0.7125454994897679,0.7135091909525941,0.0017645008483286873,0
2,0.4,0.04693086035067462,179.55562765525704,5284.663488992264,0.0010278648401454912,"[[1, 4, 2]]","[[0, 2, 0]]",145.60097170899826,-0.07192916700751084,6095.938117007072,5430.26443972902,0.39888130039946645,6095.868644997471,6.095938117007072,6.095868644997471,6.947200960105704e-05,0.7117926508091518,0.7141050311248018,2.322440328850206e-05,0
3,0.6000000000000001,0.08363052610587374,179.42446898362817,5187.858501834849,0.001109565877009687,"[[1, 2, 1]]","[[0, 2, 0]]",193.97671360298182,-0.11600062454135696,6095.274877466969,5381.835128089831,0.8359962907644558,6098.713702231458,6.095274877466969,6.098713702231458,-0.003438824764488757,0.71101561081639,0.7127193287047868,-0.0034728991222570116,0
4,0.8,0.05425717694135702,179.42509541393483,5091.417394546348,0.0010765485980516012,"[[1, 2, 1]]","[[0, 2, 0]]",242.23963496900842,-0.1732259806537968,6094.267295712852,5333.656814735783,1.3056468545839834,6103.128418495178,6.094267295712852,6.103128418495178,-0.008861122782326092,0.7084702160032769,0.7100204845009229,-0.008892128152279355,0
5,1.0,0.04804486049806969,179.23472159962702,4995.6046187257025,0.0010845336381480526,"[[0, 4, 1]]","[[0, 2, 0]]",290.3210814690324,-0.16517292747334977,6093.344282343816,5285.925302151866,1.8290510907851285,6109.424813113485,6.093344282343816,6.109424813113485,-0.016080530769668755,0.7062098514074728,0.7063567549007913,-0.016083468839535264,0
6,1.2000000000000002,0.2692043882173745,178.9489235178477,4900.344702234348,0.0014899785039936856,"[[1, 1, 1]]","[[0, 2, 0]]",338.2550093154791,-0.015519901249945178,6092.8615170300445,5238.599027313897,2.5740714498820125,6117.199346700237,6.092861517030045,6.117199346700237,-0.024337829670192157,0.7031307960225299,0.704997169970005,-0.024375157149141735,0
7,1.4000000000000001,0.3896714241766546,178.93751097733912,4805.421592839515,0.0017203798889914165,"[[1, 1, 0]]","[[0, 2, 0]]",385.9214549743315,0.3053057475551668,6093.508907203585,5191.3420276456945,3.4365475296123122,6125.498096651141,6.093508907203585,6.125498096651141,-0.03198918944755569,0.6992274339563769,0.7068431301954801,-0.03214150337233779,0
8,1.6,0.3774218740520962,179.00204169496544,4710.573283834723,0.0017199420836235043,"[[1, 1, 0]]","[[0, 2, 0]]",433.34554385552246,0.6504766201605889,6094.9283449295435,5143.917451072225,4.251770587226588,6133.670535834136,6.094928344929544,6.133670535834136,-0.038742190904591745,0.6967000935389718,0.70848059750371,-0.03897780098388637,0
9,1.8,0.4312358449095469,179.07326202687636,4615.751362572711,0.0018356611569969256,"[[1, 1, 0]]","[[0, 2, 0]]",480.67316775079644,1.023292794642657,6096.179403528009,5096.422810256554,5.008113969903775,6141.901441014479,6.0961794035280095,6.141901441014479,-0.045722037486469524,0.6958309319320346,0.709190623649112,-0.04598923132081101,0
10,2.0,0.45360432257102196,179.10254483539515,4521.050151697736,0.0018973820702831807,"[[1, 1, 0]]","[[0, 2, 0]]",527.9210165878135,1.438003013036905,6096.912075208964,5048.969134947954,5.725850766119493,6150.44031767985,6.096912075208964,6.150440317679849,-0.05352824247088517,0.6936677402073822,0.7093685990879781,-0.05384225964849687,0
11,2.2,0.43390170691515645,179.15717167981342,4426.350676647884,0.0018866449073212813,"[[1, 1, 0]]","[[0, 2, 0]]",575.1113153824754,1.8517700306745155,6097.325280551851,5001.459654007598,6.401254814068693,6159.055696432159,6.097325280551852,6.1590556964321586,-0.06173041588030692,0.6947184913488427,0.7109269595215564,-0.06205458524376173,0
12,2.4000000000000004,0.41154924048694863,179.23203300685492,4331.457995641185,0.0018723682070793024,"[[1, 2, 0]]","[[0, 2, 0]]",622.4220604239181,2.244013742702464,6097.492032442164,4953.877427482798,7.015929581957494,6167.767307308609,6.0974920324421635,6.167767307308609,-0.07027527486644569,0.6971976992294594,0.711645562214064,-0.07056423212613794,0
13,2.6,0.37194804421348654,179.2612778139673,4236.400342783554,0.001829140555156953,"[[1, 2, 0]]","[[0, 2, 0]]",669.9290461552955,2.6251079293601833,6097.427937937862,4906.3264767177225,7.59246745727944,6176.807511132831,6.097427937937862,6.17680751113283,-0.07937957319496824,0.699994622300499,0.712396066366023,-0.07962760207627895,0
14,2.8000000000000003,0.2930136399258599,179.31615687069885,4141.070813952853,0.0017185309454314335,"[[1, 1, 0]]","[[0, 2, 0]]",717.6106691749255,2.9693339387999913,6097.368902143126,4858.678271072238,8.127113363200635,6185.883477746969,6.097368902143127,6.18588347774697,-0.0885145756038428,0.7021654072318517,0.7142718692801525,-0.08875670484480924,0
15,3.0,0.20296152302187628,179.38702899674468,4045.519635461959,0.001589864421906286,"[[1, 2, 0]]","[[0, 2, 0]]",765.4201024646159,3.2249332487162974,6097.546223414445,4810.936164085608,8.60230015433848,6195.035657633863,6.0975462234144455,6.195035657633863,-0.09748943421941725,0.704359445885978,0.7152645600227189,-0.0977075365021518,0
16,3.2,0.18859325541387367,179.3675524215782,3949.815738831589,0.0015947187513270038,"[[1, 2, 0]]","[[0, 2, 0]]",813.4276780261146,3.45520209829499,6097.5930160245025,4763.239458262829,9.047288024050204,6204.57026400088,6.097593016024502,6.20457026400088,-0.10697724797637775,0.7076200226502094,0.7155260417006662,-0.1071353683573868,0
17,3.4000000000000004,0.15448679155054368,179.33253407570538,3853.904638795635,0.0015666792626822341,"[[1, 1, 0]]","[[0, 2, 0]]",861.6360552336873,3.6767558440881203,6097.4990965600555,4715.536247108163,9.531326741851615,6214.345142672027,6.097499096560055,6.214345142672027,-0.1168460461119718,0.7100172140382345,0.7170623421273813,-0.11698694867375448,0
18,3.6,0.004123191433941466,179.37688797155278,3757.6972408250026,0.0013374444630480265,"[[0, 0, 0]]","[[0, 2, 0]]",909.9559353049754,3.8377158176353987,6097.67973578455,4667.6481394294005,9.99017600504726,6223.952964428627,6.09767973578455,6.2239529644286264,-0.12627322864407642,0.7108874845924975,0.7194614602533104,-0.12644470815729214,0
19,3.8000000000000003,0.3083918057147663,179.3907993054425,3661.2512091913595,0.0019035256953514115,"[[1, 2, 0]]","[[0, 2, 0]]",958.3076159830082,3.7837556690243446,6098.397728566935,4619.552798003621,10.42709338718862,6233.322023187251,6.098397728566935,6.233322023187251,-0.13492429462031552,0.7116666748622826,0.7217755549995942,-0.13512647222306207,0
