步数,时间(秒),AO(度),TA(度),距离(m),奖励,动作_ego,动作_enm,ego_x,ego_y,ego_z,enm_x,enm_y,enm_z,ego_alt(km),enm_alt(km),relative_alt(km),ego_speed_mach,enm_speed_mach,energy_diff,advantage_score
0,0.0,0.011790588419025357,179.98821036530103,5478.60203632769,8.0446386374649,"[[1, 1, 1]]","[[1, 1, 1]]",48.67632506673226,0.0018535502845224983,6096.0077871418,5527.278361393169,-0.0018537501459832129,6093.617292966489,6.0960077871418,6.093617292966489,0.0023904941753105646,0.7142917299920082,0.7142918474157922,0.0023904918268344844,0
1,0.2,0.0525320978908001,179.94747343609816,5381.598462411493,-0.40492786952779625,"[[1, 4, 1]]","[[1, 4, 1]]",97.17814560641727,-0.034463077543023246,6096.076787972145,5478.776607576548,0.034460546870377584,6093.728619226097,6.096076787972145,6.0937286192260975,0.0023481687460478184,0.7125454994897679,0.7125457330018896,0.0023481640758049593,0
2,0.4,0.04286908624773266,179.95713567381344,5284.6267547125735,18.54004788111925,"[[1, 4, 1]]","[[1, 4, 1]]",145.6639395749994,-0.07183229417387338,6095.939379959961,5430.290692334958,0.07182588063062667,6093.633523009201,6.095939379959961,6.093633523009201,0.0023058569507599103,0.7137354375265214,0.7137357871501034,0.0023058499582884195,0
3,0.6000000000000001,0.07573674041901284,179.92424773132427,5187.598278591678,4.224325152096284,"[[1, 2, 1]]","[[1, 2, 1]]",194.17788579614808,-0.1157138733535703,6095.276704900747,5381.7761592256675,0.11571301485923868,6093.013187201539,6.095276704900747,6.093013187201539,0.002263517699208073,0.7130371736543654,0.7130376200202727,0.002263508771890521,0
4,0.8,0.03980667781281723,179.9601460386139,5090.798854250764,0.7320258662351193,"[[1, 2, 1]]","[[1, 2, 1]]",242.57715437172828,-0.17275135652676,6094.270101395144,5333.375996896192,0.17278079663367407,6092.048829022139,6.094270101395144,6.092048829022139,0.0022212723730046235,0.7104593561945336,0.7104598992562597,0.002221261511770045,0
5,1.0,0.0749042503281489,179.9251688856751,4994.365867360355,-0.3227306529083762,"[[0, 4, 1]]","[[0, 4, 1]]",290.7932412121081,-0.16077404648012816,6093.365130543221,5285.159098215987,0.16085938992262072,6091.185948829614,6.093365130543221,6.091185948829614,0.0021791817136067593,0.7081679580638534,0.7081685973424477,0.0021791689280341586,0
6,1.2000000000000002,0.31334674962298,179.6867344823504,4898.006265079815,-6.231412129860487,"[[1, 1, 0]]","[[1, 1, 0]]",338.97283802658785,-0.001042206070451357,6092.94167514642,5236.979103105891,0.0011968839847895651,6090.804552992945,6.092941675146419,6.090804552992945,0.00213712215347428,0.7085206756439555,0.7085214118911066,0.0021371074285312375,0
7,1.4000000000000001,0.44740565920621034,179.55264981117367,4801.776539174763,6.725541367536252,"[[1, 1, 0]]","[[1, 1, 0]]",387.08803469026316,0.33423944674905215,6093.693745546536,5188.864527363103,-0.3340297225036011,6091.598619775581,6.093693745546536,6.091598619775581,0.002095125770954276,0.7070598017436548,0.707060640265218,0.00209510900052301,0
8,1.6,0.44124320474994805,179.55877119830973,4705.610341059304,0.05803397044121539,"[[1, 1, 0]]","[[1, 1, 0]]",435.1718550132796,0.6890634998280802,6095.21833853533,5140.781994333232,-0.6888383500681812,6093.165165203812,6.0952183385353305,6.0931651652038115,0.002053173331518998,0.7083913678510176,0.7083923207297064,0.002053154273945701,0
9,1.8,0.5591628228569443,179.44082391588475,4609.115470435556,-0.4179333255570157,"[[1, 1, 0]]","[[1, 1, 0]]",483.4199843004999,1.0882204400954834,6096.510698392928,5092.534940968915,-1.0880203297258504,6094.499594198228,6.096510698392928,6.094499594198228,0.00201110419469952,0.711277085342074,0.711278170625554,0.002011082489030258,0
