步数,时间(秒),AO(度),TA(度),距离(m),奖励,动作_ego,动作_enm,ego_x,ego_y,ego_z,enm_x,enm_y,enm_z,ego_alt(km),enm_alt(km),relative_alt(km),ego_speed_mach,enm_speed_mach,energy_diff,advantage_score
0,0.0,0.011790588419025357,179.98821036530103,5478.60203632769,8.0446386374649,"[[1, 1, 1]]","[[1, 1, 1]]",48.67632506673226,0.0018535502845224983,6096.0077871418,5527.278361393169,-0.0018537501459832129,6093.617292966489,6.0960077871418,6.093617292966489,0.0023904941753105646,0.7142917299920082,0.7142918474157922,0.0023904918268344844,0
1,0.2,0.05252465415635495,179.94830967169153,5381.6182460083155,-0.5563457202768376,"[[1, 4, 1]]","[[1, 3, 1]]",97.17814560641727,-0.034463077543023246,6096.076787972145,5478.796391182278,0.03376163416351119,6093.728668553074,6.096076787972145,6.093728668553075,0.002348119419070649,0.7125454994897679,0.7119356096325005,0.002360317216215435,0
2,0.4,0.042913583375038616,179.95497984762008,5284.689844976844,18.7354336466438,"[[1, 4, 1]]","[[1, 3, 1]]",145.6639395749994,-0.07183229417387338,6095.939379959961,5430.353782486043,0.07593179985349252,6093.63303478148,6.095939379959961,6.09363303478148,0.0023063451784803846,0.7137354375265214,0.7131018600608674,0.0023190167277933327,0
3,0.6000000000000001,0.07566457395761197,179.94001336084924,5187.698599853015,4.693534122934963,"[[1, 2, 1]]","[[1, 2, 1]]",194.17788579614808,-0.1157138733535703,6095.276704900747,5381.876480774288,0.10918336401687156,6092.984794305929,6.095276704900747,6.092984794305929,0.0022919105948178142,0.7130371736543654,0.7125803653657944,0.002301046760589287,0
4,0.8,0.03972961037677207,179.9380646310046,5090.925591493773,0.9557651598077541,"[[1, 2, 1]]","[[1, 2, 1]]",242.57715437172828,-0.17275135652676,6094.270101395144,5333.502734599084,0.1659416930616544,6091.953533240239,6.094270101395144,6.09195353324024,0.0023165681549039974,0.7104593561945336,0.710189013911089,0.0023219750005729622,0
5,1.0,0.07440854104806448,179.96744659311358,4994.5025160619425,2.1207160799979903,"[[0, 4, 1]]","[[1, 2, 1]]",290.7932412121081,-0.16077404648012816,6093.365130543221,5285.295743947593,0.20407942174858817,6090.929189991533,6.093365130543221,6.090929189991534,0.0024359405516873878,0.7081679580638534,0.7083014980493538,0.0024332697519771074,0
6,1.2000000000000002,0.3110067721694978,179.96537110044284,4898.230236183717,1.1536130819432202,"[[1, 1, 0]]","[[1, 2, 1]]",338.97283802658785,-0.001042206070451357,6092.94167514642,5237.203070033389,0.201242232601885,6089.960968385453,6.092941675146419,6.089960968385453,0.0029807067609661786,0.7085206756439555,0.7061536149351104,0.003028047975143444,0
7,1.4000000000000001,0.4416477934946343,179.92546368125048,4802.20428708085,-21.53550289945899,"[[1, 1, 0]]","[[1, 1, 2]]",387.08803469026316,0.33423944674905215,6093.693745546536,5189.292318179183,0.14850209205667397,6089.518088022703,6.093693745546536,6.089518088022703,0.004175657523832754,0.7070598017436548,0.7031128063949043,0.004254597430807472,0
8,1.6,0.43150192660854014,179.99133780784635,4706.413337669732,2.362452061700168,"[[1, 1, 0]]","[[1, 1, 1]]",435.1718550132796,0.6890634998280802,6095.21833853533,5141.585157194895,0.1110985478898101,6089.690904586615,6.0952183385353305,6.089690904586615,0.0055274339487150215,0.7083913678510176,0.6999983744906447,0.0056952938159229305,0
9,1.8,0.5438390674727664,179.9648548821634,4610.638023603287,-0.7692675524297812,"[[1, 1, 0]]","[[1, 1, 1]]",483.4199843004999,1.0882204400954834,6096.510698392928,5094.057911296468,0.1443757785505113,6090.128672701824,6.096510698392928,6.090128672701824,0.006382025691103799,0.711277085342074,0.6983704317727256,0.006640158762491133,0
10,2.0,0.6105227183911379,179.97191617208475,4514.664427225138,15.918904955172138,"[[1, 1, 0]]","[[1, 4, 0]]",531.8447032445679,1.574977862536798,6097.142721731065,5046.50891002613,0.164142123036072,6090.02230655497,6.097142721731065,6.09002230655497,0.007120415176094852,0.7128039205703156,0.700533714164499,0.0073658193042112075,0
11,2.2,0.4863127997807634,179.9983997532626,4418.545304211088,10.081014668242858,"[[1, 1, 0]]","[[1, 1, 1]]",580.3151517557849,2.041182206771964,6097.439753904646,4998.860053359202,0.15494778259551367,6088.737642460886,6.097439753904646,6.0887376424608854,0.00870211144376043,0.7126366028242249,0.7010818414998701,0.008933206670247884,0
12,2.4000000000000004,0.20709847327074213,179.9306398028944,4322.522174714765,4.4123778231581525,"[[1, 2, 0]]","[[1, 2, 1]]",628.7587023744345,2.2971923911998147,6097.748900903654,4951.280374036388,0.21178748694683236,6086.443668611261,6.097748900903654,6.0864436686112615,0.011305232292392553,0.7125762872336247,0.699618426911376,0.011564389498837535,0
13,2.6,0.14380999570156394,179.909764858669,4226.566911004529,3.8482586541849457,"[[1, 2, 0]]","[[1, 2, 1]]",677.2777357471082,2.408151519133071,6097.919695785036,4903.844125824397,0.30970747699291223,6083.5222598118535,6.097919695785036,6.083522259811853,0.01439743597318266,0.7148382826868792,0.6987248151670774,0.01471970532357858,0
14,2.8000000000000003,0.252287415449157,179.92226034766682,4130.41200839445,-2.1773943334628427,"[[1, 2, 0]]","[[1, 2, 1]]",726.0172534650419,2.543610326901444,6097.6687480367245,4856.428705604117,0.39998548697172964,6080.324820762969,6.097668748036725,6.080324820762969,0.017343927273755888,0.7189617853454897,0.698734360800139,0.01774847576466332,0
15,3.0,0.27053159002816046,179.91693379953833,4033.983467610889,-4.90342378915139,"[[1, 1, 0]]","[[1, 4, 1]]",775.0313032315562,2.7568974738060206,6096.886888283606,4809.014138367151,0.49796202474840356,6077.733999791812,6.096886888283606,6.077733999791811,0.01915288849179486,0.7225484139818295,0.6980090636339848,0.019643675498752344,0
16,3.2,0.1614547461670488,179.9844916161996,3937.293452808107,-0.3471353266527615,"[[1, 1, 0]]","[[1, 4, 0]]",824.2370632924878,2.9240007874028606,6096.070819344027,4761.529806337602,0.5598751850364465,6075.883256486235,6.0960708193440265,6.075883256486235,0.02018756285779144,0.7246125187625695,0.6998137694120385,0.02068353784480248,0
17,3.4000000000000004,0.0368923808667858,179.8030479456996,3840.3908929531167,1.6209076906081634,"[[1, 2, 0]]","[[1, 1, 2]]",873.5603817111323,2.9360344528283804,6095.597529909344,4713.950503002797,0.5014990494778999,6074.419754368547,6.095597529909345,6.074419754368547,0.021177775540797583,0.7264409393942303,0.7002524180235481,0.021701545968211278,0
18,3.6,0.10615398659080288,179.64492180630694,3743.241463335655,-2.2195051161611445,"[[0, 4, 0]]","[[1, 1, 0]]",923.0644113865058,2.8285590379831547,6095.244837211441,4666.305019679283,0.2984872650567354,6073.244609240469,6.095244837211442,6.073244609240469,0.022000227970973008,0.7298717395730686,0.701432311112934,0.02256901654017618,0
19,3.8000000000000003,0.07272138902265732,179.57063616558133,3645.823662424535,-3.7587697704708773,"[[0, 4, 0]]","[[1, 1, 1]]",972.8237925987048,2.7135551105628792,6094.698964301459,4618.646439584364,-0.00751474019187981,6072.369687157177,6.094698964301458,6.0723696871571775,0.0223292771442809,0.7335892596042287,0.7001395860092288,0.022998270616181316,0
20,4.0,0.05855633405472681,179.70676515752075,3548.2930435409103,1.4539840004010216,"[[1, 2, 0]]","[[1, 1, 1]]",1022.831037192675,2.660640097085661,6094.114998104568,4571.122861986026,-0.28026885907132737,6071.711433732106,6.094114998104568,6.071711433732107,0.022403564372461382,0.7370869500853127,0.6978334786657661,0.02318863380085201,0
21,4.2,0.2650661961399404,179.78075788022863,3450.731197024528,1.3305114192846759,"[[1, 1, 0]]","[[1, 1, 1]]",1073.014193053092,2.760561527285745,6093.890941487234,4523.743916237796,-0.42874058256575154,6070.766459959813,6.093890941487234,6.070766459959813,0.023124481527420748,0.7386665564478847,0.6961328509154594,0.023975155638069623,0
22,4.4,0.32590775792766435,179.6711238510458,3353.0660774037,2.2754516435112464,"[[1, 1, 0]]","[[1, 2, 0]]",1123.2953207299986,2.981835745661215,6094.073503702344,4476.359479542254,-0.6051301171807495,6069.0916239358485,6.094073503702345,6.069091623935848,0.024981879766496462,0.7402884582257299,0.698989697970766,0.025807854971595212,0
23,4.6000000000000005,0.2984979456686608,179.70741534641033,3255.0645369822137,2.5564439369286447,"[[1, 1, 0]]","[[1, 1, 1]]",1173.6960748754047,3.20166994751105,6094.2659226687465,4428.758119483673,-0.8264400152637563,6066.63376433512,6.094265922668747,6.06663376433512,0.027632158333626755,0.7421102137833315,0.7027303396198928,0.02841975581689571,0
24,4.800000000000001,0.21712769776290777,179.84119946451295,3156.8193155645604,-1.3200074898623484,"[[1, 1, 0]]","[[1, 1, 1]]",1224.2188201558058,3.3673517485671027,6094.322862706513,4381.035173734245,-0.9571021153871584,6064.23134725924,6.0943228627065125,6.0642313472592395,0.030091515447272954,0.7438648673128516,0.7022277531367249,0.030924257730795546,0
25,5.0,0.17605976685429822,179.8125543915306,3058.4898223938208,-4.1385335141065696,"[[1, 2, 0]]","[[1, 1, 1]]",1274.8832068469883,3.4558441352963882,6094.24334850595,4333.369913940051,-0.9094991063947191,6062.72741147156,6.09424334850595,6.06272741147156,0.03151593703439026,0.7465750593290212,0.7000010286756009,0.03244741764745829,0
26,5.2,0.088987452592723,179.15419286965502,2960.087555534092,-4.781100894348924,"[[1, 1, 0]]","[[1, 4, 0]]",1325.7349486956289,3.5185249112735164,6093.853248200978,4285.819905386873,-0.40392304790697153,6062.596048095228,6.093853248200978,6.062596048095228,0.03125720010574984,0.7488294808048652,0.6990668451241168,0.03225245281936484,0.1
