Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.054,-0.008,5940.850,44538.142,545.016,5940.986,89.073,89.075,89.127,89.110,5940.922,5940.167,5940.850,5940.986,365.060,365.060,365.426,364.767,0.161,0.511,-1.850,-1.500,0.499,0.881,2.510,1.131,1,1,attack_maneuver,lock_on
0.200,44465.020,-0.289,5942.225,44465.394,545.482,5943.239,88.927,88.930,88.981,88.964,5941.768,5941.013,5942.225,5943.239,364.391,364.391,364.988,363.076,0.198,0.549,-1.817,-1.465,2.248,3.024,4.262,1.009,1,1,attack_maneuver,lock_on
0.400,44392.201,-1.542,5945.061,44393.138,547.413,5947.529,88.782,88.784,88.836,88.819,5942.585,5941.830,5945.061,5947.529,363.921,363.921,363.866,361.047,0.053,0.407,-1.964,-1.611,3.859,4.972,5.876,2.954,1,1,attack_maneuver,lock_on
0.600,44319.729,-4.434,5949.117,44321.421,551.362,5953.027,88.637,88.640,88.691,88.674,5943.143,5942.389,5949.117,5953.027,363.514,363.514,362.501,359.501,0.065,0.424,-1.956,-1.597,6.440,6.168,8.461,4.147,1,1,attack_maneuver,lock_on
0.800,44247.743,-9.478,5954.184,44249.968,556.382,5958.875,88.492,88.496,88.546,88.530,5943.411,5942.657,5954.184,5958.875,363.121,363.121,360.925,359.345,0.111,0.477,-1.913,-1.547,9.017,2.334,11.041,0.310,1,1,attack_maneuver,lock_on
1.000,44176.336,-16.858,5959.985,44178.527,561.259,5964.540,88.348,88.352,88.403,88.386,5943.431,5942.676,5959.985,5964.540,362.746,362.746,359.329,358.729,0.139,0.514,-1.888,-1.514,11.572,2.245,13.599,0.217,1,1,attack_maneuver,lock_on
1.200,44105.580,-26.662,5966.218,44107.362,566.863,5970.429,88.205,88.208,88.260,88.242,5943.410,5942.655,5966.218,5970.429,362.445,362.445,357.749,357.460,0.117,0.503,-1.913,-1.528,14.119,10.015,16.150,7.984,1,1,attack_maneuver,lock_on
1.400,44035.538,-38.929,5972.563,44036.710,574.634,5976.689,88.062,88.065,88.118,88.099,5943.501,5942.747,5972.563,5976.689,362.175,362.175,356.204,356.308,0.071,0.470,-1.963,-1.564,16.634,8.272,18.668,6.238,1,1,attack_maneuver,lock_on
1.600,43966.264,-53.653,5978.700,43966.213,582.686,5982.860,87.921,87.922,87.977,87.956,5943.836,5943.082,5978.700,5982.860,361.609,361.609,354.709,355.892,0.265,0.680,-1.772,-1.358,19.079,1.566,21.116,0.472,1,1,attack_maneuver,lock_on
1.800,43897.846,-70.867,5984.318,43895.678,589.843,5988.822,87.780,87.780,87.837,87.813,5944.696,5943.942,5984.318,5988.822,360.918,360.918,353.001,355.641,0.275,0.706,-1.766,-1.335,21.444,6.581,23.484,4.540,1,1,attack_maneuver,lock_on
