Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.101,0.012,5941.010,44538.142,545.016,5940.986,89.073,89.075,89.127,89.110,5940.922,5940.167,5941.010,5940.986,365.060,365.060,364.767,364.767,0.161,0.511,-1.850,-1.500,0.530,0.881,1.481,1.131,1,1,attack_maneuver,lock_on
0.200,44465.352,0.467,5943.262,44465.394,545.482,5943.239,88.928,88.930,88.981,88.964,5941.768,5941.013,5943.262,5943.239,364.391,364.391,363.076,363.076,0.198,0.549,-1.816,-1.465,2.668,3.024,0.654,1.009,1,1,attack_maneuver,lock_on
0.400,44393.097,2.386,5947.554,44393.138,547.413,5947.529,88.783,88.784,88.836,88.819,5942.585,5941.830,5947.554,5947.529,363.921,363.921,361.046,361.047,0.056,0.407,-1.962,-1.611,4.655,4.972,2.638,2.954,1,1,attack_maneuver,lock_on
0.600,44321.411,6.507,5953.094,44321.421,551.362,5953.027,88.638,88.640,88.692,88.674,5943.143,5942.389,5953.094,5953.027,363.514,363.514,359.165,359.501,0.072,0.424,-1.949,-1.597,8.397,6.168,6.376,4.147,1,1,attack_maneuver,lock_on
0.800,44250.285,13.186,5958.914,44249.968,556.382,5958.875,88.495,88.496,88.548,88.530,5943.411,5942.657,5958.914,5958.875,363.121,363.121,357.724,359.345,0.125,0.477,-1.899,-1.547,12.171,2.334,10.147,0.310,1,1,attack_maneuver,lock_on
1.000,44179.681,22.320,5964.496,44178.527,561.259,5964.540,88.351,88.352,88.405,88.386,5943.431,5942.676,5964.496,5964.540,362.746,362.746,356.367,358.729,0.164,0.514,-1.863,-1.514,15.080,2.245,13.053,0.217,1,1,attack_maneuver,lock_on
1.200,44109.753,34.016,5969.935,44107.362,566.863,5970.429,88.209,88.208,88.262,88.242,5943.410,5942.655,5969.935,5970.429,362.445,362.445,354.716,357.460,0.157,0.503,-1.874,-1.528,17.272,10.015,15.241,7.984,1,1,attack_maneuver,lock_on
1.400,44040.697,48.375,5975.469,44036.710,574.634,5976.689,88.067,88.065,88.120,88.099,5943.501,5942.747,5975.469,5976.689,362.175,362.175,352.769,356.308,0.128,0.470,-1.906,-1.564,19.359,8.272,17.326,6.238,1,1,attack_maneuver,lock_on
1.600,43972.666,65.493,5980.956,43966.213,582.686,5982.860,87.927,87.922,87.979,87.956,5943.836,5943.082,5980.956,5982.860,361.609,361.609,351.055,355.892,0.343,0.680,-1.694,-1.358,21.760,1.566,19.723,0.472,1,1,attack_maneuver,lock_on
1.800,43905.603,85.078,5986.230,43895.678,589.843,5988.822,87.788,87.780,87.839,87.813,5944.696,5943.942,5986.230,5988.822,360.918,360.918,349.582,355.641,0.376,0.706,-1.664,-1.335,24.063,6.581,22.023,4.540,1,1,attack_maneuver,lock_on
