Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.101,0.012,5941.010,44538.142,545.016,5940.986,89.073,89.075,89.075,89.073,5940.775,5940.790,5941.010,5940.986,365.339,365.676,364.767,364.767,0.011,0.362,-0.730,-0.379,0.530,0.881,0.171,0.521,1,1,attack_maneuver,search
0.200,44465.339,0.467,5943.263,44465.394,545.482,5943.239,88.928,88.929,88.929,88.928,5941.226,5941.388,5943.263,5943.239,364.728,365.443,363.214,363.076,0.215,0.566,-1.874,-1.523,2.670,3.024,2.310,2.664,1,1,attack_maneuver,lock_on
0.400,44393.055,2.387,5947.558,44393.138,547.412,5947.531,88.783,88.784,88.784,88.782,5941.716,5942.836,5947.558,5947.531,364.276,364.779,361.188,361.045,0.147,0.498,-4.568,-4.216,4.659,5.015,4.298,4.654,1,1,attack_maneuver,lock_on
0.600,44321.341,6.511,5953.100,44321.452,551.545,5953.062,88.638,88.640,88.639,88.638,5942.136,5945.334,5953.100,5953.062,363.658,363.686,359.306,359.175,0.337,0.689,-7.112,-6.759,8.402,8.687,8.039,8.323,1,1,attack_maneuver,lock_on
0.800,44250.187,13.195,5958.920,44250.285,558.122,5958.893,88.494,88.496,88.496,88.494,5942.575,5948.413,5958.920,5958.893,363.213,362.346,357.863,358.107,0.253,0.606,-9.865,-9.512,12.178,10.418,11.811,10.052,1,1,attack_maneuver,lock_on
1.000,44179.557,22.337,5964.507,44179.339,565.863,5964.611,88.351,88.353,88.353,88.351,5942.933,5951.672,5964.507,5964.611,362.608,360.855,356.502,357.950,0.440,0.793,-12.494,-12.142,15.089,5.020,14.717,4.648,1,1,attack_maneuver,lock_on
1.200,44109.603,34.043,5969.949,44108.330,573.175,5970.205,88.209,88.209,88.212,88.209,5943.306,5954.775,5969.949,5970.205,362.184,359.382,354.852,358.070,0.347,0.697,-14.992,-14.642,17.276,2.922,16.898,2.544,1,1,attack_maneuver,lock_on
1.400,44040.522,48.412,5975.489,44037.182,579.663,5975.404,88.067,88.066,88.072,88.067,5943.597,5957.413,5975.489,5975.404,361.605,357.673,352.901,358.237,0.536,0.881,-17.387,-17.042,19.350,0.936,18.963,0.549,1,1,attack_maneuver,lock_on
1.600,43972.522,65.652,5980.932,43965.940,585.386,5979.997,87.927,87.922,87.935,87.926,5943.900,5959.563,5980.932,5979.997,361.214,355.844,350.838,357.779,0.437,0.776,-19.573,-19.234,21.771,1.463,21.373,1.065,1,1,attack_maneuver,lock_on
1.800,43905.540,85.515,5985.461,43894.894,591.434,5984.692,87.788,87.779,87.799,87.787,5944.118,5961.503,5985.461,5984.692,360.676,354.055,349.430,356.729,0.630,0.961,-21.704,-21.374,24.528,9.101,24.118,8.691,1,1,attack_maneuver,lock_on
2.000,43839.413,107.523,5988.714,43824.311,599.389,5989.938,87.649,87.636,87.665,87.648,5944.347,5963.523,5988.714,5989.938,360.334,352.564,348.282,355.710,0.529,0.851,-23.873,-23.551,26.840,8.499,26.416,8.075,1,1,attack_maneuver,lock_on
2.200,43774.225,131.642,5990.802,43753.875,607.729,5995.172,87.512,87.494,87.533,87.511,5944.490,5965.578,5990.802,5995.172,359.854,351.208,347.167,355.490,0.727,1.039,-26.039,-25.727,28.797,2.268,28.358,1.828,1,1,attack_maneuver,lock_on
2.400,43710.109,157.912,5992.155,43683.313,615.073,6000.073,87.376,87.352,87.404,87.375,5944.640,5967.451,5992.155,6000.073,359.581,349.907,345.888,355.618,0.625,0.925,-28.214,-27.914,30.524,2.769,30.067,2.312,1,1,attack_maneuver,lock_on
2.600,43647.125,186.279,5993.393,43612.633,621.649,6004.467,87.241,87.209,87.277,87.240,5944.702,5968.914,5993.393,6004.467,359.179,348.435,345.184,355.469,0.829,1.115,-30.394,-30.109,30.592,0.705,30.116,0.229,1,1,attack_maneuver,lock_on
2.800,43584.790,215.906,5994.801,43541.995,627.786,6008.400,87.107,87.067,87.151,87.107,5944.768,5970.017,5994.801,6008.400,358.994,346.941,345.213,354.685,0.726,0.997,-32.533,-32.262,27.300,6.303,26.804,5.807,1,1,attack_maneuver,lock_on
3.000,43522.545,245.782,5995.893,43471.643,635.361,6012.231,86.973,86.925,87.028,86.975,5944.671,5971.030,5995.893,6012.231,358.914,345.762,345.335,353.996,0.774,1.031,-34.695,-34.439,26.172,12.916,25.654,12.397,1,1,attack_maneuver,lock_on
3.200,43460.295,275.692,5996.474,43401.584,644.793,6015.774,86.840,86.783,86.905,86.845,5944.573,5971.941,5996.474,6015.774,358.711,344.726,345.212,353.965,0.963,1.207,-36.818,-36.574,26.274,9.760,25.733,9.218,1,1,attack_maneuver,lock_on
3.400,43398.141,305.616,5996.544,43331.529,654.593,6019.116,86.706,86.641,86.785,86.716,5944.642,5972.551,5996.544,6019.116,358.698,343.756,344.536,354.239,0.882,1.113,-38.929,-38.699,26.414,6.127,25.848,5.560,1,1,attack_maneuver,lock_on
3.600,43336.199,335.723,5996.482,43261.322,663.905,6021.956,86.572,86.499,86.665,86.589,5944.716,5972.643,5996.482,6021.956,358.509,342.597,344.295,354.536,1.080,1.298,-41.053,-40.836,27.485,4.197,26.892,3.604,1,1,attack_maneuver,lock_on
3.800,43274.493,366.247,5996.674,43190.943,672.517,6023.902,86.439,86.357,86.548,86.463,5944.839,5972.261,5996.674,6023.902,358.488,341.395,344.110,354.782,0.991,1.194,-43.162,-42.960,28.911,3.251,28.291,2.630,1,1,attack_maneuver,lock_on
4.000,43213.098,397.266,5997.839,43120.441,680.550,6024.718,86.306,86.215,86.433,86.339,5944.889,5971.675,5997.839,6024.718,358.292,340.464,343.796,354.739,1.189,1.378,-45.307,-45.119,29.831,3.328,29.181,2.678,1,1,attack_maneuver,lock_on
4.200,43151.951,428.571,5999.984,43049.965,688.175,6024.542,86.173,86.073,86.320,86.217,5944.953,5970.885,5999.984,6024.542,358.266,339.625,343.491,354.069,1.096,1.269,-47.404,-47.232,29.062,4.439,28.382,3.758,1,1,attack_maneuver,lock_on
4.400,43090.900,459.962,6001.975,42979.641,696.133,6024.274,86.041,85.931,86.209,86.096,5944.929,5969.724,6001.975,6024.274,358.071,338.577,343.316,353.738,1.297,1.455,-49.486,-49.329,28.904,10.541,28.193,9.828,1,1,attack_maneuver,lock_on
4.600,43029.900,491.412,6003.711,42909.506,705.348,6024.578,85.908,85.790,86.100,85.978,5944.910,5968.266,6003.711,6024.578,358.048,337.491,343.193,353.741,1.200,1.344,-51.573,-51.431,28.934,9.763,28.189,9.017,1,1,attack_maneuver,lock_on
4.800,42968.984,522.881,6005.361,42839.376,714.824,6024.715,85.776,85.648,85.993,85.862,5944.799,5966.779,6005.361,6024.715,357.856,336.670,342.642,353.832,1.404,1.533,-53.694,-53.566,28.846,6.279,28.068,5.499,1,1,attack_maneuver,lock_on
5.000,42908.223,554.355,6006.435,42769.229,724.026,6023.850,85.644,85.506,85.887,85.747,5944.690,5965.266,6006.435,6023.850,357.837,335.917,341.692,353.751,1.305,1.420,-55.746,-55.634,29.069,6.394,28.255,5.578,1,1,attack_maneuver,lock_on
5.200,42847.624,585.821,6007.120,42699.111,733.113,6022.274,85.512,85.365,85.784,85.635,5944.488,5963.561,6007.120,6022.274,357.650,335.169,341.261,353.370,1.514,1.613,-57.793,-57.696,28.802,6.881,27.952,6.029,1,1,attack_maneuver,search
5.400,42787.113,617.262,6007.745,42629.115,742.111,6020.548,85.380,85.223,85.683,85.524,5944.286,5961.471,6007.745,6020.548,357.635,334.224,340.636,352.507,1.412,1.497,-59.862,-59.779,28.873,7.138,27.985,6.248,1,1,attack_maneuver,search
5.600,42726.700,648.663,6008.512,42559.252,751.097,6019.605,85.249,85.082,85.584,85.416,5943.917,5959.052,6008.512,6019.605,357.676,333.236,340.334,351.957,1.465,1.535,-61.935,-61.867,28.699,7.573,27.773,6.645,1,1,attack_maneuver,search
5.800,42666.354,680.020,6009.408,42489.469,760.110,6019.610,85.117,84.941,85.488,85.310,5943.544,5956.614,6009.408,6019.610,357.540,332.129,339.728,351.802,1.662,1.717,-63.560,-63.507,28.807,7.466,27.842,6.499,1,1,attack_maneuver,search
6.000,42606.108,711.326,6010.424,42419.758,769.062,6019.337,84.986,84.800,85.393,85.207,5943.335,5954.732,6010.424,6019.337,357.548,331.145,339.305,350.953,1.582,1.623,-64.974,-64.936,28.808,7.558,27.803,6.551,1,1,attack_maneuver,search
6.200,42545.990,742.624,6010.954,42350.157,777.842,6019.197,84.854,84.659,85.301,85.105,5943.128,5954.021,6010.954,6019.197,357.375,330.336,338.430,350.638,1.784,1.809,-65.942,-65.920,29.115,6.673,28.068,5.624,1,1,attack_maneuver,search
6.400,42486.027,773.894,6011.140,42280.611,786.334,6019.440,84.723,84.518,85.209,85.004,5942.969,5954.798,6011.140,6019.440,357.369,329.846,337.912,349.887,1.696,1.705,-65.568,-65.561,28.845,7.042,27.758,5.952,1,1,attack_maneuver,search
6.600,42426.148,805.120,6011.311,42211.174,794.607,6019.925,84.592,84.377,85.118,84.903,5942.736,5956.386,6011.311,6019.925,357.189,329.878,337.359,349.392,1.898,1.892,-65.842,-65.851,28.939,7.418,27.811,6.287,1,1,attack_maneuver,search
6.800,42366.349,836.300,6011.642,42141.792,802.734,6020.837,84.461,84.236,85.028,84.803,5942.514,5957.522,6011.642,6020.837,357.178,330.299,337.113,349.238,1.806,1.784,-65.963,-65.987,28.785,6.757,27.615,5.584,1,1,attack_maneuver,search
7.000,42306.601,867.432,6012.101,42072.438,810.732,6022.239,84.330,84.096,84.937,84.703,5942.203,5957.957,6012.101,6022.239,356.999,330.901,336.560,349.002,2.010,1.973,-65.423,-65.463,28.905,7.321,27.693,6.106,1,1,attack_maneuver,search
