Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.062,-0.007,5940.763,44538.146,545.013,5940.775,89.073,89.075,89.075,89.074,5940.775,5940.722,5940.763,5940.775,365.339,364.819,365.339,364.851,0.011,0.362,-0.680,-0.329,0.011,0.253,0.348,0.106,1,1,attack_maneuver,attack_maneuver
0.200,44465.055,-0.031,5941.213,44465.261,544.994,5940.688,88.927,88.929,88.929,88.928,5941.226,5940.747,5941.213,5940.688,364.728,364.466,364.728,364.077,0.215,0.566,-0.060,0.291,0.215,0.515,0.145,0.875,1,1,attack_maneuver,attack_maneuver
0.400,44392.160,-0.058,5941.703,44392.502,544.858,5939.117,88.782,88.784,88.784,88.782,5941.716,5939.970,5941.703,5939.117,364.276,364.058,364.276,363.731,0.145,0.497,-0.851,-0.500,0.145,0.627,0.215,0.987,1,1,attack_maneuver,attack_maneuver
0.600,44319.366,-0.084,5942.123,44319.846,544.986,5935.928,88.636,88.638,88.638,88.637,5942.136,5939.189,5942.123,5935.928,363.658,363.491,363.658,363.582,0.333,0.685,-6.501,-6.148,0.333,0.382,0.028,0.021,1,1,attack_maneuver,attack_maneuver
0.800,44246.685,-0.093,5942.562,44247.295,545.717,5931.437,88.491,88.493,88.493,88.492,5942.575,5939.152,5942.562,5931.437,363.213,362.056,363.213,363.256,0.244,0.598,-6.515,-6.162,0.244,2.373,0.119,2.010,1,1,attack_maneuver,attack_maneuver
1.000,44174.102,-0.087,5942.920,44174.953,547.077,5925.883,88.346,88.348,88.348,88.347,5942.933,5940.256,5942.920,5925.883,362.608,360.330,362.609,362.389,0.426,0.781,-8.556,-8.202,0.426,3.600,0.059,3.233,1,1,attack_maneuver,attack_maneuver
1.200,44101.628,-0.050,5943.293,44102.896,548.988,5919.174,88.201,88.204,88.204,88.204,5943.306,5943.123,5943.293,5919.174,362.184,358.814,362.184,361.558,0.325,0.681,-9.391,-9.034,0.325,3.389,0.047,3.018,1,1,attack_maneuver,attack_maneuver
1.400,44029.248,0.013,5943.583,44031.082,551.101,5911.695,88.056,88.059,88.061,88.061,5943.597,5947.801,5943.583,5911.695,361.605,357.621,361.606,360.821,0.504,0.863,-9.208,-8.850,0.504,3.013,0.128,2.636,1,1,attack_maneuver,attack_maneuver
1.600,43956.972,0.117,5943.887,43959.440,553.232,5903.847,87.911,87.915,87.917,87.918,5943.900,5953.207,5943.887,5903.847,361.214,357.058,361.215,360.214,0.395,0.755,-8.988,-8.627,0.395,2.827,0.013,2.445,1,1,attack_maneuver,attack_maneuver
1.800,43884.781,0.255,5944.105,43887.922,555.374,5895.735,87.767,87.772,87.775,87.776,5944.118,5957.856,5944.105,5895.735,360.676,356.547,360.676,359.974,0.575,0.937,-8.735,-8.373,0.575,2.366,0.188,1.979,1,1,attack_maneuver,attack_maneuver
2.000,43812.686,0.443,5944.334,43816.474,557.520,5887.205,87.623,87.628,87.632,87.633,5944.347,5961.295,5944.334,5887.205,360.334,355.756,360.334,359.813,0.459,0.824,-8.370,-8.006,0.459,2.494,0.067,2.101,1,1,attack_maneuver,attack_maneuver
2.200,43740.666,0.670,5944.476,43745.107,559.641,5878.551,87.479,87.485,87.489,87.491,5944.490,5963.393,5944.476,5878.551,359.854,355.243,359.855,359.407,0.641,1.008,-8.376,-8.010,0.641,2.413,0.243,2.015,1,1,attack_maneuver,attack_maneuver
2.400,43668.728,0.955,5944.627,43673.817,561.752,5869.750,87.335,87.342,87.347,87.350,5944.640,5964.546,5944.627,5869.750,359.581,354.716,359.581,359.326,0.522,0.890,-7.994,-7.627,0.522,1.995,0.118,1.590,1,1,attack_maneuver,attack_maneuver
2.600,43596.851,1.284,5944.688,43602.572,563.886,5860.347,87.191,87.199,87.204,87.208,5944.702,5965.185,5944.688,5860.347,359.179,354.492,359.180,359.664,0.708,1.077,-7.907,-7.537,0.708,2.251,0.297,1.840,1,1,attack_maneuver,attack_maneuver
2.800,43525.041,1.676,5944.754,43531.417,566.236,5849.974,87.047,87.056,87.062,87.066,5944.768,5965.358,5944.754,5849.974,358.994,354.415,358.995,359.733,0.585,0.957,-7.747,-7.375,0.585,2.637,0.169,2.221,1,1,attack_maneuver,attack_maneuver
3.000,43453.254,2.105,5944.656,43460.352,568.599,5839.141,86.904,86.913,86.920,86.925,5944.671,5965.164,5944.656,5839.141,358.914,354.419,358.915,359.547,0.613,0.987,-7.594,-7.220,0.613,2.528,0.190,2.105,1,1,attack_maneuver,attack_maneuver
3.200,43381.490,2.554,5944.559,43389.347,570.838,5828.083,86.760,86.770,86.778,86.783,5944.573,5964.752,5944.559,5828.083,358.711,354.268,358.712,359.417,0.783,1.158,-7.328,-6.953,0.783,2.484,0.354,2.055,1,1,attack_maneuver,attack_maneuver
3.400,43309.755,3.032,5944.627,43318.387,573.003,5816.859,86.617,86.627,86.636,86.642,5944.642,5964.384,5944.627,5816.859,358.698,354.361,358.699,359.327,0.682,1.059,-7.313,-6.936,0.682,2.402,0.246,1.967,1,1,attack_maneuver,attack_maneuver
3.600,43238.034,3.533,5944.701,43247.458,575.145,5805.430,86.473,86.485,86.494,86.501,5944.716,5964.134,5944.701,5805.430,358.509,354.276,358.510,359.543,0.860,1.239,-7.071,-6.692,0.860,2.000,0.418,1.558,1,1,attack_maneuver,attack_maneuver
3.800,43166.341,4.074,5944.824,43176.513,577.296,5793.446,86.330,86.342,86.352,86.360,5944.839,5964.034,5944.824,5793.446,358.488,354.344,358.488,360.343,0.751,1.131,-7.141,-6.761,0.750,1.782,0.302,1.334,1,1,attack_maneuver,attack_maneuver
4.000,43094.663,4.645,5944.874,43105.537,579.533,5780.837,86.187,86.200,86.210,86.218,5944.889,5963.910,5944.874,5780.837,358.292,354.208,358.293,360.753,0.928,1.311,-6.911,-6.529,0.928,3.300,0.473,2.845,1,1,attack_maneuver,attack_maneuver
4.200,43023.014,5.263,5944.938,43034.660,581.934,5767.652,86.043,86.057,86.068,86.077,5944.953,5963.874,5944.938,5767.652,358.266,354.249,358.267,360.579,0.815,1.198,-6.993,-6.609,0.814,3.423,0.353,2.962,1,1,attack_maneuver,attack_maneuver
4.400,42951.381,5.918,5944.913,42963.876,584.313,5754.159,85.900,85.915,85.926,85.936,5944.929,5963.697,5944.913,5754.159,358.071,354.348,358.072,360.446,0.994,1.380,-6.951,-6.565,0.994,3.184,0.526,2.716,1,1,attack_maneuver,attack_maneuver
4.600,42879.777,6.627,5944.894,42893.128,586.654,5740.449,85.757,85.773,85.784,85.795,5944.910,5963.329,5944.894,5740.449,358.048,354.422,358.049,360.684,0.877,1.264,-6.926,-6.539,0.877,2.765,0.402,2.290,1,1,attack_maneuver,attack_maneuver
4.800,42808.188,7.377,5944.782,42822.387,589.003,5726.325,85.614,85.630,85.642,85.654,5944.799,5963.002,5944.782,5726.325,357.856,354.336,357.857,360.967,1.060,1.449,-6.788,-6.398,1.060,2.922,0.579,2.441,1,1,attack_maneuver,attack_maneuver
5.000,42736.628,8.188,5944.674,42751.654,591.277,5712.066,85.471,85.488,85.500,85.512,5944.690,5962.914,5944.674,5712.066,357.837,354.357,357.838,360.951,0.940,1.331,-6.884,-6.493,0.940,2.875,0.452,2.387,1,1,formation_maintain,attack_maneuver
5.200,42665.083,9.045,5944.471,42680.935,593.499,5697.655,85.327,85.346,85.358,85.371,5944.488,5963.032,5944.471,5697.655,357.650,354.217,357.651,361.226,1.127,1.520,-6.705,-6.312,1.127,2.476,0.632,1.982,1,1,formation_maintain,attack_maneuver
5.400,42593.565,9.969,5944.269,42610.214,595.712,5682.857,85.184,85.204,85.216,85.230,5944.286,5963.402,5944.269,5682.857,357.635,354.217,357.636,361.532,1.005,1.399,-6.806,-6.413,1.005,2.653,0.503,2.152,1,1,formation_maintain,attack_maneuver
5.600,42522.043,10.930,5943.900,42539.495,597.856,5667.941,85.041,85.061,85.074,85.089,5943.917,5963.966,5943.900,5667.941,357.676,354.065,357.677,361.534,1.037,1.432,-6.641,-6.246,1.036,2.606,0.528,2.098,1,1,formation_maintain,attack_maneuver
5.800,42450.526,11.915,5943.527,42468.787,599.957,5652.876,84.898,84.919,84.933,84.948,5943.544,5964.778,5943.527,5652.876,357.540,354.051,357.541,361.825,1.213,1.609,-6.747,-6.351,1.212,2.205,0.697,1.689,1,1,formation_maintain,attack_maneuver
6.000,42379.028,12.932,5943.317,42398.072,602.086,5637.278,84.755,84.777,84.791,84.807,5943.335,5965.784,5943.317,5637.278,357.548,353.886,357.549,362.693,1.112,1.510,-6.589,-6.191,1.111,2.013,0.589,1.491,1,1,formation_maintain,attack_maneuver
6.200,42307.541,13.976,5943.110,42327.311,604.271,5621.130,84.612,84.635,84.649,84.666,5943.128,5966.984,5943.110,5621.130,357.375,353.885,357.376,363.332,1.292,1.692,-6.700,-6.300,1.292,2.454,0.762,1.924,1,1,formation_maintain,attack_maneuver
6.400,42236.080,15.062,5942.951,42256.518,606.252,5604.809,84.469,84.493,84.507,84.525,5942.969,5968.173,5942.951,5604.809,357.369,353.692,357.370,363.430,1.182,1.583,-6.544,-6.143,1.182,2.144,0.645,1.608,1,1,formation_maintain,attack_maneuver
6.600,42164.630,16.180,5942.718,42185.685,607.892,5588.563,84.327,84.351,84.366,84.384,5942.736,5969.405,5942.718,5588.563,357.189,353.668,357.190,363.476,1.363,1.765,-6.661,-6.259,1.363,2.128,0.819,1.585,1,1,formation_maintain,attack_maneuver
6.800,42093.208,17.349,5942.496,42114.830,609.340,5572.360,84.184,84.208,84.224,84.243,5942.514,5970.558,5942.496,5572.360,357.178,353.472,357.180,363.506,1.250,1.653,-6.508,-6.105,1.249,2.125,0.698,1.574,1,1,formation_maintain,attack_maneuver
7.000,42021.799,18.555,5942.185,42043.974,610.724,5556.051,84.041,84.066,84.083,84.102,5942.203,5971.725,5942.185,5556.051,356.999,353.445,357.001,363.813,1.433,1.837,-6.629,-6.225,1.433,1.734,0.875,1.176,1,1,formation_maintain,attack_maneuver
7.200,41950.416,19.819,5941.877,41973.113,612.144,5539.224,83.898,83.924,83.941,83.961,5941.896,5972.801,5941.877,5539.224,356.991,353.251,356.992,364.693,1.317,1.721,-6.473,-6.069,1.316,1.564,0.751,0.998,1,1,formation_maintain,attack_maneuver
