Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,89.074,89.075,89.075,89.073,5941.022,5940.643,5940.762,5940.796,364.767,365.563,364.651,365.324,0.530,0.881,-0.559,-0.208,0.131,0.343,0.490,0.016,1,1,attack_maneuver,lock_on
0.400,88.928,88.929,88.929,88.927,5943.276,5940.182,5941.030,5941.521,363.214,364.918,364.384,364.730,2.670,3.021,-1.068,-0.717,0.372,0.549,0.732,0.188,1,1,attack_maneuver,lock_on
0.600,88.783,88.784,88.784,88.782,5947.571,5939.777,5940.951,5942.500,361.188,364.536,362.681,364.270,4.659,5.011,-5.685,-5.333,1.454,0.481,1.816,0.119,1,1,attack_maneuver,lock_on
0.800,88.639,88.640,88.638,88.636,5953.113,5940.327,5941.415,5943.693,359.306,363.469,361.834,363.661,8.402,8.755,-5.318,-4.966,4.876,0.676,5.243,0.309,1,1,attack_maneuver,lock_on
1.000,88.495,88.496,88.494,88.491,5958.933,5941.618,5943.367,5945.093,357.863,362.052,360.159,363.221,12.177,12.532,-8.881,-8.526,6.006,0.587,6.380,0.213,1,1,attack_maneuver,lock_on
1.200,88.353,88.353,88.350,88.346,5964.519,5943.635,5947.223,5946.492,356.502,360.528,358.418,362.598,15.085,15.443,-10.932,-10.574,7.103,0.777,7.488,0.393,1,1,attack_maneuver,lock_on
1.400,88.212,88.211,88.208,88.202,5969.960,5946.155,5953.148,5947.942,354.852,359.046,357.158,362.153,17.270,17.632,-13.372,-13.010,7.056,0.683,7.454,0.285,1,1,attack_maneuver,lock_on
1.600,88.072,88.069,88.066,88.059,5975.500,5948.919,5960.099,5949.321,352.901,357.553,356.450,361.548,19.340,19.706,-15.761,-15.395,6.368,0.873,6.783,0.457,1,1,attack_maneuver,lock_on
1.800,87.933,87.929,87.926,87.917,5980.940,5951.648,5966.512,5950.719,350.838,356.094,355.939,361.130,21.758,22.129,-18.124,-17.754,6.659,0.774,7.095,0.338,1,1,attack_maneuver,lock_on
2.000,87.796,87.790,87.786,87.776,5985.468,5954.057,5971.622,5952.033,349.430,354.690,355.669,360.565,24.513,24.887,-20.445,-20.070,6.829,0.968,7.289,0.508,1,1,attack_maneuver,lock_on
2.200,87.659,87.652,87.647,87.635,5988.719,5955.867,5975.160,5953.357,348.283,353.089,355.251,360.195,26.821,27.200,-22.728,-22.349,6.275,0.867,6.762,0.380,1,1,attack_maneuver,lock_on
2.400,87.523,87.515,87.509,87.496,5990.766,5957.075,5977.301,5954.593,346.949,351.418,354.999,359.688,28.736,29.120,-24.896,-24.512,6.264,1.066,6.781,0.549,1,1,attack_maneuver,lock_on
2.600,87.388,87.379,87.373,87.358,5991.824,5957.939,5979.083,5955.836,345.583,350.045,354.701,359.388,30.629,31.018,-27.076,-26.687,10.896,0.964,11.447,0.413,1,1,attack_maneuver,lock_on
2.800,87.255,87.245,87.238,87.221,5992.208,5958.442,5981.613,5956.988,344.493,348.837,353.768,358.960,32.599,32.993,-29.259,-28.864,11.668,1.169,12.255,0.582,1,1,attack_maneuver,lock_on
3.000,87.124,87.112,87.104,87.086,5992.443,5958.376,5984.951,5958.144,343.426,347.463,352.674,358.748,34.386,34.787,-31.442,-31.040,13.868,1.068,14.496,0.440,1,1,attack_maneuver,lock_on
3.200,86.994,86.980,86.973,86.952,5993.204,5957.805,5989.144,5959.206,342.238,345.808,351.207,358.419,36.117,36.527,-33.593,-33.182,15.652,1.279,16.321,0.610,1,1,attack_maneuver,lock_on
3.400,86.867,86.850,86.845,86.820,5994.937,5957.345,5994.471,5960.269,340.565,344.279,349.689,358.314,37.864,38.284,-35.683,-35.263,17.267,1.178,17.982,0.463,1,1,attack_maneuver,lock_on
3.600,86.742,86.722,86.718,86.689,5997.367,5957.843,6001.240,5961.130,338.838,343.032,348.256,358.320,40.041,40.472,-37.355,-36.923,18.555,1.216,19.319,0.452,1,1,attack_maneuver,lock_on
3.800,86.620,86.595,86.594,86.560,5999.576,5959.877,6009.629,5961.827,337.575,342.134,346.878,358.111,42.819,43.262,-38.437,-37.993,18.524,1.428,19.339,0.613,1,1,attack_maneuver,lock_on
4.000,86.500,86.471,86.471,86.431,6001.133,5963.532,6018.845,5962.500,336.866,341.329,346.432,358.071,45.336,45.792,-38.215,-37.758,16.715,1.355,17.582,0.488,1,1,attack_maneuver,lock_on
4.200,86.382,86.347,86.349,86.303,6002.290,5968.480,6027.561,5963.067,336.117,340.543,345.941,357.865,47.196,47.666,-37.647,-37.178,16.440,1.568,17.362,0.646,1,1,attack_maneuver,lock_on
4.400,86.265,86.226,86.226,86.175,6003.573,5973.635,6035.132,5963.634,335.742,339.781,345.528,357.831,47.096,47.579,-37.631,-37.149,16.773,1.488,17.750,0.511,1,1,attack_maneuver,lock_on
4.600,86.149,86.105,86.105,86.047,6005.054,5977.874,6041.264,5964.104,335.805,338.755,344.270,357.629,42.859,43.355,-37.546,-37.051,16.877,1.703,17.910,0.669,1,1,attack_maneuver,lock_on
4.800,86.033,85.984,85.983,85.920,6006.124,5980.779,6045.869,5964.576,335.947,337.937,343.611,357.598,42.198,42.707,-37.455,-36.946,16.943,1.618,18.033,0.528,1,1,attack_maneuver,lock_on
5.000,85.917,85.863,85.862,85.792,6006.671,5982.112,6048.849,5964.953,335.908,337.744,343.537,357.400,42.363,42.886,-36.842,-36.320,16.349,1.835,17.496,0.688,1,1,attack_maneuver,lock_on
5.200,85.801,85.743,85.740,85.665,6006.981,5982.112,6050.446,5965.330,335.372,338.123,343.799,357.373,42.579,43.116,-36.656,-36.120,16.281,1.747,17.484,0.543,1,1,coordination,coordination
5.400,85.685,85.622,85.619,85.538,6007.226,5981.695,6051.592,5965.612,335.000,338.325,343.905,357.180,42.511,43.061,-40.795,-40.246,20.704,1.967,21.965,0.706,1,1,coordination,coordination
5.600,85.570,85.502,85.499,85.412,6007.331,5981.973,6053.341,5965.892,334.479,337.673,343.159,357.157,42.717,43.281,-41.998,-41.434,22.026,1.876,23.345,0.557,1,1,coordination,coordination
5.800,85.455,85.381,85.381,85.286,6007.412,5983.426,6056.193,5966.004,334.127,336.835,342.185,357.191,42.633,43.213,-43.226,-42.647,23.635,1.941,25.013,0.563,1,1,coordination,coordination
6.000,85.342,85.261,85.265,85.162,6007.307,5986.256,6060.469,5966.091,333.829,336.199,341.373,357.057,42.694,43.292,-43.321,-42.724,23.812,2.155,25.249,0.717,1,1,coordination,coordination
6.200,85.228,85.141,85.150,85.039,6007.150,5990.214,6065.897,5966.259,333.369,335.501,340.562,357.055,42.884,43.498,-42.872,-42.259,23.102,2.082,24.600,0.584,1,1,coordination,coordination
6.400,85.116,85.021,85.035,84.915,6007.053,5994.412,6071.562,5966.368,333.048,335.614,340.427,356.874,42.808,43.440,-42.496,-41.865,22.422,2.295,23.980,0.736,1,1,coordination,coordination
6.600,85.003,84.901,84.921,84.792,6006.868,5997.737,6076.398,5966.495,332.559,334.860,339.429,356.861,42.991,43.641,-42.212,-41.563,22.634,2.217,24.252,0.597,1,1,coordination,coordination
6.800,84.891,84.782,84.807,84.669,6006.685,5999.820,6079.896,5966.535,332.236,334.619,339.008,356.678,42.908,43.576,-41.895,-41.228,22.675,2.431,24.354,0.750,1,1,coordination,coordination
7.000,84.778,84.662,84.693,84.546,6006.390,6000.613,6082.063,5966.580,331.756,334.350,338.922,356.666,43.088,43.774,-41.837,-41.153,22.536,2.348,24.275,0.606,1,1,coordination,coordination
7.200,84.666,84.543,84.580,84.423,6006.087,6000.707,6083.273,5966.531,331.441,333.829,339.052,356.485,42.998,43.703,-42.483,-41.781,22.409,2.564,24.210,0.761,1,1,coordination,coordination
7.400,84.554,84.423,84.467,84.301,6005.666,6001.278,6083.889,5966.483,330.973,332.797,339.038,356.476,43.178,43.901,-43.092,-42.371,22.297,2.477,24.159,0.613,1,1,coordination,coordination
7.600,84.442,84.304,84.354,84.179,6005.234,6002.708,6084.109,5966.340,330.670,332.119,339.064,356.299,43.085,43.827,-42.754,-42.015,22.281,2.697,24.205,0.770,1,1,coordination,coordination
