Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,89.073,89.075,89.075,89.073,5941.022,5940.643,5940.801,5940.739,364.767,365.563,365.468,365.339,0.530,0.881,-0.559,-0.208,0.350,0.362,0.710,0.002,0,0,attack_maneuver,attack_maneuver
0.400,88.928,88.929,88.929,88.927,5943.276,5940.182,5941.185,5941.190,363.214,364.918,365.674,364.728,2.670,3.021,-1.068,-0.717,0.799,0.566,1.159,0.206,0,0,attack_maneuver,attack_maneuver
0.600,88.782,88.784,88.783,88.782,5947.571,5939.777,5941.360,5941.680,361.188,364.536,365.796,364.276,4.659,5.011,-5.685,-5.333,1.182,0.498,1.544,0.136,0,0,attack_maneuver,attack_maneuver
0.800,88.637,88.640,88.637,88.636,5953.113,5940.327,5941.314,5942.099,359.306,363.469,365.888,363.658,8.402,8.755,-5.318,-4.966,1.537,0.689,1.904,0.323,0,0,attack_maneuver,attack_maneuver
1.000,88.493,88.496,88.491,88.491,5958.933,5941.618,5940.933,5942.538,357.863,362.052,366.053,363.213,12.178,12.532,-8.880,-8.526,1.809,0.606,2.183,0.232,0,0,attack_maneuver,attack_maneuver
1.200,88.349,88.353,88.346,88.346,5964.519,5943.635,5940.174,5942.897,356.502,360.528,366.290,362.609,15.089,15.443,-10.929,-10.574,1.720,0.794,2.104,0.409,0,0,attack_maneuver,attack_maneuver
1.400,88.206,88.210,88.202,88.202,5969.960,5946.155,5939.005,5943.270,354.852,359.046,366.572,362.184,17.276,17.632,-13.366,-13.010,1.152,0.701,1.550,0.303,0,0,attack_maneuver,attack_maneuver
1.600,88.063,88.069,88.058,88.059,5975.500,5948.919,5937.370,5943.560,352.901,357.553,366.862,361.606,19.349,19.706,-15.752,-15.395,0.364,0.890,0.779,0.475,0,0,attack_maneuver,attack_maneuver
1.800,87.922,87.929,87.914,87.917,5980.940,5951.648,5935.262,5943.863,350.838,356.094,367.134,361.215,21.770,22.129,-18.112,-17.754,0.227,0.793,0.209,0.357,0,0,attack_maneuver,attack_maneuver
2.000,87.782,87.790,87.772,87.776,5985.468,5954.057,5932.801,5944.081,349.430,354.690,367.377,360.676,24.528,24.888,-20.430,-20.070,0.400,0.986,0.060,0.526,0,0,attack_maneuver,attack_maneuver
2.200,87.642,87.652,87.630,87.635,5988.719,5955.867,5930.174,5944.310,348.283,353.089,367.606,360.334,26.839,27.200,-22.710,-22.349,0.216,0.886,0.271,0.399,0,0,attack_maneuver,attack_maneuver
2.400,87.504,87.515,87.490,87.496,5990.766,5957.075,5927.495,5944.452,346.949,351.418,367.851,359.855,28.758,29.120,-24.874,-24.512,0.177,1.084,0.695,0.567,0,0,attack_maneuver,attack_maneuver
2.600,87.366,87.379,87.350,87.358,5991.824,5957.939,5924.734,5944.603,345.583,350.045,368.151,359.581,30.654,31.018,-27.050,-26.687,0.702,0.983,1.253,0.432,1,1,attack_maneuver,attack_maneuver
2.800,87.230,87.245,87.212,87.221,5992.208,5958.442,5921.781,5944.664,344.493,348.837,368.539,359.180,32.629,32.993,-29.229,-28.864,1.279,1.187,1.867,0.600,1,1,attack_maneuver,attack_maneuver
3.000,87.095,87.112,87.075,87.086,5992.443,5958.376,5918.550,5944.731,343.426,347.463,369.030,358.995,34.421,34.787,-31.406,-31.040,1.686,1.086,2.313,0.459,1,1,attack_maneuver,attack_maneuver
3.200,86.961,86.980,86.939,86.952,5993.204,5957.805,5914.994,5944.633,342.238,345.808,369.616,358.915,36.160,36.527,-33.550,-33.182,1.635,1.136,2.305,0.466,1,1,attack_maneuver,attack_maneuver
3.400,86.828,86.850,86.805,86.819,5994.937,5957.345,5911.052,5944.535,340.565,344.279,370.275,358.712,37.915,38.284,-35.632,-35.263,1.065,1.328,1.781,0.613,1,1,attack_maneuver,attack_maneuver
3.600,86.697,86.721,86.672,86.689,5997.367,5957.843,5906.643,5944.604,338.838,343.032,370.967,358.699,40.102,40.472,-37.294,-36.923,0.270,1.252,1.034,0.489,1,1,attack_maneuver,attack_maneuver
3.800,86.568,86.595,86.540,86.559,5999.576,5959.877,5901.756,5944.677,337.575,342.134,371.625,358.510,42.890,43.263,-38.365,-37.993,0.330,1.457,0.485,0.642,1,1,attack_maneuver,attack_maneuver
4.000,86.440,86.470,86.409,86.430,6001.133,5963.532,5896.516,5944.800,336.866,341.329,372.234,358.488,45.419,45.792,-38.132,-37.758,0.514,1.375,0.354,0.507,1,1,attack_maneuver,attack_maneuver
4.200,86.314,86.346,86.278,86.302,6002.290,5968.480,5891.119,5944.850,336.117,340.543,372.802,358.293,47.291,47.666,-37.553,-37.178,0.342,1.581,0.580,0.660,1,1,attack_maneuver,attack_maneuver
4.400,86.189,86.225,86.148,86.174,6003.573,5973.635,5885.684,5944.914,335.742,339.781,373.357,358.267,47.202,47.579,-37.525,-37.149,0.039,1.497,1.017,0.520,1,1,attack_maneuver,attack_maneuver
4.600,86.065,86.104,86.018,86.046,6005.054,5977.874,5880.179,5944.889,335.805,338.755,373.934,358.072,42.977,43.355,-37.429,-37.051,0.552,1.708,1.586,0.674,1,1,attack_maneuver,attack_maneuver
4.800,85.941,85.983,85.887,85.919,6006.124,5980.779,5874.484,5944.870,335.947,337.937,374.559,358.049,42.328,42.707,-37.326,-36.946,1.117,1.621,2.208,0.530,1,1,attack_maneuver,attack_maneuver
5.000,85.816,85.862,85.757,85.791,6006.671,5982.112,5868.504,5944.758,335.908,337.744,375.244,357.857,42.505,42.886,-36.702,-36.320,1.511,1.834,2.659,0.687,1,1,attack_maneuver,attack_maneuver
5.200,85.692,85.741,85.627,85.664,6006.981,5982.112,5862.185,5944.650,335.372,338.123,375.974,357.838,42.733,43.116,-36.504,-36.121,1.448,1.745,2.653,0.541,1,1,coordination,coordination
5.400,85.568,85.621,85.496,85.536,6007.226,5981.695,5855.462,5944.447,335.000,338.325,376.721,357.651,42.676,43.061,-40.632,-40.246,0.865,1.963,2.127,0.701,1,1,coordination,coordination
5.600,85.443,85.500,85.367,85.410,6007.331,5981.973,5848.257,5944.245,334.479,337.673,377.452,357.636,42.894,43.281,-41.822,-41.434,0.058,1.871,1.378,0.552,1,1,coordination,coordination
5.800,85.319,85.380,85.238,85.285,6007.412,5983.426,5840.568,5943.875,334.127,336.835,378.141,357.677,42.824,43.213,-43.037,-42.647,0.548,1.933,0.831,0.555,1,1,coordination,coordination
