Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,44538.062,-0.007,5940.763,44538.139,545.014,5940.925,89.073,89.075,89.075,89.073,5941.022,5940.643,5940.763,5940.925,364.767,365.563,365.339,364.907,0.530,0.881,-0.559,-0.208,0.011,0.679,0.348,0.320,1,1,coordination,attack_maneuver
0.400,44465.055,-0.031,5941.213,44465.257,545.203,5942.098,88.928,88.930,88.929,88.928,5943.276,5940.182,5941.213,5942.098,363.214,364.918,364.728,364.114,2.670,3.021,-1.068,-0.717,0.215,0.626,0.145,0.266,1,1,lock_on,attack_maneuver
0.600,44392.160,-0.058,5941.703,44392.520,545.609,5943.603,88.783,88.785,88.783,88.782,5947.571,5939.777,5941.703,5943.603,361.188,364.536,364.276,363.316,4.659,5.011,-5.685,-5.332,0.147,1.065,0.216,0.703,1,1,lock_on,attack_maneuver
0.800,44319.366,-0.084,5942.123,44319.992,546.430,5945.627,88.638,88.640,88.638,88.637,5953.113,5940.327,5942.123,5945.627,359.306,363.469,363.658,362.404,8.402,8.756,-5.318,-4.965,0.337,1.690,0.030,1.323,1,1,lock_on,attack_maneuver
1.000,44246.685,-0.093,5942.562,44247.686,547.841,5948.343,88.494,88.497,88.493,88.492,5958.933,5941.618,5942.562,5948.343,357.863,362.052,363.213,361.113,12.179,12.533,-8.879,-8.525,0.253,3.615,0.121,3.241,1,1,lock_on,attack_maneuver
1.200,44174.102,-0.087,5942.920,44175.832,550.682,5952.588,88.351,88.355,88.348,88.348,5964.519,5943.635,5942.920,5952.588,356.502,360.528,362.609,359.218,15.090,15.447,-10.928,-10.571,0.440,6.801,0.056,6.417,1,1,lock_on,attack_maneuver
1.400,44101.628,-0.050,5943.293,44104.597,555.877,5958.119,88.209,88.213,88.204,88.205,5969.960,5946.155,5943.293,5958.119,354.852,359.046,362.184,357.227,17.278,17.639,-13.364,-13.003,0.347,10.108,0.051,9.710,1,1,lock_on,attack_maneuver
1.600,44029.248,0.013,5943.583,44034.024,563.724,5963.940,88.067,88.074,88.061,88.064,5975.500,5948.919,5943.583,5963.940,352.901,357.553,361.606,355.346,19.352,19.719,-15.749,-15.383,0.536,13.626,0.120,13.210,1,1,lock_on,attack_maneuver
1.800,43956.972,0.117,5943.887,43964.103,574.027,5969.533,87.927,87.936,87.919,87.924,5980.940,5951.648,5943.887,5969.533,350.838,356.094,361.215,353.677,21.774,22.147,-18.109,-17.735,0.437,16.444,0.002,16.008,1,1,lock_on,attack_maneuver
2.000,43884.781,0.255,5944.105,43894.926,586.674,5975.193,87.788,87.800,87.778,87.786,5985.468,5954.057,5944.105,5975.193,349.430,354.690,360.676,351.804,24.532,24.915,-20.426,-20.043,0.630,18.297,0.170,17.837,1,1,lock_on,attack_maneuver
