Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,89.073,89.075,89.075,89.073,5941.022,5940.643,5940.763,5940.778,364.767,365.563,365.339,365.468,0.530,0.881,-0.559,-0.208,0.011,0.000,0.348,0.359,1,1,lock_on,attack_maneuver
0.400,88.928,88.929,88.929,88.927,5943.276,5940.182,5941.213,5941.162,363.214,364.918,364.728,365.674,2.670,3.021,-1.068,-0.717,0.215,0.448,0.145,0.808,1,1,lock_on,attack_maneuver
0.600,88.783,88.784,88.783,88.781,5947.571,5939.777,5941.703,5941.337,361.188,364.536,364.276,365.796,4.659,5.011,-5.685,-5.333,0.147,0.830,0.216,1.192,1,1,lock_on,attack_maneuver
0.800,88.638,88.639,88.638,88.635,5953.113,5940.327,5942.123,5941.290,359.306,363.469,363.658,365.888,8.402,8.754,-5.318,-4.966,0.337,1.185,0.030,1.551,1,1,lock_on,attack_maneuver
1.000,88.494,88.495,88.493,88.490,5958.933,5941.618,5942.562,5940.909,357.863,362.052,363.213,366.053,12.179,12.531,-8.879,-8.527,0.253,1.456,0.121,1.830,1,1,lock_on,attack_maneuver
1.200,88.351,88.351,88.348,88.344,5964.519,5943.635,5942.920,5940.151,356.502,360.528,362.609,366.290,15.090,15.442,-10.928,-10.576,0.440,1.366,0.056,1.751,1,1,lock_on,attack_maneuver
1.400,88.209,88.208,88.204,88.200,5969.960,5946.155,5943.293,5938.982,354.852,359.046,362.184,366.572,17.278,17.630,-13.364,-13.012,0.347,0.798,0.051,1.196,1,1,lock_on,attack_maneuver
1.600,88.067,88.065,88.061,88.056,5975.500,5948.919,5943.583,5937.347,352.901,357.553,361.606,366.862,19.352,19.704,-15.749,-15.398,0.536,0.009,0.120,0.424,1,1,lock_on,attack_maneuver
1.800,87.927,87.924,87.919,87.912,5980.940,5951.648,5943.887,5935.239,350.838,356.094,361.215,367.134,21.774,22.125,-18.109,-17.757,0.437,0.583,0.002,0.147,1,1,lock_on,attack_maneuver
2.000,87.788,87.784,87.778,87.770,5985.468,5954.057,5944.105,5932.778,349.430,354.690,360.676,367.377,24.532,24.883,-20.426,-20.074,0.630,0.756,0.170,0.296,1,1,lock_on,attack_maneuver
2.200,87.649,87.645,87.637,87.628,5988.719,5955.867,5944.334,5930.151,348.283,353.089,360.334,367.606,26.844,27.196,-22.705,-22.354,0.529,0.572,0.042,0.085,1,1,lock_on,attack_maneuver
2.400,87.512,87.506,87.498,87.487,5990.766,5957.075,5944.476,5927.472,346.949,351.418,359.855,367.851,28.763,29.115,-24.869,-24.517,0.727,0.180,0.210,0.338,1,1,lock_on,attack_maneuver
