Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.200,89.074,89.075,89.075,89.073,5941.022,5940.643,5940.948,5940.778,364.767,365.563,364.907,365.468,0.530,0.881,-0.559,-0.208,0.329,0.000,0.031,0.359,1,1,attack_maneuver,attack_maneuver
0.400,88.928,88.929,88.929,88.927,5943.276,5940.182,5942.122,5941.162,363.214,364.918,364.114,365.674,2.670,3.021,-1.068,-0.717,0.275,0.448,0.085,0.808,1,1,attack_maneuver,attack_maneuver
0.600,88.783,88.784,88.784,88.781,5947.571,5939.777,5943.626,5941.337,361.188,364.536,363.316,365.796,4.660,5.011,-5.684,-5.333,0.713,0.830,0.351,1.192,1,1,attack_maneuver,attack_maneuver
0.800,88.639,88.639,88.638,88.635,5953.113,5940.327,5945.650,5941.290,359.306,363.469,362.404,365.888,8.403,8.754,-5.317,-4.966,1.338,1.185,0.971,1.551,1,1,attack_maneuver,attack_maneuver
1.000,88.495,88.495,88.494,88.490,5958.933,5941.618,5948.366,5940.909,357.863,362.052,361.113,366.053,12.181,12.531,-8.877,-8.527,3.262,1.456,2.888,1.830,1,1,attack_maneuver,attack_maneuver
1.200,88.353,88.351,88.350,88.344,5964.519,5943.635,5952.612,5940.151,356.502,360.528,359.218,366.290,15.094,15.442,-10.924,-10.576,6.448,1.366,6.063,1.751,1,1,attack_maneuver,attack_maneuver
1.400,88.211,88.208,88.207,88.200,5969.960,5946.155,5958.144,5938.982,354.852,359.046,357.227,366.572,17.285,17.630,-13.357,-13.012,9.754,0.798,9.356,1.196,1,1,attack_maneuver,attack_maneuver
1.600,88.072,88.065,88.066,88.056,5975.500,5948.919,5963.965,5937.347,352.901,357.553,355.346,366.862,19.364,19.704,-15.737,-15.398,13.271,0.009,12.856,0.424,1,1,attack_maneuver,attack_maneuver
1.800,87.934,87.924,87.926,87.912,5980.940,5951.648,5969.559,5935.239,350.838,356.094,353.677,367.134,21.792,22.125,-18.090,-17.757,16.089,0.583,15.653,0.147,1,1,attack_maneuver,attack_maneuver
2.000,87.798,87.784,87.787,87.770,5985.468,5954.057,5975.220,5932.778,349.430,354.690,351.804,367.377,24.559,24.883,-20.399,-20.074,17.941,0.756,17.481,0.296,1,1,attack_maneuver,attack_maneuver
2.200,87.663,87.645,87.651,87.628,5988.719,5955.867,5981.586,5930.151,348.283,353.089,349.635,367.606,26.881,27.196,-22.669,-22.354,19.639,0.572,19.152,0.085,1,1,attack_maneuver,attack_maneuver
2.400,87.531,87.506,87.517,87.487,5990.766,5957.075,5988.919,5927.472,346.949,351.418,347.614,367.851,28.811,29.115,-24.821,-24.517,19.870,0.180,19.353,0.338,1,1,attack_maneuver,attack_maneuver
2.600,87.401,87.369,87.384,87.348,5991.824,5957.939,5996.498,5924.711,345.583,350.045,346.417,368.151,30.720,31.012,-26.984,-26.693,14.983,0.344,14.432,0.895,1,1,attack_maneuver,attack_maneuver
2.800,87.272,87.233,87.253,87.209,5992.208,5958.442,6003.790,5921.758,344.493,348.837,345.832,368.539,32.708,32.987,-29.150,-28.871,12.675,0.921,12.087,1.509,1,1,attack_maneuver,attack_maneuver
3.000,87.145,87.098,87.123,87.072,5992.443,5958.376,6010.529,5918.527,343.426,347.463,345.551,369.030,34.513,34.780,-31.314,-31.047,11.121,1.327,10.494,1.955,1,1,attack_maneuver,attack_maneuver
3.200,87.018,86.964,86.994,86.936,5993.204,5957.805,6016.373,5914.971,342.238,345.808,345.422,369.616,36.263,36.519,-33.446,-33.191,10.178,1.276,9.509,1.946,1,1,attack_maneuver,attack_maneuver
3.400,86.892,86.831,86.867,86.801,5994.937,5957.345,6021.128,5911.029,340.565,344.279,345.339,370.275,38.031,38.275,-35.516,-35.272,9.976,0.705,9.261,1.421,1,1,attack_maneuver,attack_maneuver
3.600,86.769,86.701,86.741,86.668,5997.367,5957.843,6024.702,5906.621,338.838,343.032,345.174,370.967,40.228,40.462,-37.167,-36.934,9.816,0.091,9.053,0.673,1,1,attack_maneuver,attack_maneuver
3.800,86.646,86.572,86.616,86.536,5999.576,5959.877,6026.956,5901.734,337.575,342.134,344.985,371.625,43.028,43.251,-38.227,-38.004,9.754,0.691,8.940,0.124,1,1,attack_maneuver,attack_maneuver
4.000,86.526,86.444,86.491,86.405,6001.133,5963.532,6027.819,5896.494,336.866,341.329,344.803,372.234,45.567,45.780,-37.983,-37.771,9.767,0.876,8.900,0.008,1,1,attack_maneuver,attack_maneuver
4.200,86.407,86.318,86.367,86.274,6002.290,5968.480,6027.404,5891.097,336.117,340.543,344.486,372.802,47.450,47.652,-37.393,-37.191,10.616,0.704,9.694,0.218,1,1,attack_maneuver,attack_maneuver
4.400,86.289,86.194,86.244,86.143,6003.573,5973.635,6026.900,5885.662,335.742,339.781,343.972,373.357,47.372,47.565,-37.355,-37.163,14.532,0.323,13.555,0.654,1,1,attack_maneuver,attack_maneuver
4.600,86.173,86.070,86.121,86.013,6005.054,5977.874,6027.416,5880.157,335.805,338.755,342.991,373.934,43.158,43.340,-37.247,-37.066,18.502,0.189,17.469,1.223,1,1,attack_maneuver,attack_maneuver
4.800,86.058,85.946,85.999,85.882,6006.124,5980.779,6028.529,5874.462,335.947,337.937,341.922,374.559,42.521,42.691,-37.131,-36.963,22.187,0.754,21.097,1.845,1,1,attack_maneuver,attack_maneuver
5.000,85.944,85.822,85.878,85.752,6006.671,5982.112,6029.308,5868.482,335.908,337.744,340.902,375.244,42.713,42.869,-36.492,-36.338,25.694,1.147,24.548,2.295,1,1,attack_maneuver,attack_maneuver
5.200,85.830,85.698,85.758,85.621,6006.981,5982.112,6029.275,5862.163,335.372,338.123,340.098,375.974,42.957,43.097,-36.278,-36.140,28.404,1.083,27.201,2.288,1,1,attack_maneuver,coordination
5.400,85.718,85.574,85.639,85.490,6007.226,5981.695,6028.554,5855.440,335.000,338.325,339.107,376.721,42.918,43.041,-40.388,-40.266,30.265,0.500,29.005,1.762,1,1,attack_maneuver,coordination
5.600,85.607,85.450,85.521,85.361,6007.331,5981.973,6027.616,5848.236,334.479,337.673,337.855,377.452,43.155,43.260,-41.558,-41.456,31.746,0.308,30.428,1.012,1,1,coordination,coordination
5.800,85.497,85.326,85.406,85.232,6007.412,5983.426,6027.083,5840.547,334.127,336.835,336.701,378.141,43.105,43.190,-42.753,-42.670,33.127,0.914,31.750,0.465,1,1,coordination,coordination
6.000,85.389,85.202,85.293,85.104,6007.307,5986.256,6027.468,5832.512,333.829,336.199,336.217,378.778,43.203,43.267,-42.811,-42.749,33.107,1.099,31.671,0.340,1,1,coordination,coordination
6.200,85.281,85.078,85.181,84.976,6007.150,5990.214,6028.449,5824.340,333.369,335.501,336.093,379.374,43.429,43.473,-42.326,-42.285,30.983,0.921,29.487,0.579,1,1,coordination,coordination
6.400,85.173,84.954,85.069,84.849,6007.053,5994.412,6029.171,5816.151,333.048,335.614,335.709,379.958,43.391,43.414,-41.912,-41.893,30.550,0.529,28.994,1.031,1,1,coordination,coordination
6.600,85.066,84.830,84.958,84.722,6006.868,5997.737,6029.588,5807.903,332.559,334.860,334.947,380.565,43.612,43.614,-41.589,-41.592,30.597,0.005,28.980,1.616,1,1,coordination,coordination
6.800,84.959,84.705,84.846,84.594,6006.685,5999.820,6029.999,5799.467,332.236,334.619,334.476,381.222,43.566,43.547,-41.234,-41.259,30.414,0.562,28.736,2.244,1,1,coordination,coordination
7.000,84.852,84.581,84.735,84.467,6006.390,6000.613,6030.459,5790.736,331.756,334.350,333.899,381.939,43.785,43.743,-41.138,-41.185,30.472,0.941,28.734,2.684,1,1,coordination,coordination
7.200,84.745,84.457,84.625,84.340,6006.087,6000.707,6031.101,5781.649,331.441,333.829,333.476,382.700,43.734,43.671,-41.746,-41.815,30.313,0.850,28.514,2.655,1,1,coordination,coordination
