Time,Agent,X,Y,Altitude_m,Heading_deg,Speed_mps,Missiles,Status
420.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
421.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
421.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
421.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
421.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
422.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
422.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
422.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
422.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
423.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
423.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
423.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
423.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
424.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
424.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
424.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
424.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
425.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
425.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
425.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
425.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
426.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
426.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
