步数,时间(秒),AO(度),TA(度),距离(m),奖励,动作_ego,动作_enm,ego_x,ego_y,ego_z,enm_x,enm_y,enm_z,ego_alt(km),enm_alt(km),relative_alt(km),ego_speed_mach,enm_speed_mach,energy_diff,advantage_score
0,0.0,0.021408735048291726,179.9727553224261,5478.598255553046,0.0009498409451825119,"[[12, 24, 26, 2]]","[[4, 20, 18, 7]]",48.67212457609094,-5.8405632898939075e-05,6095.978660885097,5527.270380127997,0.003476985156794399,6093.612405589331,6.095978660885097,6.09361240558933,0.0023662552957670613,0.714052253948964,0.7144092687984248,0.0023591149987778337,0
1,0.2,0.08847143993003118,179.8724513386659,5381.697344246369,0.0010833141026144611,"[[22, 10, 28, 7]]","[[22, 10, 7, 7]]",97.10911886256144,-0.056344619986020916,6095.990307128964,5478.806461465705,0.07664665547974892,6093.837259798137,6.095990307128964,6.093837259798137,0.002153047330826219,0.7107499489305749,0.7112660239081654,0.0021427258312742836,0
2,0.4,0.1005750500245729,179.80586836816246,5285.131046742991,0.0011214079439565744,"[[26, 10, 36, 0]]","[[22, 20, 7, 0]]",145.37785898314814,-0.13457358773644046,6095.792661544143,5430.508894641555,0.20772300167652702,6094.120871837743,6.095792661544143,6.094120871837743,0.0016717897064006948,0.7092601869427868,0.709196697603921,0.0016730594931777532,0
3,0.6000000000000001,0.12001174537717058,179.77623175816493,5188.796095868778,0.0011728889976799926,"[[22, 10, 36, 0]]","[[25, 17, 7, 0]]",193.54760194268283,-0.2247544159381505,6095.548377267343,5382.343661933451,0.3854319178271908,6094.441701523687,6.0955483772673436,6.094441701523687,0.0011066757436566377,0.7072316514534073,0.7076298921754365,0.0010987109292157626,0
4,0.8,0.07653766280189205,179.7971192080016,5092.756620678951,0.0011151772379504848,"[[22, 30, 29, 0]]","[[22, 10, 7, 3]]",241.54716865533237,-0.303875133415886,6095.773115529952,5334.303716021349,0.560260190179747,6094.865005416901,6.095773115529951,6.094865005416901,0.0009081101130501423,0.7044143896539786,0.7051878139830688,0.0008926416264678494,0
5,1.0,0.025714922960834077,179.87896043047326,4997.085557290826,0.001045264042457949,"[[22, 30, 29, 0]]","[[22, 28, 7, 4]]",289.3603847440063,-0.33523372909030513,6096.308136080918,5286.445836877541,0.6899296453279931,6095.736788459313,6.096308136080919,6.095736788459313,0.0005713476216051561,0.7021103402161624,0.7025327948617262,0.0005628985286936228,0
6,1.2000000000000002,0.007567862223683886,179.93694926079303,4901.7199033472,0.0010330504782831268,"[[22, 10, 29, 0]]","[[33, 28, 35, 4]]",337.03072277783167,-0.33926557936911195,6096.7748213064315,5238.750505597342,0.7477422039730754,6096.835454166128,6.096774821306432,6.096835454166128,-6.06328596965966e-05,0.6999043474260922,0.7011351323781498,-8.524855873748294e-05,0
7,1.4000000000000001,0.09077742618603486,179.89788000796065,4806.5503451852555,0.0011984672075795863,"[[22, 10, 21, 3]]","[[5, 28, 32, 4]]",384.5460864058632,-0.30422937775460923,6097.128051704227,5191.096304450932,0.8013073265509547,6097.550712023042,6.097128051704227,6.097550712023042,-0.0004226603188151046,0.697803543077097,0.7003844070006868,-0.00047427759728702057,0
8,1.6,0.3886727701592281,179.8972390999406,4711.64511917282,0.0017393372405482108,"[[11, 35, 36, 4]]","[[5, 23, 32, 0]]",431.90219353210523,-0.10307281513223643,6097.705937031969,5143.547209698512,0.8821476236170156,6097.912766834289,6.09770593703197,6.097912766834289,-0.00020682980231967463,0.6946781985217153,0.6978369980676635,-0.00027000579323832596,0
9,1.8,0.5205411181171683,179.91149874084445,4617.210774769903,0.0019911860171889285,"[[20, 35, 33, 6]]","[[5, 23, 32, 0]]",479.0181009902035,0.2978313709863869,6098.716010172637,5096.228830327399,0.9455541304731696,6098.212622910807,6.0987160101726365,6.098212622910807,0.0005033872618298574,0.6919643673042495,0.6937022633833674,0.00046862934024716196,0
10,2.0,0.5100347560019847,179.79992039890251,4523.1805765515255,0.0019953510884147003,"[[4, 31, 40, 9]]","[[25, 13, 39, 3]]",526.0155623303835,0.7303552254834358,6099.605399745761,5049.196126665069,1.0627976244593356,6098.586737525141,6.099605399745761,6.098586737525141,0.0010186622206207474,0.6903010734380541,0.6899629965470948,0.0010254237584392811,0
11,2.2,0.4136470061576821,179.74269167031113,4429.512481435028,0.0018504878373237009,"[[4, 31, 40, 7]]","[[25, 13, 39, 3]]",572.8269723632093,1.1184239263297968,6100.31971392051,5002.339451903672,1.2479770123803746,6098.743853710202,6.10031971392051,6.098743853710202,0.0015758602103081998,0.6864848864502671,0.6886063317764378,0.0015334313037849157,0
12,2.4000000000000004,0.31060091356756153,179.689526117601,4336.1602338797065,0.0016949289159187402,"[[22, 5, 40, 0]]","[[25, 13, 39, 3]]",619.3631431236117,1.3968783413647543,6100.753256593793,4955.523376159797,1.4824077469152144,6098.577983404923,6.1007532565937925,6.0985779834049225,0.0021752731888700083,0.6824235987395135,0.6883988437302969,0.00205576828905496,0
13,2.6,0.2854328272557529,179.70121320308476,4243.035215602947,0.0016762983231270985,"[[22, 5, 40, 0]]","[[25, 23, 39, 3]]",665.6850949064169,1.6463802225364361,6100.562597815441,4908.720309621299,1.7331913912345271,6098.304825927968,6.100562597815442,6.0983048259279675,0.0022577718874741137,0.6806074266048521,0.6881953391312174,0.0021060136369470683,0
14,2.8000000000000003,0.13683297565348168,179.77938712354668,4149.98515402115,0.0014433519321874508,"[[22, 9, 40, 0]]","[[5, 28, 32, 0]]",711.9546415794143,1.8219187543804765,6100.011495102734,4861.939793698862,1.9475534550868474,6097.965273052911,6.100011495102734,6.09796527305291,0.0020462220498238537,0.6804884521481797,0.6875891496899791,0.0019042080989875032,0
