步数,时间(秒),AO(度),TA(度),距离(m),奖励,动作_ego,动作_enm,ego_x,ego_y,ego_z,enm_x,enm_y,enm_z,ego_alt(km),enm_alt(km),relative_alt(km),ego_speed_mach,enm_speed_mach,energy_diff,advantage_score
13,2.6,0.09035365956294136,179.05630602537227,4233.547719388287,0.001338460530043089,"[[22, 13, 40, 0]]","[[2, 0, 40, 19]]",665.7285778321907,1.5650849240621483,6101.188542982859,4899.271830438372,7.714934551687975,6119.508159952213,6.101188542982859,6.119508159952213,-0.018319616969353802,0.6814528535709489,0.7044787469895984,-0.018780134837727225,0
14,2.8000000000000003,0.0892485103472093,179.23431644804123,4139.618384370926,0.0013633171349628974,"[[22, 13, 40, 0]]","[[2, 23, 40, 19]]",712.0573106716643,1.63648804719287,6101.33054455911,4851.67020493509,8.378436558962221,6123.763066959494,6.101330544559111,6.123763066959493,-0.022432522400382737,0.681187198915829,0.7016961700070412,-0.022842701822207268,0
15,3.0,0.2072285617260814,179.62343973257475,4045.8430672797167,0.0015972130553681672,"[[38, 10, 40, 0]]","[[2, 23, 40, 19]]",758.3857164240667,1.5862141908655758,6101.600270476653,4804.222406955157,8.76943128239435,6128.170097648755,6.101600270476653,6.128170097648755,-0.026569827172101768,0.6816915045263254,0.6998779534302726,-0.02693355615018067,0
16,3.2,0.2091175353472268,179.8884002200599,3952.170671381929,0.0016297864733153537,"[[22, 31, 8, 0]]","[[2, 0, 40, 19]]",804.7554156776202,1.49450454289979,6101.982455776926,4756.919197519425,8.874018711739495,6132.908916046906,6.101982455776926,6.1329089160469055,-0.030926460269979472,0.6816980685879975,0.6983168835645248,-0.031258836569510784,0
17,3.4000000000000004,0.14356958214963256,179.9763231242905,3858.68465532284,0.001546018810835465,"[[22, 37, 17, 0]]","[[24, 7, 40, 19]]",851.079655316342,1.4439538006490693,6102.647806966812,4709.7572598091465,8.820525471653866,6138.0808933914,6.102647806966812,6.1380808933914,-0.035433086424588645,0.6811206469402075,0.6975702354545664,-0.03576207819487642,0
18,3.6,0.12677756204160878,179.65783283211366,3765.2961505027592,0.0015488328045191672,"[[22, 10, 26, 0]]","[[11, 25, 2, 20]]",897.3813017373252,1.4238849507112263,6103.301367745204,4662.670619497944,8.597067554607918,6143.7807104206595,6.103301367745203,6.14378071042066,-0.04047934267545639,0.6807058382584315,0.6970116157118232,-0.04080545822452386,0
19,3.8000000000000003,0.07342925305405872,179.35660859514599,3672.223975929306,0.0014893602716346643,"[[4, 21, 20, 0]]","[[11, 25, 29, 1]]",943.6271079631103,1.4671604900547663,6103.928964857699,4615.845118652485,8.08617541768507,6150.30576284404,6.103928964857698,6.15030576284404,-0.04637679798634142,0.6794270901348791,0.6935564541126044,-0.046659385265896525,0
20,4.0,0.3960349175311911,179.3654165426046,3579.5935111912004,0.002087627865807476,"[[11, 29, 10, 0]]","[[19, 25, 29, 1]]",989.719286071117,1.7484380631184422,6105.079661048107,4569.308211039246,7.478499813086273,6157.351548377393,6.105079661048107,6.157351548377393,-0.05227188732928578,0.6764995675195049,0.6911859139782676,-0.052565614258460513,0
21,4.2,0.42873550280355077,179.459904502328,3487.2441244308575,0.002181670530546575,"[[20, 35, 31, 0]]","[[19, 25, 29, 1]]",1035.624733154444,2.1572191253954998,6106.693611162673,4522.8655887359355,6.932000879837915,6164.241907557816,6.106693611162672,6.164241907557816,-0.057548296395143694,0.6749543007654255,0.689772918180445,-0.05784466874344485,0
22,4.4,0.36162678515421004,179.56958685389566,3394.975880959885,0.002103488640122898,"[[20, 31, 5, 0]]","[[19, 25, 29, 1]]",1081.4893270936882,2.531537820382823,6107.986313174548,4476.462912527726,6.479512554831047,6170.669756292044,6.107986313174548,6.170669756292044,-0.0626834431174963,0.6745418341194491,0.6880934387280813,-0.06295447520966846,0
23,4.6000000000000005,0.3082987837705624,179.69146748052748,3302.793373504055,0.0020514947231341997,"[[18, 10, 15, 0]]","[[19, 25, 29, 1]]",1127.3056673202027,2.8490949600361546,6108.60896114392,4430.097411264296,6.12997853457415,6176.4898536477795,6.10860896114392,6.176489853647779,-0.06788089250385898,0.6729343522996574,0.686346873938126,-0.06814914293662788,0
24,4.800000000000001,0.2683512635258447,179.82467874360316,3210.7649417262946,0.0020251377525017907,"[[18, 5, 15, 0]]","[[19, 25, 29, 1]]",1173.0019851909171,3.119514748425331,6108.713597722137,4383.76573106258,5.890654374235169,6181.574858583558,6.1087135977221365,6.181574858583558,-0.07286126086142186,0.6713961248033055,0.684526640924467,-0.07312387118384489,0
25,5.0,0.23250837504329944,179.96995353481728,3118.8572088639667,0.0020084411177909898,"[[17, 5, 40, 0]]","[[19, 25, 29, 1]]",1218.6241917014543,3.361613371327053,6108.766405205676,4337.480471150922,5.769396864865769,6185.806027865542,6.108766405205676,6.185806027865542,-0.07703962265986597,0.6704278278817722,0.6824802562962228,-0.07728067122815485,0
26,5.2,0.13251582643069784,179.87596277084182,3027.0799137318786,0.0018824951238943718,"[[20, 34, 32, 0]]","[[19, 25, 29, 1]]",1264.1827533193832,3.5404408760448405,6109.265789481247,4291.261844314595,5.7722514868591475,6189.089886447472,6.109265789481247,6.189089886447472,-0.07982409696622472,0.669597409252118,0.6803369834199972,-0.0800388884495824,0
27,5.4,0.03918049259657861,179.73839035764766,2935.43252736013,0.0017711292888493288,"[[20, 34, 32, 0]]","[[11, 25, 40, 20]]",1309.6655432407142,3.640775816078076,6110.144064776789,4245.097206240657,5.893450064312447,6191.442413059764,6.110144064776788,6.191442413059764,-0.08129834828297522,0.668611458698913,0.6790202486543236,-0.08150652408208359,0.1
28,5.6000000000000005,0.023152113576159365,179.5877175770398,2843.908720348697,0.001797933694225309,"[[20, 34, 8, 0]]","[[11, 7, 40, 26]]",1355.1140308786153,3.67900102102044,6111.091469796724,4199.021699694285,6.124594360922316,6193.18088344298,6.111091469796723,6.19318088344298,-0.08208941364625666,0.6684688426677932,0.6772017247608411,-0.08226407128811797,0.1
29,5.800000000000001,0.06097989880200134,179.31530410378554,2752.464805339634,0.001922323921544043,"[[18, 10, 6, 0]]","[[11, 7, 40, 26]]",1400.5379349135085,3.6896574521007324,6111.788040902559,4153.001299559314,6.505845662788943,6194.57439450424,6.111788040902559,6.19457439450424,-0.08278635360168085,0.6674377494837592,0.6772546553071704,-0.08298269171814976,0.1
30,6.0,0.12872673830492973,178.8388494175507,2661.058478483911,0.002102916283063229,"[[18, 10, 4, 0]]","[[27, 7, 40, 26]]",1445.8797552555563,3.6707201390084947,6112.236445359043,4106.93590015506,7.194865950242303,6196.034690879426,6.112236445359042,6.196034690879427,-0.08379824552038428,0.6664453381455976,0.6787605125804883,-0.08404454900908132,0.1
31,6.2,0.20280835804041067,178.42531157755994,2569.529458429942,0.0022990919269188412,"[[25, 18, 6, 0]]","[[27, 7, 32, 26]]",1491.2010309727145,3.6020360154616355,6112.574152113142,4060.7263128662753,8.234902200609213,6197.665539762868,6.112574152113142,6.197665539762868,-0.0850913876497259,0.6667861848312991,0.6817468418592747,-0.08539060079028538,0.1
32,6.4,0.2566346526486885,178.0565106991072,2477.7681635152207,0.0024650429242094817,"[[22, 18, 40, 0]]","[[27, 7, 32, 26]]",1536.5630664744078,3.5226025157368213,6112.764687404296,4014.323856554876,9.567374588091468,6199.549196266956,6.112764687404296,6.199549196266956,-0.0867845088626602,0.6671465075753877,0.6845593420580982,-0.08713276555231442,0.1
33,6.6000000000000005,0.3268501754973691,177.84540830996875,2385.8797769728985,0.002665246191752057,"[[22, 13, 21, 0]]","[[27, 7, 40, 26]]",1581.9212348320812,3.4169215551943353,6113.069835897148,3967.7885920745866,11.115220907036445,6201.976810507611,6.113069835897147,6.2019768105076105,-0.08890697461046315,0.6669657019330372,0.6866707375022505,-0.08930107532184728,0.1
34,6.800000000000001,0.3572051702030518,177.90331822608638,2293.9456463393603,0.0028021414692797476,"[[22, 10, 8, 0]]","[[24, 7, 40, 26]]",1627.263748044101,3.3070619442529505,6113.608522662522,3921.1901922649035,12.693054902502269,6205.189619301835,6.113608522662522,6.2051896193018345,-0.09158109663931224,0.6667298235242466,0.6877408429228526,-0.0920013170272842,0.1
35,7.0,0.32089514149704174,178.12621451370543,2202.0740074603987,0.0028296237535003275,"[[22, 37, 8, 0]]","[[24, 33, 40, 19]]",1672.5730952402757,3.2408903220322145,6114.548461619426,3874.620328277571,14.099886845355712,6209.3342275865925,6.114548461619426,6.209334227586592,-0.09478576596716604,0.6660258490293988,0.6879297370089097,-0.09522384372675585,0.1
36,7.2,0.28115145009246484,178.29811373892724,2110.274062072897,0.0028589401048074183,"[[22, 37, 8, 0]]","[[24, 33, 40, 19]]",1717.82786170371,3.246011048071068,6115.7831279662505,3828.0675139731275,15.297029573190457,6214.070835418347,6.1157831279662505,6.214070835418347,-0.09828770745209692,0.6656592940774821,0.6890646767804915,-0.09875581510615739,0.1
37,7.4,0.27040456850612943,178.4024433410018,2018.4116204436475,0.002947913720799302,"[[22, 10, 19, 0]]","[[2, 33, 40, 19]]",1763.0722377218929,3.304094008606853,6116.9865775013195,3781.4416697743973,16.35420121128439,6219.009486592128,6.1169865775013195,6.219009486592128,-0.10202290909080869,0.6654252044534664,0.690075371891535,-0.10251591243956959,0.1
38,7.6000000000000005,0.1354504573787863,178.5435253070088,1926.596878629482,0.002830308994978527,"[[12, 13, 20, 0]]","[[2, 7, 40, 19]]",1808.2754067905078,3.4416106975074854,6118.155820723606,3734.822543830046,17.285797550542803,6224.085462154758,6.118155820723606,6.224085462154758,-0.10592964143115147,0.6643518698532596,0.6890190215094525,-0.10642298446427567,0.1
39,7.800000000000001,0.023805551449192042,178.75600593578613,1835.08294185749,0.002764737051276549,"[[7, 37, 20, 0]]","[[2, 7, 40, 19]]",1853.330683028841,3.748275418668868,6119.8299046383145,3688.3579873010235,18.03799451688558,6229.473735665901,6.119829904638315,6.2294737356659,-0.10964383102758557,0.6614372396826597,0.6871465868910905,-0.11015801797175406,0.1
40,8.0,0.0858510595035315,178.94292158483435,1743.9453472062658,0.0030152576222957925,"[[10, 28, 33, 0]]","[[24, 7, 40, 19]]",1898.1622756472088,4.099026550681174,6122.077553517856,3642.0473769744663,18.594798734452713,6235.484239991521,6.122077553517856,6.2354842399915205,-0.11340668647366403,0.6590774293237773,0.6866940192939326,-0.11395901827306787,0.1
41,8.200000000000001,0.20288140961027196,179.16901574886384,1653.004981010311,0.003377060362250875,"[[27, 10, 7, 3]]","[[24, 7, 40, 19]]",1942.868202142682,4.350800486686126,6124.2948744189825,3595.8085975193344,18.963006924295378,6242.139373398354,6.1242948744189825,6.242139373398354,-0.11784449897937144,0.6576437978959262,0.6875112876308966,-0.11844184877407127,0.1
42,8.4,0.11006834824100434,179.5801489260537,1562.1097800734897,0.003390857165490387,"[[27, 34, 32, 1]]","[[24, 7, 40, 19]]",1987.5534424052091,4.629137982340694,6126.02155835838,3549.596504635078,19.066476406730153,6249.381977804427,6.126021558358381,6.249381977804427,-0.1233604194460467,0.6581287286543768,0.6881746967606593,-0.12396133880817306,0.1
43,8.6,0.14192061458394015,179.60997446195572,1471.241774489905,0.003643879511232865,"[[5, 28, 32, 0]]","[[2, 7, 40, 19]]",2032.3252533354046,4.9651258930225595,6127.2236198266555,3503.5030893436783,18.68131494891834,6257.374306425555,6.127223619826656,6.257374306425555,-0.13015068659889906,0.6587301670678452,0.6874463268308483,-0.13072500979415924,0.1
44,8.8,0.3232256831240134,178.58778476227673,1380.7693811510537,0.004182684086040025,"[[5, 33, 21, 0]]","[[11, 37, 2, 11]]",2077.0730911476135,5.201186082967638,6128.289848060732,3457.787407384567,17.532482145661653,6266.509062678732,6.1282898480607315,6.2665090626787325,-0.13821921461800102,0.6576196700108918,0.6838730455168422,-0.13874428212811996,0.1
45,9.0,0.6945183523727634,178.1153069714395,1290.9155409045134,0.005082385236267251,"[[5, 4, 32, 0]]","[[11, 25, 2, 11]]",2121.691651621695,5.204666877444424,6129.411345328484,3412.5636898816524,15.80252455604294,6276.776284129028,6.129411345328483,6.276776284129028,-0.14736493880054446,0.6547827227737029,0.6814247702617839,-0.1478977797503065,0.1
46,9.200000000000001,1.4430007921038728,178.0844627832277,1201.6166787515554,0.006676112238503276,"[[5, 4, 32, 0]]","[[11, 25, 2, 1]]",2166.068775110796,4.7647029097920495,6130.605757103608,3367.650432130532,13.938806006266873,6287.676685338568,6.130605757103608,6.287676685338568,-0.15707092823496005,0.6511220709166426,0.678919237852266,-0.15762687157367328,0.1
47,9.4,2.9500724103142733,178.16033463478823,1112.755112307372,0.009638164889142563,"[[5, 4, 32, 0]]","[[19, 25, 29, 1]]",2210.2096970686152,3.4638408078976113,6131.873462571893,3322.9309926084193,12.139001810003847,6298.723988440797,6.1318734625718925,6.2987239884407975,-0.16685052586890503,0.6482782949882633,0.677218498187624,-0.16742932993289195,0.1
48,9.600000000000001,5.207123914113039,178.22241050937652,1024.1066935599417,0.013965686757064963,"[[5, 1, 32, 21]]","[[19, 25, 29, 1]]",2254.145714983827,0.7398919565278561,6133.002619759314,3278.2073921319625,10.342037072301395,6309.383403032476,6.133002619759314,6.309383403032476,-0.17638078327316187,0.64701832448647,0.6759473352686796,-0.17695936348880625,0.1
49,9.8,7.511486736044085,178.3681142392735,935.6964668893461,0.018447925991658204,"[[29, 0, 3, 9]]","[[19, 25, 29, 1]]",2297.8462273654904,-3.666220668590711,6133.4920271634655,3233.4634370374247,8.512248648568004,6319.5012224160255,6.133492027163466,6.319501222416026,-0.1860091952525602,0.6451916583834076,0.6743396417367423,-0.18659215491962744,0.1
50,10.0,9.576413663215062,178.595288899804,847.5407980279209,0.022606463485945583,"[[35, 0, 4, 9]]","[[19, 25, 12, 1]]",2341.304920895475,-9.50296588424942,6133.1049340660375,3188.69248081011,6.613101369456757,6328.96093242314,6.133104934066037,6.32896093242314,-0.19585599835710266,0.6448180355347158,0.6727047250776367,-0.19641373214796065,0.1
51,10.200000000000001,11.538238687888759,178.9174329354372,759.6204906225764,0.02671160596552208,"[[36, 0, 3, 1]]","[[19, 25, 12, 1]]",2384.559472191473,-16.537809760027415,6131.94789943781,3143.8859939573567,4.59328383705693,6337.660334939111,6.13194789943781,6.337660334939111,-0.20571243550130092,0.6445090570481548,0.6710755228401873,-0.2062437648171418,0.1
52,10.4,14.019377667470907,179.39255906175524,672.0545528630499,0.031897248268685986,"[[8, 0, 13, 0]]","[[19, 25, 12, 1]]",2427.5401954875333,-24.700316383688858,6130.223949985546,3099.0478731160106,2.406157196676901,6345.526029462758,6.130223949985546,6.345526029462758,-0.2153020794772118,0.6428876314926212,0.6693657155590503,-0.21583164115854103,0.1
53,10.600000000000001,17.63576103785605,179.95345195927356,585.1337297326414,0.03931068610802649,"[[8, 0, 13, 22]]","[[38, 25, 12, 1]]",2470.045073235094,-34.457156686414635,6128.040326016749,3054.1648447826446,-0.024989196272258596,6352.414762610275,6.128040326016748,6.352414762610275,-0.22437443659352674,0.6413306654723165,0.6684461373574649,-0.22491674603123002,0.1
54,10.8,22.37921777309001,178.6943848856396,499.1434506178457,0.04905623522665559,"[[8, 0, 13, 22]]","[[21, 25, 35, 26]]",2511.841429943783,-46.27163718846606,6125.335118210015,3009.089411878096,-2.8132806049164003,6358.095942468945,6.125335118210015,6.358095942468945,-0.2327608242589303,0.6386317754831997,0.670210422392185,-0.23339239719711014,0.1
55,11.0,27.786367531729656,176.2547600948037,414.76263673870477,0.06052245273425923,"[[40, 0, 14, 8]]","[[11, 7, 40, 26]]",2552.680594873754,-60.23909870190283,6121.821438304471,2963.853812434019,-5.790682787552896,6362.8860031959175,6.121821438304471,6.362886003195918,-0.24106456489144712,0.6355545613658933,0.6701687451284143,-0.24175684856669744,0.1
56,11.200000000000001,34.743864740711494,172.1099849982745,332.85019285070524,0.07561626078958998,"[[8, 0, 3, 22]]","[[27, 7, 40, 26]]",2592.604591263727,-76.05255603191893,6117.419086299877,2918.5853409714955,-8.778477065999425,6367.262686187228,6.1174190862998765,6.367262686187228,-0.2498435998873516,0.6340114349662654,0.6708333269601205,-0.2505800377272287,0
57,11.4,44.889802523130314,165.00327792815793,255.30209056088398,0.09785571494429474,"[[8, 0, 14, 17]]","[[27, 7, 40, 26]]",2631.4095395138906,-93.83862532329516,6112.049467324432,2873.1608086563892,-11.768647178123103,6371.3501062667865,6.112049467324432,6.371350106266786,-0.2593006389423538,0.6316297916225592,0.6737709631443264,-0.2601434623727892,0
58,11.600000000000001,60.612462924289886,151.77347933566838,186.69377610750655,0.13242784042757197,"[[29, 0, 14, 1]]","[[27, 7, 32, 26]]",2668.997510658932,-113.38786570984868,6105.620367767411,2827.4968743399586,-14.734341951244971,6375.328261108644,6.105620367767411,6.375328261108645,-0.26970789334123335,0.628994804132975,0.6770488019971772,-0.2706689732985179,0
59,11.8,88.25718725387657,126.80894607036709,139.47175120448782,0.18963219579000162,"[[6, 0, 3, 17]]","[[0, 33, 32, 19]]",2705.4326986783626,-134.42364265890157,6098.209133238322,2781.7165736448183,-17.662605475478472,6379.674369363673,6.0982091332383215,6.379674369363673,-0.2814652361253511,0.6274094278419929,0.677711186089292,-0.28247127129029703,0
60,12.0,126.29509910123981,91.71049076645467,136.6295092658001,0.25675594905379534,"[[6, 0, 19, 17]]","[[0, 33, 32, 19]]",2740.4728972464704,-157.11757635136834,6089.784708439706,2736.0210677696314,-20.560613817330932,6384.7306056868865,6.089784708439706,6.384730605686887,-0.2949458972471808,0.6254859889803444,0.6771626100784874,-0.2959794296691438,0
61,12.200000000000001,155.1473865411786,65.5049048298036,178.77503730863796,0.298595809785964,"[[6, 0, 17, 9]]","[[13, 33, 32, 19]]",2774.0036559996242,-181.35817905925964,6080.258028652037,2690.41000796398,-23.330915674748155,6390.367656057385,6.080258028652037,6.390367656057385,-0.31010962740534787,0.6234907104169941,0.6773011757633399,-0.3111858367122746,0
62,12.4,171.5454916946382,51.656671769939884,242.32262205838262,0.31995221444642785,"[[11, 0, 32, 9]]","[[16, 33, 11, 9]]",2806.006402707224,-206.88686571835075,6069.461210941518,2644.7556557729226,-26.004445969001836,6395.8663597651375,6.069461210941518,6.3958663597651375,-0.3264051488236195,0.6219959583118545,0.677492313516905,-0.327515075927721,0
63,12.600000000000001,178.90754482797007,44.158833000509496,313.5263416582731,0.3281494911006743,"[[38, 0, 32, 3]]","[[10, 33, 11, 9]]",2836.5908562062205,-233.36087671404323,6057.250977264435,2599.054822171467,-28.726081411141024,6400.806013709506,6.057250977264435,6.400806013709507,-0.34355503644507124,0.6210919991489802,0.6765128960241844,-0.34466345438257484,0
64,12.8,172.73150272397461,39.7251373038373,387.5139287541568,0.314342895907592,"[[38, 0, 24, 3]]","[[10, 17, 11, 9]]",2866.01839796865,-260.5004970299357,6043.770733126852,2553.429654430518,-31.469227567153155,6405.1983607066495,6.043770733126852,6.40519836070665,-0.36142762757979785,0.6215330767653034,0.6739739131781215,-0.36247644430805437,0
65,13.0,167.73251533852843,36.79105471342341,462.52880750012235,0.30353528162324944,"[[0, 0, 3, 22]]","[[10, 17, 9, 19]]",2894.3818545721583,-288.3386277748478,6029.216470851553,2507.885281848825,-34.26521901154905,6409.01120577603,6.029216470851553,6.40901120577603,-0.37979473492447635,0.6231301998971852,0.6729892441928934,-0.3807919158103905,0
66,13.200000000000001,162.9617577612755,34.86999474357672,537.6242383897763,0.293704832166741,"[[6, 0, 16, 4]]","[[21, 17, 9, 19]]",2921.2267262955847,-317.08261381959386,6013.579235150467,2462.322015051899,-36.99996940452729,6412.337689950384,6.013579235150467,6.412337689950384,-0.3987584547999168,0.6215489121381199,0.6734137568309093,-0.39979575169377224,0
67,13.4,158.86649494893643,33.876503592883054,611.9943540492018,0.2854310227737169,"[[29, 0, 24, 4]]","[[21, 32, 9, 19]]",2946.1867748737445,-346.70737384280307,5996.8272286058345,2416.6547207599015,-39.89653137781818,6415.1759187220005,5.996827228605834,6.415175918722,-0.41834869011616593,0.6202655640969217,0.6749207268326783,-0.41944179337088094,0
68,13.600000000000001,155.0539878585438,33.440415822905386,685.3897707957946,0.2779047514907578,"[[0, 0, 16, 4]]","[[21, 32, 9, 19]]",2969.4035979914324,-377.0716057475332,5979.073185948098,2370.885194093114,-43.10325678835227,6417.506454355626,5.979073185948098,6.417506454355626,-0.43843326840752805,0.6191762126734011,0.6762839370067883,-0.4395754228941957,0
69,13.8,151.10748019434624,33.65240410705427,757.2746390430317,0.2703262223347543,"[[6, 0, 16, 4]]","[[21, 32, 9, 19]]",2990.5739479075633,-408.1727037684001,5960.325754777766,2325.054361553929,-46.857662402223866,6419.265275003382,5.960325754777766,6.419265275003382,-0.45893952022561635,0.617390488364827,0.6770487996982825,-0.460132686452285,0
70,14.0,147.7865128398009,34.37792185594227,827.2697051975713,0.26397280491890684,"[[29, 0, 15, 4]]","[[21, 32, 9, 19]]",3009.6996943183894,-439.82723048267695,5940.530407021486,2279.254910188891,-51.46453598732944,6420.34238958078,5.940530407021486,6.42034238958078,-0.47981198255929414,0.6168474911989573,0.6771279838446812,-0.48101759241220865,0
71,14.200000000000001,144.3915275999552,35.436586725471905,895.3252906792401,0.25758908880299725,"[[9, 0, 14, 22]]","[[21, 32, 9, 19]]",3027.0260837091246,-471.9237727679525,5919.732403908082,2233.571599343113,-57.14990983860554,6420.640121722992,5.919732403908082,6.420640121722992,-0.5009077178149104,0.6180386070618349,0.6769221119548618,-0.5020853879127714,0
72,14.4,140.72600235458066,36.72344228849168,961.0006322077397,0.2508107102074804,"[[6, 0, 24, 4]]","[[21, 32, 9, 19]]",3042.2520631739444,-504.40849776874023,5897.9171231289265,2188.077269555526,-64.05904897766038,6420.091573348897,5.897917123128926,6.4200915733488975,-0.5221744502199712,0.6170333580764459,0.6766503839007327,-0.523366790736457,0
73,14.600000000000001,137.5476986591617,38.15454867824751,1024.0962550624802,0.2449436127530666,"[[38, 0, 15, 4]]","[[21, 32, 9, 19]]",3055.4025291676585,-537.0415291491785,5875.079870801721,2142.8393112275853,-72.28189999034657,6418.6593961094295,5.875079870801721,6.41865939610943,-0.5435795253077087,0.617089749762461,0.6764188317412243,-0.544766106947284,0
74,14.8,134.154989405392,39.57412133944516,1084.7238629546548,0.2387498498447908,"[[9, 0, 3, 22]]","[[21, 17, 9, 19]]",3066.714333705736,-569.767440412455,5851.270622975843,2097.9212850070558,-81.84748011529166,6416.340352873972,5.851270622975843,6.416340352873972,-0.5650697298981289,0.6187838887129605,0.6761781096795166,-0.56621761431746,0
75,15.0,130.37948358419786,40.645820930122404,1142.6590948210953,0.23192705873976652,"[[6, 0, 24, 4]]","[[21, 17, 9, 19]]",3075.8752837742336,-602.4898892822907,5826.49528037902,2053.2930938833747,-92.59237811423259,6413.220614371305,5.82649528037902,6.413220614371305,-0.5867253339922849,0.6182054905368174,0.6773635240816578,-0.5879084946631821,0
