步数,AO(角度偏差),TA(目标角度),距离(m),奖励,动作_ego,动作_enm
15,0.0005925136574727696,3.1344252976824754,4057.966506360706,0.0012910920306467345,"[[22, 34, 8, 0]]","[[0, 29, 36, 0]]"
16,0.0002580036826724243,3.131191659705497,3965.1391722700932,0.0012864722163350847,"[[22, 22, 33, 0]]","[[4, 35, 10, 0]]"
17,0.0010232810682364772,3.132499096594877,3872.5361751719397,0.0013931383055377617,"[[22, 10, 21, 0]]","[[4, 19, 40, 0]]"
18,0.000777514718049818,3.1364628148592453,3780.1707203095816,0.001400093246309844,"[[22, 10, 30, 0]]","[[39, 13, 19, 0]]"
19,0.0020824476263714225,3.138464188116964,3687.903710865595,0.0015636610033139037,"[[12, 10, 39, 0]]","[[22, 13, 40, 0]]"
20,0.0039625122107158515,3.1415098921715927,3595.7305369156625,0.0017864026234859834,"[[20, 35, 33, 0]]","[[22, 13, 19, 0]]"
21,0.004365329255574131,3.1395277697433697,3503.605947605251,0.0018632268462866676,"[[20, 35, 33, 0]]","[[25, 18, 32, 0]]"
22,0.003990067755677299,3.1383139406060745,3411.475086658828,0.0018642189377158574,"[[20, 35, 33, 0]]","[[22, 28, 32, 1]]"
23,0.0028832501580178154,3.1374863143766256,3319.365478610759,0.0017941833414015286,"[[22, 10, 40, 0]]","[[22, 13, 35, 1]]"
24,0.003043940499706244,3.137132286873609,3227.3260203732193,0.0018531843420434063,"[[8, 5, 40, 0]]","[[22, 13, 19, 0]]"
25,0.003553664847876988,3.1379776846364447,3135.3649346698276,0.0019495687234141047,"[[22, 10, 40, 0]]","[[22, 21, 17, 0]]"
26,0.004294768800370645,3.1392997306549177,3043.454466183408,0.0020718072402175223,"[[20, 35, 32, 0]]","[[22, 21, 17, 0]]"
27,0.004524524302615989,3.140544283777227,2951.602301398374,0.00214587385638186,"[[20, 35, 33, 0]]","[[22, 21, 17, 0]]"
28,0.004066675843800602,3.1414921184467164,2859.75094866084,0.0021544604156087184,"[[20, 35, 33, 0]]","[[22, 21, 14, 0]]"
29,0.002933054435605353,3.1396281171855382,2767.9022331223982,0.002099075232102931,"[[22, 10, 40, 0]]","[[22, 8, 40, 0]]"
30,0.0031611099602609502,3.1311136817181717,2676.1487223878967,0.0021837696577160677,"[[8, 5, 40, 0]]","[[0, 28, 36, 0]]"
31,0.003696461580710512,3.121073612928632,2584.6095470071464,0.0023034261465412825,"[[18, 10, 40, 0]]","[[13, 28, 36, 0]]"
32,0.0035613461922251377,3.1169521464943997,2493.2749421267085,0.0023607251780070316,"[[20, 29, 32, 0]]","[[10, 33, 40, 0]]"
33,0.0034304608665455738,3.1179348352176404,2402.1306585547577,0.002423665374748946,"[[20, 34, 40, 0]]","[[10, 26, 40, 0]]"
34,0.003374414570713942,3.119135714399229,2311.123113947682,0.002499956061003137,"[[20, 13, 40, 0]]","[[27, 9, 4, 0]]"
35,0.0032612474460624917,3.118487623634797,2220.1832566201106,0.002577177189332628,"[[20, 13, 40, 0]]","[[23, 9, 38, 0]]"
36,0.0030355859842532513,3.1196036227245845,2129.20833779287,0.002650746857570226,"[[20, 13, 40, 0]]","[[26, 33, 32, 0]]"
37,0.0027969380157661407,3.1205876474565484,2038.2265023040034,0.002731603873533207,"[[20, 26, 40, 0]]","[[10, 33, 32, 0]]"
38,0.002645335131428521,3.1228766359810796,1947.3020423979478,0.0028308707089125884,"[[20, 26, 40, 0]]","[[10, 26, 40, 11]]"
39,0.0024971689595040553,3.1266449445654305,1856.5010720199032,0.0029415053828140214,"[[20, 13, 40, 0]]","[[10, 26, 40, 0]]"
40,0.002221333625111968,3.133228742493596,1765.8956674958208,0.0030519552314427004,"[[20, 13, 40, 0]]","[[6, 9, 38, 0]]"
41,0.00172154857914837,3.138848437033515,1675.5047154344547,0.0031545502869096695,"[[20, 26, 40, 0]]","[[9, 24, 38, 3]]"
42,0.0009058853455531032,3.1275380911258317,1585.245195030342,0.00324268634116481,"[[20, 26, 40, 0]]","[[37, 24, 32, 1]]"
43,0.0002087222609699707,3.117279088080789,1495.0385298981978,0.00336303213713902,"[[20, 26, 40, 0]]","[[6, 4, 32, 1]]"
44,0.001940879979403271,3.09321001051858,1405.00016110672,0.0037502753571681496,"[[22, 13, 40, 0]]","[[6, 4, 38, 1]]"
45,0.004525631046744655,3.062598032505945,1315.212335445382,0.004251342272253147,"[[4, 3, 4, 0]]","[[37, 1, 32, 9]]"
46,0.010788226856756419,3.0317791814886466,1225.6775081469825,0.005154873617393624,"[[4, 33, 4, 0]]","[[37, 0, 28, 9]]"
47,0.025733895640645682,2.991846383681907,1136.5537968469473,0.006968786084087548,"[[6, 33, 35, 0]]","[[6, 0, 38, 5]]"
48,0.046649116416873956,2.9338927248049798,1048.1873442802587,0.009430504771701743,"[[6, 33, 35, 0]]","[[6, 0, 38, 5]]"
49,0.06530596019705584,2.8657120479277913,960.9148767612678,0.01172856116276982,"[[6, 33, 35, 0]]","[[6, 0, 32, 5]]"
50,0.08411309181379506,2.8000555094703063,874.9195457942526,0.014119596002934765,"[[5, 4, 3, 1]]","[[37, 0, 28, 21]]"
51,0.11095567922655805,2.738492264042586,790.2522930496332,0.017414664933710362,"[[28, 0, 6, 9]]","[[30, 0, 28, 9]]"
52,0.14943383054425696,2.6652125941142035,706.9908998254818,0.022005620720520685,"[[28, 0, 27, 9]]","[[6, 0, 15, 4]]"
53,0.20305718311267856,2.5678926614097657,625.8423969410152,0.028282204943952487,"[[36, 0, 3, 0]]","[[6, 0, 24, 5]]"
54,0.2871240941385241,2.449375527488238,548.0712156176237,0.037818696281168414,"[[6, 0, 16, 0]]","[[6, 0, 14, 17]]"
55,0.4138516287893162,2.3141396918249533,475.4030519868226,0.05188047767414058,"[[6, 0, 13, 22]]","[[30, 0, 28, 17]]"
56,0.5875951852076902,2.1418116618665772,410.5430593592337,0.07090891549464808,"[[8, 0, 24, 4]]","[[6, 0, 14, 16]]"
57,0.8047494288868821,1.916542361113346,358.1117741732029,0.0943981845075733,"[[31, 0, 16, 9]]","[[6, 0, 14, 16]]"
58,1.0723059653197335,1.6473279753627654,323.4402180419092,0.1226417561908358,"[[0, 0, 15, 3]]","[[30, 0, 28, 9]]"
59,1.3738637787430064,1.3408875872328785,311.85713312984524,0.15336811353101923,"[[27, 0, 15, 3]]","[[6, 0, 14, 9]]"
60,1.673613240649528,1.0332588898179673,325.3660210392714,0.18268154638490552,"[[0, 0, 15, 3]]","[[8, 0, 14, 9]]"
61,1.9373142744061607,0.7738300690096035,360.6794985168111,0.20755582174691264,"[[0, 0, 13, 5]]","[[30, 0, 32, 9]]"
62,2.1418167027068455,0.5648648273420116,411.4200073185085,0.22630523341329065,"[[27, 0, 15, 5]]","[[6, 3, 36, 2]]"
63,2.3030609782460383,0.39605075086305996,471.96532763639203,0.2408776972798686,"[[0, 0, 16, 5]]","[[6, 0, 14, 2]]"
64,2.4348493673329816,0.2693122470780484,538.513979164892,0.25275253719054575,"[[0, 0, 36, 5]]","[[30, 3, 32, 9]]"
65,2.5348139023894087,0.1656137472012005,608.4939283244651,0.26168491740736616,"[[27, 0, 36, 3]]","[[6, 3, 36, 2]]"
66,2.6199145920441116,0.0734979139798314,680.2211322093459,0.2693312197661306,"[[0, 0, 36, 5]]","[[1, 0, 14, 2]]"
67,2.697508609095283,0.0010481677412604198,752.6973150225418,0.27638482377544416,"[[0, 0, 36, 5]]","[[30, 1, 32, 9]]"
68,2.758363007752248,0.06533535644128526,825.2504645575141,0.2818877345891564,"[[27, 0, 36, 3]]","[[1, 0, 14, 9]]"
69,2.8151137705826295,0.1318370090585472,897.3027552945805,0.28707742922779056,"[[0, 0, 36, 5]]","[[6, 0, 14, 16]]"
70,2.872065038787213,0.18554833378887745,968.4520561222895,0.29236405650695496,"[[0, 0, 36, 5]]","[[29, 0, 14, 16]]"
71,2.917383487404682,0.2390190649952558,1038.4959138446093,0.2965483724581251,"[[27, 0, 36, 5]]","[[6, 0, 14, 26]]"
72,2.9628295982342783,0.29619656881392703,1107.1020850012571,0.3007951794714888,"[[0, 0, 36, 5]]","[[6, 0, 14, 16]]"
73,3.0118799263551432,0.34312059298339787,1173.942909001447,0.3054435185523007,"[[0, 0, 36, 5]]","[[29, 0, 14, 16]]"
74,3.0512382656476364,0.392047562878157,1238.96217662106,0.30915620762789026,"[[27, 0, 36, 5]]","[[6, 0, 14, 16]]"
75,3.0931212210972094,0.4473512621660959,1301.9138361064597,0.31314967441858405,"[[0, 0, 36, 5]]","[[6, 0, 14, 16]]"
76,3.1408940572114257,0.4933075594432827,1362.5162251963739,0.3177563954551884,"[[0, 0, 36, 5]]","[[29, 0, 14, 16]]"
77,3.103451909881841,0.5430019038412952,1420.809983890322,0.3138618353053939,"[[27, 0, 36, 5]]","[[6, 0, 14, 26]]"
78,3.0602201179675075,0.6003516111818598,1476.5856884976802,0.3094059103001829,"[[0, 0, 36, 4]]","[[6, 0, 13, 16]]"
79,3.008740547084607,0.6486236049066239,1529.5299913987262,0.30414089693180757,"[[4, 0, 36, 5]]","[[29, 0, 28, 16]]"
80,2.965907247503182,0.7013235067904706,1579.7275718866956,0.29975382514087584,"[[27, 0, 24, 5]]","[[6, 0, 14, 20]]"
81,2.9164161704672518,0.7633676497828146,1626.9905766208522,0.2947128878954658,"[[4, 0, 14, 5]]","[[6, 0, 15, 16]]"
82,2.8554885085144432,0.8160806188670218,1671.0033052702604,0.2885392755618738,"[[4, 0, 14, 5]]","[[29, 0, 28, 16]]"
83,2.802583605392778,0.8740225931753681,1711.8935857029837,0.2831773976830523,"[[27, 0, 24, 5]]","[[6, 0, 14, 20]]"
84,2.7394972763575987,0.9431058471789576,1749.5015287827503,0.27680605190499763,"[[4, 0, 14, 5]]","[[6, 0, 15, 29]]"
85,2.659526868721553,1.0018442723343308,1783.504852431788,0.2687545845488057,"[[4, 0, 14, 5]]","[[29, 0, 28, 16]]"
86,2.5869908625448397,1.0664962699546405,1814.0619780658085,0.2614538131235511,"[[29, 0, 17, 5]]","[[6, 0, 14, 20]]"
87,2.4993529195833606,1.1434987470787368,1841.025151898276,0.25264969571924417,"[[4, 0, 14, 5]]","[[6, 0, 15, 29]]"
88,2.3877129529777044,1.2093834277150064,1864.07609044541,0.24145215106854273,"[[4, 0, 14, 5]]","[[29, 0, 28, 16]]"
89,2.28387908003752,1.2817835437252874,1883.4183285031868,0.2310412466623563,"[[33, 0, 17, 5]]","[[6, 0, 15, 26]]"
90,2.162516838910834,1.3670481460591044,1898.915639357332,0.2188833796866353,"[[4, 0, 14, 2]]","[[6, 0, 15, 29]]"
91,2.013496994133073,1.4401386414947852,1910.2678090282132,0.2039657639838409,"[[4, 0, 14, 2]]","[[29, 0, 28, 16]]"
92,1.8786515041782927,1.5196018469516461,1917.7220480293722,0.19047105157226446,"[[33, 0, 17, 5]]","[[6, 0, 15, 26]]"
93,1.7344106264436514,1.611988801161209,1921.1662265381026,0.1760422944894409,"[[4, 0, 36, 0]]","[[6, 0, 15, 26]]"
94,1.5726563425503948,1.691108352266602,1920.346247889477,0.15986797623556084,"[[4, 0, 24, 0]]","[[29, 0, 28, 16]]"
95,1.4369320571357829,1.7760418420879742,1915.547958470217,0.14630206294457135,"[[33, 0, 4, 4]]","[[6, 0, 15, 26]]"
96,1.3069807842322083,1.8623417575202015,1906.7712580120096,0.13331893770024456,"[[4, 0, 4, 0]]","[[29, 0, 15, 26]]"
97,1.1721710737938356,1.9495080922299783,1893.8482655828714,0.1198558410926933,"[[4, 0, 4, 0]]","[[6, 0, 15, 26]]"
98,1.0649681419940413,2.0452918697674365,1876.5168683044892,0.10915990611852777,"[[38, 0, 4, 1]]","[[6, 0, 15, 26]]"
99,0.9681947082895633,2.125695225968653,1855.1723128877413,0.09951318625897547,"[[4, 0, 4, 8]]","[[29, 0, 28, 16]]"
100,0.8699420053934455,2.2065050041604337,1829.817601603789,0.0897252208199121,"[[4, 0, 4, 1]]","[[6, 0, 15, 22]]"
101,0.7920348436269768,2.285146855296614,1800.3485207778383,0.08197918264780299,"[[38, 0, 4, 1]]","[[29, 0, 17, 22]]"
102,0.7230980171114701,2.338978828636439,1767.3382521616134,0.07513731505249335,"[[4, 0, 4, 8]]","[[29, 0, 15, 22]]"
103,0.6633145629843297,2.3867584566204094,1730.755198456873,0.0692187004103348,"[[38, 0, 4, 1]]","[[6, 0, 17, 26]]"
104,0.6178048911484786,2.44598949344098,1690.4067512027527,0.06473660833126019,"[[4, 0, 4, 8]]","[[5, 0, 17, 22]]"
105,0.5720172989072336,2.502955581163554,1645.8536408383766,0.060237822398285,"[[4, 0, 4, 8]]","[[29, 0, 17, 29]]"
106,0.534009100059882,2.537771610909581,1597.5751773768282,0.05652869534305613,"[[38, 0, 2, 18]]","[[29, 0, 17, 29]]"
107,0.5020907006680808,2.563673248477393,1546.1276219784772,0.05344086551081028,"[[4, 0, 4, 8]]","[[8, 0, 17, 22]]"
108,0.46597853470845135,2.5978660060912193,1491.1088000588638,0.04994881554532841,"[[4, 0, 19, 8]]","[[5, 0, 13, 22]]"
109,0.4349473649697313,2.633551130449157,1432.4894542072689,0.04698272867251728,"[[29, 0, 2, 8]]","[[29, 0, 9, 29]]"
110,0.40750586583077764,2.652083641358714,1370.93724444854,0.044395068151190445,"[[4, 0, 4, 8]]","[[29, 0, 17, 13]]"
111,0.3755717904141486,2.662568936419634,1306.636716168816,0.04138087100277954,"[[4, 0, 4, 1]]","[[8, 0, 14, 22]]"
112,0.34918676138631444,2.6793167147787638,1239.648209942042,0.03894882744174224,"[[29, 0, 2, 1]]","[[5, 0, 22, 4]]"
113,0.3257266050026104,2.6997764823903334,1170.15258556045,0.03684195902006687,"[[4, 0, 4, 8]]","[[29, 0, 9, 13]]"
114,0.2977842068942901,2.717695283656271,1098.2606083897592,0.03432693262721617,"[[4, 0, 4, 1]]","[[8, 0, 17, 13]]"
115,0.27526117148651014,2.7423742078366726,1024.1315900788907,0.03240353976286898,"[[29, 0, 2, 1]]","[[8, 0, 17, 13]]"
116,0.2552717250152313,2.7652473439074297,948.0752896117014,0.03079545843703165,"[[4, 0, 4, 8]]","[[40, 0, 9, 29]]"
117,0.2310477053701098,2.7758578495503192,870.2832758099457,0.028843432277478792,"[[4, 0, 4, 1]]","[[40, 0, 17, 22]]"
118,0.2131517608710361,2.782410624967272,791.0804695857572,0.02762766603224126,"[[29, 0, 2, 4]]","[[6, 0, 17, 22]]"
119,0.19898525021914545,2.7958199736425615,710.528943747096,0.02692564604621006,"[[4, 0, 4, 8]]","[[6, 0, 17, 22]]"
120,0.1816143608172579,2.8164209511421046,628.601328617484,0.026102969513650556,"[[4, 0, 4, 4]]","[[6, 0, 17, 22]]"
121,0.17147107283060933,2.83213955361404,545.6202809245788,0.026294224897399666,"[[29, 0, 19, 4]]","[[40, 0, 18, 22]]"
122,0.16754161336239273,2.8320223826162527,461.9296027515693,0.027554939619332232,"[[4, 0, 4, 8]]","[[40, 0, 18, 22]]"
123,0.16694499955682565,2.823640850418837,377.6911946999146,0.029897870062986324,"[[4, 0, 4, 8]]","[[6, 0, 17, 26]]"
124,0.17916255677998308,2.8114670582664676,293.1953178915547,0.0349117674891111,"[[2, 0, 4, 4]]","[[6, 0, 17, 22]]"
125,0.2191315212118839,2.769286811434544,209.0730112024866,0.04571440089360002,"[[2, 0, 4, 4]]","[[40, 0, 18, 22]]"
126,0.3559912595196552,2.6348381041038054,127.14281121244305,0.07461809200001554,"[[33, 0, 24, 0]]","[[6, 0, 17, 22]]"
127,0.9386295450511827,2.0583870105789823,58.381208672334054,0.17806467608997245,"[[6, 0, 17, 4]]","[[6, 0, 17, 22]]"
128,2.3076604519035064,0.6819942670215752,73.41059313456483,0.2979607790229106,"[[6, 0, 10, 4]]","[[40, 0, 17, 22]]"
129,2.6720476319520103,0.3123560392666704,148.42228478181326,0.3006669740515068,"[[6, 0, 2, 17]]","[[6, 0, 17, 26]]"
130,2.7709215325755716,0.21680090943283978,230.5650439403614,0.2986843586911533,"[[29, 0, 4, 4]]","[[40, 0, 18, 29]]"
131,2.8001230141537787,0.1881267900075463,314.1890323461128,0.2958757975617458,"[[4, 0, 4, 29]]","[[8, 0, 17, 26]]"
132,2.8060291089441085,0.1894485319302585,397.90710640266497,0.2931371573887636,"[[29, 0, 2, 4]]","[[3, 0, 17, 27]]"
133,2.7999505990695632,0.19501768158132224,481.4751563759599,0.2903582878036148,"[[4, 0, 2, 29]]","[[33, 0, 18, 29]]"
134,2.78159687366283,0.20881796586104054,564.7964124413016,0.28699678829173064,"[[1, 0, 2, 29]]","[[8, 0, 1, 28]]"
135,2.7605406768743883,0.2325047370733682,647.5260028464752,0.28376385877993826,"[[2, 0, 18, 29]]","[[8, 0, 1, 27]]"
136,2.7445953237138085,0.2496008677367634,729.5920646098289,0.2813032968224364,"[[29, 0, 18, 29]]","[[28, 0, 18, 28]]"
137,2.7243581850899434,0.2714523962108147,811.188362025302,0.2785920259034611,"[[4, 0, 18, 29]]","[[8, 0, 18, 28]]"
138,2.6955369592309952,0.2944989926179657,891.8832990940348,0.2751535318759875,"[[2, 0, 18, 29]]","[[33, 0, 1, 29]]"
139,2.674009423497275,0.32058567096529195,971.6995997226494,0.27254127550235313,"[[29, 0, 18, 29]]","[[8, 0, 18, 27]]"
140,2.6500900394966362,0.35336771936768735,1050.5545431593778,0.26976386905155136,"[[4, 0, 18, 29]]","[[8, 0, 1, 27]]"
141,2.625682951211344,0.37653218992287574,1128.2124014888561,0.2669961600590394,"[[33, 0, 18, 29]]","[[28, 0, 18, 9]]"
142,2.6008339904815103,0.40268514616443873,1204.9134156512057,0.2642296337073782,"[[1, 0, 18, 29]]","[[8, 0, 18, 13]]"
143,2.5693165129924402,0.4294341746417868,1280.303816756135,0.2608339264151166,"[[1, 0, 18, 29]]","[[33, 0, 1, 29]]"
144,2.545303148616902,0.4583738575673181,1354.50164011058,0.25821898616391903,"[[33, 0, 18, 29]]","[[8, 0, 1, 27]]"
145,2.5202553501684437,0.4872081031109694,1427.5009157202783,0.2555257077818572,"[[1, 0, 18, 29]]","[[33, 0, 1, 29]]"
146,2.487735227991514,0.5028058898555057,1499.323143418225,0.25210613819066524,"[[1, 0, 18, 29]]","[[33, 0, 1, 29]]"
147,2.462824538759067,0.5191091782445484,1570.2037166948214,0.24946472740725883,"[[29, 0, 18, 29]]","[[8, 0, 1, 27]]"
148,2.43628056339061,0.5489305016237995,1640.0696138757578,0.24667484969732167,"[[4, 0, 18, 29]]","[[8, 0, 5, 28]]"
149,2.409805048127291,0.58544883981974,1708.318480001648,0.24390564723557076,"[[33, 0, 18, 29]]","[[8, 0, 1, 28]]"
150,2.3836906355471337,0.6130643608259436,1775.0756048999517,0.24118425902623816,"[[1, 0, 18, 29]]","[[28, 0, 9, 29]]"
151,2.3509635012652863,0.6415470543356916,1840.2639037242652,0.23781187612466864,"[[0, 0, 18, 29]]","[[8, 0, 1, 13]]"
152,2.325867414150323,0.670352780399367,1903.6243343964782,0.23521193101788615,"[[29, 0, 18, 29]]","[[33, 0, 1, 29]]"
153,2.299840904116143,0.7005906670799793,1965.5650047760446,0.2325265947213406,"[[4, 0, 18, 29]]","[[6, 0, 1, 27]]"
154,2.2666475423802996,0.7371729220285379,2025.4707956645575,0.22913209796225095,"[[1, 0, 18, 29]]","[[6, 0, 1, 27]]"
155,2.2414252008504523,0.7647430162742852,2083.3428831447986,0.2265413576469612,"[[29, 0, 18, 29]]","[[28, 0, 1, 29]]"
156,2.2147514483873154,0.7942661680090823,2139.666433859844,0.22381086605195413,"[[4, 0, 6, 29]]","[[6, 0, 1, 27]]"
157,2.1808205898751583,0.8238371754837818,2193.8467203984655,0.2203601223955575,"[[4, 0, 2, 29]]","[[33, 0, 1, 29]]"
158,2.1551859015610715,0.8542875690583782,2246.071436224311,0.21774370855661576,"[[29, 0, 2, 29]]","[[6, 0, 1, 29]]"
159,2.128039245282542,0.8911579170809161,2296.2896585245057,0.21498040235352392,"[[4, 0, 14, 29]]","[[6, 0, 5, 27]]"
160,2.1009174877734864,0.9192386570221905,2344.260345036761,0.21222370824640352,"[[29, 0, 2, 29]]","[[28, 0, 1, 29]]"
161,2.0741100996299204,0.9490396770277726,2390.468474432191,0.2095017755547012,"[[4, 0, 2, 29]]","[[6, 0, 2, 29]]"
162,2.0408687022144383,0.9788008378395079,2434.354974140839,0.20613995901264312,"[[4, 0, 10, 29]]","[[33, 0, 1, 29]]"
163,2.0154065192298254,1.009200822048887,2476.1297650142064,0.2035591170315197,"[[29, 0, 2, 29]]","[[6, 0, 5, 29]]"
164,1.9892042604899252,1.0461483155938403,2515.746430497561,0.20090711804919195,"[[4, 0, 14, 29]]","[[6, 0, 5, 29]]"
165,1.955772375715409,1.0743865271149315,2552.8816324892687,0.19753504169855776,"[[4, 0, 2, 29]]","[[28, 0, 2, 29]]"
166,1.9303530042832304,1.1042400191996409,2587.834502945089,0.1949666714735992,"[[29, 0, 2, 29]]","[[6, 0, 2, 29]]"
167,1.903648684401782,1.1340867133394463,2620.613413242892,0.19227209090659633,"[[4, 0, 14, 29]]","[[33, 0, 5, 29]]"
168,1.8696325590461735,1.1643824990528922,2651.074250480069,0.18884857265210095,"[[4, 0, 2, 29]]","[[6, 0, 2, 29]]"
169,1.843971220901421,1.2012446005936535,2678.90480569573,0.18626286000343412,"[[29, 0, 2, 29]]","[[6, 0, 5, 29]]"
170,1.8169057142676193,1.2295519499503555,2704.4304588031196,0.18353870616026824,"[[4, 0, 14, 29]]","[[28, 0, 2, 29]]"
171,1.7825306058465944,1.2593824495280939,2727.592817953529,0.18008550695302233,"[[4, 0, 2, 29]]","[[6, 0, 2, 29]]"
172,1.756652212881883,1.2891750236945978,2748.143811923608,0.1774839693574286,"[[29, 0, 2, 29]]","[[33, 0, 5, 29]]"
173,1.7293090829161302,1.3191994112276035,2766.61625152318,0.1747375171367693,"[[4, 0, 14, 29]]","[[6, 0, 2, 29]]"
174,1.702023371609246,1.3558096261392694,2782.4127314749135,0.17199869310320362,"[[29, 0, 2, 29]]","[[6, 0, 5, 29]]"
175,1.6750975491406306,1.3840146201261045,2795.8011832438337,0.16929751159478673,"[[4, 0, 2, 29]]","[[36, 0, 2, 29]]"
176,1.641597886481173,1.4136290617585385,2806.7991565000807,0.16594054279800904,"[[4, 0, 2, 29]]","[[6, 0, 2, 29]]"
177,1.6160186288541072,1.4431795728806953,2815.162710125213,0.16337732847978959,"[[29, 0, 2, 29]]","[[33, 0, 5, 29]]"
178,1.5896562794995373,1.4727169310943473,2821.4333348575024,0.16073714897695168,"[[4, 0, 14, 29]]","[[6, 0, 2, 29]]"
179,1.5559779524966157,1.5088604478982495,2824.9492537648034,0.15736711222990774,"[[4, 0, 2, 29]]","[[6, 0, 2, 29]]"
180,1.53044601106555,1.536803707942971,2825.782099815695,0.15481339679842174,"[[29, 0, 2, 29]]","[[36, 0, 2, 29]]"
181,1.5036508792268768,1.566033657000422,2824.546377610485,0.1521346571782553,"[[4, 0, 2, 29]]","[[6, 0, 2, 29]]"
182,1.469499788253507,1.5951967407288787,2820.637431522017,0.148721999547837,"[[4, 0, 2, 29]]","[[33, 0, 5, 29]]"
183,1.4437744527103105,1.6241578371902246,2814.3380392158397,0.1461534309361104,"[[29, 0, 2, 29]]","[[6, 0, 2, 29]]"
184,1.4166641140831224,1.6597072115031632,2805.636904705184,0.14344790298337767,"[[4, 0, 2, 29]]","[[6, 0, 2, 29]]"
185,1.3896237602498582,1.687272924712952,2794.341126761088,0.14075106648288116,"[[29, 0, 2, 29]]","[[36, 0, 2, 29]]"
186,1.3631323156776267,1.7160051570465131,2780.9877544476067,0.13811050763125593,"[[4, 0, 2, 29]]","[[6, 0, 2, 29]]"
187,1.330072307599197,1.7446640220428737,2765.0715885570253,0.13481484847331673,"[[4, 0, 2, 29]]","[[40, 0, 5, 29]]"
188,1.3048340676052577,1.772928564085282,2746.8712567211733,0.13230299710260246,"[[29, 0, 2, 29]]","[[6, 0, 2, 29]]"
189,1.2788879822262837,1.8077881764233283,2726.3903025403133,0.12972205252266125,"[[4, 0, 2, 29]]","[[6, 0, 2, 29]]"
190,1.2455873718727686,1.8349011514877969,2703.386626573626,0.12640758525909818,"[[4, 0, 2, 29]]","[[36, 0, 2, 29]]"
191,1.2203318127449032,1.86313089693305,2678.19222548306,0.1238994154149311,"[[29, 0, 2, 29]]","[[6, 0, 2, 29]]"
192,1.1939075144556561,1.8986650894538402,2650.762605144456,0.12127628976272113,"[[4, 0, 2, 29]]","[[6, 0, 5, 29]]"
193,1.1600722232781593,1.9258775503823637,2620.8716373224993,0.11791425695484523,"[[4, 0, 2, 29]]","[[36, 0, 9, 29]]"
194,1.134545768424872,1.954810347210188,2588.8511789476906,0.1153851897057451,"[[29, 0, 4, 29]]","[[6, 0, 2, 26]]"
195,1.1077862075362803,1.9838320337046218,2554.7376903489258,0.1127350030611243,"[[4, 0, 2, 29]]","[[40, 0, 2, 29]]"
196,1.0736904876001718,2.0128012242932103,2518.478628852403,0.10935358633169623,"[[4, 0, 2, 29]]","[[6, 0, 2, 26]]"
197,1.047957072454579,2.0485522259345177,2479.88349756244,0.10681111828951245,"[[38, 0, 4, 29]]","[[6, 0, 2, 29]]"
198,1.0209601465147577,2.0760632609359106,2439.252549335411,0.10414498290329123,"[[4, 0, 14, 29]]","[[36, 0, 2, 29]]"
199,0.9865982529420668,2.104676519525806,2396.6177187927397,0.10074522863470153,"[[2, 0, 2, 29]]","[[6, 0, 2, 26]]"
200,0.960717347569263,2.1333122818160466,2351.8552611579908,0.0981968123520263,"[[38, 0, 4, 29]]","[[40, 0, 2, 29]]"
