步数,AO(角度偏差),TA(目标角度),距离(m),奖励,动作_ego,动作_enm
22,0.008916252,3.130243396,3403.057605,0.002360461,"[[4, 33, 33, 0]]","[[13, 23, 11, 6]]"
23,0.008650046,3.129889968,3310.04232,0.002375103,"[[4, 19, 40, 0]]","[[13, 23, 11, 6]]"
24,0.006077526,3.131788304,3217.240619,0.002161397,"[[18, 10, 15, 0]]","[[13, 15, 40, 11]]"
25,0.004409238,3.134718037,3124.503611,0.002040666,"[[22, 13, 40, 0]]","[[23, 13, 32, 11]]"
26,0.002069648,3.1355127,3031.634803,0.001855696,"[[22, 13, 40, 0]]","[[27, 16, 40, 7]]"
27,0.000335089,3.137425448,2938.639409,0.001734398,"[[20, 34, 8, 0]]","[[13, 27, 40, 11]]"
28,0.001553889,3.141474459,2845.633509,0.00191185,"[[22, 10, 8, 0]]","[[4, 20, 40, 11]]"
29,0.002191116,3.137302539,2752.64869,0.002034884,"[[22, 10, 21, 0]]","[[27, 33, 32, 11]]"
30,0.002214919,3.140680294,2659.612924,0.002100758,"[[22, 9, 39, 0]]","[[27, 33, 32, 11]]"
31,0.001142513,3.138578878,2566.46746,0.002061696,"[[22, 18, 13, 0]]","[[27, 14, 32, 0]]"
32,0.000579898,3.137613693,2473.346574,0.002078725,"[[22, 37, 8, 0]]","[[6, 8, 39, 4]]"
33,0.002382249,3.139062693,2380.290949,0.002337926,"[[10, 28, 16, 0]]","[[4, 8, 39, 4]]"
34,0.002836841,3.138230186,2287.431482,0.002468587,"[[9, 33, 31, 0]]","[[23, 14, 40, 4]]"
35,0.00079872,3.13513216,2194.781359,0.002356966,"[[20, 10, 7, 0]]","[[31, 33, 32, 11]]"
36,0.000423978,3.136076629,2102.141776,0.002419793,"[[18, 9, 4, 0]]","[[36, 33, 32, 11]]"
37,0.004690302,3.135566587,2009.385279,0.002956116,"[[5, 3, 4, 0]]","[[22, 11, 15, 1]]"
38,0.013335041,3.137698493,1916.726841,0.003940758,"[[31, 33, 19, 0]]","[[5, 10, 17, 5]]"
39,0.017585597,3.141041602,1824.219605,0.004497956,"[[31, 33, 19, 0]]","[[5, 10, 17, 5]]"
40,0.018596894,3.1394122,1731.858905,0.004745095,"[[6, 33, 21, 0]]","[[27, 15, 32, 1]]"
41,0.021051263,3.138331962,1639.67006,0.005152662,"[[5, 9, 19, 0]]","[[33, 30, 32, 1]]"
42,0.027074642,3.137993172,1547.65988,0.005936062,"[[5, 20, 32, 0]]","[[33, 30, 14, 1]]"
43,0.038261995,3.13575597,1455.720319,0.007258567,"[[5, 33, 33, 0]]","[[16, 10, 14, 5]]"
44,0.050680529,3.138278619,1363.979169,0.008731112,"[[5, 33, 33, 0]]","[[5, 7, 14, 0]]"
45,0.06165984,3.14077336,1272.550013,0.010092018,"[[4, 4, 38, 0]]","[[16, 21, 14, 3]]"
46,0.078952838,3.139771265,1181.529413,0.012123508,"[[4, 4, 32, 3]]","[[11, 15, 25, 6]]"
47,0.102486181,3.138864875,1090.846592,0.014828016,"[[29, 0, 6, 26]]","[[18, 33, 32, 0]]"
48,0.127288213,3.134837109,1000.26499,0.017722504,"[[35, 0, 4, 9]]","[[31, 33, 32, 11]]"
49,0.158453817,3.13112686,909.646683,0.021335985,"[[24, 0, 4, 3]]","[[36, 33, 32, 11]]"
50,0.20271099,3.122020639,819.1716249,0.026367384,"[[11, 0, 4, 0]]","[[27, 11, 32, 11]]"
51,0.262374951,3.109561974,729.3896511,0.033083156,"[[11, 0, 4, 4]]","[[5, 11, 17, 0]]"
52,0.32252633,3.093317772,640.7619861,0.040043683,"[[31, 0, 4, 9]]","[[6, 21, 17, 5]]"
53,0.383043674,3.063321617,553.4728571,0.047321941,"[[31, 0, 4, 1]]","[[5, 11, 14, 1]]"
54,0.461905154,3.014316245,467.8749253,0.05685434,"[[11, 0, 4, 2]]","[[33, 20, 39, 1]]"
55,0.575698788,2.946287235,384.8941282,0.070526801,"[[11, 0, 4, 2]]","[[29, 30, 32, 8]]"
56,0.727106105,2.841032199,306.1307627,0.088990321,"[[40, 0, 4, 4]]","[[19, 15, 32, 8]]"
57,0.952254877,2.659104039,234.8696141,0.11642364,"[[11, 0, 4, 1]]","[[5, 15, 32, 0]]"
58,1.318086846,2.335562058,179.5762396,0.15949782,"[[11, 0, 4, 2]]","[[5, 15, 32, 0]]"
59,1.845704734,1.836123097,156.3097694,0.216354895,"[[31, 0, 4, 4]]","[[5, 15, 17, 0]]"
60,2.378728857,1.330269586,176.5039797,0.266041268,"[[6, 0, 4, 7]]","[[5, 20, 17, 0]]"
61,2.746918649,1.000271335,227.8043754,0.296544594,"[[6, 0, 19, 2]]","[[23, 0, 17, 4]]"
62,2.971885637,0.809363304,293.1591976,0.314186162,"[[27, 0, 15, 4]]","[[37, 30, 9, 17]]"
63,3.126584276,0.693696393,364.4538975,0.326340044,"[[6, 0, 36, 0]]","[[37, 18, 9, 17]]"
64,3.035619456,0.621087699,438.0765053,0.314949483,"[[6, 0, 36, 2]]","[[37, 15, 9, 16]]"
65,2.940573538,0.563953954,512.3767454,0.30379679,"[[0, 0, 15, 4]]","[[14, 0, 17, 3]]"
66,2.865527989,0.505539118,586.6396312,0.295061415,"[[0, 0, 24, 4]]","[[6, 0, 17, 3]]"
67,2.81106815,0.44587553,660.5627989,0.288664677,"[[27, 0, 15, 3]]","[[14, 0, 17, 3]]"
68,2.76044217,0.395401418,733.9865253,0.282847063,"[[0, 0, 24, 3]]","[[23, 0, 17, 3]]"
69,2.712353583,0.352525866,806.4097817,0.277428001,"[[27, 0, 24, 3]]","[[23, 0, 17, 3]]"
70,2.660259825,0.305817397,877.7663502,0.271715777,"[[0, 0, 24, 4]]","[[14, 0, 17, 3]]"
71,2.602039619,0.255940762,947.6633989,0.265474535,"[[4, 0, 36, 4]]","[[14, 0, 17, 3]]"
72,2.553357108,0.215690031,1015.971252,0.260252271,"[[27, 0, 24, 5]]","[[23, 0, 17, 3]]"
73,2.500359379,0.183740015,1082.804084,0.254649318,"[[0, 0, 14, 4]]","[[23, 6, 17, 3]]"
74,2.438382103,0.147498539,1147.775844,0.248190669,"[[0, 0, 24, 4]]","[[14, 0, 17, 3]]"
75,2.385842126,0.105862215,1210.779885,0.242710374,"[[27, 0, 15, 5]]","[[14, 0, 17, 3]]"
76,2.326323081,0.072345571,1271.990939,0.236560066,"[[0, 0, 14, 4]]","[[23, 0, 17, 3]]"
77,2.253590528,0.046336674,1331.093024,0.229112544,"[[0, 0, 24, 5]]","[[23, 6, 17, 3]]"
78,2.189030234,0.014703668,1388.039968,0.222502632,"[[27, 0, 15, 5]]","[[14, 0, 17, 3]]"
79,2.113576827,0.023624584,1442.932659,0.214820448,"[[0, 0, 14, 4]]","[[14, 0, 17, 3]]"
80,2.019746812,0.064425409,1495.418793,0.205315992,"[[4, 0, 17, 5]]","[[6, 0, 17, 22]]"
81,1.934028584,0.099360543,1545.568228,0.196635823,"[[38, 0, 15, 5]]","[[23, 0, 17, 22]]"
82,1.833911896,0.134464985,1593.655534,0.186526663,"[[0, 0, 14, 5]]","[[6, 0, 17, 16]]"
83,1.723758492,0.174369113,1639.270177,0.175424127,"[[29, 0, 17, 5]]","[[6, 0, 17, 16]]"
84,1.602011732,0.206794598,1682.538624,0.163171108,"[[4, 0, 14, 5]]","[[23, 0, 3, 16]]"
85,1.462141677,0.24000083,1723.209766,0.149114047,"[[0, 0, 14, 4]]","[[6, 0, 17, 16]]"
86,1.340556369,0.278324114,1761.195846,0.136893006,"[[29, 0, 15, 18]]","[[1, 0, 2, 27]]"
87,1.220288597,0.31370006,1796.720308,0.12481016,"[[0, 0, 36, 5]]","[[1, 0, 20, 16]]"
88,1.105754566,0.34535775,1829.560567,0.11330686,"[[33, 0, 13, 1]]","[[1, 0, 20, 16]]"
89,1.002145974,0.367749315,1859.969066,0.10290137,"[[0, 0, 13, 1]]","[[23, 3, 20, 16]]"
90,0.896263229,0.390597963,1887.80754,0.092273496,"[[0, 0, 13, 1]]","[[1, 3, 20, 20]]"
91,0.810576506,0.416807618,1912.997442,0.083669984,"[[27, 0, 13, 1]]","[[1, 3, 20, 20]]"
92,0.732972722,0.435576804,1935.829858,0.07587881,"[[0, 0, 13, 1]]","[[24, 3, 20, 20]]"
93,0.663028184,0.456113204,1956.251334,0.068857421,"[[39, 0, 13, 1]]","[[9, 3, 19, 20]]"
94,0.605583298,0.480598523,1974.222787,0.06308969,"[[0, 0, 13, 1]]","[[9, 3, 19, 20]]"
95,0.54680555,0.497753109,1989.501816,0.057192484,"[[0, 0, 13, 1]]","[[24, 3, 19, 9]]"
96,0.49761258,0.508468172,2002.418704,0.052256992,"[[39, 0, 13, 1]]","[[24, 3, 19, 9]]"
97,0.453562658,0.525343267,2013.330784,0.04783848,"[[0, 0, 4, 1]]","[[1, 3, 19, 9]]"
98,0.413491316,0.552675575,2021.773882,0.043820985,"[[39, 0, 13, 1]]","[[1, 3, 19, 9]]"
99,0.382112733,0.579206502,2027.664094,0.040675949,"[[0, 0, 4, 1]]","[[1, 3, 19, 9]]"
100,0.34801746,0.596440785,2030.940154,0.037262448,"[[0, 0, 4, 1]]","[[30, 3, 19, 9]]"
101,0.317682253,0.607118102,2032.047928,0.034227587,"[[39, 0, 13, 1]]","[[30, 3, 19, 9]]"
102,0.290203469,0.624142874,2031.370446,0.031480528,"[[0, 0, 4, 1]]","[[8, 3, 19, 9]]"
103,0.264499721,0.654599013,2028.470581,0.028913669,"[[39, 0, 7, 1]]","[[1, 3, 19, 9]]"
104,0.254633545,0.688053465,2023.229086,0.027933431,"[[39, 0, 4, 1]]","[[1, 3, 19, 9]]"
105,0.254321876,0.711577026,2015.822878,0.027911334,"[[7, 0, 34, 20]]","[[24, 3, 19, 9]]"
106,0.251281813,0.726696096,2006.440606,0.027618915,"[[7, 0, 34, 20]]","[[24, 3, 19, 9]]"
107,0.243065606,0.748528673,1995.238391,0.026811271,"[[35, 0, 34, 1]]","[[1, 3, 19, 9]]"
108,0.235001756,0.783249462,1982.059323,0.026021532,"[[0, 0, 4, 1]]","[[1, 3, 19, 9]]"
109,0.22039275,0.818178029,1966.601029,0.024580441,"[[0, 0, 4, 1]]","[[8, 3, 19, 9]]"
110,0.204213008,0.842430868,1949.103061,0.022985268,"[[39, 0, 13, 1]]","[[29, 3, 19, 9]]"
111,0.197464378,0.859618863,1930.141072,0.022335581,"[[39, 0, 13, 1]]","[[29, 3, 19, 9]]"
112,0.196470636,0.885746141,1909.960389,0.022263549,"[[4, 0, 4, 11]]","[[8, 3, 19, 9]]"
113,0.192316292,0.92988832,1888.044952,0.021878469,"[[4, 0, 34, 20]]","[[1, 3, 19, 9]]"
114,0.184394828,0.979815493,1863.982036,0.021120474,"[[29, 0, 34, 20]]","[[1, 1, 19, 9]]"
115,0.177473829,1.019150166,1837.965565,0.020466303,"[[4, 0, 13, 11]]","[[29, 1, 19, 9]]"
116,0.164700163,1.050596687,1810.538493,0.019230101,"[[4, 0, 13, 11]]","[[29, 1, 19, 9]]"
117,0.150389557,1.094533571,1781.90399,0.017843369,"[[39, 0, 13, 19]]","[[1, 1, 19, 9]]"
118,0.145104125,1.163671223,1751.594987,0.017363325,"[[39, 0, 13, 1]]","[[1, 0, 19, 9]]"
119,0.144874576,1.241790886,1719.280453,0.01739396,"[[8, 0, 6, 11]]","[[1, 1, 19, 9]]"
120,0.140519849,1.306639781,1685.19774,0.017017236,"[[4, 0, 20, 20]]","[[29, 1, 19, 9]]"
121,0.131861077,1.35947194,1649.927562,0.016214708,"[[29, 0, 13, 19]]","[[29, 1, 19, 9]]"
122,0.123801188,1.426635717,1613.653038,0.015476759,"[[8, 0, 15, 19]]","[[1, 0, 20, 9]]"
123,0.10963848,1.524574641,1576.03439,0.014134356,"[[5, 0, 15, 11]]","[[1, 0, 20, 9]]"
124,0.09404505,1.634294519,1536.659374,0.0126562,"[[39, 0, 15, 19]]","[[1, 0, 37, 9]]"
125,0.087127879,1.727981185,1495.56403,0.012053774,"[[39, 0, 15, 11]]","[[29, 1, 37, 9]]"
126,0.085171661,1.801460221,1453.246396,0.011955373,"[[8, 8, 4, 14]]","[[29, 1, 37, 9]]"
127,0.080335928,1.8836915,1410.056924,0.011577036,"[[8, 15, 31, 29]]","[[1, 0, 7, 9]]"
128,0.06884601,1.994039889,1365.642711,0.010543202,"[[0, 0, 32, 1]]","[[1, 0, 7, 29]]"
129,0.047055298,2.111154608,1319.693516,0.00849142,"[[0, 0, 28, 1]]","[[5, 0, 15, 9]]"
130,0.013881106,2.210458124,1272.366885,0.005314709,"[[0, 0, 28, 1]]","[[29, 0, 15, 9]]"
131,0.017387652,2.28605262,1223.979429,0.005820466,"[[27, 22, 15, 1]]","[[29, 0, 15, 9]]"
132,0.04364342,2.364307117,1174.347349,0.008618404,"[[15, 15, 15, 28]]","[[5, 0, 15, 29]]"
133,0.066368282,2.452374348,1122.910823,0.01108558,"[[15, 15, 15, 28]]","[[16, 0, 7, 29]]"
134,0.081438631,2.521502986,1069.582194,0.012814219,"[[15, 15, 15, 28]]","[[25, 0, 17, 29]]"
135,0.094085629,2.585795412,1014.493344,0.014332278,"[[15, 15, 15, 28]]","[[16, 0, 15, 29]]"
136,0.108568836,2.656035589,957.3331235,0.016074276,"[[15, 1, 15, 28]]","[[16, 0, 15, 29]]"
137,0.131906398,2.713133092,898.2055909,0.018751103,"[[15, 3, 15, 28]]","[[25, 0, 4, 29]]"
138,0.156364684,2.758137099,837.3468256,0.021600587,"[[20, 3, 15, 28]]","[[25, 0, 17, 29]]"
139,0.186097457,2.804437017,774.6148582,0.025056244,"[[20, 3, 15, 28]]","[[16, 0, 15, 29]]"
140,0.229153215,2.848078031,709.9430072,0.029948234,"[[15, 3, 15, 28]]","[[29, 0, 15, 29]]"
141,0.273081246,2.881231013,643.7138681,0.035063503,"[[30, 3, 15, 28]]","[[25, 0, 15, 29]]"
142,0.321941585,2.913508608,575.9707344,0.040860109,"[[6, 3, 15, 28]]","[[16, 0, 7, 29]]"
143,0.386698766,2.953715938,506.860758,0.048515095,"[[6, 1, 15, 28]]","[[16, 0, 7, 29]]"
144,0.451202894,2.999803357,436.7367629,0.056542679,"[[30, 3, 15, 28]]","[[25, 0, 7, 29]]"
145,0.530095164,3.055917638,365.9748618,0.066634428,"[[6, 0, 15, 28]]","[[16, 0, 7, 29]]"
146,0.639247753,3.135144592,295.3110059,0.080798938,"[[6, 0, 15, 28]]","[[25, 0, 3, 29]]"
147,0.783564841,3.031762746,226.1917294,0.100364328,"[[30, 3, 15, 28]]","[[25, 0, 6, 4]]"
148,1.010643701,2.826982607,161.446353,0.131843762,"[[30, 3, 15, 28]]","[[25, 0, 7, 29]]"
149,1.467921452,2.400800217,110.5415761,0.19161848,"[[6, 0, 15, 28]]","[[16, 0, 7, 29]]"
150,2.249769656,1.664833414,100.3804951,0.274296117,"[[6, 0, 15, 11]]","[[25, 0, 7, 4]]"
151,2.853623884,1.114537568,140.5915655,0.320675226,"[[1, 0, 15, 28]]","[[16, 0, 7, 4]]"
152,3.129795426,0.853189829,202.9793002,0.337491834,"[[30, 0, 15, 28]]","[[3, 0, 35, 1]]"
153,2.959679314,0.707609977,272.7773212,0.314230949,"[[11, 0, 17, 29]]","[[3, 0, 35, 1]]"
154,2.849104399,0.605978096,345.522205,0.29933953,"[[30, 0, 12, 7]]","[[3, 0, 35, 4]]"
155,2.766781621,0.523985543,419.6682739,0.288564012,"[[11, 0, 12, 7]]","[[5, 0, 36, 4]]"
156,2.695905833,0.461751037,494.2688609,0.27968611,"[[11, 0, 17, 7]]","[[37, 0, 17, 4]]"
157,2.643814662,0.417521657,568.7794515,0.273156791,"[[27, 0, 12, 0]]","[[37, 0, 17, 4]]"
158,2.595744993,0.373614733,643.1559248,0.267336595,"[[11, 0, 2, 29]]","[[23, 0, 17, 4]]"
159,2.547095934,0.332725232,717.131821,0.261672103,"[[11, 0, 2, 7]]","[[23, 0, 17, 4]]"
160,2.509351967,0.296338012,790.5879865,0.257251614,"[[38, 0, 2, 29]]","[[23, 0, 17, 4]]"
161,2.47219195,0.264658278,863.6533828,0.253001859,"[[11, 0, 2, 29]]","[[23, 0, 17, 4]]"
162,2.436468746,0.231692149,936.0489577,0.248982775,"[[33, 0, 2, 29]]","[[17, 0, 17, 4]]"
163,2.400535091,0.199146889,1007.798633,0.2450099,"[[11, 0, 2, 29]]","[[17, 0, 17, 4]]"
164,2.35908974,0.173591732,1078.583841,0.240540388,"[[11, 0, 2, 29]]","[[23, 0, 17, 4]]"
165,2.32648832,0.150871307,1148.362199,0.236999071,"[[33, 0, 2, 29]]","[[23, 0, 17, 4]]"
166,2.293021162,0.124210352,1217.317485,0.233406137,"[[11, 0, 2, 29]]","[[17, 0, 17, 25]]"
167,2.25331125,0.096946133,1285.154732,0.229218682,"[[11, 0, 2, 29]]","[[17, 0, 17, 25]]"
168,2.222214445,0.06938166,1351.8335,0.225917391,"[[33, 0, 2, 29]]","[[17, 0, 17, 25]]"
169,2.189734141,0.047564804,1417.480611,0.222498313,"[[6, 0, 2, 29]]","[[23, 0, 17, 4]]"
170,2.150267057,0.022716279,1481.776635,0.218398758,"[[4, 0, 2, 29]]","[[17, 0, 17, 25]]"
171,2.119208464,0.005915889,1544.662513,0.215155705,"[[33, 0, 2, 29]]","[[17, 0, 17, 25]]"
172,2.086720004,0.040589056,1606.313022,0.211782782,"[[4, 0, 2, 29]]","[[3, 0, 11, 29]]"
173,2.047458323,0.081509737,1666.319726,0.207744657,"[[4, 0, 2, 29]]","[[4, 0, 17, 29]]"
174,2.016783395,0.114587112,1724.737278,0.204575652,"[[33, 0, 2, 29]]","[[23, 0, 17, 21]]"
175,1.984612666,0.13677921,1781.96439,0.201265585,"[[4, 0, 2, 29]]","[[23, 0, 17, 21]]"
176,1.9451514,0.166710861,1837.677241,0.197234486,"[[4, 0, 2, 29]]","[[3, 0, 15, 21]]"
177,1.914200802,0.208347001,1891.619045,0.194061922,"[[33, 0, 2, 29]]","[[3, 0, 15, 21]]"
178,1.882149197,0.242598757,1943.989606,0.190785627,"[[4, 0, 2, 29]]","[[36, 0, 15, 21]]"
179,1.842911681,0.277077633,1994.614771,0.186796662,"[[4, 0, 2, 29]]","[[3, 0, 15, 21]]"
180,1.81219373,0.317652992,2043.310671,0.183665185,"[[33, 0, 2, 29]]","[[3, 0, 15, 21]]"
181,1.780478656,0.349276899,2090.371227,0.180438642,"[[4, 0, 2, 29]]","[[36, 0, 17, 21]]"
182,1.741569664,0.381969314,2135.638272,0.176497091,"[[4, 0, 2, 29]]","[[6, 0, 15, 21]]"
183,1.711102744,0.420978357,2178.903286,0.173403954,"[[33, 0, 2, 29]]","[[5, 0, 15, 21]]"
184,1.679830702,0.450808576,2220.466132,0.170233836,"[[4, 0, 2, 29]]","[[36, 0, 17, 21]]"
185,1.641449664,0.481913532,2260.191438,0.16635619,"[[6, 0, 2, 29]]","[[6, 0, 5, 21]]"
186,1.611401786,0.519236513,2297.853987,0.163315175,"[[33, 0, 2, 29]]","[[5, 0, 5, 21]]"
187,1.580770231,0.547217813,2333.758512,0.160218572,"[[4, 0, 2, 29]]","[[31, 0, 6, 21]]"
188,1.543158028,0.576687673,2367.791866,0.156426583,"[[6, 0, 2, 29]]","[[6, 0, 5, 21]]"
189,1.513712864,0.612345929,2399.711436,0.153454002,"[[33, 0, 2, 29]]","[[1, 0, 5, 21]]"
190,1.4838823,0.638718297,2429.820936,0.150445148,"[[6, 0, 2, 29]]","[[31, 0, 5, 21]]"
191,1.447191149,0.666762415,2458.029942,0.146752437,"[[6, 0, 2, 29]]","[[1, 0, 5, 21]]"
192,1.418454653,0.701033916,2484.080169,0.143857473,"[[33, 0, 2, 29]]","[[1, 0, 5, 21]]"
193,1.389480557,0.726172345,2508.271346,0.140940666,"[[6, 0, 2, 29]]","[[31, 0, 13, 21]]"
194,1.353750861,0.753132384,2530.537713,0.13735017,"[[6, 0, 2, 29]]","[[1, 0, 5, 21]]"
195,1.325750495,0.786423699,2550.607692,0.134534598,"[[38, 0, 2, 29]]","[[1, 0, 5, 21]]"
196,1.297613613,0.810735423,2568.775101,0.131707057,"[[6, 0, 1, 29]]","[[31, 0, 13, 21]]"
197,1.262807699,0.83706307,2584.999474,0.128214258,"[[6, 0, 2, 29]]","[[1, 0, 13, 21]]"
198,1.235503866,0.869885355,2598.996744,0.125473466,"[[38, 0, 2, 29]]","[[1, 0, 13, 21]]"
199,1.208125507,0.893861938,2611.052286,0.122726754,"[[6, 0, 1, 29]]","[[29, 0, 13, 21]]"
200,1.1741329,0.920037994,2621.152129,0.119320121,"[[6, 0, 2, 29]]","[[1, 0, 13, 21]]"
201,1.147425643,0.95291397,2629.001073,0.116643704,"[[38, 0, 2, 29]]","[[1, 0, 13, 21]]"
202,1.120664673,0.977047353,2634.874133,0.113963371,"[[4, 0, 1, 29]]","[[29, 0, 13, 21]]"
203,1.087309338,1.003605016,2638.78408,0.110625028,"[[6, 0, 2, 29]]","[[1, 0, 13, 21]]"
204,1.061038577,1.030796112,2640.511061,0.107996714,"[[38, 0, 2, 29]]","[[29, 0, 13, 21]]"
205,1.034702033,1.060028431,2640.438191,0.105363111,"[[4, 0, 1, 29]]","[[1, 0, 13, 21]]"
206,1.001833839,1.096296077,2638.03581,0.102078015,"[[4, 0, 2, 29]]","[[1, 0, 13, 21]]"
207,0.975928847,1.123852078,2633.371241,0.099490871,"[[38, 0, 2, 29]]","[[29, 0, 6, 21]]"
208,0.949929979,1.153198549,2626.932539,0.096895634,"[[4, 0, 1, 29]]","[[1, 0, 17, 21]]"
209,0.917346201,1.18295239,2618.287554,0.093643536,"[[4, 0, 2, 29]]","[[29, 0, 6, 21]]"
210,0.89162399,1.214099742,2607.65359,0.091079097,"[[38, 0, 2, 29]]","[[5, 0, 17, 21]]"
211,0.865810519,1.252320066,2594.917942,0.088507153,"[[4, 0, 1, 29]]","[[1, 0, 17, 21]]"
212,0.833375089,1.281941752,2579.948465,0.085274781,"[[4, 0, 2, 29]]","[[29, 0, 6, 21]]"
213,0.807750055,1.3131086,2563.063064,0.082725036,"[[38, 0, 2, 29]]","[[5, 0, 17, 21]]"
214,0.781954757,1.34444271,2544.203146,0.080159955,"[[4, 0, 1, 29]]","[[29, 0, 17, 21]]"
215,0.749481951,1.376296181,2523.433685,0.076928837,"[[6, 0, 2, 29]]","[[5, 0, 17, 21]]"
216,0.723848426,1.415128203,2500.493581,0.074383648,"[[38, 0, 2, 29]]","[[5, 0, 17, 21]]"
217,0.697986622,1.44553184,2475.574705,0.07181758,"[[4, 0, 1, 29]]","[[29, 0, 6, 21]]"
218,0.665376214,1.476970254,2448.853243,0.06857856,"[[6, 0, 2, 29]]","[[5, 0, 17, 21]]"
219,0.63961862,1.50840394,2420.134692,0.066027009,"[[38, 0, 2, 29]]","[[29, 0, 17, 21]]"
220,0.613582172,1.539286987,2389.777464,0.063449587,"[[4, 0, 1, 29]]","[[5, 0, 17, 21]]"
221,0.58074321,1.576785669,2357.428395,0.060194377,"[[6, 0, 2, 29]]","[[5, 0, 15, 21]]"
222,0.547741679,1.60651486,2323.116484,0.056925523,"[[6, 0, 2, 29]]","[[29, 0, 6, 21]]"
223,0.521657082,1.636757784,2287.173083,0.054350858,"[[33, 0, 2, 29]]","[[5, 0, 17, 21]]"
224,0.493846094,1.674138458,2249.396061,0.051606441,"[[2, 0, 15, 29]]","[[5, 0, 17, 21]]"
225,0.45851318,1.703763265,2209.743085,0.048113001,"[[6, 0, 2, 29]]","[[29, 0, 6, 21]]"
226,0.430944269,1.73422346,2168.526141,0.045399078,"[[33, 0, 2, 29]]","[[5, 0, 17, 21]]"
227,0.402411861,1.771840079,2125.536365,0.042592427,"[[1, 0, 22, 29]]","[[5, 0, 17, 21]]"
228,0.366696916,1.801663729,2080.781224,0.039071481,"[[6, 0, 2, 29]]","[[29, 0, 17, 21]]"
229,0.331746407,1.832516827,2034.551542,0.035630977,"[[11, 0, 17, 28]]","[[5, 0, 17, 29]]"
230,0.304674029,1.870399596,1986.608465,0.032982989,"[[29, 0, 2, 28]]","[[5, 0, 17, 21]]"
231,0.275547138,1.900434965,1937.052193,0.030134624,"[[9, 0, 15, 28]]","[[29, 0, 17, 21]]"
232,0.238818957,1.931505589,1886.141656,0.026531405,"[[6, 0, 17, 28]]","[[1, 0, 17, 29]]"
233,0.21021059,1.96971408,1833.643418,0.023746384,"[[29, 0, 17, 28]]","[[1, 0, 17, 21]]"
234,0.179925294,2.000197467,1779.64279,0.020800504,"[[6, 0, 15, 28]]","[[29, 0, 17, 21]]"
235,0.142273012,2.03181707,1724.418673,0.017125149,"[[6, 0, 15, 28]]","[[1, 0, 17, 29]]"
236,0.113669171,2.063393424,1667.881721,0.014362935,"[[29, 1, 15, 6]]","[[29, 0, 17, 29]]"
237,0.083223931,2.093571139,1610.242476,0.011425588,"[[6, 0, 15, 28]]","[[5, 0, 17, 29]]"
238,0.046030529,2.130085539,1551.385359,0.007823903,"[[6, 1, 15, 6]]","[[5, 0, 15, 21]]"
239,0.017221992,2.160116618,1491.48259,0.005072322,"[[27, 1, 15, 6]]","[[29, 0, 17, 21]]"
