Time_s,Agent_ID,X_m,Y_m,Z_m,Altitude_m,Velocity_m_s,Heading_deg,Status
0.0,A0100,-44535.42003879085,0.0018400815533823334,5940.824340886076,6096.026767946193,364.7487106846386,0.012770833577811816,ALIVE
0.0,A0200,-44535.38072741892,558.5234252553819,5940.73525074668,6095.961775783155,364.6781389899603,0.017239365137697818,ALIVE
0.0,B0100,44538.13641808201,-0.0009094861106859753,5940.778427235247,6095.993541984398,364.52079674007547,180.00006336813982,ALIVE
0.0,B0200,44538.17855247558,545.0026437104225,5940.860014378595,6096.0986240786615,364.56791007315564,180.00006795002287,ALIVE
0.2,A0100,-44462.57119860259,0.011405232547986088,5941.3795095753485,6096.0745945667895,363.75135229965883,0.013568629452061286,ALIVE
0.2,A0200,-44462.543645765174,558.5205823450233,5940.914140301364,6095.633414395416,363.51353380336906,359.9812113254779,ALIVE
0.2,B0100,44465.34395791784,-0.0035639232555695344,5941.023423257255,6095.731595393837,363.2162483791311,180.0002610939173,ALIVE
0.2,B0200,44465.387263970275,545.0111060320814,5941.787248400822,6096.518907370806,363.35198208400556,180.00029294137425,ALIVE
0.4,A0100,-44389.91993701726,0.03459416049736319,5941.90660655972,6096.096553362259,362.76507683051807,0.013424853702176942,ALIVE
0.4,A0200,-44389.92907451552,558.5151187173469,5940.58677342354,6094.801184639874,362.345038481882,359.9228551245925,ALIVE
0.4,B0100,44392.800906214834,-0.007860874284233432,5940.789176968166,6094.99297989716,361.90848972770425,180.0005577796841,ALIVE
0.4,B0200,44392.84594971417,545.0178889282925,5943.151685421366,6097.378948819015,362.10488540340407,180.00066013609006,ALIVE
0.6000000000000001,A0100,-44317.46381612228,0.07705255716791726,5942.382968091581,6096.069957477012,361.79366725929054,0.013343399190785884,ALIVE
0.6000000000000001,A0200,-44317.54436505532,558.4955944780268,5939.6634379279385,6093.37541877595,361.2071335264803,359.8460636801173,ALIVE
0.6000000000000001,B0100,44320.5143230649,-0.013706372414162615,5939.986231401774,6093.688281039334,360.6312039430862,180.00092918982574,ALIVE
0.6000000000000001,B0200,44320.56362288995,545.0230427956994,5944.998728440969,6098.724204437765,360.8514466621356,180.0011567930942,ALIVE
0.8,A0100,-44245.19977728813,0.14409227663782076,5942.79828318929,6095.984468344474,360.83972811138347,0.013699652617013178,ALIVE
0.8,A0200,-44245.3918168699,558.45041291085,5938.109868734031,6091.321859502635,360.10634356318343,359.75116166615953,ALIVE
0.8,B0100,44248.48609550594,-0.021015222488131258,5938.580338828706,6091.783256143051,359.3914983336296,180.00135467084382,ALIVE
0.8,B0200,44248.54543118231,545.0265941350208,5947.342557941094,6100.568881342703,359.60068195492994,180.00177280660276,ALIVE
1.0,A0100,-44173.124172804186,0.24082639324115007,5943.147548712919,6095.8350511963345,359.9061364806694,0.01478875813781362,ALIVE
1.0,A0200,-44173.471296398886,558.3683788035742,5935.914986096701,6088.629417431635,359.04507435789657,359.63833015521624,ALIVE
1.0,B0100,44176.71548044484,-0.029710335225900053,5936.559907137649,6089.266299362397,358.1928218457099,180.00181654774013,ALIVE
1.0,B0200,44176.79439108027,545.0285507599365,5950.1847442860635,6102.9145618965895,358.3580533929611,180.00250047756757,ALIVE
1.2000000000000002,A0100,-44101.232691535406,0.3722085867593705,5943.428008246872,6095.618913539753,358.99642111819423,0.016900804022684065,ALIVE
