Time_s,Agent_ID,X_m,Y_m,Z_m,Velocity_m_s,Heading_deg,Altitude_m,Status
6.6000000000000005,B0100,42240.247521496305,-0.641360181140044,5645.286049296719,347.9174267294184,180.00143385285614,5784.904848718018,ALIVE
6.6000000000000005,B0200,42224.076935702404,544.3112380064103,6075.383570439113,343.29440312454295,180.04717152083836,6214.909247788892,ALIVE
6.800000000000001,A0100,-42050.153910429784,-0.8946712582510372,5781.777938704898,374.4418152458563,359.7623286562072,5920.145241563201,ALIVE
6.800000000000001,A0200,-42069.8416766735,560.1438755083327,5786.3364012554175,368.77150431843734,359.91467865527375,5924.85771383695,ALIVE
6.800000000000001,B0100,42173.15628737972,-0.6673190782094025,5626.552092158057,348.15261434753137,180.00398718776708,5765.728140864596,ALIVE
6.800000000000001,B0200,42155.86042078719,544.2490578376837,6082.819811670706,342.90103069970155,180.0497340570122,6221.894939246428,ALIVE
7.0,A0100,-41975.78600614647,-0.843677193934127,5772.406120281348,375.0854696566667,359.66503562408883,5910.284639098782,ALIVE
7.0,A0200,-41996.61072280286,560.4126651145598,5777.06149558158,369.28467005346255,0.062415595234256514,5915.101289706552,ALIVE
7.0,B0100,42106.20985800608,-0.693176910330294,5607.276839981238,348.1583316365763,180.0022318129487,5746.01180572958,ALIVE
7.0,B0200,42087.74287005305,544.1835605159104,6090.435403750311,342.5075199029386,180.0523772266297,6229.061358395523,ALIVE
7.2,A0100,-41901.3090278038,-0.6604541986853292,5762.812481778041,375.7481704707563,359.7854702517538,5900.202370143289,ALIVE
7.2,A0200,-41923.31339084722,560.7016954345818,5767.457224684082,369.79869342142445,0.3430664843786637,5905.015911596498,ALIVE
7.2,B0100,42039.43280965121,-0.7184976219614327,5587.377260308309,348.1093166697142,179.999048696109,5725.672969696882,ALIVE
7.2,B0200,42019.72465902169,544.1146507151279,6098.228807897038,342.1138911283118,180.0551030767887,6236.406965816832,ALIVE
7.4,A0100,-41826.737928026116,-0.37572721541073406,5752.898178878562,376.37253906997324,0.18714983305746727,5889.799694158736,ALIVE
7.4,A0200,-41849.952976601206,560.9603000939787,5757.54969816258,370.29173583961904,0.669688028781689,5894.627707909442,ALIVE
7.4,B0100,41972.87896365869,-0.7425869799990323,5566.725679743791,348.08677240719044,179.99643281714353,5704.584310246521,ALIVE
7.4,B0200,41951.80614825281,544.042230855277,6106.198482076325,341.72016437817524,180.05791371669363,6243.93021873116,ALIVE
7.6000000000000005,A0100,-41752.08571149947,-0.06471887670340948,5742.657068155508,376.9717631899194,0.6671351451092052,5879.070556065273,ALIVE
7.6000000000000005,A0200,-41776.52996002996,561.1832369768927,5747.3955859865,370.77314287809037,0.8925686392899966,5883.993352183503,ALIVE
7.6000000000000005,B0100,41906.54821098205,-0.7653794628586184,5545.329445569721,348.38323992383323,179.99928061885555,5682.753166680014,ALIVE
7.6000000000000005,B0200,41883.98768345786,543.9662010424854,6114.342881188106,341.32635927534017,180.06081131889738,6251.6295711777275,ALIVE
7.800000000000001,A0100,-41677.356998455674,0.26159829735115636,5732.1300713881465,377.5657180793855,0.9042361071113121,5868.055909678987,ALIVE
7.800000000000001,A0200,-41703.045215531776,561.4166319137148,5737.029948056092,371.248634127967,0.9031275205368937,5873.147915423656,ALIVE
7.800000000000001,B0100,41840.36779536016,-0.7878590966083721,5523.4031842521,348.4514769857882,179.99694563645616,5660.393677366456,ALIVE
7.800000000000001,B0200,41816.26959561836,543.8864590073626,6122.66045728025,340.9324950727845,180.0637981206724,6259.503474245811,ALIVE
8.0,A0100,-41602.55742839211,0.6345892288918549,5721.3053156652895,378.1668863083619,0.7785962241247659,5856.743921685559,ALIVE
8.0,A0200,-41629.503650124796,561.7175205807289,5726.43280953083,371.72373035117994,0.7083809872695961,5862.071462280142,ALIVE
8.0,B0100,41774.36815932241,-0.8094900298074208,5500.8588702069865,348.4639703067353,179.99298983836601,5637.418012870574,ALIVE
8.0,B0200,41748.65220108695,543.8029000423794,6131.149659755669,340.53859066226715,180.06687642551597,6267.550376264361,ALIVE
8.200000000000001,A0100,-41527.6911886491,1.0270669238379924,5710.126060888157,378.79406496056674,0.4615646124224541,5845.077882829571,ALIVE
8.200000000000001,A0200,-41555.91204272027,562.1024162652502,5715.543261908671,372.2092355709377,0.42521241401941867,5850.703132994619,ALIVE
8.200000000000001,B0100,41708.609565155784,-0.8294572776012501,5477.568644089679,348.501020040298,179.9897194514209,5613.69870422988,ALIVE
8.200000000000001,B0200,41681.13580169971,543.7154169285695,6139.8089355517,340.1446645824084,180.07004860478435,6275.768723005253,ALIVE
8.4,A0100,-41452.747281338874,1.3444441324863874,5698.598774734837,379.4612607327831,0.17439857831208072,5833.064191546324,ALIVE
8.4,A0200,-41482.27261770262,562.5293099979172,5704.310333627087,372.7107169476,0.19392410998161208,5838.991969511765,ALIVE
8.4,B0100,41643.1214073959,-0.8473460259156127,5453.4835613621435,348.5633766140706,179.98663746401374,5589.186991951257,ALIVE
8.4,B0200,41613.720684906686,543.6238998752906,6148.636729360498,339.7507350264684,180.07331709944907,6284.156957877454,ALIVE
8.6,A0100,-41377.70546723024,1.540213714401034,5686.829934382131,380.12001515491426,359.9611464304693,5820.809194348043,ALIVE
8.6,A0200,-41408.58484145206,562.9289375261251,5692.736329705438,373.19120209974915,0.07478780726035263,5826.940268837768,ALIVE
8.6,B0100,41577.91980341952,-0.8629034260357002,5428.585389212716,348.6479867480203,179.98353211581005,5563.8647400414175,ALIVE
8.6,B0200,41546.40712387177,543.5282364448449,6157.631483786487,339.35681984992743,180.07668442196808,6292.713522115508,ALIVE
