Time_s,Agent_ID,X_m,Y_m,Z_m,Altitude_m,Status
38.800000000000004,A0200,-30677.159001981287,205.38053287721596,1179.427718929228,1253.1266006051392,ALIVE
38.800000000000004,B0200,32912.833089862834,156.30212699599542,9126.497419225352,9211.219857735408,ALIVE
39.0,A0100,-29276.04964305174,198.28997988999072,871.5419960003783,938.6658555251331,ALIVE
39.0,A0200,-30612.597027715037,205.56126127456992,1135.0421884505413,1208.431718344009,ALIVE
39.0,B0200,32863.83363591578,144.7228107707797,9146.876094198473,9231.345924781948,ALIVE
39.2,A0100,-29195.717992367914,200.55741372094053,822.227352214406,888.983952447018,ALIVE
39.2,A0200,-30548.281689947402,205.682947407362,1090.33628944679,1163.418297879383,ALIVE
39.2,B0200,32814.91196767935,132.83572791241204,9167.080360484166,9251.298376373139,ALIVE
39.400000000000006,A0100,-29115.39499864193,202.74776516532438,772.8961689443386,839.2865529662669,ALIVE
39.400000000000006,A0200,-30484.20828366675,205.7243295604476,1045.3149780799504,1118.091264707762,ALIVE
39.400000000000006,B0200,32766.065810314543,120.63701431925983,9187.0996600237,9271.066642761023,ALIVE
39.6,A0100,-29035.16014173767,205.06478842752222,723.4290057960097,789.454585526383,ALIVE
39.6,A0200,-30420.370882696807,205.66461434124176,999.9848737350167,1072.4572019438535,ALIVE
39.6,B0200,32717.292772542864,108.12314897517354,9206.923139906594,9290.6398589043,ALIVE
39.800000000000004,A0100,-28954.97439706982,207.46265350166505,673.8486767539762,739.5106822295309,ALIVE
39.800000000000004,A0200,-30356.762370274322,205.48370787785643,954.3542462367022,1026.5243377486647,ALIVE
39.800000000000004,B0200,32668.59034570054,95.29098169157987,9226.539668727082,9310.006880815674,ALIVE
40.0,A0100,-28874.880563185987,210.12916982231582,624.0630257801749,689.3628859626979,ALIVE
40.0,A0200,-30293.374487157147,205.16244339795412,908.4329741511065,980.3025039428115,ALIVE
40.0,B0200,32619.95590361172,82.13776063899058,9245.937856362381,9329.156305359873,ALIVE
40.2,A0100,-28794.94974535072,212.87098199817956,573.935971208406,638.8754275807589,ALIVE
40.2,A0200,-30230.19789611817,204.6827989634494,862.2324761774235,933.8030677546442,ALIVE
40.2,B0200,32571.38670335403,68.66115907887252,9265.106077248925,9348.076493514865,ALIVE
