Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Destroy_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Min_Distance_to_Target_km,Final_Status
B1001,B0100,A0100,42.2,117.0,74.8,953.5167811007764,600.4841011742371,44.96754228140313,11.006118777814665,ACTIVE
B1002,B0100,A0100,52.2,126.80000000000001,74.60000000000001,937.0204663262399,589.1368746153747,43.997897245847774,12.318633227846885,ACTIVE
A1001,A0100,B0100,59.0,106.80000000000001,47.80000000000001,1058.5248491967923,747.9146444233933,35.80768998579519,0.19776284279198575,ACTIVE
A1002,A0100,B0100,61.0,106.80000000000001,45.80000000000001,1059.2362742144487,758.5369506403479,34.7971276136654,0.5146433760211231,ACTIVE
B2001,B0200,A0100,74.2,149.0,74.8,954.7476618558102,628.5416946462391,47.06432914186155,9.537311263737216,ACTIVE
A2001,A0200,B0100,76.60000000000001,106.80000000000001,30.200000000000003,1110.2367241543873,848.3300792573629,25.674647203391626,12.566234985441731,ACTIVE
A2002,A0200,B0100,77.2,106.80000000000001,29.60000000000001,1110.2367241543873,856.6831698785829,25.409950684495726,12.566234985441731,ACTIVE
B2002,B0200,A0100,84.2,158.8,74.60000000000001,970.3731561241268,653.0377497467556,48.76702528493399,7.067214665611761,ACTIVE
