Time_s,Agent_ID,Missile_Type,Remaining_Count,Launched,Side,Data_Type,Missile_ID,Launcher_ID,Type,Status,X_m,Y_m,Z_m,Velocity_m_s,Target_ID,Distance_to_Target_km
113.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,6947.876587728839,756.5783647970674,7005.167543942326,523.804800355249,A0200,23.703604587094908
113.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,6846.847261942953,724.4008719831193,7008.189221182581,538.1062419547675,A0200,23.59209002395717
113.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,6742.938967768217,691.8581431793007,7011.227151879305,552.3456496612152,A0200,23.477775380259917
113.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,6636.16389954897,658.9613725778103,7014.280861206419,566.5218725760474,A0200,23.360693746238827
114.0,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,6526.534479954116,625.7214876334385,7017.3499109028635,580.6337797470272,A0200,23.240993983207254
114.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,6414.06335488741,592.149175349037,7020.433911659197,594.6802568486236,A0200,23.11884608785337
114.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,6298.763388803143,558.254905194704,7023.532531588007,608.660209032051,A0200,22.994417436326138
114.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,6180.647660324723,524.0489470611652,7026.645497987059,622.5725634160366,A0200,22.86785206870409
114.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,6059.729457976554,489.54138534583416,7029.772594463669,636.4162711375807,A0200,22.739253036749936
115.0,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,5936.022275885897,454.742130368356,7032.9136553286,650.1903083857256,A0200,22.608686747049852
115.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,5809.539809374113,419.6609284801663,7036.068559136327,663.893676348981,A0200,22.476196000821034
115.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,5680.295950435213,384.3073717283191,7039.237222507038,677.5254006472135,A0200,22.3418096276583
115.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,5548.3047831340455,348.69090739952117,7042.419594663806,691.0845306061536,A0200,22.205548538040663
115.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,5413.580578962825,312.8208475165802,7045.6156524218795,704.5701385150304,A0200,22.06742965397086
116.0,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,5276.137792194271,276.70637795357493,7048.825395467382,717.9813197510178,A0200,21.92746827736862
116.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,5135.991055223003,240.35656679524772,7052.0488419559,731.3171929927595,A0200,21.785676824932786
