Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Destroy_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Min_Distance_to_Target_km,Final_Status
B1001,B0100,A0100,42.2,102.0,59.8,976.488828748234,663.1786574269622,39.70544000067711,0.08740190187798308,ACTIVE
B1002,B0100,A0100,52.2,102.0,49.8,946.4448092060758,647.9520301142344,32.31060626316823,4.982424961610892,ACTIVE
A1001,A0100,B0100,59.0,61.0,2.0,523.966245241354,436.707549593934,0.8718708964049843,48.49689071049024,ACTIVE
A1002,A0100,B0100,61.0,61.0,0.0,368.8215048689328,368.8215048689328,0.0,48.69476706972844,ACTIVE
