Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Destroy_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Min_Distance_to_Target_km,Final_Status
B1001,B0100,A0100,59.0,121.0,62.0,921.7185837030421,633.1628800918018,39.30812250628697,0.1013306736669674,ACTIVE
B1002,B0100,A0100,69.0,121.0,52.0,938.7565959416581,681.6756877689646,35.49839700063828,5.568535772389716,ACTIVE
