Time_s,Missile_ID,Launcher_ID,Type,Status,X_m,Y_m,Z_m,Velocity_m_s,Target_ID,Distance_to_Target_km
61.0,A1001,A0100,AIM-120C-7,ACTIVE,-23448.18517573415,313.5871437641285,6154.582124461018,394.83586960727473,B0100,46.74321128012891
61.2,A1001,A0100,AIM-120C-7,ACTIVE,-23364.185981558538,314.3250708046285,6155.173237888769,449.95745670429955,B0100,46.590528480492694
61.400000000000006,A1001,A0100,AIM-120C-7,ACTIVE,-23269.076613127476,315.16321501993514,6155.827756273848,506.0260810650653,B0100,46.42674839156198
61.6,A1001,A0100,AIM-120C-7,ACTIVE,-23162.66629807717,316.10370093433494,6156.545402067112,563.0551429605788,B0100,46.25166331570497
61.800000000000004,A1001,A0100,AIM-120C-7,ACTIVE,-23044.7619375032,317.14864536242726,6157.326172129862,621.0556533949235,B0100,46.06509667984038
62.0,A1001,A0100,AIM-120C-7,ACTIVE,-22915.16829350801,318.30018312863365,6158.170166762685,680.0379200497555,B0100,45.866818685383414
62.2,A1001,A0100,AIM-120C-7,ACTIVE,-22773.688139660462,319.5604673744289,6159.077565846861,740.0114434474231,B0100,45.65664010310146
62.400000000000006,A1001,A0100,AIM-120C-7,ACTIVE,-22620.12243085163,320.9316690031665,6160.048617827773,800.9848212012673,B0100,45.434379706559994
62.6,A1001,A0100,AIM-120C-7,ACTIVE,-22454.27049556209,322.4159761585404,6161.08363360194,862.965613248073,B0100,45.199822919657564
62.800000000000004,A1001,A0100,AIM-120C-7,ACTIVE,-22275.930255883388,324.0155933345441,6162.1829777715,925.9602069211663,B0100,44.952787619829856
63.0,A1001,A0100,AIM-120C-7,ACTIVE,-22084.8984768594,325.7327404013212,6163.347059417031,989.9736462927858,B0100,44.693055814264305
63.2,A1001,A0100,AIM-120C-7,ACTIVE,-21880.97104982968,327.5696509465373,6164.576320066268,1055.0094783727602,B0100,44.420441410848696
63.400000000000006,A1001,A0100,AIM-120C-7,ACTIVE,-21663.943307963207,329.5285704174691,6165.87122696171,1121.0695640958052,B0100,44.134723614591586
63.6,A1001,A0100,AIM-120C-7,ACTIVE,-21433.610380983526,331.6117535656075,6167.232264917179,1188.153893679185,B0100,43.83571456621946
63.800000000000004,A1001,A0100,AIM-120C-7,ACTIVE,-21189.767588904484,333.8214617586394,6168.659931829555,1256.2603578444503,B0100,43.523192872457344
64.0,A1001,A0100,AIM-120C-7,ACTIVE,-20932.210883014704,336.1599595068164,6170.154731738245,1325.3845255562999,B0100,43.19697123877058
64.2,A1001,A0100,AIM-120C-7,ACTIVE,-20660.73733374713,338.62951086018813,6171.717170997921,1395.5193698297405,B0100,42.856829868896185
64.4,A1001,A0100,AIM-120C-7,ACTIVE,-20375.145675134732,341.2323749045627,6173.3477516229295,1466.6550012336484,B0100,42.502584160229326
64.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-20075.23690546028,343.97080110164035,6175.046967540584,1538.7783399602663,B0100,42.13401823514677
64.8,A1001,A0100,AIM-120C-7,ACTIVE,-19760.814955586146,346.84702358828076,6176.815297799655,1611.8727963230021,B0100,41.75095264645653
65.0,A1001,A0100,AIM-120C-7,ACTIVE,-19439.92556417526,349.8020936367863,6178.608054435512,1595.9171773646935,B0100,41.36139855229507
65.2,A1001,A0100,AIM-120C-7,ACTIVE,-19122.20145068708,352.7650307082334,6180.371893589167,1580.2566927939688,B0100,40.97499635772421
65.4,A1001,A0100,AIM-120C-7,ACTIVE,-18807.58174746823,355.7366487801977,6182.1079758829965,1564.8976647430288,B0100,40.59170291659224
65.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-18496.00705674655,358.7177789436026,6183.817723431648,1549.831059629147,B0100,40.211444914578955
65.8,A1001,A0100,AIM-120C-7,ACTIVE,-18187.419658653438,361.7092749927388,6185.502940749309,1535.0479894904752,B0100,39.8341846379435
66.0,A1001,A0100,AIM-120C-7,ACTIVE,-17881.763817290303,364.71202231426275,6187.164255852645,1520.5387276214094,B0100,39.459851725599414
66.2,A1001,A0100,AIM-120C-7,ACTIVE,-17578.98545837832,367.7269362548072,6188.802234747434,1506.2956408522928,B0100,39.08841012727202
66.4,A1001,A0100,AIM-120C-7,ACTIVE,-17279.03214454503,370.75492992720456,6190.4168085900865,1492.310581685435,B0100,38.71979131841405
66.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-16981.852884173197,373.7969589566307,6192.0082335953875,1478.5767263901412,B0100,38.3539613033295
66.8,A1001,A0100,AIM-120C-7,ACTIVE,-16687.398164482012,376.85396440543235,6193.5762766696425,1465.0866309379094,B0100,37.99085387090006
67.0,A1001,A0100,AIM-120C-7,ACTIVE,-16395.619799869393,379.9269387971966,6195.1211107608215,1451.8340064613174,B0100,37.63043757313092
67.2,A1001,A0100,AIM-120C-7,ACTIVE,-16106.470974791171,383.01685273955945,6196.642436761647,1438.8119379086813,B0100,37.272648718462996
67.4,A1001,A0100,AIM-120C-7,ACTIVE,-15819.906104653655,386.12473668144196,6198.140384852266,1426.0145885891,B0100,36.91745837076982
67.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-15535.880912995404,389.25159625850165,6199.6144678115115,1413.4350044229056,B0100,36.56478760059066
67.8,A1001,A0100,AIM-120C-7,ACTIVE,-15254.352248460616,392.39830929599617,6201.064021315403,1401.0697882511038,B0100,36.21460073983233
68.0,A1001,A0100,AIM-120C-7,ACTIVE,-14975.27748373088,395.5656313622058,6202.490229285641,1388.9154898703057,B0100,35.866872832880595
68.2,A1001,A0100,AIM-120C-7,ACTIVE,-14698.61502636129,398.75434002200205,6203.894591950674,1376.9663651856663,B0100,35.521548346065046
68.4,A1001,A0100,AIM-120C-7,ACTIVE,-14424.324336142252,401.965238651832,6205.279066580999,1365.2165982633119,B0100,35.17860683583681
68.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-14152.366211766623,405.1991877796821,6206.644225732821,1353.6597015510793,B0100,34.83799459223615
68.8,A1001,A0100,AIM-120C-7,ACTIVE,-13882.702523339982,408.4570864610829,6207.990573630471,1342.2907878087137,B0100,34.4996915393008
69.0,A1001,A0100,AIM-120C-7,ACTIVE,-13615.296206391322,411.7398448285927,6209.31787222557,1331.104579245527,B0100,34.16364454209784
69.2,A1001,A0100,AIM-120C-7,ACTIVE,-13350.111118087887,415.0484211542066,6210.626272278772,1320.0967152909373,B0100,33.82983447017099
69.4,A1001,A0100,AIM-120C-7,ACTIVE,-13087.112076274008,418.38376842863454,6211.915354648256,1309.262369764762,B0100,33.49820943922504
69.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-12826.264748994889,421.746896474706,6213.185183501056,1298.5974968485564,B0100,33.16875187429491
69.8,A1001,A0100,AIM-120C-7,ACTIVE,-12567.535699770755,425.1388009224527,6214.435273795043,1288.0975870286522,B0100,32.84141144707388
70.0,A1001,A0100,AIM-120C-7,ACTIVE,-12310.89228632362,428.5605428867696,6215.665650170238,1277.7588546515606,B0100,32.51617218870203
70.2,A1001,A0100,AIM-120C-7,ACTIVE,-12056.302707164588,432.01316154505815,6216.875780741289,1267.5770650201664,B0100,32.19298536007819
70.4,A1001,A0100,AIM-120C-7,ACTIVE,-11803.735905775913,435.4977710552921,6218.065657520317,1257.5486623826853,B0100,31.87183654513417
70.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-11553.161646569566,439.0154607904055,6219.234536292972,1247.6692199529743,B0100,31.552660809428026
70.8,A1001,A0100,AIM-120C-7,ACTIVE,-11304.55034574949,442.56717285908604,6220.381465635599,1237.937492224301,B0100,31.235435668799738
71.0,A1001,A0100,AIM-120C-7,ACTIVE,-11057.872542792507,446.15371042161524,6221.507719260218,1228.3519576972888,B0100,30.92014917457456
71.2,A1001,A0100,AIM-120C-7,ACTIVE,-10813.099406834837,449.77591083031007,6222.614955034373,1218.908954969088,B0100,30.60675853134704
71.4,A1001,A0100,AIM-120C-7,ACTIVE,-10570.202763909097,453.4346452093946,6223.705380935049,1209.6046130389493,B0100,30.295255754685414
71.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-10329.155364272689,457.13085416164523,6224.779546760978,1200.4345549045365,B0100,29.985599259366975
