Time_s,Agent_ID,Radar_Type,Status,Target_ID,Target_Distance_km
0.0,A0100,AN/APG-68(V)9,SEARCH,B0100,89.122066661085
0.0,A0200,AN/APG-68(V)9,SEARCH,B0100,89.1238477812896
0.0,B0100,AN/APG-68(V)9,SEARCH,A0100,89.122066661085
0.0,B0200,AN/APG-68(V)9,SEARCH,A0100,89.12377439996659
0.2,A0100,AN/APG-68(V)9,SEARCH,B0100,89.02458697822304
0.2,A0200,AN/APG-68(V)9,SEARCH,B0100,89.0264469744218
0.2,B0100,AN/APG-68(V)9,SEARCH,A0100,89.02458697822304
0.2,B0200,AN/APG-68(V)9,SEARCH,A0100,89.02629625700494
0.4,A0100,AN/APG-68(V)9,SEARCH,B0100,88.92743938261502
0.4,A0200,AN/APG-68(V)9,SEARCH,B0100,88.92926148306363
0.4,B0100,AN/APG-68(V)9,SEARCH,A0100,88.92743938261502
0.4,B0200,AN/APG-68(V)9,SEARCH,A0100,88.9291501362655
0.6000000000000001,A0100,AN/APG-68(V)9,SEARCH,B0100,88.83049623173966
0.6000000000000001,A0200,AN/APG-68(V)9,SEARCH,B0100,88.83229029081119
0.6000000000000001,B0100,AN/APG-68(V)9,SEARCH,A0100,88.83049623173966
0.6000000000000001,B0200,AN/APG-68(V)9,SEARCH,A0100,88.8322080755527
0.8,A0100,AN/APG-68(V)9,SEARCH,B0100,88.73387029903812
0.8,A0200,AN/APG-68(V)9,SEARCH,B0100,88.73555542397042
0.8,B0100,AN/APG-68(V)9,SEARCH,A0100,88.73387029903812
0.8,B0200,AN/APG-68(V)9,SEARCH,A0100,88.73558253646229
1.0,A0100,AN/APG-68(V)9,SEARCH,B0100,88.63767560369762
1.0,A0200,AN/APG-68(V)9,SEARCH,B0100,88.6392557769797
1.0,B0100,AN/APG-68(V)9,SEARCH,A0100,88.63767560369762
1.0,B0200,AN/APG-68(V)9,SEARCH,A0100,88.63938758321433
1.2000000000000002,A0100,AN/APG-68(V)9,SEARCH,B0100,88.54177402186868
1.2000000000000002,A0200,AN/APG-68(V)9,SEARCH,B0100,88.54344111394258
1.2000000000000002,B0100,AN/APG-68(V)9,SEARCH,A0100,88.54177402186868
1.2000000000000002,B0200,AN/APG-68(V)9,SEARCH,A0100,88.54348535046996
1.4000000000000001,A0100,AN/APG-68(V)9,SEARCH,B0100,88.44625872904246
1.4000000000000001,A0200,AN/APG-68(V)9,SEARCH,B0100,88.44825816555398
1.4000000000000001,B0100,AN/APG-68(V)9,SEARCH,A0100,88.44625872904246
1.4000000000000001,B0200,AN/APG-68(V)9,SEARCH,A0100,88.44796941745453
1.6,A0100,AN/APG-68(V)9,SEARCH,B0100,88.35098671367814
1.6,A0200,AN/APG-68(V)9,SEARCH,B0100,88.35371576507745
1.6,B0100,AN/APG-68(V)9,SEARCH,A0100,88.35098671367814
1.6,B0200,AN/APG-68(V)9,SEARCH,A0100,88.35269699052554
1.8,A0100,AN/APG-68(V)9,SEARCH,B0100,88.25571264181268
1.8,A0200,AN/APG-68(V)9,SEARCH,B0100,88.25975696957725
1.8,B0100,AN/APG-68(V)9,SEARCH,A0100,88.25571264181268
1.8,B0200,AN/APG-68(V)9,SEARCH,A0100,88.25742234748127
2.0,A0100,AN/APG-68(V)9,SEARCH,B0100,88.16062521854633
2.0,A0200,AN/APG-68(V)9,SEARCH,B0100,88.1665312609358
2.0,B0100,AN/APG-68(V)9,SEARCH,A0100,88.16062521854633
2.0,B0200,AN/APG-68(V)9,SEARCH,A0100,88.16233428270225
2.2,A0100,AN/APG-68(V)9,SEARCH,B0100,88.06586802935225
2.2,A0200,AN/APG-68(V)9,SEARCH,B0100,88.07415791614518
2.2,B0100,AN/APG-68(V)9,SEARCH,A0100,88.06586802935225
2.2,B0200,AN/APG-68(V)9,SEARCH,A0100,88.06757649683884
2.4000000000000004,A0100,AN/APG-68(V)9,SEARCH,B0100,87.97138087473573
2.4000000000000004,A0200,AN/APG-68(V)9,SEARCH,B0100,87.98269350237473
2.4000000000000004,B0100,AN/APG-68(V)9,SEARCH,A0100,87.97138087473573
2.4000000000000004,B0200,AN/APG-68(V)9,SEARCH,A0100,87.97308861402506
2.6,A0100,AN/APG-68(V)9,SEARCH,B0100,87.87713852589148
2.6,A0200,AN/APG-68(V)9,SEARCH,B0100,87.89235741871057
2.6,B0100,AN/APG-68(V)9,SEARCH,A0100,87.87713852589148
2.6,B0200,AN/APG-68(V)9,SEARCH,A0100,87.87884529860506
2.8000000000000003,A0100,AN/APG-68(V)9,SEARCH,B0100,87.78293954888518
2.8000000000000003,A0200,AN/APG-68(V)9,SEARCH,B0100,87.80305669795341
2.8000000000000003,B0100,AN/APG-68(V)9,SEARCH,A0100,87.78293954888518
2.8000000000000003,B0200,AN/APG-68(V)9,SEARCH,A0100,87.78464531627908
3.0,A0100,AN/APG-68(V)9,SEARCH,B0100,87.6887095052309
3.0,A0200,AN/APG-68(V)9,SEARCH,B0100,87.71459243809711
3.0,B0100,AN/APG-68(V)9,SEARCH,A0100,87.6887095052309
3.0,B0200,AN/APG-68(V)9,SEARCH,A0100,87.69041434142913
3.2,A0100,AN/APG-68(V)9,SEARCH,B0100,87.59462516310109
3.2,A0200,AN/APG-68(V)9,SEARCH,B0100,87.62712269156314
3.2,B0100,AN/APG-68(V)9,SEARCH,A0100,87.59462516310109
3.2,B0200,AN/APG-68(V)9,SEARCH,A0100,87.59632925754875
3.4000000000000004,A0100,AN/APG-68(V)9,SEARCH,B0100,87.50051196969314
3.4000000000000004,A0200,AN/APG-68(V)9,SEARCH,B0100,87.54062337064212
3.4000000000000004,B0100,AN/APG-68(V)9,SEARCH,A0100,87.50051196969314
3.4000000000000004,B0200,AN/APG-68(V)9,SEARCH,A0100,87.5022156785924
3.6,A0100,AN/APG-68(V)9,SEARCH,B0100,87.40613228722842
3.6,A0200,AN/APG-68(V)9,SEARCH,B0100,87.45507121630311
3.6,B0100,AN/APG-68(V)9,SEARCH,A0100,87.40613228722842
3.6,B0200,AN/APG-68(V)9,SEARCH,A0100,87.40783565133607
3.8000000000000003,A0100,AN/APG-68(V)9,SEARCH,B0100,87.31164307794985
3.8000000000000003,A0200,AN/APG-68(V)9,SEARCH,B0100,87.3708322638885
3.8000000000000003,B0100,AN/APG-68(V)9,SEARCH,A0100,87.31164307794985
3.8000000000000003,B0200,AN/APG-68(V)9,SEARCH,A0100,87.31334590640408
4.0,A0100,AN/APG-68(V)9,SEARCH,B0100,87.21725518300273
4.0,A0200,AN/APG-68(V)9,SEARCH,B0100,87.28798794937396
4.0,B0100,AN/APG-68(V)9,SEARCH,A0100,87.21725518300273
4.0,B0200,AN/APG-68(V)9,SEARCH,A0100,87.21895731960106
4.2,A0100,AN/APG-68(V)9,SEARCH,B0100,87.12285101711524
4.2,A0200,AN/APG-68(V)9,SEARCH,B0100,87.206247795844
4.2,B0100,AN/APG-68(V)9,SEARCH,A0100,87.12285101711524
4.2,B0200,AN/APG-68(V)9,SEARCH,A0100,87.12455216331902
4.4,A0100,AN/APG-68(V)9,SEARCH,B0100,87.02846209740707
4.4,A0200,AN/APG-68(V)9,SEARCH,B0100,87.12569288491139
4.4,B0100,AN/APG-68(V)9,SEARCH,A0100,87.02846209740707
4.4,B0200,AN/APG-68(V)9,SEARCH,A0100,87.03016138821467
4.6000000000000005,A0100,AN/APG-68(V)9,SEARCH,B0100,86.93424291714899
4.6000000000000005,A0200,AN/APG-68(V)9,SEARCH,B0100,87.04645443063097
4.6000000000000005,B0100,AN/APG-68(V)9,SEARCH,A0100,86.93424291714899
4.6000000000000005,B0200,AN/APG-68(V)9,SEARCH,A0100,86.9359394483977
4.800000000000001,A0100,AN/APG-68(V)9,SEARCH,B0100,86.83999713711424
4.800000000000001,A0200,AN/APG-68(V)9,SEARCH,B0100,86.96844504926479
4.800000000000001,B0100,AN/APG-68(V)9,SEARCH,A0100,86.83999713711424
4.800000000000001,B0200,AN/APG-68(V)9,SEARCH,A0100,86.84169074189522
5.0,A0100,AN/APG-68(V)9,SEARCH,B0100,86.74566192486637
5.0,A0200,AN/APG-68(V)9,SEARCH,B0100,86.89164607292236
5.0,B0100,AN/APG-68(V)9,SEARCH,A0100,86.74566192486637
5.0,B0200,AN/APG-68(V)9,SEARCH,A0100,86.747352545538
5.2,A0100,AN/APG-68(V)9,SEARCH,B0100,86.6514588911013
5.2,A0200,AN/APG-68(V)9,SEARCH,B0100,86.81626460487789
5.2,B0100,AN/APG-68(V)9,SEARCH,A0100,86.6514588911013
5.2,B0200,AN/APG-68(V)9,SEARCH,A0100,86.65314665491272
5.4,A0100,AN/APG-68(V)9,SEARCH,B0100,86.55722099423909
5.4,A0200,AN/APG-68(V)9,SEARCH,B0100,86.74255952726446
5.4,B0100,AN/APG-68(V)9,SEARCH,A0100,86.55722099423909
5.4,B0200,AN/APG-68(V)9,SEARCH,A0100,86.55890624057292
5.6000000000000005,A0100,AN/APG-68(V)9,SEARCH,B0100,86.46272095735831
5.6000000000000005,A0200,AN/APG-68(V)9,SEARCH,B0100,86.67037787718606
5.6000000000000005,B0100,AN/APG-68(V)9,SEARCH,A0100,86.46272095735831
5.6000000000000005,B0200,AN/APG-68(V)9,SEARCH,A0100,86.46440372204418
5.800000000000001,A0100,AN/APG-68(V)9,SEARCH,B0100,86.3681299020276
5.800000000000001,A0200,AN/APG-68(V)9,SEARCH,B0100,86.59949081883686
5.800000000000001,B0100,AN/APG-68(V)9,SEARCH,A0100,86.3681299020276
5.800000000000001,B0200,AN/APG-68(V)9,SEARCH,A0100,86.36980999359315
6.0,A0100,AN/APG-68(V)9,SEARCH,B0100,86.27366517443414
6.0,A0200,AN/APG-68(V)9,SEARCH,B0100,86.5300591930841
6.0,B0100,AN/APG-68(V)9,SEARCH,A0100,86.27366517443414
6.0,B0200,AN/APG-68(V)9,SEARCH,A0100,86.27534250440911
6.2,A0100,AN/APG-68(V)9,SEARCH,B0100,86.17916264173368
6.2,A0200,AN/APG-68(V)9,SEARCH,B0100,86.46203830329348
6.2,B0100,AN/APG-68(V)9,SEARCH,A0100,86.17916264173368
6.2,B0200,AN/APG-68(V)9,SEARCH,A0100,86.18083718955282
6.4,A0100,AN/APG-68(V)9,SEARCH,B0100,86.0846251084369
6.4,A0200,AN/APG-68(V)9,SEARCH,B0100,86.39541521851018
6.4,B0100,AN/APG-68(V)9,SEARCH,A0100,86.0846251084369
6.4,B0200,AN/APG-68(V)9,SEARCH,A0100,86.08629706556333
6.6000000000000005,A0100,AN/APG-68(V)9,SEARCH,B0100,85.99024804368618
6.6000000000000005,A0200,AN/APG-68(V)9,SEARCH,B0100,86.33027920138396
6.6000000000000005,B0100,AN/APG-68(V)9,SEARCH,A0100,85.99024804368618
6.6000000000000005,B0200,AN/APG-68(V)9,SEARCH,A0100,85.99191767569249
