Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Destroy_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Min_Distance_to_Target_km,Final_Status
A1001,A0100,B0100,61.0,219.8,158.8,1119.5919543109771,258.1160201990624,40.974763969961884,6.858532489104478,DESTROYED
A2001,A0200,B0100,89.60000000000001,219.8,130.2,0.0,0.0,0.0,0.0,DESTROYED
