Time_s,Missile_ID,Launcher_ID,Target_ID,X_m,Y_m,Z_m,Velocity_m_s,Status,Data_Type,Range_to_Target_km
52.800000000000004,B1001,B0100,A0100,33450.65700879523,-6522.26586352839,7006.191153373553,288.8718657085112,BOOST,Trajectory,59.95936690883217
53.0,B1001,B0100,A0100,33391.83938401787,-6516.974998712747,7005.237056239778,302.93966333665537,BOOST,Trajectory,59.83478299590044
53.2,B1001,B0100,A0100,33330.213813937175,-6511.431484013591,7004.237401244359,317.07391384194443,BOOST,Trajectory,59.70733565056479
53.400000000000006,B1001,B0100,A0100,33265.76710162158,-6505.634063832123,7003.191968655344,331.2742596602883,BOOST,Trajectory,59.57703166205952
53.6,B1001,B0100,A0100,33198.48612367732,-6499.5814862639245,7002.100541200633,345.5403203085875,BOOST,Trajectory,59.443862490592466
53.800000000000004,B1001,B0100,A0100,33128.35783491376,-6493.272504436519,7000.9628950820415,359.8716920873632,BOOST,Trajectory,59.30783354437598
54.0,B1001,B0100,A0100,33055.369272967924,-6486.705877296726,6999.778800671625,374.26794747407706,BOOST,Trajectory,59.16887639865393
54.2,B1001,B0100,A0100,32979.50756300484,-6479.880369937574,6998.548028183018,388.72863485495395,BOOST,Trajectory,59.02699486824725
54.400000000000006,B1001,B0100,A0100,32900.759922604855,-6472.794753175721,6997.270350722144,403.25326856478955,BOOST,Trajectory,58.88215816958844
54.6,B1001,B0100,A0100,32819.11368869948,-6465.447701274527,6995.945525024277,417.8412476943567,BOOST,Trajectory,58.73437444673154
54.800000000000004,B1001,B0100,A0100,32734.556298833217,-6457.837919377798,6994.57331558672,432.49213570523494,BOOST,Trajectory,58.58361820016592
55.0,B1001,B0100,A0100,32647.07528352764,-6449.964180826508,6993.153499080987,447.20537624945433,BOOST,Trajectory,58.42989491752342
55.2,B1001,B0100,A0100,32556.658286702783,-6441.825268363242,6991.685853232575,461.9803851365113,BOOST,Trajectory,58.273177036587896
55.400000000000006,B1001,B0100,A0100,32463.2930713193,-6433.419974594127,6990.170155269623,476.8165502344724,BOOST,Trajectory,58.113468685101985
55.6,B1001,B0100,A0100,32366.96752494521,-6424.7471027718975,6988.60618298371,491.7132303258527,BOOST,Trajectory,57.950743520797715
55.800000000000004,B1001,B0100,A0100,32267.66966563033,-6415.805467254913,6986.993713940824,506.6697552096652,BOOST,Trajectory,57.785002829688814
56.0,B1001,B0100,A0100,32165.387647648437,-6406.593894383041,6985.33252762647,521.6854243881968,BOOST,Trajectory,57.61620568688403
56.2,B1001,B0100,A0100,32060.109767784546,-6397.111222663607,6983.622402886457,536.7595059076028,BOOST,Trajectory,57.44434756246035
56.400000000000006,B1001,B0100,A0100,31951.824471519874,-6387.356302715897,6981.863121742351,551.8912371254754,BOOST,Trajectory,57.269439275991644
56.6,B1001,B0100,A0100,31840.52035914537,-6377.327997820171,6980.054473454238,567.079823428889,BOOST,Trajectory,57.09145416056303
56.800000000000004,B1001,B0100,A0100,31726.186192245947,-6367.025184508274,6978.1962543543705,582.3244376200774,BOOST,Trajectory,56.91039946298366
57.0,B1001,B0100,A0100,31608.8109002656,-6356.446753457031,6976.288267004561,597.6242182519524,BOOST,Trajectory,56.726249436312045
57.2,B1001,B0100,A0100,31488.383587467102,-6345.59161015008,6974.330316477983,612.9782697113602,BOOST,Trajectory,56.53901111828355
