Time_s,Missile_ID,Launcher_ID,Target_ID,X_m,Y_m,Z_m,Velocity_m_s,Status,Data_Type,Range_to_Target_km,Fuel_Remaining_pct
42.0,B1001,B0100,A0100,30054.721133210962,1398.2551804027444,6093.0564347956315,340.4741423370134,BOOST,Trajectory,59.92058784643885,50.0
42.2,B1001,B0100,A0100,29985.397538134577,1395.739378693741,6092.951568148883,354.3882727886169,BOOST,Trajectory,59.78412647907415,50.0
42.400000000000006,B1001,B0100,A0100,29913.287544073843,1393.1222648986643,6092.842502468432,368.361401241916,BOOST,Trajectory,59.644978457907534,50.0
42.6,B1001,B0100,A0100,29838.379417532546,1390.4032156527971,6092.729236375078,382.3929644427042,BOOST,Trajectory,59.50310980412358,50.0
42.800000000000004,B1001,B0100,A0100,29760.661540047928,1387.581606973836,6092.611767755712,396.48237407002233,BOOST,Trajectory,59.35849303670173,50.0
43.0,B1001,B0100,A0100,29680.12242337503,1384.6567444987347,6092.490099927505,410.6288825073251,BOOST,Trajectory,59.2110872253712,50.0
43.2,B1001,B0100,A0100,29596.750735595306,1381.6277742607124,6092.364247357394,424.83187643967653,BOOST,Trajectory,59.06091028062492,50.0
43.400000000000006,B1001,B0100,A0100,29510.535249191475,1378.4939959730036,6092.234211801864,439.0907460378847,BOOST,Trajectory,58.90792089861836,50.0
43.6,B1001,B0100,A0100,29421.464870107895,1375.2547200373806,6092.099992650447,453.40479540276823,BOOST,Trajectory,58.752137240760916,50.0
43.800000000000004,B1001,B0100,A0100,29329.52864610712,1371.9092569821714,6091.961588864643,467.7733010444399,BOOST,Trajectory,58.59351803633641,50.0
44.0,B1001,B0100,A0100,29234.71577229098,1368.4569177807527,6091.8189978020755,482.1955114858397,BOOST,Trajectory,58.432081801745944,50.0
44.2,B1001,B0100,A0100,29137.015596780995,1364.897013967826,6091.672216313666,496.6706466809174,BOOST,Trajectory,58.26778739455203,50.0
44.400000000000006,B1001,B0100,A0100,29036.417626431827,1361.228857958747,6091.5212395626895,511.1978976139717,BOOST,Trajectory,58.100653741552726,50.0
44.6,B1001,B0100,A0100,28932.911532712256,1357.4517631388155,6091.366062128181,525.7764257262224,BOOST,Trajectory,57.93063988554708,50.0
44.800000000000004,B1001,B0100,A0100,28826.487157609812,1353.5650441867526,6091.206676817268,540.4053625104425,BOOST,Trajectory,57.75776520951017,50.0
45.0,B1001,B0100,A0100,28717.13451971153,1349.568017139235,6091.043075773625,555.0838089496228,BOOST,Trajectory,57.58198898260897,50.0
45.2,B1001,B0100,A0100,28604.84382030014,1345.459999711552,6090.875249399607,569.8108350331714,BOOST,Trajectory,57.40333989716882,50.0
45.400000000000006,B1001,B0100,A0100,28489.605449718943,1341.2403110676005,6090.703190828748,584.5854783517378,BOOST,Trajectory,57.22178487710502,50.0
45.6,B1001,B0100,A0100,28371.40999381097,1336.9082719256235,6090.526901622228,599.4067446479821,BOOST,Trajectory,57.03732397438487,50.0
45.800000000000004,B1001,B0100,A0100,28250.24824022199,1332.4632053570226,6090.3463902927715,614.2736081886453,BOOST,Trajectory,56.84991856749934,50.0
46.0,B1001,B0100,A0100,28126.111184686415,1327.9044377343396,6090.161667906184,629.1850112981913,BOOST,Trajectory,56.65963833239252,50.0
46.2,B1001,B0100,A0100,27998.990037526968,1323.2312991345707,6089.972744993314,644.1398634733888,BOOST,Trajectory,56.466481055820566,50.0
46.400000000000006,B1001,B0100,A0100,27868.87623024703,1318.4431233092444,6089.779620170483,659.13704088198,BOOST,Trajectory,56.27041071145148,50.0
46.6,B1001,B0100,A0100,27735.761422369156,1313.539247617109,6089.582284282782,674.1753848143296,BOOST,Trajectory,56.07136340429427,50.0
46.800000000000004,B1001,B0100,A0100,27599.637508359025,1308.519013544987,6089.3807342090895,689.2537018852141,BOOST,Trajectory,55.869414681061684,50.0
47.0,B1001,B0100,A0100,27460.49662457787,1303.3817670001738,6089.174973476822,704.3707640550566,BOOST,Trajectory,55.66454102471309,50.0
47.2,B1001,B0100,A0100,27318.33115617691,1298.1268584708437,6088.964998511857,719.5253085790489,BOOST,Trajectory,55.45671971943751,50.0
47.400000000000006,B1001,B0100,A0100,27173.133744270985,1292.7536429188754,6088.750799620061,734.7160359100595,BOOST,Trajectory,55.24588864465249,50.0
47.6,B1001,B0100,A0100,27025.25595314746,1287.2747721084359,6088.5329015586285,741.3267052259085,BOOST,Trajectory,55.032440994922716,50.0
47.800000000000004,B1001,B0100,A0100,26877.274959895698,1281.7854293574992,6088.315113420431,739.3386096519092,BOOST,Trajectory,54.818910432849705,50.0
48.0,B1001,B0100,A0100,26729.69064438014,1276.303902546565,6088.098182622827,737.3605758123883,BOOST,Trajectory,54.60582682682055,50.0
48.2,B1001,B0100,A0100,26582.501011602064,1270.8298875400124,6087.882117716987,735.3925263777359,BOOST,Trajectory,54.39315739999906,50.0
48.400000000000006,B1001,B0100,A0100,26435.704081919954,1265.3630811294327,6087.666925678766,733.4343850974619,BOOST,Trajectory,54.18093103845893,50.0
48.6,B1001,B0100,A0100,26289.29789093775,1259.903180894524,6087.4526126936935,731.4860762508015,BOOST,Trajectory,53.969114074170804,50.0
48.800000000000004,B1001,B0100,A0100,26143.280489310317,1254.449885282558,6087.2391826981275,729.5475250756944,BOOST,Trajectory,53.757735310721706,50.0
49.0,B1001,B0100,A0100,25997.649942651045,1249.0028934379961,6087.02663854265,727.6186573175495,BOOST,Trajectory,53.54676095653822,50.0
49.2,B1001,B0100,A0100,25852.404331343467,1243.5619052779016,6086.8149808002745,725.6993995320043,BOOST,Trajectory,53.336228741705625,50.0
49.400000000000006,B1001,B0100,A0100,25707.54175055878,1238.1266210744038,6086.604212471088,723.7896777022131,BOOST,Trajectory,53.126112450088286,50.0
49.6,B1001,B0100,A0100,25563.060310228037,1232.6967414032304,6086.394344880247,721.8894189220233,BOOST,Trajectory,52.91646601342897,50.0
49.800000000000004,B1001,B0100,A0100,25418.95813468736,1227.2719679761233,6086.185399709235,719.9985524946461,BOOST,Trajectory,52.70728476217276,50.0
50.0,B1001,B0100,A0100,25275.23336202829,1221.8520054197597,6085.977411386501,718.1170108474586,BOOST,Trajectory,52.49865114844206,50.0
50.2,B1001,B0100,A0100,25131.8841437368,1216.4365617747976,6085.770422273704,716.2447261953081,BOOST,Trajectory,52.290505641203424,50.0
50.400000000000006,B1001,B0100,A0100,24988.90864508315,1211.02534610979,6085.564463654989,714.3816285987363,BOOST,Trajectory,52.08280204902724,50.0
50.6,B1001,B0100,A0100,24846.30504588705,1205.618064674441,6085.359536555521,712.5276433408163,BOOST,Trajectory,51.87551612225599,50.0
50.800000000000004,B1001,B0100,A0100,24704.07154165414,1200.2144169076862,6085.155607004716,710.6826959906696,BOOST,Trajectory,51.66851728617188,50.0
51.0,B1001,B0100,A0100,24562.206339646076,1194.8141095910717,6084.952628603774,709.92330552948,BOOST,Trajectory,51.46166619025544,50.0
51.2,B1001,B0100,A0100,24419.309250998245,1189.363564680008,6084.748573856104,721.0132602881338,BOOST,Trajectory,51.25368160636753,50.0
51.400000000000006,B1001,B0100,A0100,24274.195716765105,1183.8173390170834,6084.541763163112,732.1084448396642,BOOST,Trajectory,51.04351922034627,50.0
51.6,B1001,B0100,A0100,24126.864780830398,1178.1750994362008,6084.332254629691,743.2080103126173,BOOST,Trajectory,50.831190108111244,50.0
51.800000000000004,B1001,B0100,A0100,23977.31565982222,1172.4365368307133,6084.120140833802,754.3110695533246,BOOST,Trajectory,50.616621066079624,50.0
52.0,B1001,B0100,A0100,23825.54774959348,1166.601354524836,6083.905520979942,765.4167156837178,MIDCOURSE,Trajectory,50.39972758944271,50.0
52.0,B1002,B0100,A0100,26732.847944587415,1590.4233988486608,6181.130424758973,342.47106689180634,BOOST,Trajectory,53.324344001709235,50.0
52.2,B1001,B0100,A0100,23671.572462569897,1160.632145941279,6083.694425081914,776.4117281962316,MIDCOURSE,Trajectory,50.18054388086758,50.0
52.2,B1002,B0100,A0100,26663.162403222803,1586.8587331959245,6180.936997720264,356.4751124963635,BOOST,Trajectory,53.18950159987914,50.0
52.400000000000006,B1001,B0100,A0100,23515.401856280132,1154.500485886357,6083.484654090775,787.4160822282671,MIDCOURSE,Trajectory,49.959097057339335,50.0
52.400000000000006,B1002,B0100,A0100,26590.674247401847,1583.1504241065102,6180.735860793814,370.53900065412677,BOOST,Trajectory,53.051790904526335,50.0
52.6,B1001,B0100,A0100,23357.035067741865,1148.2077939065405,6083.271005555624,798.4195995968718,MIDCOURSE,Trajectory,49.735393768664935,50.0
52.6,B1002,B0100,A0100,26515.37158244498,1579.297718003952,6180.526989144482,384.66217188291824,BOOST,Trajectory,52.91120659814177,50.0
52.800000000000004,B1001,B0100,A0100,23196.47225465835,1141.7539225351381,6083.05298517785,809.4229396455553,MIDCOURSE,Trajectory,49.50940946224357,50.0
52.800000000000004,B1002,B0100,A0100,26437.242627983764,1575.2998652236915,6180.310353001383,398.8440400483314,BOOST,Trajectory,52.76771175722287,50.0
53.0,B1001,B0100,A0100,23033.714266254923,1135.1370687490512,6082.833352725276,820.419327870969,MIDCOURSE,Trajectory,49.28116589208129,50.0
53.0,B1002,B0100,A0100,26356.275738308188,1571.1560288882247,6180.085935607036,413.0838496865748,BOOST,Trajectory,52.62131546245962,50.0
53.2,B1001,B0100,A0100,22868.762283425713,1128.355666944737,6082.615164236259,831.4108441016798,MIDCOURSE,Trajectory,49.05067199026741,50.0
53.2,B1002,B0100,A0100,26272.45941204553,1566.8652957144116,6179.853733841958,427.38104552167874,BOOST,Trajectory,52.47201386713248,50.0
53.400000000000006,B1001,B0100,A0100,22701.61639114128,1121.4115274456678,6082.400752461928,842.4031844069734,MIDCOURSE,Trajectory,48.81795099794208,50.0
53.400000000000006,B1002,B0100,A0100,26185.782253195466,1562.4268828893994,6179.613736829465,441.73498688265505,BOOST,Trajectory,52.319818961655336,50.0
53.6,B1001,B0100,A0100,22532.278455424945,1114.3018107047587,6082.19007802698,853.3837921576162,MIDCOURSE,Trajectory,48.58300601642845,50.0
53.6,B1002,B0100,A0100,26096.233000766577,1557.8400143950437,6179.365936346807,456.1449798586132,BOOST,Trajectory,52.164722151618626,50.0
53.800000000000004,B1001,B0100,A0100,22360.75029807728,1107.0246345585217,6081.97777060488,864.3553301705866,MIDCOURSE,Trajectory,48.345861060021605,50.0
53.800000000000004,B1002,B0100,A0100,26003.80053504855,1553.103918615654,6179.110313294183,470.61030293216504,BOOST,Trajectory,52.00673445848298,50.0
54.0,B1001,B0100,A0100,22187.034461135285,1099.5768959868963,6081.759519702335,875.3150296502859,MIDCOURSE,Trajectory,48.10646597286691,50.0
54.0,B1002,B0100,A0100,25908.47388327586,1548.2178282780894,6178.846838727578,485.13020574952077,BOOST,Trajectory,51.84579178472334,50.0
54.2,B1001,B0100,A0100,22011.131926850274,1091.9599521957261,6081.536746514934,886.269867412327,MIDCOURSE,Trajectory,47.86484369012651,50.0
54.2,B1002,B0100,A0100,25810.242225421847,1543.1809809008041,6178.575482405499,499.7039083062116,BOOST,Trajectory,51.68190495594276,50.0
54.400000000000006,B1001,B0100,A0100,21833.044388357514,1084.1736713235052,6081.310398411396,897.2187296695319,MIDCOURSE,Trajectory,47.62097683020016,50.0
54.400000000000006,B1002,B0100,A0100,25709.094900162687,1537.992618795697,6178.2962176177,514.33060083045,BOOST,Trajectory,51.51504427502284,50.0
54.6,B1001,B0100,A0100,21652.77435119313,1076.216088326932,6081.082805781839,908.1462932200952,MIDCOURSE,Trajectory,47.37489169303336,50.0
54.6,B1002,B0100,A0100,25605.02141082757,1532.6519893246793,6178.009021590579,529.009443363661,BOOST,Trajectory,51.345223138612035,50.0
54.800000000000004,B1001,B0100,A0100,21470.32544257066,1068.0841706587948,6080.853122089285,919.0604800425114,MIDCOURSE,Trajectory,47.12657463728512,50.0
54.800000000000004,B1002,B0100,A0100,25498.011431507784,1527.1583449373654,6177.7138753100535,543.7395655082394,BOOST,Trajectory,51.17241441465319,50.0
55.0,B1001,B0100,A0100,21285.700681514463,1059.7763771622897,6080.620609705927,929.9623573623916,MIDCOURSE,Trajectory,46.876049944169736,50.0
55.0,B1002,B0100,A0100,25388.054813146326,1521.510943500915,6177.4107596897975,558.5200658847491,BOOST,Trajectory,50.99662923684428,50.0
55.2,B1001,B0100,A0100,21098.902684082706,1051.2924119576337,6080.386199613416,940.8473647925086,MIDCOURSE,Trajectory,46.62330163314087,50.0
55.2,B1002,B0100,A0100,25275.14158982779,1515.709048389963,6177.099655700429,573.35001170651,BOOST,Trajectory,50.81783923367702,50.0
55.400000000000006,B1001,B0100,A0100,20909.93495548627,1042.6307249756494,6080.148061317605,951.7160057652242,MIDCOURSE,Trajectory,46.3683534976547,50.0
55.400000000000006,B1002,B0100,A0100,25159.26198506623,1509.7519288634726,6176.780542506521,588.2284380726184,BOOST,Trajectory,50.63605489257835,50.0
55.6,B1001,B0100,A0100,20719.23384987912,1033.8083815453676,6079.907043827577,953.9171547336913,MIDCOURSE,Trajectory,46.111624723582004,50.0
55.6,B1002,B0100,A0100,25040.406418312414,1503.6388601371643,6176.453398587213,603.154347689995,BOOST,Trajectory,50.451249271862125,50.0
55.800000000000004,B1001,B0100,A0100,20529.021145910818,1024.9270758772534,6079.666912164687,949.95855138109,MIDCOURSE,Trajectory,45.85535806870077,50.0
55.800000000000004,B1002,B0100,A0100,24918.565511439647,1497.3691237849728,6176.11820074075,618.1267100103904,BOOST,Trajectory,50.26343147263922,50.0
56.0,B1001,B0100,A0100,20339.600286012716,1015.9997779327764,6079.42475958803,946.031992073028,MIDCOURSE,Trajectory,45.599823177476075,50.0
56.0,B1002,B0100,A0100,24793.73009549508,1490.9420077118907,6175.774926449745,633.1444609581246,BOOST,Trajectory,50.07255850493438,50.0
56.2,B1001,B0100,A0100,20150.965016317827,1007.0264717739772,6079.179685634324,942.1362540436877,MIDCOURSE,Trajectory,45.345019590036735,50.0
56.2,B1002,B0100,A0100,24665.89121730751,1484.356806823095,6175.423550849877,648.2065033980252,BOOST,Trajectory,49.87862675336839,50.0
