Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.074,5940.775,5940.722,5940.763,5940.775,365.339,364.819,365.339,364.851,0.011,0.362,-0.680,-0.329,0.011,0.253,0.348,0.106,0,0,formation_maintain,attack_maneuver
0.200,88.927,88.929,88.929,88.928,5941.226,5940.747,5941.213,5940.688,364.728,364.466,364.728,364.077,0.215,0.566,-0.060,0.291,0.215,0.515,0.145,0.875,0,0,attack_maneuver,attack_maneuver
0.400,88.782,88.784,88.784,88.782,5941.716,5939.970,5941.703,5939.117,364.276,364.058,364.276,363.731,0.145,0.497,-0.851,-0.500,0.145,0.627,0.215,0.987,0,0,attack_maneuver,attack_maneuver
0.600,88.636,88.638,88.638,88.637,5942.136,5939.189,5942.123,5935.928,363.658,363.491,363.658,363.582,0.333,0.685,-6.501,-6.148,0.333,0.382,0.028,0.021,1,1,attack_maneuver,attack_maneuver
0.800,88.491,88.493,88.493,88.492,5942.575,5939.152,5942.562,5931.437,363.213,362.056,363.213,363.256,0.244,0.598,-6.515,-6.162,0.244,2.373,0.119,2.010,1,1,attack_maneuver,attack_maneuver
1.000,88.346,88.348,88.348,88.347,5942.933,5940.256,5942.920,5925.883,362.608,360.330,362.609,362.389,0.426,0.781,-8.556,-8.202,0.426,3.600,0.059,3.233,1,1,attack_maneuver,attack_maneuver
1.200,88.201,88.204,88.204,88.204,5943.306,5943.123,5943.293,5919.174,362.184,358.814,362.184,361.558,0.325,0.681,-9.391,-9.034,0.325,3.389,0.047,3.018,1,1,attack_maneuver,attack_maneuver
1.400,88.056,88.059,88.061,88.061,5943.597,5947.801,5943.583,5911.695,361.605,357.621,361.606,360.821,0.504,0.863,-9.208,-8.850,0.504,3.013,0.128,2.636,1,1,attack_maneuver,attack_maneuver
1.600,87.911,87.915,87.917,87.918,5943.900,5953.207,5943.887,5903.847,361.214,357.058,361.215,360.214,0.395,0.755,-8.988,-8.627,0.395,2.827,0.013,2.445,1,1,attack_maneuver,attack_maneuver
1.800,87.767,87.772,87.775,87.776,5944.118,5957.856,5944.105,5895.735,360.676,356.547,360.676,359.974,0.575,0.937,-8.735,-8.373,0.575,2.366,0.188,1.979,1,1,attack_maneuver,attack_maneuver
2.000,87.623,87.628,87.632,87.633,5944.347,5961.295,5944.334,5887.205,360.334,355.756,360.334,359.813,0.459,0.824,-8.370,-8.006,0.459,2.494,0.067,2.101,1,1,attack_maneuver,attack_maneuver
2.200,87.479,87.485,87.489,87.491,5944.490,5963.393,5944.476,5878.551,359.854,355.243,359.855,359.407,0.641,1.008,-8.376,-8.010,0.641,2.413,0.243,2.015,1,1,attack_maneuver,attack_maneuver
2.400,87.335,87.342,87.347,87.350,5944.640,5964.546,5944.627,5869.750,359.581,354.716,359.581,359.326,0.522,0.890,-7.994,-7.627,0.522,1.995,0.118,1.590,1,1,attack_maneuver,attack_maneuver
2.600,87.191,87.199,87.204,87.208,5944.702,5965.185,5944.688,5860.347,359.179,354.492,359.180,359.664,0.708,1.077,-7.907,-7.537,0.708,2.251,0.297,1.840,1,1,attack_maneuver,attack_maneuver
2.800,87.047,87.056,87.062,87.066,5944.768,5965.358,5944.754,5849.974,358.994,354.415,358.995,359.733,0.585,0.957,-7.747,-7.375,0.585,2.637,0.169,2.221,1,1,attack_maneuver,attack_maneuver
3.000,86.904,86.913,86.920,86.925,5944.671,5965.164,5944.656,5839.141,358.914,354.419,358.915,359.547,0.613,0.987,-7.594,-7.220,0.613,2.528,0.190,2.105,1,1,attack_maneuver,attack_maneuver
3.200,86.760,86.770,86.778,86.783,5944.573,5964.752,5944.559,5828.083,358.711,354.268,358.712,359.417,0.783,1.158,-7.328,-6.953,0.783,2.484,0.354,2.055,1,1,attack_maneuver,attack_maneuver
3.400,86.617,86.627,86.636,86.642,5944.642,5964.384,5944.627,5816.859,358.698,354.361,358.699,359.327,0.682,1.059,-7.313,-6.936,0.682,2.402,0.246,1.967,1,1,attack_maneuver,attack_maneuver
3.600,86.473,86.485,86.494,86.501,5944.716,5964.134,5944.701,5805.430,358.509,354.276,358.510,359.543,0.860,1.239,-7.071,-6.692,0.860,2.000,0.418,1.558,1,1,attack_maneuver,attack_maneuver
3.800,86.330,86.342,86.352,86.360,5944.839,5964.034,5944.824,5793.446,358.488,354.344,358.488,360.343,0.751,1.131,-7.141,-6.761,0.750,1.782,0.302,1.334,1,1,attack_maneuver,attack_maneuver
4.000,86.187,86.200,86.210,86.218,5944.889,5963.910,5944.874,5780.837,358.292,354.208,358.293,360.753,0.928,1.311,-6.911,-6.529,0.928,3.300,0.473,2.845,1,1,attack_maneuver,attack_maneuver
4.200,86.043,86.057,86.068,86.077,5944.953,5963.874,5944.938,5767.652,358.266,354.249,358.267,360.579,0.815,1.198,-6.993,-6.609,0.814,3.423,0.353,2.962,1,1,attack_maneuver,attack_maneuver
4.400,85.900,85.915,85.926,85.936,5944.929,5963.697,5944.913,5754.159,358.071,354.348,358.072,360.446,0.994,1.380,-6.951,-6.565,0.994,3.184,0.526,2.716,1,1,attack_maneuver,attack_maneuver
4.600,85.757,85.773,85.784,85.795,5944.910,5963.329,5944.894,5740.449,358.048,354.422,358.049,360.684,0.877,1.264,-6.926,-6.539,0.877,2.765,0.402,2.290,1,1,attack_maneuver,attack_maneuver
4.800,85.614,85.630,85.642,85.654,5944.799,5963.002,5944.782,5726.325,357.856,354.336,357.857,360.967,1.060,1.449,-6.788,-6.398,1.060,2.922,0.579,2.441,1,1,attack_maneuver,attack_maneuver
5.000,85.471,85.488,85.500,85.512,5944.690,5962.914,5944.674,5712.066,357.837,354.357,357.838,360.951,0.940,1.331,-6.884,-6.493,0.940,2.875,0.452,2.387,1,1,attack_maneuver,attack_maneuver
5.200,85.327,85.346,85.358,85.371,5944.488,5963.032,5944.471,5697.655,357.650,354.217,357.651,361.226,1.127,1.520,-6.705,-6.312,1.127,2.476,0.632,1.982,1,1,formation_maintain,attack_maneuver
5.400,85.184,85.204,85.216,85.230,5944.286,5963.402,5944.269,5682.857,357.635,354.217,357.636,361.532,1.005,1.399,-6.806,-6.413,1.005,2.653,0.503,2.152,1,1,formation_maintain,attack_maneuver
5.600,85.041,85.061,85.074,85.089,5943.917,5963.966,5943.900,5667.941,357.676,354.065,357.677,361.534,1.037,1.432,-6.641,-6.246,1.036,2.606,0.528,2.098,1,1,formation_maintain,attack_maneuver
