Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.073,5940.775,5940.722,5940.763,5940.778,365.339,364.819,365.339,365.676,0.011,0.362,-0.680,-0.329,0.011,0.020,0.348,0.379,1,1,search,attack_maneuver
0.200,88.927,88.929,88.929,88.927,5941.226,5940.747,5941.213,5941.376,364.728,364.466,364.728,365.443,0.215,0.566,-0.060,0.291,0.215,1.164,0.145,1.524,1,1,search,attack_maneuver
0.400,88.782,88.783,88.784,88.782,5941.716,5939.970,5941.703,5942.824,364.276,364.058,364.276,364.779,0.145,0.496,-0.851,-0.500,0.145,3.857,0.215,4.218,1,1,search,attack_maneuver
0.600,88.636,88.638,88.638,88.636,5942.136,5939.189,5942.123,5945.322,363.658,363.491,363.658,363.686,0.333,0.683,-6.501,-6.151,0.333,6.403,0.028,6.764,1,1,lock_on,attack_maneuver
0.800,88.491,88.492,88.493,88.491,5942.575,5939.152,5942.562,5948.402,363.213,362.056,363.213,362.346,0.244,0.592,-6.515,-6.167,0.244,9.159,0.119,9.522,1,1,lock_on,attack_maneuver
1.000,88.346,88.348,88.348,88.347,5942.933,5940.256,5942.920,5951.661,362.608,360.330,362.609,360.856,0.426,0.770,-8.556,-8.213,0.426,11.793,0.059,12.160,1,1,lock_on,attack_maneuver
1.200,88.201,88.204,88.204,88.204,5943.306,5943.123,5943.293,5954.766,362.184,358.814,362.184,359.382,0.325,0.663,-9.391,-9.053,0.325,14.297,0.047,14.668,1,1,lock_on,attack_maneuver
1.400,88.056,88.061,88.061,88.062,5943.597,5947.801,5943.583,5957.405,361.605,357.621,361.606,357.674,0.504,0.835,-9.208,-8.878,0.504,16.700,0.128,17.076,1,1,lock_on,attack_maneuver
1.600,87.911,87.919,87.917,87.922,5943.900,5953.207,5943.887,5959.555,361.214,357.058,361.215,355.845,0.395,0.716,-8.988,-8.666,0.395,18.895,0.013,19.277,1,1,lock_on,attack_maneuver
1.800,87.767,87.778,87.775,87.782,5944.118,5957.856,5944.105,5961.458,360.676,356.547,360.676,354.294,0.575,0.885,-8.735,-8.425,0.575,21.074,0.188,21.461,1,1,lock_on,attack_maneuver
2.000,87.623,87.638,87.632,87.644,5944.347,5961.295,5944.334,5963.070,360.334,355.756,360.334,352.918,0.459,0.757,-8.370,-8.072,0.459,23.286,0.067,23.679,1,1,lock_on,attack_maneuver
2.200,87.479,87.499,87.489,87.507,5944.490,5963.393,5944.476,5964.164,359.854,355.243,359.855,351.365,0.641,0.925,-8.376,-8.093,0.641,25.504,0.243,25.902,1,1,lock_on,attack_maneuver
2.400,87.335,87.362,87.347,87.371,5944.640,5964.546,5944.627,5964.781,359.581,354.716,359.581,349.775,0.522,0.789,-7.994,-7.727,0.522,27.668,0.118,28.072,1,1,lock_on,attack_maneuver
2.600,87.191,87.225,87.204,87.236,5944.702,5965.185,5944.688,5965.255,359.179,354.492,359.180,348.072,0.708,0.957,-7.907,-7.658,0.708,29.384,0.297,29.794,1,1,lock_on,attack_maneuver
2.800,87.047,87.091,87.062,87.103,5944.768,5965.358,5944.754,5966.233,358.994,354.415,358.995,346.579,0.585,0.815,-7.747,-7.517,0.585,31.017,0.169,31.434,1,1,lock_on,attack_maneuver
3.000,86.904,86.957,86.920,86.971,5944.671,5965.164,5944.656,5968.415,358.914,354.419,358.915,345.302,0.613,0.822,-7.594,-7.385,0.613,32.017,0.190,32.440,1,1,lock_on,attack_maneuver
3.200,86.760,86.825,86.778,86.840,5944.573,5964.752,5944.559,5972.197,358.711,354.268,358.712,344.440,0.783,0.970,-7.328,-7.141,0.783,31.690,0.354,32.119,1,1,lock_on,attack_maneuver
3.400,86.617,86.693,86.636,86.710,5944.642,5964.384,5944.627,5977.014,358.698,354.361,358.699,343.906,0.682,0.848,-7.313,-7.147,0.682,30.958,0.246,31.393,1,1,lock_on,attack_maneuver
3.600,86.473,86.560,86.494,86.579,5944.716,5964.134,5944.701,5982.234,358.509,354.276,358.510,343.261,0.860,1.005,-7.071,-6.926,0.860,28.636,0.418,29.077,1,1,lock_on,attack_maneuver
3.800,86.330,86.428,86.352,86.448,5944.839,5964.034,5944.824,5988.033,358.488,354.344,358.488,342.679,0.751,0.874,-7.141,-7.018,0.750,23.093,0.302,23.540,1,1,lock_on,attack_maneuver
4.000,86.187,86.295,86.210,86.317,5944.889,5963.910,5944.874,5994.245,358.292,354.208,358.293,342.571,0.928,1.031,-6.911,-6.807,0.928,26.872,0.473,27.327,1,1,lock_on,attack_maneuver
4.200,86.043,86.162,86.068,86.185,5944.953,5963.874,5944.938,6000.221,358.266,354.249,358.267,342.619,0.815,0.897,-6.993,-6.910,0.814,29.051,0.353,29.512,1,1,lock_on,attack_maneuver
4.400,85.900,86.029,85.926,86.054,5944.929,5963.697,5944.913,6005.492,358.071,354.348,358.072,342.626,0.994,1.056,-6.951,-6.889,0.994,30.322,0.526,30.789,1,1,lock_on,attack_maneuver
4.600,85.757,85.897,85.784,85.923,5944.910,5963.329,5944.894,6009.771,358.048,354.422,358.049,342.388,0.877,0.918,-6.926,-6.885,0.877,30.551,0.402,31.025,1,1,lock_on,attack_maneuver
4.800,85.614,85.765,85.642,85.792,5944.799,5963.002,5944.782,6013.156,357.856,354.336,357.857,341.706,1.060,1.079,-6.788,-6.767,1.060,29.556,0.579,30.036,1,1,lock_on,attack_maneuver
5.000,85.471,85.632,85.500,85.662,5944.690,5962.914,5944.674,6016.356,357.837,354.357,357.838,341.417,0.940,0.938,-6.884,-6.885,0.940,23.454,0.452,23.941,1,1,lock_on,attack_maneuver
5.200,85.327,85.499,85.358,85.530,5944.488,5963.032,5944.471,6019.898,357.650,354.217,357.651,341.437,1.127,1.105,-6.705,-6.726,1.127,23.075,0.632,23.568,1,1,lock_on,attack_maneuver
5.400,85.184,85.366,85.216,85.399,5944.286,5963.402,5944.269,6023.373,357.635,354.217,357.636,341.632,1.005,0.962,-6.806,-6.848,1.005,27.121,0.503,27.622,1,1,lock_on,attack_maneuver
5.600,85.041,85.234,85.074,85.267,5943.917,5963.966,5943.900,6025.985,357.676,354.065,357.677,341.799,1.037,0.973,-6.641,-6.704,1.036,27.499,0.528,28.006,1,1,search,attack_maneuver
