Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.073,5940.775,5940.722,5940.763,5940.739,365.339,364.819,365.339,365.339,0.011,0.362,-0.680,-0.329,0.011,0.362,0.348,0.002,1,1,lock_on,attack_maneuver
0.200,88.927,88.929,88.929,88.928,5941.226,5940.747,5941.213,5941.190,364.728,364.466,364.728,364.728,0.215,0.566,-0.060,0.291,0.215,0.566,0.145,0.206,1,1,lock_on,attack_maneuver
0.400,88.782,88.783,88.784,88.782,5941.716,5939.970,5941.703,5941.680,364.276,364.058,364.276,364.276,0.145,0.497,-0.851,-0.500,0.145,0.497,0.215,0.137,1,1,lock_on,attack_maneuver
0.600,88.636,88.638,88.638,88.636,5942.136,5939.189,5942.123,5942.099,363.658,363.491,363.658,363.658,0.333,0.685,-6.501,-6.148,0.333,0.685,0.028,0.324,1,1,lock_on,attack_maneuver
0.800,88.491,88.492,88.493,88.491,5942.575,5939.152,5942.562,5942.538,363.213,362.056,363.213,363.213,0.244,0.597,-6.515,-6.162,0.244,0.597,0.119,0.234,1,1,lock_on,attack_maneuver
1.000,88.346,88.347,88.348,88.346,5942.933,5940.256,5942.920,5942.897,362.608,360.330,362.609,362.609,0.426,0.779,-8.556,-8.203,0.426,0.779,0.059,0.413,1,1,lock_on,attack_maneuver
1.200,88.201,88.202,88.204,88.202,5943.306,5943.123,5943.293,5943.270,362.184,358.814,362.184,362.184,0.325,0.679,-9.391,-9.037,0.325,0.679,0.047,0.308,1,1,lock_on,attack_maneuver
1.400,88.056,88.058,88.061,88.059,5943.597,5947.801,5943.583,5943.560,361.605,357.621,361.606,361.606,0.504,0.859,-9.208,-8.854,0.504,0.859,0.128,0.483,1,1,lock_on,attack_maneuver
1.600,87.911,87.913,87.917,87.916,5943.900,5953.207,5943.887,5943.863,361.214,357.058,361.215,361.215,0.395,0.750,-8.988,-8.632,0.395,0.750,0.013,0.368,1,1,lock_on,attack_maneuver
1.800,87.767,87.769,87.775,87.773,5944.118,5957.856,5944.105,5944.081,360.676,356.547,360.676,360.676,0.575,0.931,-8.735,-8.380,0.575,0.931,0.188,0.543,1,1,lock_on,attack_maneuver
2.000,87.623,87.624,87.632,87.630,5944.347,5961.295,5944.334,5944.310,360.334,355.756,360.334,360.334,0.459,0.816,-8.370,-8.013,0.459,0.816,0.067,0.423,1,1,lock_on,attack_maneuver
2.200,87.479,87.480,87.489,87.487,5944.490,5963.393,5944.476,5944.452,359.854,355.243,359.855,359.855,0.641,0.999,-8.376,-8.019,0.641,0.998,0.243,0.600,1,1,lock_on,attack_maneuver
2.400,87.335,87.337,87.347,87.345,5944.640,5964.546,5944.627,5944.603,359.581,354.716,359.581,359.581,0.522,0.880,-7.994,-7.637,0.522,0.880,0.118,0.475,1,1,lock_on,attack_maneuver
2.600,87.191,87.193,87.204,87.202,5944.702,5965.185,5944.688,5944.664,359.179,354.492,359.180,359.180,0.708,1.066,-7.907,-7.549,0.708,1.066,0.297,0.655,1,1,lock_on,attack_maneuver
2.800,87.047,87.049,87.062,87.060,5944.768,5965.358,5944.754,5944.731,358.994,354.415,358.995,358.995,0.585,0.944,-7.747,-7.388,0.585,0.944,0.169,0.528,1,1,lock_on,attack_maneuver
3.000,86.904,86.906,86.920,86.918,5944.671,5965.164,5944.656,5944.633,358.914,354.419,358.915,358.915,0.613,0.973,-7.594,-7.234,0.613,0.973,0.190,0.550,1,1,lock_on,attack_maneuver
3.200,86.760,86.762,86.778,86.776,5944.573,5964.752,5944.559,5944.535,358.711,354.268,358.712,358.712,0.783,1.143,-7.328,-6.968,0.783,1.143,0.354,0.713,1,1,lock_on,attack_maneuver
3.400,86.617,86.619,86.636,86.633,5944.642,5964.384,5944.627,5944.604,358.698,354.361,358.699,358.699,0.682,1.043,-7.313,-6.953,0.682,1.042,0.246,0.607,1,1,lock_on,attack_maneuver
3.600,86.473,86.475,86.494,86.491,5944.716,5964.134,5944.701,5944.677,358.509,354.276,358.510,358.510,0.860,1.222,-7.071,-6.710,0.860,1.221,0.418,0.780,1,1,lock_on,attack_maneuver
3.800,86.330,86.332,86.352,86.349,5944.839,5964.034,5944.824,5944.800,358.488,354.344,358.488,358.488,0.751,1.112,-7.141,-6.780,0.750,1.112,0.302,0.664,1,1,lock_on,attack_maneuver
4.000,86.187,86.188,86.210,86.207,5944.889,5963.910,5944.874,5944.850,358.292,354.208,358.293,358.293,0.928,1.291,-6.911,-6.548,0.928,1.291,0.473,0.836,1,1,lock_on,attack_maneuver
4.200,86.043,86.045,86.068,86.065,5944.953,5963.874,5944.938,5944.914,358.266,354.249,358.267,358.267,0.815,1.178,-6.993,-6.630,0.814,1.177,0.353,0.716,1,1,lock_on,attack_maneuver
4.400,85.900,85.902,85.926,85.923,5944.929,5963.697,5944.913,5944.889,358.071,354.348,358.072,358.072,0.994,1.358,-6.951,-6.588,0.994,1.358,0.526,0.890,1,1,lock_on,attack_maneuver
4.600,85.757,85.759,85.784,85.781,5944.910,5963.329,5944.894,5944.870,358.048,354.422,358.049,358.049,0.877,1.241,-6.926,-6.562,0.877,1.241,0.402,0.767,1,1,lock_on,attack_maneuver
