Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.073,5940.775,5940.722,5940.799,5940.778,365.339,364.819,364.851,365.676,0.011,0.362,-0.680,-0.329,0.097,0.020,0.456,0.379,1,1,attack_maneuver,attack_maneuver
0.200,88.928,88.929,88.929,88.927,5941.226,5940.747,5940.712,5941.376,364.728,364.466,364.077,365.443,0.215,0.566,-0.060,0.291,0.867,1.164,1.226,1.524,1,1,attack_maneuver,attack_maneuver
0.400,88.782,88.783,88.784,88.782,5941.716,5939.970,5939.141,5942.824,364.276,364.058,363.731,364.779,0.145,0.496,-0.852,-0.500,0.979,3.857,1.339,4.218,1,1,attack_maneuver,attack_maneuver
0.600,88.636,88.638,88.638,88.636,5942.136,5939.189,5935.951,5945.322,363.658,363.491,363.582,363.686,0.333,0.683,-6.501,-6.151,0.030,6.403,0.331,6.764,1,1,attack_maneuver,attack_maneuver
0.800,88.491,88.492,88.493,88.491,5942.575,5939.152,5931.461,5948.402,363.213,362.056,363.256,362.346,0.245,0.592,-6.515,-6.167,2.020,9.159,1.657,9.522,1,1,attack_maneuver,attack_maneuver
1.000,88.346,88.348,88.349,88.347,5942.933,5940.256,5925.907,5951.661,362.608,360.330,362.389,360.856,0.427,0.770,-8.555,-8.213,3.246,11.793,2.879,12.160,1,1,attack_maneuver,attack_maneuver
1.200,88.202,88.204,88.205,88.204,5943.306,5943.123,5919.198,5954.766,362.184,358.814,361.558,359.382,0.327,0.663,-9.388,-9.053,3.035,14.297,2.664,14.668,1,1,attack_maneuver,attack_maneuver
1.400,88.058,88.061,88.062,88.062,5943.597,5947.801,5911.719,5957.405,361.605,357.621,360.821,357.674,0.508,0.835,-9.204,-8.878,2.658,16.700,2.282,17.076,1,1,attack_maneuver,attack_maneuver
1.600,87.914,87.919,87.920,87.922,5943.900,5953.207,5903.871,5959.555,361.214,357.058,360.214,355.845,0.400,0.716,-8.982,-8.666,2.472,18.895,2.090,19.277,1,1,attack_maneuver,attack_maneuver
1.800,87.770,87.778,87.778,87.782,5944.118,5957.856,5895.759,5961.458,360.676,356.547,359.974,354.294,0.581,0.885,-8.729,-8.425,2.010,21.074,1.623,21.461,1,1,attack_maneuver,attack_maneuver
2.000,87.626,87.638,87.635,87.644,5944.347,5961.295,5887.230,5963.070,360.334,355.756,359.813,352.918,0.467,0.757,-8.362,-8.072,2.137,23.286,1.745,23.679,1,1,attack_maneuver,attack_maneuver
2.200,87.483,87.499,87.493,87.507,5944.490,5963.393,5878.576,5964.164,359.854,355.243,359.407,351.365,0.651,0.925,-8.367,-8.093,2.056,25.504,1.658,25.902,1,1,attack_maneuver,attack_maneuver
2.400,87.340,87.362,87.352,87.371,5944.640,5964.546,5869.775,5964.799,359.581,354.716,359.326,349.569,0.532,0.789,-7.984,-7.727,1.637,27.255,1.233,27.660,1,1,attack_maneuver,attack_maneuver
2.600,87.197,87.226,87.210,87.236,5944.702,5965.185,5860.372,5965.580,359.179,354.492,359.664,347.944,0.719,0.956,-7.895,-7.658,1.892,28.991,1.482,29.402,1,1,attack_maneuver,attack_maneuver
2.800,87.054,87.091,87.068,87.103,5944.768,5965.358,5849.863,5967.307,358.994,354.415,360.002,346.559,0.598,0.815,-7.734,-7.517,3.310,30.293,2.893,30.710,1,1,attack_maneuver,attack_maneuver
3.000,86.911,86.957,86.927,86.971,5944.671,5965.164,5838.335,5970.515,358.914,354.419,360.184,345.600,0.628,0.823,-7.579,-7.384,3.596,30.139,3.173,30.562,1,1,attack_maneuver,attack_maneuver
3.200,86.768,86.824,86.786,86.839,5944.573,5964.752,5826.301,5974.785,358.711,354.268,360.160,344.971,0.799,0.971,-7.312,-7.139,2.433,29.343,2.004,29.772,1,1,attack_maneuver,attack_maneuver
3.400,86.626,86.691,86.644,86.708,5944.642,5964.384,5814.068,5979.478,358.698,354.361,360.234,344.546,0.700,0.850,-7.295,-7.145,1.883,28.600,1.447,29.035,1,1,attack_maneuver,attack_maneuver
3.600,86.483,86.557,86.503,86.576,5944.716,5964.134,5801.853,5984.346,358.509,354.276,360.298,343.860,0.880,1.008,-7.052,-6.923,1.515,25.976,1.073,26.418,1,1,attack_maneuver,attack_maneuver
3.800,86.340,86.424,86.362,86.444,5944.839,5964.034,5789.747,5989.452,358.488,354.344,360.646,343.228,0.771,0.879,-7.121,-7.013,0.967,19.762,0.519,20.209,1,1,attack_maneuver,attack_maneuver
4.000,86.197,86.289,86.220,86.311,5944.889,5963.910,5777.486,5994.698,358.292,354.208,361.468,342.863,0.949,1.038,-6.890,-6.801,0.535,20.105,0.080,20.560,1,1,attack_maneuver,attack_maneuver
