Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,44538.062,-0.007,5940.763,44538.146,545.013,5940.775,89.073,89.075,89.075,89.074,5940.775,5940.722,5940.763,5940.775,365.339,364.819,365.339,364.851,0.011,0.362,-0.680,-0.329,0.011,0.253,0.348,0.106,1,1,lock_on,attack_maneuver
0.200,44465.055,-0.031,5941.213,44465.261,544.994,5940.688,88.927,88.929,88.929,88.928,5941.226,5940.747,5941.213,5940.688,364.728,364.466,364.728,364.077,0.215,0.566,-0.060,0.291,0.215,0.515,0.145,0.875,1,1,lock_on,attack_maneuver
0.400,44392.160,-0.058,5941.703,44392.502,544.858,5939.117,88.782,88.784,88.784,88.782,5941.716,5939.970,5941.703,5939.117,364.276,364.058,364.276,363.731,0.145,0.497,-0.851,-0.500,0.145,0.627,0.215,0.987,1,1,lock_on,attack_maneuver
0.600,44319.366,-0.084,5942.123,44319.846,544.986,5935.928,88.636,88.638,88.638,88.637,5942.136,5939.189,5942.123,5935.928,363.658,363.491,363.658,363.582,0.333,0.685,-6.501,-6.148,0.333,0.382,0.028,0.021,1,1,lock_on,attack_maneuver
0.800,44246.685,-0.093,5942.562,44247.295,545.717,5931.437,88.491,88.493,88.493,88.492,5942.575,5939.152,5942.562,5931.437,363.213,362.056,363.213,363.256,0.244,0.598,-6.515,-6.162,0.244,2.373,0.119,2.010,1,1,lock_on,attack_maneuver
1.000,44174.102,-0.087,5942.920,44174.953,547.077,5925.883,88.346,88.348,88.348,88.347,5942.933,5940.256,5942.920,5925.883,362.608,360.330,362.609,362.389,0.426,0.781,-8.556,-8.202,0.426,3.600,0.059,3.233,1,1,lock_on,attack_maneuver
1.200,44101.628,-0.050,5943.293,44102.896,548.988,5919.174,88.201,88.204,88.204,88.204,5943.306,5943.123,5943.293,5919.174,362.184,358.814,362.184,361.558,0.325,0.681,-9.391,-9.034,0.325,3.389,0.047,3.018,1,1,lock_on,attack_maneuver
1.400,44029.248,0.013,5943.583,44031.082,551.101,5911.695,88.056,88.059,88.061,88.061,5943.597,5947.801,5943.583,5911.695,361.605,357.621,361.606,360.821,0.504,0.863,-9.208,-8.850,0.504,3.013,0.128,2.636,1,1,lock_on,attack_maneuver
1.600,43956.972,0.117,5943.887,43959.440,553.232,5903.847,87.911,87.915,87.917,87.918,5943.900,5953.207,5943.887,5903.847,361.214,357.058,361.215,360.214,0.395,0.755,-8.988,-8.627,0.395,2.827,0.013,2.445,1,1,lock_on,attack_maneuver
1.800,43884.781,0.255,5944.105,43887.922,555.374,5895.735,87.767,87.772,87.775,87.776,5944.118,5957.856,5944.105,5895.735,360.676,356.547,360.676,359.974,0.575,0.937,-8.735,-8.373,0.575,2.366,0.188,1.979,1,1,lock_on,attack_maneuver
