Time_s,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
0.000,89.073,89.075,89.075,89.074,5940.775,5940.722,5940.763,5940.986,365.339,364.819,365.339,364.767,0.011,0.362,-0.680,-0.329,0.011,0.881,0.348,0.521,1,1,lock_on,attack_maneuver
0.200,88.927,88.929,88.929,88.928,5941.226,5940.747,5941.213,5943.240,364.728,364.466,364.728,363.214,0.215,0.566,-0.060,0.291,0.215,3.021,0.145,2.661,1,1,lock_on,attack_maneuver
0.400,88.782,88.784,88.784,88.783,5941.716,5939.970,5941.703,5947.534,364.276,364.058,364.276,361.188,0.145,0.498,-0.851,-0.498,0.145,5.011,0.215,4.651,1,1,lock_on,attack_maneuver
0.600,88.636,88.640,88.638,88.638,5942.136,5939.189,5942.123,5953.076,363.658,363.491,363.658,359.306,0.333,0.689,-6.501,-6.144,0.333,8.754,0.028,8.393,1,1,lock_on,attack_maneuver
0.800,88.491,88.496,88.493,88.495,5942.575,5939.152,5942.562,5958.898,363.213,362.056,363.213,357.862,0.244,0.606,-6.515,-6.154,0.244,12.527,0.119,12.164,1,1,lock_on,attack_maneuver
1.000,88.346,88.353,88.348,88.352,5942.933,5940.256,5942.920,5964.483,362.608,360.330,362.609,356.502,0.426,0.794,-8.556,-8.188,0.426,15.435,0.059,15.069,1,1,lock_on,attack_maneuver
1.200,88.201,88.210,88.204,88.210,5943.306,5943.123,5943.293,5969.923,362.184,358.814,362.184,354.852,0.325,0.701,-9.391,-9.015,0.325,17.626,0.047,17.255,1,1,lock_on,attack_maneuver
1.400,88.056,88.069,88.061,88.070,5943.597,5947.801,5943.583,5975.466,361.605,357.621,361.606,352.901,0.504,0.890,-9.208,-8.822,0.504,19.711,0.128,19.335,1,1,lock_on,attack_maneuver
1.600,87.911,87.929,87.917,87.931,5943.900,5953.207,5943.887,5980.970,361.214,357.058,361.215,351.184,0.395,0.793,-8.988,-8.590,0.395,22.114,0.013,21.733,1,1,lock_on,attack_maneuver
1.800,87.767,87.790,87.775,87.793,5944.118,5957.856,5944.105,5986.264,360.676,356.547,360.676,349.711,0.575,0.986,-8.735,-8.324,0.575,24.419,0.188,24.032,1,1,lock_on,attack_maneuver
2.000,87.623,87.652,87.632,87.656,5944.347,5961.295,5944.334,5991.550,360.334,355.756,360.334,347.914,0.459,0.885,-8.370,-7.944,0.459,26.541,0.067,26.148,1,1,lock_on,attack_maneuver
2.200,87.479,87.515,87.489,87.521,5944.490,5963.393,5944.476,5996.674,359.854,355.243,359.855,345.931,0.641,1.084,-8.376,-7.933,0.641,28.884,0.243,28.485,1,1,lock_on,attack_maneuver
2.400,87.335,87.380,87.347,87.387,5944.640,5964.546,5944.627,6000.870,359.581,354.716,359.581,344.581,0.522,0.983,-7.994,-7.533,0.522,31.531,0.118,31.127,1,1,lock_on,attack_maneuver
2.600,87.191,87.247,87.204,87.255,5944.702,5965.185,5944.688,6003.791,359.179,354.492,359.180,343.563,0.708,1.188,-7.907,-7.426,0.708,33.821,0.297,33.411,1,1,lock_on,attack_maneuver
2.800,87.047,87.114,87.062,87.123,5944.768,5965.358,5944.754,6005.540,358.994,354.415,358.995,342.409,0.585,1.087,-7.747,-7.245,0.585,35.748,0.169,35.331,1,1,lock_on,attack_maneuver
3.000,86.904,86.983,86.920,86.993,5944.671,5965.164,5944.656,6006.337,358.914,354.419,358.915,341.232,0.613,1.138,-7.594,-7.069,0.613,37.624,0.190,37.201,1,1,lock_on,attack_maneuver
3.200,86.760,86.853,86.778,86.865,5944.573,5964.752,5944.559,6006.469,358.711,354.268,358.712,340.133,0.783,1.331,-7.328,-6.780,0.783,39.605,0.354,39.176,1,1,lock_on,attack_maneuver
3.400,86.617,86.725,86.636,86.737,5944.642,5964.384,5944.627,6006.257,358.698,354.361,358.699,339.327,0.682,1.255,-7.313,-6.740,0.682,41.609,0.246,41.174,1,1,lock_on,attack_maneuver
3.600,86.473,86.598,86.494,86.612,5944.716,5964.134,5944.701,6006.208,358.509,354.276,358.510,338.544,0.860,1.460,-7.071,-6.471,0.860,43.334,0.418,42.893,1,1,lock_on,attack_maneuver
3.800,86.330,86.473,86.352,86.487,5944.839,5964.034,5944.824,6006.884,358.488,354.344,358.488,338.082,0.751,1.378,-7.141,-6.514,0.750,43.414,0.302,42.966,1,1,lock_on,attack_maneuver
