Time_s,Missile_ID,Launcher_ID,Target_ID,X_m,Y_m,Z_m,Velocity_m_s,Status,Data_Type,Range_to_Target_km
40.400000000000006,B1001,B0100,A0100,29414.88163949525,-1644.1987696362085,1674.0290218771352,365.81267774476294,BOOST,Trajectory,59.94471430543572
40.6,B1001,B0100,A0100,29340.68766124181,-1643.049907503424,1679.395159059539,379.28276247399845,BOOST,Trajectory,59.802714892784465
40.800000000000004,B1001,B0100,A0100,29263.803503547297,-1641.859505650772,1684.9559687368535,392.790970262544,BOOST,Trajectory,59.658084097067906
41.0,B1001,B0100,A0100,29184.22169326179,-1640.627576038678,1690.7121033781398,406.33589494451667,BOOST,Trajectory,59.51077781029385
41.2,B1001,B0100,A0100,29101.935057519066,-1639.3542210764608,1696.664266699251,419.9160589160127,BOOST,Trajectory,59.36083945077823
41.400000000000006,B1001,B0100,A0100,29016.936695569304,-1638.0395186733062,1702.8131186800244,433.5301246603154,BOOST,Trajectory,59.20826312665248
41.6,B1001,B0100,A0100,28929.219986779448,-1636.6835372703015,1709.1592944506083,447.1766358345222,BOOST,Trajectory,59.05307549464671
41.800000000000004,B1001,B0100,A0100,28838.77860407077,-1635.2863541074719,1715.703418455248,460.85411181235656,BOOST,Trajectory,58.89513867010856
42.0,B1001,B0100,A0100,28745.606518122102,-1633.8480548400619,1722.4460976364153,474.56104685474503,BOOST,Trajectory,58.73443721431137
42.2,B1001,B0100,A0100,28649.69800231598,-1632.3687331479437,1729.3879185179126,488.2959103301245,BOOST,Trajectory,58.57101682281724
42.400000000000006,B1001,B0100,A0100,28551.047637883035,-1630.8484901309682,1736.5294460250716,502.0571428600799,BOOST,Trajectory,58.4049490935217
42.6,B1001,B0100,A0100,28449.650319623546,-1629.2874342554012,1743.8712241036633,515.8431596314542,BOOST,Trajectory,58.23619842554597
42.800000000000004,B1001,B0100,A0100,28345.50126084309,-1627.685681413612,1751.4137739544456,529.6523481198468,BOOST,Trajectory,58.0647509824441
43.0,B1001,B0100,A0100,28238.595998945217,-1626.0433552289044,1759.1575946343924,543.4830710267731,BOOST,Trajectory,57.89056504645224
43.2,B1001,B0100,A0100,28128.93040018436,-1624.3605871023663,1767.1031614600024,557.3336644280201,BOOST,Trajectory,57.713672911818215
43.400000000000006,B1001,B0100,A0100,28016.500665040094,-1622.6375164255446,1775.2509266433735,571.2024409072218,BOOST,Trajectory,57.53403310646833
43.6,B1001,B0100,A0100,27901.30333271649,-1620.8742905911888,1783.601317756223,585.0876875131262,BOOST,Trajectory,57.351678634599814
43.800000000000004,B1001,B0100,A0100,27783.335286296802,-1619.0710652158698,1792.1547384164019,598.9876691892357,BOOST,Trajectory,57.1665685418288
44.0,B1001,B0100,A0100,27662.593756955175,-1617.228004130252,1800.9115667770732,612.9006265985556,BOOST,Trajectory,56.97873655904293
44.2,B1001,B0100,A0100,27539.07632885962,-1615.3452796143151,1809.8721562449823,626.8247798383331,BOOST,Trajectory,56.78814231441549
44.400000000000006,B1001,B0100,A0100,27412.780943065678,-1613.4230723694272,1819.0368339882632,640.7583261168066,BOOST,Trajectory,56.59482029938412
44.6,B1001,B0100,A0100,27283.705902140475,-1611.4615717679583,1828.405901684181,654.6994437581649,BOOST,Trajectory,56.39873077359907
44.800000000000004,B1001,B0100,A0100,27151.849873710045,-1609.4609758080308,1837.979634045843,668.6462897185647,BOOST,Trajectory,56.199909018893386
45.0,B1001,B0100,A0100,27017.21189477871,-1607.4214913789262,1847.758279599917,682.5970038901548,BOOST,Trajectory,55.99831596242624
45.2,B1001,B0100,A0100,26879.791374934342,-1605.343334209937,1857.7420593505274,696.5497056264873,BOOST,Trajectory,55.7940031245997
45.400000000000006,B1001,B0100,A0100,26739.588101485617,-1603.2267294651433,1867.9311709375866,710.5024883804416,BOOST,Trajectory,55.586964403481076
45.6,B1001,B0100,A0100,26596.6022449983,-1601.0719119579308,1878.3257940734095,724.4534227474751,BOOST,Trajectory,55.37720507237373
45.800000000000004,B1001,B0100,A0100,26450.834362060887,-1598.8791256052014,1888.9260887941075,738.400574217597,BOOST,Trajectory,55.16468228393287
46.0,B1001,B0100,A0100,26302.643175659774,-1596.6539924933338,1899.7061623828622,743.7334532417967,BOOST,Trajectory,54.94983294517856
46.2,B1001,B0100,A0100,26154.603360799556,-1594.4353610648027,1910.4788820214621,740.4786398877908,BOOST,Trajectory,54.7352024721088
46.400000000000006,B1001,B0100,A0100,26007.2102070627,-1592.230813566753,1921.2083273008514,737.2535134526821,BOOST,Trajectory,54.521275742697576
46.6,B1001,B0100,A0100,25860.457837210964,-1590.0404055124798,1931.8950245300875,734.0576489170631,BOOST,Trajectory,54.30803522326417
