Time_s,Agent_ID,Missile_Type,Remaining_Count,Launched,Side,Missile_ID,Launcher_ID,Type,Status,X_m,Y_m,Z_m,Velocity_m_s,Target_ID,Distance_to_Target_km
2.4000000000000004,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
2.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
2.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
2.8000000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
2.8000000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.4000000000000004,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.4000000000000004,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.8000000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
3.8000000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.6000000000000005,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.6000000000000005,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.800000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
4.800000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.6000000000000005,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.6000000000000005,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.800000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
5.800000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.6000000000000005,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.6000000000000005,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.800000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
6.800000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.6000000000000005,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.6000000000000005,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.800000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
7.800000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.200000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.200000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
8.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.200000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.200000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.600000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.600000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
9.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.200000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.200000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.600000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.600000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
10.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.200000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.200000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.600000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.600000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
11.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.200000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.200000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.600000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.600000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
12.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.200000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.200000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.600000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.600000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
13.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.200000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.200000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.600000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.600000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
14.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.200000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.200000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.600000000000001,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.600000000000001,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
15.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
16.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
17.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
18.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
19.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
20.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
21.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
22.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
23.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
24.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
25.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
26.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
27.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
28.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
29.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
30.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.200000000000003,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.200000000000003,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.400000000000002,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.400000000000002,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.8,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
31.8,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.800000000000004,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
32.800000000000004,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.800000000000004,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
33.800000000000004,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.800000000000004,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
34.800000000000004,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.800000000000004,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
35.800000000000004,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.800000000000004,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
36.800000000000004,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
37.0,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
37.0,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
37.2,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
37.2,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
37.4,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
37.4,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
37.6,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
37.6,B0200,R-27ER,2.0,False,Enemy,,,,,,,,,,
37.800000000000004,B0100,R-27ER,2.0,False,Enemy,,,,,,,,,,
