Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Destroy_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Min_Distance_to_Target_km,Final_Status
B1001,B0100,A0100,68.0,140.8,72.80000000000001,821.4162389513102,499.01885057822085,36.37673870750824,16.750599083180482,ACTIVE
A1001,A0100,B0100,92.60000000000001,181.4,88.8,1065.7410228313001,573.8595054731994,51.01754357217851,1.2345343353403142,ACTIVE
B2001,B0200,A0100,104.80000000000001,179.60000000000002,74.80000000000001,905.2692647059204,569.7068323903619,42.65920175136931,11.920756370128538,ACTIVE
A2001,A0200,B0100,143.6,198.60000000000002,55.00000000000003,1102.0198546580339,713.1148917633204,39.27909406725951,0.10992632636454802,ACTIVE
