Time_s,Missile_ID,Launcher_ID,Type,Status,X_m,Y_m,Z_m,Velocity_m_s,Target_ID,Distance_to_Target_km,Data_Type
61.6,A1001,A0100,AIM-120C-7,ACTIVE,-23340.9121866128,-1278.7934628355315,6050.791074230422,352.2550875057331,B0100,46.75779309619011,Trajectory
61.800000000000004,A1001,A0100,AIM-120C-7,ACTIVE,-23269.006358616516,-1282.7427394849972,6049.803094644728,369.39515871285937,B0100,46.620619493015354,Trajectory
62.0,A1001,A0100,AIM-120C-7,ACTIVE,-23193.666310979337,-1286.790755634348,6048.778796415374,386.6079842520964,B0100,46.48009480558158,Trajectory
62.2,A1001,A0100,AIM-120C-7,ACTIVE,-23114.877464289923,-1290.934265979758,6047.718451114654,403.88785521241846,B0100,46.3362175650157,Trajectory
62.400000000000006,A1001,A0100,AIM-120C-7,ACTIVE,-23032.62907731478,-1295.1175521514454,6046.628669794154,421.1842514952025,B0100,46.188917443784476,Trajectory
62.6,A1001,A0100,AIM-120C-7,ACTIVE,-22946.91096447335,-1299.3038563837135,6045.513773282262,438.5495111733388,B0100,46.038224537574145,Trajectory
62.800000000000004,A1001,A0100,AIM-120C-7,ACTIVE,-22857.709556385034,-1303.4893467366167,6044.3740967722915,455.982796724328,B0100,45.88402593469368,Trajectory
63.0,A1001,A0100,AIM-120C-7,ACTIVE,-22765.011448456742,-1307.6703215548082,6043.209962759928,473.4832295527676,B0100,45.72632848299611,Trajectory
63.2,A1001,A0100,AIM-120C-7,ACTIVE,-22668.803409653392,-1311.8431951674268,6042.021681386729,491.04989060001526,B0100,45.56509980231235,Trajectory
63.400000000000006,A1001,A0100,AIM-120C-7,ACTIVE,-22569.07239117928,-1316.0044855942933,6040.809549190273,508.6818197482645,B0100,45.400348103998546,Trajectory
63.6,A1001,A0100,AIM-120C-7,ACTIVE,-22465.805535233147,-1320.1508034096148,6039.573851346419,526.3780157066315,B0100,45.23204052057253,Trajectory
63.800000000000004,A1001,A0100,AIM-120C-7,ACTIVE,-22358.990183716818,-1324.2788421436596,6038.314861122683,544.13743523544,B0100,45.06018542010337,Trajectory
64.0,A1001,A0100,AIM-120C-7,ACTIVE,-22248.613887073287,-1328.3853693897865,6037.032842165047,561.9589930872421,B0100,44.88473389781865,Trajectory
64.2,A1001,A0100,AIM-120C-7,ACTIVE,-22134.664413037914,-1332.467219391038,6035.728045663178,579.8415622438905,B0100,44.705734264463054,Trajectory
64.4,A1001,A0100,AIM-120C-7,ACTIVE,-22017.129755377777,-1336.5212872428901,6034.400715656302,597.7839728896181,B0100,44.523204189277436,Trajectory
64.60000000000001,A1001,A0100,AIM-120C-7,ACTIVE,-21895.99814286236,-1340.544522975682,6033.051095666619,615.7850109660056,B0100,44.33712119525488,Trajectory
64.8,A1001,A0100,AIM-120C-7,ACTIVE,-21771.258048311112,-1344.5339260519418,6031.6794300336605,633.8434185675301,B0100,44.147535607404606,Trajectory
65.0,A1001,A0100,AIM-120C-7,ACTIVE,-21642.89819770321,-1348.4865400846547,6030.285960835205,651.9578939105556,B0100,43.954410463504054,Trajectory
65.2,A1001,A0100,AIM-120C-7,ACTIVE,-21510.90757921117,-1352.3994475842126,6028.870912378338,670.1270914818538,B0100,43.757747700440305,Trajectory
