Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Destroy_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Min_Distance_to_Target_km,Final_Status
B1001,B0100,A0100,42.400000000000006,100.4,58.0,968.1300070908705,693.5278075854969,40.27683843667408,0.15071301709364235,ACTIVE
B1002,B0100,A0100,52.400000000000006,100.4,48.0,970.73000329076,729.3267912302085,35.058138096401024,1.984827022654862,ACTIVE
A1001,A0100,B0100,57.400000000000006,172.8,115.4,1058.446553961283,541.2449203492104,62.5078205733079,0.04037242336465851,ACTIVE
A1002,A0100,B0100,59.400000000000006,172.8,113.4,1058.9254875828972,543.662980624773,61.69772232282576,0.31079123243996026,ACTIVE
A2001,A0200,B0100,123.60000000000001,172.8,49.2,1113.8908105419468,802.7980869058657,39.55186620782414,9.510627644325083,ACTIVE
A2002,A0200,B0100,124.2,172.8,48.60000000000001,1113.8908105419468,807.3384327570959,39.287122199711696,9.510628756385842,ACTIVE
