Missile_ID,Launcher_ID,Target_ID,Launch_Time_s,Destroy_Time_s,Flight_Duration_s,Max_Velocity_m_s,Avg_Velocity_m_s,Total_Distance_km,Min_Distance_to_Target_km,Final_Status
B1001,B0100,A0100,42.400000000000006,117.2,74.8,979.3075545992356,629.3338550307798,47.12795390689765,9.716134880576751,ACTIVE
A1001,A0100,B0100,62.2,110.80000000000001,48.60000000000001,1061.698415700005,719.3769444328467,35.021570880505465,0.04023059402506692,ACTIVE
B2001,B0200,A0100,68.8,143.6,74.8,977.5349152263254,647.8285766535386,48.5082220144138,8.334604837126077,ACTIVE
A2001,A0200,B0100,84.80000000000001,110.80000000000001,26.0,1105.6687429040644,859.788920892071,22.411050943699347,10.617114467295394,ACTIVE
