Time_s,Missile_ID,Launcher_ID,Type,Status,X_m,Y_m,Z_m,Velocity_m_s,Target_ID,Distance_to_Target_km,Data_Type
43.0,B1001,B0100,R-27ER,ACTIVE,30209.489195988386,379.40478935761246,8673.124135469992,346.020494969997,A0100,59.771043798043905,Trajectory
43.0,B2001,B0200,R-27ER,ACTIVE,30209.603539905427,926.1903727241996,8673.06845577424,346.0204712880581,A0100,59.784544028141035,Trajectory
43.2,B1001,B0100,R-27ER,ACTIVE,30139.071016459082,378.01066092832696,8669.98155889371,360.19215701319894,A0100,59.63366961311466,Trajectory
43.2,B2001,B0200,R-27ER,ACTIVE,30139.20102353076,924.1524559006937,8669.926649803585,360.1921044814102,A0100,59.64725127532481,Trajectory
43.400000000000006,B1001,B0100,R-27ER,ACTIVE,30065.815720697403,376.56002386239385,8666.712279096784,374.43113691670504,A0100,59.493492187004,Trajectory
43.400000000000006,B2001,B0200,R-27ER,ACTIVE,30065.96203175335,922.0320685360932,8666.658172118981,374.43104996851156,A0100,59.50715560979199,Trajectory
43.6,B1001,B0100,R-27ER,ACTIVE,29989.709883855867,375.05243141142597,8663.31564742881,388.7372464418087,A0100,59.350522624048935,Trajectory
43.6,B2001,B0200,R-27ER,ACTIVE,29989.873145880163,919.8286283780401,8663.262374371616,388.73711909851903,A0100,59.36426823238442,Trajectory
43.800000000000004,B1001,B0100,R-27ER,ACTIVE,29910.740120691542,373.4874310267466,8659.7910147245,403.1102657234428,A0100,59.204721940901116,Trajectory
43.800000000000004,B2001,B0200,R-27ER,ACTIVE,29910.920986970057,917.5415473161698,8659.738607705269,403.1100907874506,A0100,59.21855010114497,Trajectory
44.0,B1001,B0100,R-27ER,ACTIVE,29828.89311189049,371.86439084236616,8656.13768387506,417.5498290579027,A0100,59.05610137311455,Trajectory
44.0,B2001,B0200,R-27ER,ACTIVE,29829.092245207474,915.1700458359596,8656.086175476805,417.5495897217081,A0100,59.070012559940835,Trajectory
44.2,B1001,B0100,R-27ER,ACTIVE,29744.15558675459,370.1826984125699,8652.354963846517,432.05580633704875,A0100,58.90462191425356,Trajectory
44.2,B2001,B0200,R-27ER,ACTIVE,29744.37365939567,912.7133656815868,8652.304387117525,432.05549310910385,A0100,58.91861653157606,Trajectory
44.400000000000006,B1001,B0100,R-27ER,ACTIVE,29656.51431126359,368.4418331822733,8648.442188193296,446.6279267346686,A0100,58.750294957308796,Trajectory
44.400000000000006,B2001,B0200,R-27ER,ACTIVE,29656.752003287686,910.1708473148868,8648.392576564256,446.627529559147,A0100,58.76437352850283,Trajectory
44.6,B1001,B0100,R-27ER,ACTIVE,29565.956107716476,366.6412707281021,8644.398690875574,461.26589717757406,A0100,58.59308149152813,Trajectory
44.6,B2001,B0200,R-27ER,ACTIVE,29566.214107112635,907.5418275731865,8644.350078167563,461.26540542722125,A0100,58.60724445568026,Trajectory
44.800000000000004,B1001,B0100,R-27ER,ACTIVE,29472.46785925887,364.7804829881725,8640.223805286098,475.9694022484707,A0100,58.432993118320354,Trajectory
44.800000000000004,B2001,B0200,R-27ER,ACTIVE,29472.74686210149,904.8256399431892,8640.176225718822,475.9688047026307,A0100,58.44724104678598,Trajectory
45.0,B1001,B0100,R-27ER,ACTIVE,29376.03651439586,362.8589382135581,8635.91686557131,490.738102875927,A0100,58.26999086780094,Trajectory
45.0,B2001,B0200,R-27ER,ACTIVE,29376.337225005445,902.0216145612854,8635.870353771326,490.73738771327925,A0100,58.284324235073306,Trajectory
45.2,B1001,B0100,R-27ER,ACTIVE,29276.649091795203,360.8761011843135,8631.477205772973,505.5716363052146,A0100,58.104091178358416,Trajectory
45.2,B2001,B0200,R-27ER,ACTIVE,29276.97222289782,899.1290784746461,8631.431796782152,505.5707910741763,A0100,58.11851068097591,Trajectory
45.400000000000006,B1001,B0100,R-27ER,ACTIVE,29174.292684871383,358.83143284853554,8626.904164481517,520.4696155409534,A0100,57.9352473117553,Trajectory
45.400000000000006,B2001,B0200,R-27ER,ACTIVE,29174.638957773543,896.1473553308552,8626.859893765108,520.468627071529,A0100,57.94975371139822,Trajectory
45.6,B1001,B0100,R-27ER,ACTIVE,29068.954466376377,356.72439029960714,8622.197090669652,535.4316291487361,A0100,57.76345952297954,Trajectory
45.6,B2001,B0200,R-27ER,ACTIVE,29069.32461115844,893.0757653986667,8622.15399412377,535.4304834807422,A0100,57.77805336255654,Trajectory
45.800000000000004,B1001,B0100,R-27ER,ACTIVE,28960.621693584366,354.5544274519263,8617.355342469004,550.4572385617369,A0100,57.5886951988902,Trajectory
