Time_s,Missile_ID,Launcher_ID,Type,Status,X_m,Y_m,Z_m,Velocity_m_s,Target_ID,Distance_to_Target_km,Data_Type
42.400000000000006,B1001,B0100,R-27ER,ACTIVE,30100.230535873066,715.985385651719,7453.344659032933,350.14160662110754,A0100,59.82841103930627,Trajectory
42.6,B1001,B0100,R-27ER,ACTIVE,30028.95568843119,714.2014604103674,7451.61814932759,364.22306372978375,A0100,59.69007662774317,Trajectory
42.800000000000004,B1001,B0100,R-27ER,ACTIVE,29954.860455575566,712.3465925182873,7449.823290662062,378.3678798758001,A0100,59.54898310423205,Trajectory
43.0,B1001,B0100,R-27ER,ACTIVE,29877.93221182318,710.4202791573547,7447.959760101512,392.5756847557486,A0100,59.40509090306418,Trajectory
43.2,B1001,B0100,R-27ER,ACTIVE,29798.15840976238,708.4219960675916,7446.027233044098,406.84603102372085,A0100,59.25841425218841,Trajectory
43.400000000000006,B1001,B0100,R-27ER,ACTIVE,29715.526611766458,706.3510173859432,7444.025367779352,421.1784232860218,A0100,59.10891311984348,Trajectory
43.6,B1001,B0100,R-27ER,ACTIVE,29630.024452735757,704.2067238657017,7441.953831778281,435.57251795451515,A0100,58.95660188545193,Trajectory
43.800000000000004,B1001,B0100,R-27ER,ACTIVE,29541.639649311168,701.9885422548017,7439.812297634516,450.02784954238757,A0100,58.80144045437168,Trajectory
44.0,B1001,B0100,R-27ER,ACTIVE,29450.36001361702,699.695896937501,7437.600437763163,464.54392788941817,A0100,58.64344342951797,Trajectory
44.2,B1001,B0100,R-27ER,ACTIVE,29356.173458258887,697.3282099692806,7435.317925626353,479.12023716230397,A0100,58.4825707645632,Trajectory
44.400000000000006,B1001,B0100,R-27ER,ACTIVE,29259.068001505264,694.88490132301,7432.964434676875,493.7562356171956,A0100,58.31883734820456,Trajectory
44.6,B1001,B0100,R-27ER,ACTIVE,29159.031772537794,692.3653888934795,7430.5396395920625,508.4513545606517,A0100,58.15220323592004,Trajectory
44.800000000000004,B1001,B0100,R-27ER,ACTIVE,29056.0530168874,689.7690887450412,7428.0432152135745,523.2049981130577,A0100,57.9826836457215,Trajectory
45.0,B1001,B0100,R-27ER,ACTIVE,28950.120101944747,687.0954150888875,7425.474837789389,538.016542131402,A0100,57.81023877264793,Trajectory
45.2,B1001,B0100,R-27ER,ACTIVE,28841.221522655032,684.3437805256959,7422.834184026884,552.8853339869021,A0100,57.6348907676673,Trajectory
45.400000000000006,B1001,B0100,R-27ER,ACTIVE,28729.345907206458,681.5135957193737,7420.120935693177,567.8106916522064,A0100,57.456599297327614,Trajectory
45.6,B1001,B0100,R-27ER,ACTIVE,28614.482022755277,678.6042694109965,7417.334785420016,582.7919038090356,A0100,57.27536457309614,Trajectory
45.800000000000004,B1001,B0100,R-27ER,ACTIVE,28496.618781447207,675.6152091343854,7414.475435374229,597.8282282356544,A0100,57.09115120934258,Trajectory
46.0,B1001,B0100,R-27ER,ACTIVE,28375.745246681454,672.5458220885466,7411.542593017015,612.9188918995586,A0100,56.904027341543774,Trajectory
46.2,B1001,B0100,R-27ER,ACTIVE,28251.850639520377,669.3955154415461,7408.535968213635,628.0630885845695,A0100,56.714001583095595,Trajectory
46.400000000000006,B1001,B0100,R-27ER,ACTIVE,28124.92434572956,666.1636962281927,7405.455262071578,643.2599783125381,A0100,56.52103073593326,Trajectory
46.6,B1001,B0100,R-27ER,ACTIVE,27994.95592228063,662.8497712040584,7402.300171186713,658.5086889986989,A0100,56.32503588967532,Trajectory
46.800000000000004,B1001,B0100,R-27ER,ACTIVE,27861.935103380452,659.4531472686515,7399.070401503474,673.8083162593196,A0100,56.12608929921578,Trajectory
47.0,B1001,B0100,R-27ER,ACTIVE,27725.85180728448,655.9732316515948,7395.7656691205975,689.1579192355324,A0100,55.92418010978291,Trajectory
47.2,B1001,B0100,R-27ER,ACTIVE,27586.696144050715,652.4094320104056,7392.38568678098,704.5565200444491,A0100,55.71928120409218,Trajectory
47.400000000000006,B1001,B0100,R-27ER,ACTIVE,27444.458422794767,648.7611562487111,7388.930164990522,720.0031052951749,A0100,55.51131646567372,Trajectory
47.6,B1001,B0100,R-27ER,ACTIVE,27299.12915839601,645.0278126853913,7385.398824321973,735.4966263531996,A0100,55.30031586880007,Trajectory
47.800000000000004,B1001,B0100,R-27ER,ACTIVE,27151.05779461982,641.2180429900022,7381.800116434225,742.4195622295056,A0100,55.086590686517816,Trajectory
48.0,B1001,B0100,R-27ER,ACTIVE,27002.820727427053,637.3978536751957,7378.196626875293,740.7423861179185,A0100,54.87274773622115,Trajectory
48.2,B1001,B0100,R-27ER,ACTIVE,26854.91846074664,633.5799030209058,7374.600497617763,739.0718390238918,A0100,54.659260571260404,Trajectory
48.400000000000006,B1001,B0100,R-27ER,ACTIVE,26707.34967948844,629.7639400674763,7371.011673309668,737.4078836083182,A0100,54.44615642536872,Trajectory
48.6,B1001,B0100,R-27ER,ACTIVE,26560.113076090594,625.9497141020876,7367.430098143768,735.7504822488678,A0100,54.233405117497774,Trajectory
48.800000000000004,B1001,B0100,R-27ER,ACTIVE,26413.20735053364,622.1369747491636,7363.855714395844,734.0995980183582,A0100,54.021033486162885,Trajectory
49.0,B1001,B0100,R-27ER,ACTIVE,26266.631210253512,618.325471797941,7360.288463585408,732.4551937476218,A0100,53.80901110408696,Trajectory
49.2,B1001,B0100,R-27ER,ACTIVE,26120.383370142292,614.5149552881361,7356.728285279482,730.8172329767463,A0100,53.59737143841497,Trajectory
49.400000000000006,B1001,B0100,R-27ER,ACTIVE,25974.462552350025,610.7051750813537,7353.17512178093,729.1856794896116,A0100,53.38608358432729,Trajectory
49.6,B1001,B0100,R-27ER,ACTIVE,25828.867485963587,606.8958808032102,7349.628923987974,727.5604986969541,A0100,53.175201629588365,Trajectory
49.800000000000004,B1001,B0100,R-27ER,ACTIVE,25683.59690664524,603.0868226619373,7346.089653436625,725.941657597339,A0100,52.96471932161392,Trajectory
50.0,B1001,B0100,R-27ER,ACTIVE,25538.649556021515,599.2777532208705,7342.557284682909,724.3291259423705,A0100,52.75472334733633,Trajectory
50.2,B1001,B0100,R-27ER,ACTIVE,25394.02418171277,595.468427888752,7339.0318005606405,722.7228704352493,A0100,52.54517002812888,Trajectory
50.400000000000006,B1001,B0100,R-27ER,ACTIVE,25249.719538885776,591.6586025877807,7335.513173265088,721.1228512337804,A0100,52.3360283332676,Trajectory
50.6,B1001,B0100,R-27ER,ACTIVE,25105.734392169634,587.8480299626781,7332.00134526272,719.5290211836002,A0100,52.12727776066023,Trajectory
50.800000000000004,B1001,B0100,R-27ER,ACTIVE,24962.06751702898,584.0364554104019,7328.496224563573,717.941334547274,A0100,51.91877412386412,Trajectory
51.0,B1001,B0100,R-27ER,ACTIVE,24818.71769516155,580.2236312336059,7324.997706981222,716.3597849993446,A0100,51.71036875522315,Trajectory
51.2,B1001,B0100,R-27ER,ACTIVE,24675.68370427832,576.4093473396188,7321.505704518215,715.8609584397304,A0100,51.50217214204581,Trajectory
51.400000000000006,B1001,B0100,R-27ER,ACTIVE,24531.565499182685,572.5560598146677,7317.98600323859,727.2138210572095,A0100,51.292910319479866,Trajectory
51.6,B1001,B0100,R-27ER,ACTIVE,24385.17740322202,568.6318677095661,7314.409653332636,738.5786420534579,A0100,51.081409555472504,Trajectory
51.800000000000004,B1001,B0100,R-27ER,ACTIVE,24236.517104974813,564.6364592138382,7310.776630837546,749.9546283165865,A0100,50.867612653997696,Trajectory
52.0,B1001,B0100,R-27ER,ACTIVE,24085.58245412354,560.5695324858285,7307.086921534532,761.3409579591214,A0100,50.65145921729029,Trajectory
52.2,B1001,B0100,R-27ER,ACTIVE,23932.3714669178,556.4307933632904,7303.340490436198,772.7367907177745,A0100,50.43297792901132,Trajectory
52.400000000000006,B1001,B0100,R-27ER,ACTIVE,23776.890861941814,552.1901112926141,7299.528727976606,784.059048079969,A0100,50.212181190890256,Trajectory
52.400000000000006,B1002,B0100,R-27ER,ACTIVE,26717.298474246203,712.0316701754329,7600.456374064238,367.07277706981984,A0100,53.163466178496954,Trajectory
52.6,B1001,B0100,R-27ER,ACTIVE,23619.148877481046,547.8224788810364,7295.641668737277,795.3880522098825,A0100,49.989069652681636,Trajectory
