Time_s,Missile_ID,Launcher_ID,Target_ID,X_m,Y_m,Z_m,Velocity_m_s,Status,Data_Type,Range_to_Target_km
41.6,B1001,B0100,A0100,29954.094395393648,473.56380704127696,6037.94871548282,345.1373256596332,BOOST,Trajectory,59.92802219874896
41.8,B1001,B0100,A0100,29883.808620337757,472.1161404863976,6037.9047559287,359.0377088755799,BOOST,Trajectory,59.79048144910941
42.0,B1001,B0100,A0100,29810.73800177341,470.6109448833591,6037.859073910073,372.99647983734894,BOOST,Trajectory,59.650132122191216
42.2,B1001,B0100,A0100,29734.87092063038,469.0478052292114,6037.811681296305,387.0130624669254,BOOST,Trajectory,59.507017025161446
42.400000000000006,B1001,B0100,A0100,29656.19587538251,467.4263046108226,6037.762589278926,401.0868558011941,BOOST,Trajectory,59.36119465179003
42.6,B1001,B0100,A0100,29574.70150226638,465.7459142808032,6037.711820841264,415.2170720403174,BOOST,Trajectory,59.21263131568379
42.8,B1001,B0100,A0100,29490.376579207517,464.0060473620836,6037.659403645884,429.4031634510038,BOOST,Trajectory,59.06129979983172
43.0,B1001,B0100,A0100,29403.20999834384,462.2062248225883,6037.605353319613,443.6444616520988,BOOST,Trajectory,58.907159507910166
43.2,B1001,B0100,A0100,29313.190790381057,460.3459661474212,6037.549683987438,457.9402583291629,BOOST,Trajectory,58.75022868334441
43.400000000000006,B1001,B0100,A0100,29220.30813029074,458.4247893915585,6037.492409331947,472.2898176363559,BOOST,Trajectory,58.5904664092159
43.6,B1001,B0100,A0100,29124.55134282444,456.4422113833469,6037.433541406856,486.6923757406964,BOOST,Trajectory,58.42789121575622
43.8,B1001,B0100,A0100,29025.909908192178,454.3977477468088,6037.373091726226,501.14714032900537,BOOST,Trajectory,58.26246227379084
44.0,B1001,B0100,A0100,28924.373467762896,452.2909131098002,6037.311070079871,515.6532901443297,BOOST,Trajectory,58.09419847867075
44.2,B1001,B0100,A0100,28819.931829937606,450.1212211015836,6037.247485632339,530.2099745068257,BOOST,Trajectory,57.92305917995076
