time,agent_id,mode,target_id,distance,lock_quality,snr
2.0,A0100,SEARCH,B0100,119364.70785232825,0.0,10.0
2.0,A0200,SEARCH,B0200,119386.61411488861,0.0,10.0
2.0,B0100,SEARCH,A0100,119364.70785232825,0.0,10.0
2.0,B0200,SEARCH,A0200,119386.61411488861,0.0,10.0
4.0,A0100,SEARCH,B0100,118305.38215061965,0.0,10.0
4.0,A0200,SEARCH,B0200,118320.97702546559,0.0,10.0
4.0,B0100,SEARCH,A0100,118305.38215061965,0.0,10.0
4.0,B0200,SEARCH,A0200,118320.97702546559,0.0,10.0
6.0,A0100,SEARCH,B0100,117253.8200017542,0.0,10.0
6.0,A0200,SEARCH,B0200,117250.165592495,0.0,10.0
6.0,B0100,SEARCH,A0100,117253.8200017542,0.0,10.0
6.0,B0200,SEARCH,A0200,117250.165592495,0.0,10.0
8.0,A0100,SEARCH,B0100,116209.66308223731,0.0,10.0
8.0,A0200,SEARCH,B0200,116171.91832875772,0.0,10.0
8.0,B0100,SEARCH,A0100,116209.66308223731,0.0,10.0
8.0,B0200,SEARCH,A0200,116171.91832875772,0.0,10.0
10.0,A0100,SEARCH,B0100,115173.54880275656,0.0,10.0
10.0,A0200,SEARCH,B0200,115089.11219622586,0.0,10.0
10.0,B0100,SEARCH,A0100,115173.54880275656,0.0,10.0
10.0,B0200,SEARCH,A0200,115089.11219622586,0.0,10.0
12.0,A0100,SEARCH,B0100,114144.1308845877,0.0,10.0
12.0,A0200,SEARCH,B0200,114009.09838118075,0.0,10.0
12.0,B0100,SEARCH,A0100,114144.1308845877,0.0,10.0
12.0,B0200,SEARCH,A0200,114009.09838118075,0.0,10.0
14.0,A0100,SEARCH,B0100,113118.0951719161,0.0,10.0
14.0,A0200,SEARCH,B0200,112934.56335076453,0.0,10.0
14.0,B0100,SEARCH,A0100,113118.0951719161,0.0,10.0
14.0,B0200,SEARCH,A0200,112934.56335076453,0.0,10.0
16.0,A0100,SEARCH,B0100,112093.39894147112,0.0,10.0
16.0,A0200,SEARCH,B0200,111868.2856601052,0.0,10.0
16.0,B0100,SEARCH,A0100,112093.39894147112,0.0,10.0
16.0,B0200,SEARCH,A0200,111868.2856601052,0.0,10.0
18.0,A0100,SEARCH,B0100,111062.46303778529,0.0,10.0
18.0,A0200,SEARCH,B0200,110813.08874751678,0.0,10.0
18.0,B0100,SEARCH,A0100,111062.46303778529,0.0,10.0
18.0,B0200,SEARCH,A0200,110813.08874751678,0.0,10.0
20.0,A0100,SEARCH,B0100,110014.04182399707,0.0,10.0
20.0,A0200,SEARCH,B0200,109767.73526222794,0.0,10.0
20.0,B0100,SEARCH,A0100,110014.04182399707,0.0,10.0
20.0,B0200,SEARCH,A0200,109767.73526222794,0.0,10.0
22.0,A0100,SEARCH,B0100,108946.9067845928,0.0,10.0
22.0,A0200,SEARCH,B0200,108731.2193369552,0.0,10.0
22.0,B0100,SEARCH,A0100,108946.9067845928,0.0,10.0
22.0,B0200,SEARCH,A0200,108731.2193369552,0.0,10.0
24.0,A0100,SEARCH,B0100,107864.21109750074,0.0,10.0
24.0,A0200,SEARCH,B0200,107702.9743347396,0.0,10.0
24.0,B0100,SEARCH,A0100,107864.21109750074,0.0,10.0
24.0,B0200,SEARCH,A0200,107702.9743347396,0.0,10.0
26.0,A0100,SEARCH,B0100,106766.11490579703,0.0,10.0
26.0,A0200,SEARCH,B0200,106708.95454950859,0.0,10.0
26.0,B0100,SEARCH,A0100,106766.11490579703,0.0,10.0
26.0,B0200,SEARCH,A0200,106708.95454950859,0.0,10.0
28.0,A0100,SEARCH,B0100,105618.94251057957,0.0,10.0
28.0,A0200,SEARCH,B0200,105772.6162870037,0.0,10.0
28.0,B0100,SEARCH,A0100,105618.94251057957,0.0,10.0
28.0,B0200,SEARCH,A0200,105772.6162870037,0.0,10.0
30.0,A0100,SEARCH,B0100,104461.59236158723,0.0,10.0
30.0,A0200,SEARCH,B0200,104875.06139428867,0.0,10.0
30.0,B0100,SEARCH,A0100,104461.59236158723,0.0,10.0
30.0,B0200,SEARCH,A0200,104875.06139428867,0.0,10.0
32.0,A0100,SEARCH,B0100,103305.94723356949,0.0,10.0
32.0,A0200,SEARCH,B0200,103978.50958135375,0.0,10.0
32.0,B0100,SEARCH,A0100,103305.94723356949,0.0,10.0
32.0,B0200,SEARCH,A0200,103978.50958135375,0.0,10.0
34.0,A0100,SEARCH,B0100,102153.44389619863,0.0,10.0
34.0,A0200,SEARCH,B0200,103055.86216154923,0.0,10.0
34.0,B0100,SEARCH,A0100,102153.44389619863,0.0,10.0
34.0,B0200,SEARCH,A0200,103055.86216154923,0.0,10.0
36.0,A0100,SEARCH,B0100,101002.0917330398,0.0,10.0
36.0,A0200,SEARCH,B0200,102079.39023901543,0.0,10.0
36.0,B0100,SEARCH,A0100,101002.0917330398,0.0,10.0
36.0,B0200,SEARCH,A0200,102079.39023901543,0.0,10.0
38.0,A0100,TRACK,B0100,99854.12233596832,0.6,15.0
38.0,A0200,SEARCH,B0200,101084.04709062984,0.0,10.0
38.0,B0100,TRACK,A0100,99854.12233596832,0.6,15.0
38.0,B0200,SEARCH,A0200,101084.04709062984,0.0,10.0
40.0,A0100,TRACK,B0100,98713.64477667747,0.6,15.0
40.0,A0200,SEARCH,B0200,100153.63141823155,0.0,10.0
40.0,B0100,TRACK,A0100,98713.64477667747,0.6,15.0
40.0,B0200,SEARCH,A0200,100153.63141823155,0.0,10.0
42.0,A0100,TRACK,B0100,97621.20129869551,0.6,15.0
42.0,A0200,TRACK,B0200,99306.42184422603,0.6,15.0
42.0,B0100,TRACK,A0100,97621.20129869551,0.6,15.0
42.0,B0200,TRACK,A0200,99306.42184422603,0.6,15.0
44.0,A0100,TRACK,B0100,96655.4224334608,0.6,15.0
44.0,A0200,TRACK,B0200,98569.99527863514,0.6,15.0
44.0,B0100,TRACK,A0100,96655.4224334608,0.6,15.0
44.0,B0200,TRACK,A0200,98569.99527863514,0.6,15.0
46.0,A0100,TRACK,B0100,95854.5519060115,0.6,15.0
46.0,A0200,TRACK,B0200,97977.51770420674,0.6,15.0
46.0,B0100,TRACK,A0100,95854.5519060115,0.6,15.0
46.0,B0200,TRACK,A0200,97977.51770420674,0.6,15.0
48.0,A0100,TRACK,B0100,95216.98483590211,0.6,15.0
48.0,A0200,TRACK,B0200,97530.50815524686,0.6,15.0
48.0,B0100,TRACK,A0100,95216.98483590211,0.6,15.0
48.0,B0200,TRACK,A0200,97530.50815524686,0.6,15.0
50.0,A0100,TRACK,B0100,94718.16446909995,0.6,15.0
50.0,A0200,TRACK,B0200,97155.37434597679,0.6,15.0
50.0,B0100,TRACK,A0100,94718.16446909995,0.6,15.0
50.0,B0200,TRACK,A0200,97155.37434597679,0.6,15.0
52.0,A0100,TRACK,B0100,94312.69834171733,0.6,15.0
52.0,A0200,TRACK,B0200,96873.16805229998,0.6,15.0
52.0,B0100,TRACK,A0100,94312.69834171733,0.6,15.0
52.0,B0200,TRACK,A0200,96873.16805229998,0.6,15.0
54.0,A0100,TRACK,B0100,93948.86068415431,0.6,15.0
54.0,A0200,TRACK,B0200,96682.38538663577,0.6,15.0
54.0,B0100,TRACK,A0100,93948.86068415431,0.6,15.0
54.0,B0200,TRACK,A0200,96682.38538663577,0.6,15.0
56.0,A0100,TRACK,B0100,93580.42200232792,0.6,15.0
56.0,A0200,TRACK,B0200,96540.4519949159,0.6,15.0
56.0,B0100,TRACK,A0100,93580.42200232792,0.6,15.0
56.0,B0200,TRACK,A0200,96540.4519949159,0.6,15.0
58.0,A0100,TRACK,B0100,93168.30786982874,0.6,15.0
58.0,A0200,TRACK,B0200,96391.7268999433,0.6,15.0
58.0,B0100,TRACK,A0100,93168.30786982874,0.6,15.0
58.0,B0200,TRACK,A0200,96391.7268999433,0.6,15.0
60.0,A0100,TRACK,B0100,92689.54562658882,0.6,15.0
60.0,A0200,TRACK,B0200,96199.74099726112,0.6,15.0
60.0,B0100,TRACK,A0100,92689.54562658882,0.6,15.0
60.0,B0200,TRACK,A0200,96199.74099726112,0.6,15.0
62.0,A0100,TRACK,B0100,92128.9620379524,0.6,15.0
62.0,A0200,TRACK,B0200,95924.60050477115,0.6,15.0
62.0,B0100,TRACK,A0100,92128.9620379524,0.6,15.0
62.0,B0200,TRACK,A0200,95924.60050477115,0.6,15.0
64.0,A0100,TRACK,B0100,91483.65630544127,0.6,15.0
64.0,A0200,TRACK,B0200,95535.93582797736,0.6,15.0
64.0,B0100,TRACK,A0100,91483.65630544127,0.6,15.0
64.0,B0200,TRACK,A0200,95535.93582797736,0.6,15.0
