time,missile_id,launcher_id,target_id,x,y,z,speed,distance_to_target,guidance_mode
98.0,A1001,A0100,B0100,-38583.61723200127,-1392.8033017442056,5741.030528385032,483.74299544165643,77200.31176506639,MID_COURSE
98.0,A2001,A0200,B0100,-41286.180058577105,-3445.0226387878674,7655.741038390668,485.08598375612763,80001.18362356933,MID_COURSE
100.0,A1001,A0100,B0100,-37456.96221686466,-1529.029426435133,5812.6649104318385,655.8076367219911,75656.76985536773,MID_COURSE
100.0,A2001,A0200,B0100,-40218.207730000955,-3827.5150280197577,7523.835217837329,659.4731332528894,78533.29330121349,MID_COURSE
102.0,A1001,A0100,B0100,-35980.537053464446,-1682.2966820930828,5895.921898120472,833.1593446106592,73764.23351313955,MID_COURSE
102.0,A2001,A0200,B0100,-38796.366520003605,-4265.308179265491,7366.825663238103,838.8191464402812,76717.79928739635,MID_COURSE
104.0,A1001,A0100,B0100,-34144.9925090896,-1850.1946132096698,5989.958386169332,1014.5114897762429,71514.82495019476,MID_COURSE
104.0,A2001,A0200,B0100,-37011.799139701696,-4751.736054531928,7185.887026744998,1021.712738105395,74548.96257362636,MID_COURSE
106.0,A1001,A0100,B0100,-31999.938390514653,-2026.3644334731932,6091.566884380756,1083.8480315278966,68958.82318680773,MID_COURSE
106.0,A2001,A0200,B0100,-34913.522553211806,-5268.737565063419,6986.899065021834,1092.296680970066,72077.11679148751,MID_COURSE
108.0,A1001,A0100,B0100,-29882.404155893622,-2184.7420031470965,6185.7906317848865,1041.9559524439944,66432.4114989666,MID_COURSE
108.0,A2001,A0200,B0100,-32831.56003821075,-5740.830368729896,6798.921465378245,1050.8202103874362,69626.78753354287,MID_COURSE
110.0,A1001,A0100,B0100,-27843.621504330007,-2322.3672700935163,6270.6924943017975,1003.4500289651799,63986.351789345186,MID_COURSE
110.0,A2001,A0200,B0100,-30819.448308551222,-6158.344131144059,6625.9829061996425,1011.4648076606164,67249.39208976412,MID_COURSE
112.0,A1001,A0100,B0100,-25877.45361646122,-2440.6091514616987,6346.869323107276,967.9262768896625,61614.248095585855,MID_COURSE
112.0,A2001,A0200,B0100,-28874.346563824933,-6524.264523953247,6467.24170615943,974.1664820413414,64941.06471925937,MID_COURSE
114.0,A1001,A0100,B0100,-23978.49055049879,-2540.738961837713,6414.850920918394,935.0427024938068,59310.532412387474,MID_COURSE
114.0,A2001,A0200,B0100,-26993.4832813801,-6841.502234889207,6321.871369967696,938.8513984253573,62698.192226349835,MID_COURSE
116.0,A1001,A0100,B0100,-22141.924035352247,-2623.937304711675,6475.239484031665,904.5100558317466,57069.821375818094,MID_COURSE
116.0,A2001,A0200,B0100,-25174.171167722463,-7112.876880688648,6189.185984205292,905.4268679377308,60516.964520588605,MID_COURSE
118.0,A1001,A0100,B0100,-20363.518379622146,-2691.2034689408956,6528.4211471166,876.0555314149451,54886.40104403269,MID_COURSE
118.0,A2001,A0200,B0100,-23413.83752340712,-7341.010696291904,6068.370465119423,873.7922314796323,58392.9599720972,MID_COURSE
120.0,A1001,A0100,B0100,-18639.488736788633,-2743.417242933624,6574.835168595667,849.4618418226488,52756.614041668174,MID_COURSE
120.0,A2001,A0200,B0100,-21710.02115847124,-7528.380405226253,5958.725326054511,843.8545487510966,56323.46074329377,MID_COURSE
122.0,A1001,A0100,B0100,-16966.44985426937,-2781.3564573534964,6614.831331118283,824.5560265782884,50676.36080162214,MID_COURSE
122.0,A2001,A0200,B0100,-20060.37310426407,-7677.322808965491,5859.530551849389,815.51956733056,54305.08664488595,MID_COURSE
124.0,A1001,A0100,B0100,-15341.339137776002,-2805.7743779730527,6648.751576074891,801.1556618613955,48644.79954391427,MID_COURSE
124.0,A2001,A0200,B0100,-18462.64287632349,-7790.109572938607,5770.11600522774,788.7276015654907,52337.30757410946,MID_COURSE
126.0,A1001,A0100,B0100,-13761.376746553304,-2817.407994093773,6676.8235334394285,779.1474431542275,46658.47696214724,MID_COURSE
126.0,A2001,A0200,B0100,-16914.665575226016,-7868.953394673318,5689.759771819561,763.3800040929607,50417.104757336754,MID_COURSE
128.0,A1001,A0100,B0100,-12224.05135665037,-2816.8732459250004,6699.2938591161765,758.3788294398507,44715.319197689,MID_COURSE
128.0,A2001,A0200,B0100,-15414.397796695977,-7915.8958651948815,5617.814323488699,739.3812589432298,48542.767462991666,MID_COURSE
130.0,A1001,A0100,B0100,-10727.100056900192,-2804.7008388992676,6716.2364363299885,738.761812322409,42812.686589543664,MID_COURSE
130.0,A2001,A0200,B0100,-13959.899654046667,-7932.850417676929,5553.5279289215805,716.6704689431735,46711.63360463277,MID_COURSE
132.0,A1001,A0100,B0100,-9268.364962989528,-2781.4913602272622,6728.257848080386,720.230344098773,40947.00357796852,MID_COURSE
132.0,A2001,A0200,B0100,-12549.30917779296,-7921.721715450721,5496.6774296478425,695.1430865418702,44920.53553006961,MID_COURSE
134.0,A1001,A0100,B0100,-7845.914426658917,-2747.762046488454,6735.65619118425,702.6463968803589,39116.58199119446,MID_COURSE
134.0,A2001,A0200,B0100,-11180.875104256165,-7884.273129177391,5446.812031423725,674.7458507462268,43167.59113449844,MID_COURSE
136.0,A1001,A0100,B0100,-6457.98168170191,-2704.0018905109205,6738.573087685256,685.9747682430741,37319.522380711416,MID_COURSE
136.0,A2001,A0200,B0100,-9852.925056121318,-7822.180960785061,5403.388342436492,655.3995414743393,41451.05189239939,MID_COURSE
138.0,A1001,A0100,B0100,-5102.922780707679,-2650.61615007849,6737.483185556039,670.1239776349632,35557.68119813065,MID_COURSE
138.0,A2001,A0200,B0100,-8563.890869724779,-7737.009677004115,5366.19237648638,637.0139930673259,39773.06698106932,MID_COURSE
140.0,A1001,A0100,B0100,-3779.2479932634255,-2587.992561805395,6732.45215603618,655.0361602701082,33826.13767424562,MID_COURSE
140.0,A2001,A0200,B0100,-7312.272866648182,-7630.24282633179,5334.699507257175,619.5736582203933,38128.090567575455,MID_COURSE
142.0,A1001,A0100,B0100,-2485.496153524162,-2516.7021955496443,6723.7173092367975,640.6916464040947,32124.390698383246,MID_COURSE
142.0,A2001,A0200,B0100,-6096.587799263809,-7503.4350538729595,5308.580622249554,603.0114324274604,36515.71630981573,MID_COURSE
144.0,A1001,A0100,B0100,-1220.4078091260087,-2437.101158462733,6711.0170555751965,626.9628855773948,30450.6138769569,MID_COURSE
144.0,A2001,A0200,B0100,-4915.466492743054,-7357.903802210468,5287.133867678209,587.2421753669382,34934.2012376829,MID_COURSE
146.0,A1001,A0100,B0100,17.172668522848202,-2349.269039284433,6694.672611743759,613.8363472664839,28804.15527108631,MID_COURSE
146.0,A2001,A0200,B0100,-3767.7096218105044,-7194.683582090412,5270.192412819591,572.1971281675109,33383.09956778454,MID_COURSE
148.0,A1001,A0100,B0100,1228.34007752897,-2253.4026778192856,6674.870578066998,601.2687503933586,27184.49550842408,MID_COURSE
148.0,A2001,A0200,B0100,-2652.138554575873,-7014.866551217365,5257.512844077068,557.8540844853845,31861.486864480506,MID_COURSE
150.0,A1001,A0100,B0100,2414.075106758101,-2149.6033122436743,6651.498257618705,589.2132130345316,25587.990062744164,MID_COURSE
150.0,A2001,A0200,B0100,-1567.662349943541,-6819.3886078717305,5248.669270331675,544.1305087553042,30365.98379753414,MID_COURSE
152.0,A1001,A0100,B0100,3575.1748052229673,-2037.6493290297683,6624.33490979222,577.5766376585553,24013.407023594213,MID_COURSE
152.0,A2001,A0200,B0100,-513.3732662699445,-6608.875004261348,5243.227244876332,530.9833360633513,28895.080668213086,MID_COURSE
154.0,A1001,A0100,B0100,4712.444508221921,-1917.3905974926538,6593.533926791637,566.4240339988279,22460.39050404904,MID_COURSE
154.0,A2001,A0200,B0100,511.5934344018,-6383.967681371766,5241.094107203347,518.3726785586096,27448.610854636812,MID_COURSE
156.0,A1001,A0100,B0100,5826.6630789276105,-1788.7876965591838,6559.25181602388,555.6952104590814,20928.42649437054,MID_COURSE
156.0,A2001,A0200,B0100,1508.0800188376734,-6145.372508979102,5242.234012449433,506.2756049822894,26025.695810293404,MID_COURSE
158.0,A1001,A0100,B0100,6918.453085699797,-1651.6181152516706,6521.381391073225,545.2854159931954,19418.433762441397,MID_COURSE
158.0,A2001,A0200,B0100,2476.81819731011,-5893.649732137049,5246.47936344228,494.64206367153076,24627.135059611704,MID_COURSE
160.0,A1001,A0100,B0100,7988.347385915547,-1505.726819655653,6479.009226277929,535.358285369356,17928.089607710015,MID_COURSE
160.0,A2001,A0200,B0100,3418.446242520395,-5629.164082044333,5253.1061544062,483.43578547507377,23250.745640354548,MID_COURSE
162.0,A1001,A0100,B0100,9037.399770509584,-1351.8565277753514,6433.207960463872,525.9177421175624,16456.980265551112,MID_COURSE
162.0,A2001,A0200,B0100,4333.484150452053,-5352.260777583594,5262.600313036809,472.61776442439657,21896.294993887124,MID_COURSE
164.0,A1001,A0100,B0100,10066.593031377282,-1190.9185002515007,6384.306555935673,516.9234655186184,15004.204341359971,MID_COURSE
164.0,A2001,A0200,B0100,5222.329527276744,-5063.139552054762,5274.963688289041,462.1274102206179,20563.35215851212,MID_COURSE
166.0,A1001,A0100,B0100,11076.662673597673,-1023.621710057728,6331.782398789983,508.2885622011038,13570.346829106367,MID_COURSE
166.0,A2001,A0200,B0100,6085.161871170092,-4761.688309343585,5289.4884438327035,451.9421045400223,19252.567156792586,MID_COURSE
168.0,A1001,A0100,B0100,12068.54456317386,-850.6132169873987,6276.376066575977,500.0593396969856,12153.24934798085,MID_COURSE
168.0,A2001,A0200,B0100,6921.887875003751,-4447.508181267041,5306.551472377324,441.95403491278915,17962.98582930857,MID_COURSE
170.0,A1001,A0100,B0100,13044.004284441693,-675.2552471895162,6219.572119617675,492.6800034663128,10750.784980402808,TERMINAL
170.0,A2001,A0200,B0100,7731.86128040491,-4119.53161103041,5326.03512898313,432.0717834431702,16694.011338587752,MID_COURSE
172.0,A1001,A0100,B0100,14005.120747309405,-501.920933414932,6164.456700960044,485.47458856669255,9362.339602243272,TERMINAL
172.0,A2001,A0200,B0100,8513.892899994973,-3776.321561217595,5348.920427692647,422.222763827072,15446.742159985528,MID_COURSE
174.0,A1001,A0100,B0100,14952.169469969209,-330.7796606723971,6109.980995983329,478.3703190746407,7988.174117269009,TERMINAL
174.0,A2001,A0200,B0100,9266.536813251192,-3416.340637630897,5374.6398312078345,412.48919765259535,14222.442054304904,MID_COURSE
176.0,A1001,A0100,B0100,15885.221946081107,-161.76294263405111,6056.202775293391,471.3733334032323,6628.645722147128,TERMINAL
176.0,A2001,A0200,B0100,9989.911659147572,-3040.508829475879,5403.313501393205,403.2354973587529,13021.77562617241,MID_COURSE
178.0,A1001,A0100,B0100,16804.759398179885,5.022847947513622,6003.606100754273,464.5479470378447,5284.9474493438975,TERMINAL
178.0,A2001,A0200,B0100,10685.835948393476,-2651.872574849278,5434.827770052323,394.4222570165087,11845.959216854108,TERMINAL
180.0,A1001,A0100,B0100,17710.739438664365,170.06085975587365,5952.339323448438,457.70738581768586,3955.7945139679928,TERMINAL
180.0,A2001,A0200,B0100,11370.251857047107,-2278.9165086029366,5467.666878254905,385.8268800499163,10686.814765551742,TERMINAL
182.0,A1001,A0100,B0100,18602.74262606072,334.3031687529566,5900.458655141603,450.9198429829308,2640.742476226221,TERMINAL
182.0,A2001,A0200,B0100,12050.25947316996,-1932.4581996603667,5500.162582795301,378.1341362381179,9539.52719110999,TERMINAL
184.0,A1001,A0100,B0100,19480.801216455373,497.5425152648088,5847.19819798618,443.8794869820394,1339.169243950531,TERMINAL
184.0,A2001,A0200,B0100,12724.11441858943,-1606.5505266983182,5531.324979705768,371.1064062661382,8403.506981432518,TERMINAL
186.0,A1001,A0100,B0100,20344.196007709164,657.9593584660007,5797.286431362814,434.82256969179207,51.4151920793415,TERMINAL
186.0,A2001,A0200,B0100,13390.681604223775,-1296.90710343833,5562.666036870355,364.5390130175234,7277.658949076407,TERMINAL
188.0,A2001,A0200,B0100,14049.61343720434,-1001.2111789216877,5590.671643928766,358.1939087084085,0,TERMINAL
190.0,A2001,A0200,B0100,14702.103754726968,-721.998440027792,5614.396662793155,351.8765568533483,0,TERMINAL
192.0,A2001,A0200,B0100,15349.190491046715,-462.5413640997981,5635.552144760997,345.5556120124772,0,TERMINAL
194.0,A2001,A0200,B0100,15991.480126352073,-225.71054387333174,5655.245401231367,339.2608310261527,0,TERMINAL
196.0,A2001,A0200,B0100,16629.078573020844,-13.399922985622172,5674.312728587118,333.0098300190124,0,TERMINAL
198.0,A2001,A0200,B0100,17261.849863610347,172.50934065147067,5693.221046079319,326.7899849963771,0,TERMINAL
200.0,A2001,A0200,B0100,17889.327897754476,330.70739633541626,5712.474845232896,320.6072891223597,0,TERMINAL
202.0,A2001,A0200,B0100,18510.85043474516,459.81119062193676,5732.1206017203485,314.4887514770959,0,TERMINAL
204.0,A2001,A0200,B0100,19125.530961136534,558.6465390676935,5752.212898059085,308.43691430018987,0,TERMINAL
206.0,A2001,A0200,B0100,19732.267730674288,626.3664521780397,5772.650287498533,302.44208288805277,0,TERMINAL
208.0,A2001,A0200,B0100,20329.792983222094,662.4141583094516,5793.433296379636,296.58931207563387,0,TERMINAL
