time,missile_id,launcher_id,target_id,x,y,z,speed,distance_to_target,guidance_mode
94.0,A1001,A0100,B0200,-38232.1008055173,-90.76907037561725,5920.415823074787,545.810070669829,68450.86375379043,MID_COURSE
96.0,A1001,A0100,B0200,-37282.080640227374,729.1718269113072,5943.804285266637,711.7413102144277,66870.51029905798,MID_COURSE
98.0,A1001,A0100,B0200,-36004.89002068547,1676.7218408156614,5962.98423168702,880.7469538997913,64972.38782705626,MID_COURSE
100.0,A1001,A0100,B0200,-34393.699018574924,2739.7211764003246,5976.679675595606,1051.2790722259335,62764.448994846374,MID_COURSE
102.0,A1001,A0100,B0200,-32602.994421823936,3822.3279294145127,5983.339580732444,1021.6895915209549,60408.246604865,MID_COURSE
104.0,A1001,A0100,B0200,-30863.395660631468,4799.826977751367,5982.170408546502,974.1214466442376,58126.972424779524,MID_COURSE
106.0,A1001,A0100,B0200,-29173.72433134277,5677.997018083656,5973.4658574801115,930.4879408879501,55914.853564785444,MID_COURSE
108.0,A1001,A0100,B0200,-27531.25036381618,6463.071166718217,5957.72672133288,890.3398859256935,53764.04788321808,MID_COURSE
110.0,A1001,A0100,B0200,-25933.70628270419,7160.736008517874,5936.039761761369,853.2926543336304,51670.24418178668,MID_COURSE
112.0,A1001,A0100,B0200,-24379.27568418799,7776.0143347083085,5908.385886375285,818.9528311086824,49628.29118980879,MID_COURSE
114.0,A1001,A0100,B0200,-22866.508790122847,8313.773577615873,5873.871548423623,787.1464287961356,47635.15532798048,MID_COURSE
116.0,A1001,A0100,B0200,-21394.148893786372,8777.233724714177,5833.1255440256555,756.7237195529806,45695.13671296931,MID_COURSE
118.0,A1001,A0100,B0200,-19961.98795823604,9157.193648280598,5786.345879522471,725.6859322709249,43927.24164444245,MID_COURSE
120.0,A1001,A0100,B0200,-18570.96394821566,9447.177737673597,5736.5592508542195,696.4230235196038,42246.83898793956,MID_COURSE
122.0,A1001,A0100,B0200,-17222.00683270025,9652.358675901118,5684.032199444052,669.3074729305603,40575.51622970408,MID_COURSE
124.0,A1001,A0100,B0200,-15916.26639484691,9778.19039802186,5623.7553632821755,644.0420235391131,38929.07408208943,MID_COURSE
126.0,A1001,A0100,B0200,-14654.709376708583,9828.176220876128,5558.125372069962,620.4440708310724,37314.29965741463,MID_COURSE
128.0,A1001,A0100,B0200,-13437.908557518442,9807.828733907416,5489.134782801091,598.7098157978129,35682.46664243536,MID_COURSE
130.0,A1001,A0100,B0200,-12266.574358359028,9722.808910688613,5413.346933995401,578.2925655716566,34086.75900754152,MID_COURSE
132.0,A1001,A0100,B0200,-11141.478192659086,9575.843244455033,5336.785518103663,559.2692658394172,32521.186275433593,MID_COURSE
134.0,A1001,A0100,B0200,-10060.679136903269,9376.934206808653,5259.50228854575,542.6780428937536,30894.79918770677,MID_COURSE
136.0,A1001,A0100,B0200,-9022.400671907155,9133.910622827776,5179.384586664925,526.6929189237625,29294.93723820051,MID_COURSE
138.0,A1001,A0100,B0200,-8027.990314423674,8846.519170072606,5102.44658248964,511.36831738322695,27722.133342173543,MID_COURSE
140.0,A1001,A0100,B0200,-7078.44533261203,8517.263696137004,5026.1580515780615,496.64792420266,26142.28333751582,MID_COURSE
142.0,A1001,A0100,B0200,-6176.158926837705,8148.117628046841,4938.1924317826715,482.2405400060741,24569.88709108759,MID_COURSE
144.0,A1001,A0100,B0200,-5325.555447779013,7739.663776596534,4827.128155110126,467.9785037248162,23016.252429622564,MID_COURSE
146.0,A1001,A0100,B0200,-4533.048058867432,7290.701413576482,4686.59406991815,453.8258044892484,21488.50457818612,MID_COURSE
148.0,A1001,A0100,B0200,-3807.0802820860704,6800.298803120792,4511.709711019823,439.8002081505583,19993.989215582602,MID_COURSE
150.0,A1001,A0100,B0200,-3156.5676885763214,6267.814202859654,4304.2594575560515,426.6309249268365,18568.857274078706,MID_COURSE
152.0,A1001,A0100,B0200,-2583.842205703776,5690.397895010136,4092.1758480540543,414.15525068812053,17202.315503714715,MID_COURSE
154.0,A1001,A0100,B0200,-2092.701778039237,5072.644084542768,3885.943763780615,401.8762347952988,15893.905826764008,MID_COURSE
156.0,A1001,A0100,B0200,-1687.4726118694648,4422.435933995568,3687.996669236686,389.78138472658384,14654.283699001287,MID_COURSE
158.0,A1001,A0100,B0200,-1372.416458595302,3749.163463973521,3497.9302575306433,377.8625676245313,13490.508605896963,MID_COURSE
160.0,A1001,A0100,B0200,-1148.383758596573,3063.2696256568006,3315.991576510677,366.80231789172484,12408.610064465272,MID_COURSE
162.0,A1001,A0100,B0200,-980.2473347353907,2381.4819036401605,3144.171887318223,356.0000939287906,11384.871172764557,TERMINAL
164.0,A1001,A0100,B0200,-748.9477048982318,1737.1889833236862,2992.8409497105254,345.5779375282917,10322.203925770678,TERMINAL
166.0,A1001,A0100,B0200,-453.54084370869333,1138.4783037872191,2856.524940440722,336.24611661796723,9219.035217972529,TERMINAL
168.0,A1001,A0100,B0200,-106.39752522396425,586.8809578200537,2730.254994749751,327.99977550052654,8084.846630664006,TERMINAL
170.0,A1001,A0100,B0200,281.30064445169467,81.06890480394449,2610.4826307661306,320.78014508183213,6927.9623234715455,TERMINAL
172.0,A1001,A0100,B0200,700.0349063329425,-382.03318986825104,2493.9408018137074,314.83163247820113,5755.3618683316945,TERMINAL
174.0,A1001,A0100,B0200,1109.1076069246603,-839.5064743751174,2391.702968225591,305.3229653149182,4715.608518772916,TERMINAL
176.0,A1001,A0100,B0200,1403.4444727493094,-1348.5114470682215,2321.575674020052,288.93820034018097,3938.1285873727775,TERMINAL
178.0,A1001,A0100,B0200,1581.050367685093,-1882.4322680879748,2301.1725281102554,275.2427023443345,3257.339253909644,TERMINAL
180.0,A1001,A0100,B0200,1653.8715992678958,-2415.2597986645274,2287.228557876079,263.4726415407294,2671.3406163250834,TERMINAL
182.0,A1001,A0100,B0200,1632.751233088477,-2929.069961759231,2247.2266234630715,252.9624490453216,2158.9630566655887,TERMINAL
184.0,A1001,A0100,B0200,1522.9105613180423,-3408.231951198251,2187.7270828884953,243.7344905008826,1685.6741603436817,TERMINAL
186.0,A1001,A0100,B0200,1442.362557270277,-3876.2303432363096,2179.5097529449754,228.9693524386382,1075.6374600673532,TERMINAL
