time,agent_id,phase,decision_type,selected_tactic,selected_maneuver,reason
41.0,A0100,MELD_MTR,TACTIC,PINCER_ATTACK,None,Adjusted from SIDE_BY_SIDE
245.0,A0100,NLT_MELD,TACTIC,PINCER_ATTACK,None,"Threat:ADVANTAGE, Intent:NEUTRAL_TYPE"
245.0,A0100,NLT_MELD,TACTIC,PINCER_ATTACK,None,"Threat:ADVANTAGE, Intent:NEUTRAL_TYPE"
