time,missile_id,launcher_id,target_id,x,y,z,speed,distance_to_target,guidance_mode
72.0,A1001,A0100,B0100,-37670.45329930577,-2275.3041284881774,8123.716970114971,444.88794352207185,77012.11521553124,MID_COURSE
74.0,A1001,A0100,B0100,-36622.33310785195,-2414.866236378205,8231.286935442471,620.7880318763478,75334.21290595831,MID_COURSE
76.0,A1001,A0100,B0100,-35215.60887468905,-2592.779135079024,8344.571079447953,804.4491413708471,73284.75920537618,MID_COURSE
78.0,A1001,A0100,B0100,-33435.612388883994,-2809.671622183998,8460.191462129837,995.1411898692152,70857.86359389062,MID_COURSE
80.0,A1001,A0100,B0100,-31350.546784208866,-3057.030420889291,8571.168465536486,1053.4366517818612,68119.03999623652,MID_COURSE
82.0,A1001,A0100,B0100,-29290.841351706487,-3298.0311555331023,8660.238390481096,1022.2961750768166,65407.52295557383,MID_COURSE
84.0,A1001,A0100,B0100,-27289.850181277343,-3529.421214894036,8725.495984108074,993.1817942936087,62752.02643427941,MID_COURSE
86.0,A1001,A0100,B0100,-25343.834600296082,-3751.656995825606,8768.124012824275,966.0129403269898,60147.61487890134,MID_COURSE
88.0,A1001,A0100,B0100,-23449.493010377293,-3965.0242829483186,8789.197205545583,940.4756382697839,57593.31066452649,MID_COURSE
90.0,A1001,A0100,B0100,-21604.007126988876,-4169.87451884845,8789.356506590202,916.3694638787659,55085.98268887969,MID_COURSE
92.0,A1001,A0100,B0100,-19804.87774083762,-4366.6885973578155,8769.20951062037,893.626626017316,52622.54996241593,MID_COURSE
94.0,A1001,A0100,B0100,-18049.871710077798,-4555.902768280172,8729.328766098857,872.0362152208114,50201.682815628774,MID_COURSE
96.0,A1001,A0100,B0100,-16336.964892247264,-4738.259074002939,8670.421185058169,851.7925256544346,47822.4342689687,MID_COURSE
98.0,A1001,A0100,B0100,-14663.496717508944,-4915.788508633081,8596.218695194135,832.493396340629,45489.08253068343,MID_COURSE
100.0,A1001,A0100,B0100,-13029.16458583306,-5089.504761562305,8503.353619875556,813.6616170228776,43196.363713255734,MID_COURSE
102.0,A1001,A0100,B0100,-11432.782008432749,-5259.593943698744,8391.353659338996,795.6513716073431,40937.2099738242,MID_COURSE
104.0,A1001,A0100,B0100,-9872.307860065079,-5425.852622266605,8262.528879055772,778.7746449467932,38711.486242179526,MID_COURSE
106.0,A1001,A0100,B0100,-8347.282036409222,-5588.055693138606,8115.111702779535,762.0461983604109,36526.984493961325,MID_COURSE
108.0,A1001,A0100,B0100,-6855.292634122971,-5744.572834291581,7952.678187594285,746.8321161540268,34368.51588519423,MID_COURSE
110.0,A1001,A0100,B0100,-5393.87351452388,-5900.056018211961,7781.17938895399,732.7409354325765,32251.171752351296,MID_COURSE
112.0,A1001,A0100,B0100,-3962.7787484106316,-6051.209876335674,7598.145826778278,717.4002732365616,30175.323674755855,MID_COURSE
114.0,A1001,A0100,B0100,-2566.0722746951647,-6197.7240570676195,7391.748886548102,702.654780811837,28138.575570602447,MID_COURSE
116.0,A1001,A0100,B0100,-1199.3900877375072,-6342.342065977137,7171.389144244021,688.9013544855354,26126.669143966014,MID_COURSE
118.0,A1001,A0100,B0100,134.08833410931643,-6480.784996387299,6927.873953516889,673.9310246622773,24153.30919615251,MID_COURSE
120.0,A1001,A0100,B0100,1436.6800583611584,-6616.40957676581,6665.835390747626,661.3205168061168,22199.17761237003,MID_COURSE
122.0,A1001,A0100,B0100,2707.065928544202,-6748.492535036407,6382.039475227853,646.6695863602321,20284.49826225066,MID_COURSE
124.0,A1001,A0100,B0100,3939.954914719504,-6876.70456351472,6065.656329893087,632.6894340839233,18395.973077440973,MID_COURSE
126.0,A1001,A0100,B0100,5137.328519388747,-7002.357912043605,5720.615623824885,619.7577853555031,16539.715371390386,MID_COURSE
128.0,A1001,A0100,B0100,6300.400845330935,-7123.657809227389,5349.049886983972,607.2087403555444,14718.572035176534,MID_COURSE
130.0,A1001,A0100,B0100,7429.072576874141,-7238.879179876604,4951.216000401242,594.973560424548,12930.573859527083,MID_COURSE
132.0,A1001,A0100,B0100,8526.96523524528,-7348.19524901468,4539.064320005976,582.1032936381961,11156.864398391526,TERMINAL
134.0,A1001,A0100,B0100,9610.353646222291,-7438.350719306941,4159.035978139396,569.8230054391355,9411.041239901362,TERMINAL
136.0,A1001,A0100,B0100,10670.165781635265,-7509.157572493162,3775.1841407037846,559.9199689104369,7688.275039937532,TERMINAL
138.0,A1001,A0100,B0100,11709.066591880899,-7568.992577068796,3386.194900533482,551.0987341642691,5988.263038028874,TERMINAL
140.0,A1001,A0100,B0100,12731.786449673535,-7619.84931518441,3001.01083688028,542.7181212109535,4310.8310952713055,TERMINAL
142.0,A1001,A0100,B0100,13735.750148168489,-7663.275321063576,2616.07536529241,533.446839864508,2664.3024012438295,TERMINAL
144.0,A1001,A0100,B0100,14719.264068487704,-7687.31812646292,2249.171919525637,504.9048699999098,1045.7550301138435,TERMINAL
